NUM	NUM	NUM	TEXT	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	NUM	TEXT	NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	NUM	NUM	NUM
2664	-1	0	【个人】遥远的印度河(二)	【个人】遥远的印度河(二)	2851	-1	-1	55	74	-1	0	1	-1	-1	16025	-1	-1	-1	-1	1	1000	0	0	200000	0	0	1	66	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t印度河飘来的邪气已经让人失去神智，一定要阻止污染的扩散，请你进入进入#G印度河#W，击败#G沙陀罗#W	进入#G印度河#W	\t你还没有完成任务哪，鼓起勇气，相信你自己。	你真的放弃任务？	\t危机就此解除，愿人们也会渐渐恢复正常吧。	126040	三环副本传送人	-1	-1	0	-1	进入副本#G印度河#W，击败#G沙陀罗#W					如果您没有进入过【试炼】印度河，请选择点击【个人】试炼印度河进入副本完成任务。	0		0
2665	-1	0	【个人】遥远的印度河(二)	【个人】遥远的印度河(二)	2852	-1	-1	55	74	-1	0	2	-1	-1	16025	-1	-1	-1	-1	1	1000	0	0	200000	0	0	1	66	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t印度河飘来的邪气已经让人失去神智，一定要阻止污染的扩散，请你进入进入#G印度河#W，击败#G沙陀罗#W	进入#G印度河#W	\t你还没有完成任务哪，鼓起勇气，相信你自己。	你真的放弃任务？	\t危机就此解除，愿人们也会渐渐恢复正常吧。	129041	三环副本传送人	-1	-1	0	-1	进入副本#G印度河#W，击败#G沙陀罗#W					如果您没有进入过【试炼】印度河，请选择点击【个人】试炼印度河进入副本完成任务。	0		0
2666	-1	0	【个人】遥远的印度河(二)	【个人】遥远的印度河(二)	2853	-1	-1	55	74	-1	0	3	-1	-1	16025	-1	-1	-1	-1	1	1000	0	0	200000	0	0	1	66	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t印度河飘来的邪气已经让人失去神智，一定要阻止污染的扩散，请你进入进入#G印度河#W，击败#G沙陀罗#W	进入#G印度河#W	\t你还没有完成任务哪，鼓起勇气，相信你自己。	你真的放弃任务？	\t危机就此解除，愿人们也会渐渐恢复正常吧。	132040	三环副本传送人	-1	-1	0	-1	进入副本#G印度河#W，击败#G沙陀罗#W					如果您没有进入过【试炼】印度河，请选择点击【个人】试炼印度河进入副本完成任务。	0		0
2667	-1	0	【个人】水浒祝家庄(二)	【个人】水浒祝家庄(二)	2854	-1	-1	60	79	-1	0	0	-1	-1	16026	-1	-1	-1	-1	1	1000	0	0	225000	0	0	1	71	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t我们不能眼睁睁地看着宝物落入敌人手中，进入#G祝家庄#W，击败#G扈三娘#W	进入#G祝家庄#W	\t你还没有完成任务哪，鼓起勇气，相信你自己。	你真的放弃任务？	\t名著中的祝家庄让你惊心动魄一番吧，感觉可好？	123744	三环副本传送人	-1	-1	0	-1	进入副本#G祝家庄#W，击败#G扈三娘#W					如果您没有进入过【试炼】祝家庄，请选择点击【个人】试炼祝家庄进入副本完成任务。	0		0
2668	-1	0	【个人】水浒祝家庄(二)	【个人】水浒祝家庄(二)	2855	-1	-1	60	79	-1	0	1	-1	-1	16026	-1	-1	-1	-1	1	1000	0	0	225000	0	0	1	71	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t我们不能眼睁睁地看着宝物落入敌人手中，进入#G祝家庄#W，击败#G扈三娘#W	进入#G祝家庄#W	\t你还没有完成任务哪，鼓起勇气，相信你自己。	你真的放弃任务？	\t名著中的祝家庄让你惊心动魄一番吧，感觉可好？	126040	三环副本传送人	-1	-1	0	-1	进入副本#G祝家庄#W，击败#G扈三娘#W					如果您没有进入过【试炼】祝家庄，请选择点击【个人】试炼祝家庄进入副本完成任务。	0		0
2669	-1	0	【个人】水浒祝家庄(二)	【个人】水浒祝家庄(二)	2856	-1	-1	60	79	-1	0	2	-1	-1	16026	-1	-1	-1	-1	1	1000	0	0	225000	0	0	1	71	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t我们不能眼睁睁地看着宝物落入敌人手中，进入#G祝家庄#W，击败#G扈三娘#W	进入#G祝家庄#W	\t你还没有完成任务哪，鼓起勇气，相信你自己。	你真的放弃任务？	\t名著中的祝家庄让你惊心动魄一番吧，感觉可好？	129041	三环副本传送人	-1	-1	0	-1	进入副本#G祝家庄#W，击败#G扈三娘#W					如果您没有进入过【试炼】祝家庄，请选择点击【个人】试炼祝家庄进入副本完成任务。	0		0
2670	-1	0	【个人】水浒祝家庄(二)	【个人】水浒祝家庄(二)	2857	-1	-1	60	79	-1	0	3	-1	-1	16026	-1	-1	-1	-1	1	1000	0	0	225000	0	0	1	71	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t我们不能眼睁睁地看着宝物落入敌人手中，进入#G祝家庄#W，击败#G扈三娘#W	进入#G祝家庄#W	\t你还没有完成任务哪，鼓起勇气，相信你自己。	你真的放弃任务？	\t名著中的祝家庄让你惊心动魄一番吧，感觉可好？	132040	三环副本传送人	-1	-1	0	-1	进入副本#G祝家庄#W，击败#G扈三娘#W					如果您没有进入过【试炼】祝家庄，请选择点击【个人】试炼祝家庄进入副本完成任务。	0		0
2671	-1	0	【主线】按图索骥	【主线】按图索骥	2639	-1	-1	20	29	-1	0	0	-1	-1	22000	-1	-1	-1	-1	1	231	0	0	13877	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t王国马场进贡的良驹还没有到，国王陛下已经问过几次了，我正想找一个可靠的人去马场那里看看发生了什么事，镇守那里的将军为什么还没有送来陛下所要的宝马。	找到@npc_124000		你真的放弃任务？	\t原来是#Y@myname#W，我们正准备到王城去晋见国王陛下，这里出事了！	124000	帖木儿	-1	-1	0	2675	找到@npc_124000						0		0
2672	-1	0	【主线】按图索骥	【主线】按图索骥	2640	-1	-1	20	29	-1	0	1	-1	-1	22000	-1	-1	-1	-1	1	231	0	0	13877	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t王国马场进贡的良驹还没有到，国王陛下已经问过几次了，我正想找一个可靠的人去马场那里看看发生了什么事，镇守那里的将军为什么还没有送来陛下所要的宝马。	找到@npc_127008		你真的放弃任务？	\t原来是#Y@myname#W，我们正准备到王城去晋见国王陛下，这里出事了！	127008	耶律辰	-1	-1	0	2676	找到@npc_127008						0		0
2673	-1	0	【主线】按图索骥	【主线】按图索骥	2641	-1	-1	20	29	-1	0	2	-1	-1	22000	-1	-1	-1	-1	1	231	0	0	13877	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t王国马场进贡的良驹还没有到，国王陛下已经问过几次了，我正想找一个可靠的人去马场那里看看发生了什么事，镇守那里的将军为什么还没有送来陛下所要的宝马。	找到@npc_130002		你真的放弃任务？	\t原来是#Y@myname#W，我们正准备到王城去晋见国王陛下，这里出事了！	130002	那古谚	-1	-1	0	2677	找到@npc_130002						0		0
2674	-1	0	【主线】按图索骥	【主线】按图索骥	2642	-1	-1	20	29	-1	0	3	-1	-1	22000	-1	-1	-1	-1	1	231	0	0	13877	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t王国马场进贡的良驹还没有到，国王陛下已经问过几次了，我正想找一个可靠的人去马场那里看看发生了什么事，镇守那里的将军为什么还没有送来陛下所要的宝马。	找到@npc_133007		你真的放弃任务？	\t原来是#Y@myname#W，我们正准备到王城去晋见国王陛下，这里出事了！	133007	岱钦	-1	-1	0	2678	找到@npc_133007						0		0
2675	-1	0	【主线】千里良驹	【主线】千里良驹	2671	-1	-1	20	29	-1	0	0	-1	-1	16027	-1	-1	-1	-1	1	231	0	0	13877	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t马场附近的这些蛮族野人，在国家危难之际不思尽忠报国，反而趁机作乱，实在是可恶至极！\n\t不过他们的胯下坐骑着实都是宝马良驹。	击败8个@npc_90001	他们的战马你感觉如何啊？	你真的放弃任务？	\t你可否得到了称心的宝马良驹？	124000	帖木儿	-1	-1	0	2679	击败8个@npc_90001						0		0
2676	-1	0	【主线】千里良驹	【主线】千里良驹	2672	-1	-1	20	29	-1	0	1	-1	-1	16028	-1	-1	-1	-1	1	231	0	0	13877	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t马场附近的这些蛮族野人，在国家危难之际不思尽忠报国，反而趁机作乱，实在是可恶至极！\n\t不过他们的胯下坐骑着实都是宝马良驹。	击败8个@npc_90101	他们的战马你感觉如何啊？	你真的放弃任务？	\t你可否得到了称心的宝马良驹？	127008	耶律辰	-1	-1	0	2680	击败8个@npc_90101						0		0
2677	-1	0	【主线】千里良驹	【主线】千里良驹	2673	-1	-1	20	29	-1	0	2	-1	-1	16029	-1	-1	-1	-1	1	231	0	0	13877	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t马场附近的这些蛮族野人，在国家危难之际不思尽忠报国，反而趁机作乱，实在是可恶至极！\n\t不过他们的胯下坐骑着实都是宝马良驹。	击败8个@npc_90201	他们的战马你感觉如何啊？	你真的放弃任务？	\t你可否得到了称心的宝马良驹？	130002	那古谚	-1	-1	0	2681	击败8个@npc_90201						0		0
2678	-1	0	【主线】千里良驹	【主线】千里良驹	2674	-1	-1	20	29	-1	0	3	-1	-1	16030	-1	-1	-1	-1	1	231	0	0	13877	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t马场附近的这些蛮族野人，在国家危难之际不思尽忠报国，反而趁机作乱，实在是可恶至极！\n\t不过他们的胯下坐骑着实都是宝马良驹。	击败8个@npc_90301	他们的战马你感觉如何啊？	你真的放弃任务？	\t你可否得到了称心的宝马良驹？	133007	岱钦	-1	-1	0	2682	击败8个@npc_90301						0		0
2679	-1	0	【主线】战马收集	【主线】战马收集	2675	-1	-1	20	29	-1	0	0	-1	-1	22000	-1	-1	-1	-1	1	231	0	0	13877	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t马场善出好马四海尽知，王国军队需求量很大，往日来往贩马商人络绎不绝，他们收取的价格可是不菲，如果你对这桩生意有兴趣可以回王城去@npc_123830那里询问一下	找到@npc_123830		你真的放弃任务？	\t我这里随时都高价回收战马，现在国家正在危难之际，要和海都作战战马是必不可少的。你有好马是吗？	123830	马来亚	-1	-1	0	4244	找到@npc_123830						0		0
2680	-1	0	【主线】战马收集	【主线】战马收集	2676	-1	-1	20	29	-1	0	1	-1	-1	22000	-1	-1	-1	-1	1	231	0	0	13877	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t马场善出好马四海尽知，王国军队需求量很大，往日来往贩马商人络绎不绝，他们收取的价格可是不菲，如果你对这桩生意有兴趣可以回王城去@npc_126130那里询问一下	找到@npc_126130		你真的放弃任务？	\t我这里随时都高价回收战马，现在国家正在危难之际，要和海都作战战马是必不可少的。你有好马是吗？	126130	凯派尔	-1	-1	0	4245	找到@npc_126130						0		0
2681	-1	0	【主线】战马收集	【主线】战马收集	2677	-1	-1	20	29	-1	0	2	-1	-1	22000	-1	-1	-1	-1	1	231	0	0	13877	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t马场善出好马四海尽知，王国军队需求量很大，往日来往贩马商人络绎不绝，他们收取的价格可是不菲，如果你对这桩生意有兴趣可以回王城去@npc_129175那里询问一下	找到@npc_129175		你真的放弃任务？	\t我这里随时都高价回收战马，现在国家正在危难之际，要和海都作战战马是必不可少的。你有好马是吗？	129175	小伦布桑	-1	-1	0	4246	找到@npc_129175						0		0
2682	-1	0	【主线】战马收集	【主线】战马收集	2678	-1	-1	20	29	-1	0	3	-1	-1	22000	-1	-1	-1	-1	1	231	0	0	13877	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t马场善出好马四海尽知，王国军队需求量很大，往日来往贩马商人络绎不绝，他们收取的价格可是不菲，如果你对这桩生意有兴趣可以回王城去@npc_132155那里询问一下	找到@npc_132155		你真的放弃任务？	\t我这里随时都高价回收战马，现在国家正在危难之际，要和海都作战战马是必不可少的。你有好马是吗？	132155	撒马儿	-1	-1	0	4247	找到@npc_132155						0		0
2683	-1	0	【主线】为国效力	【主线】为国效力	6000	-1	-1	25	34	-1	0	0	-1	-1	22000	-1	-1	-1	-1	1	231	0	0	13877	0	0	1	27	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t海都的叛军做虐四方，我们的王国恐怕也不能幸免于难，为了国家的安宁，去找@npc_123838吧，他会培养你做一个合格且出色的战士。	找到@npc_123838		你真的放弃任务？	\t是我的老朋友巫贤叫你来的吧，一番历练之后，我不敢乱言你将来有多大作为，但绝不是个庸碌之辈。	123838	呼蚩满	-1	-1	0	-1	找到@npc_123838						0		0
2684	-1	0	【主线】为国效力	【主线】为国效力	6000	-1	-1	25	34	-1	0	1	-1	-1	22000	-1	-1	-1	-1	1	231	0	0	13877	0	0	1	27	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t海都的叛军做虐四方，我们的王国恐怕也不能幸免于难，为了国家的安宁，去找@npc_126138吧，他会培养你做一个合格且出色的战士。	找到@npc_126138		你真的放弃任务？	\t是我的老朋友巫贤叫你来的吧，一番历练之后，我不敢乱言你将来有多大作为，但绝不是个庸碌之辈。	126138	法赫拉	-1	-1	0	-1	找到@npc_126138						0		0
2685	-1	0	【主线】为国效力	【主线】为国效力	6000	-1	-1	25	34	-1	0	2	-1	-1	22000	-1	-1	-1	-1	1	231	0	0	13877	0	0	1	27	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t海都的叛军做虐四方，我们的王国恐怕也不能幸免于难，为了国家的安宁，去找@npc_129740吧，他会培养你做一个合格且出色的战士。	找到@npc_129740		你真的放弃任务？	\t是我的老朋友巫贤叫你来的吧，一番历练之后，我不敢乱言你将来有多大作为，但绝不是个庸碌之辈。	129740	沐勒合赞	-1	-1	0	-1	找到@npc_129740						0		0
2686	-1	0	【主线】为国效力	【主线】为国效力	6000	-1	-1	25	34	-1	0	3	-1	-1	22000	-1	-1	-1	-1	1	231	0	0	13877	0	0	1	27	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t海都的叛军做虐四方，我们的王国恐怕也不能幸免于难，为了国家的安宁，去找@npc_132164吧，他会培养你做一个合格且出色的战士。	找到@npc_132164		你真的放弃任务？	\t是我的老朋友巫贤叫你来的吧，一番历练之后，我不敢乱言你将来有多大作为，但绝不是个庸碌之辈。	132164	窦冼	-1	-1	0	-1	找到@npc_132164						0		0
2687	-1	0	【个人】三环通缉令（一）	【个人】三环通缉令（一）	-1	-1	-1	29	59	-1	0	0	-1	-1	22000	-1	-1	-1	-1	1	1000	0	0	225000	0	0	1	71	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t最近三环副本的中的怪物，四处流窜危害王国安全，找到@npc_123744协助他解决这件事为王国除害，你重任在肩要多加小心。	找到@npc_123744		你真的放弃任务？	\t你来的正好，我在为这群凶猛的怪物乱跑而一筹莫展哪！	123744	三环副本传送人	-1	-1	0	2691	找到@npc_123744						0		0
2688	-1	0	【个人】三环通缉令（一）	【个人】三环通缉令（一）	-1	-1	-1	29	59	-1	0	1	-1	-1	22000	-1	-1	-1	-1	1	1000	0	0	225000	0	0	1	71	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t最近三环副本的中的怪物，四处流窜危害王国安全，找到@npc_126040协助他解决这件事为王国除害，你重任在肩要多加小心。	找到@npc_126040		你真的放弃任务？	\t你来的正好，我在为这群凶猛的怪物乱跑而一筹莫展哪！	126040	三环副本传送人	-1	-1	0	2692	找到@npc_126040						0		0
2689	-1	0	【个人】三环通缉令（一）	【个人】三环通缉令（一）	-1	-1	-1	29	59	-1	0	2	-1	-1	22000	-1	-1	-1	-1	1	1000	0	0	225000	0	0	1	71	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t最近三环副本的中的怪物，四处流窜危害王国安全，找到@npc_129041协助他解决这件事为王国除害，你重任在肩要多加小心。	找到@npc_129041		你真的放弃任务？	\t你来的正好，我在为这群凶猛的怪物乱跑而一筹莫展哪！	129041	三环副本传送人	-1	-1	0	2693	找到@npc_129041						0		0
2690	-1	0	【个人】三环通缉令（一）	【个人】三环通缉令（一）	-1	-1	-1	29	59	-1	0	3	-1	-1	22000	-1	-1	-1	-1	1	1000	0	0	225000	0	0	1	71	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t最近三环副本的中的怪物，四处流窜危害王国安全，找到@npc_132040协助他解决这件事为王国除害，你重任在肩要多加小心。	找到@npc_132040		你真的放弃任务？	\t你来的正好，我在为这群凶猛的怪物乱跑而一筹莫展哪！	132040	三环副本传送人	-1	-1	0	2694	找到@npc_132040						0		0
2691	203801	1	【个人】三环通缉令（二）	【个人】三环通缉令（二）	2687	-1	-1	29	59	-1	0	0	-1	-1	22000	-1	-1	-1	-1	1	1000	0	0	225000	0	0	1	71	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t你好，亲爱的朋友，我正在为这些在三环副本中出逃的的怪物伤神，你来的正是时候，我刚刚发布了三环通缉令，你快去捕获它们吧。	找到@npc_123744	\t切勿急功近利，这是一项危险的任务，注意安全，但是奖励丰厚	你真的放弃任务？	\t看来你已经出色的完成了通缉令。\n\t记得每天都来我这里看看，相信我们会互惠互利。	123744	三环副本传送人	-1	-1	0	-1	找到@npc_123744						0		0
2692	203802	1	【个人】三环通缉令（二）	【个人】三环通缉令（二）	2688	-1	-1	29	59	-1	0	1	-1	-1	22000	-1	-1	-1	-1	1	1000	0	0	225000	0	0	1	71	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t你好，亲爱的朋友，我正在为这些在三环副本中出逃的的怪物伤神，你来的正是时候，我刚刚发布了三环通缉令，你快去捕获它们吧。	找到@npc_126040	\t切勿急功近利，这是一项危险的任务，注意安全，但是奖励丰厚	你真的放弃任务？	\t看来你已经出色的完成了通缉令。\n\t记得每天都来我这里看看，相信我们会互惠互利。	126040	三环副本传送人	-1	-1	0	-1	找到@npc_126040						0		0
2693	203803	1	【个人】三环通缉令（二）	【个人】三环通缉令（二）	2689	-1	-1	29	59	-1	0	2	-1	-1	22000	-1	-1	-1	-1	1	1000	0	0	225000	0	0	1	71	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t你好，亲爱的朋友，我正在为这些在三环副本中出逃的的怪物伤神，你来的正是时候，我刚刚发布了三环通缉令，你快去捕获它们吧。	找到@npc_129041	\t切勿急功近利，这是一项危险的任务，注意安全，但是奖励丰厚	你真的放弃任务？	\t看来你已经出色的完成了通缉令。\n\t记得每天都来我这里看看，相信我们会互惠互利。	129041	三环副本传送人	-1	-1	0	-1	找到@npc_129041						0		0
2694	203804	1	【个人】三环通缉令（二）	【个人】三环通缉令（二）	2690	-1	-1	29	59	-1	0	3	-1	-1	22000	-1	-1	-1	-1	1	1000	0	0	225000	0	0	1	71	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t你好，亲爱的朋友，我正在为这些在三环副本中出逃的的怪物伤神，你来的正是时候，我刚刚发布了三环通缉令，你快去捕获它们吧。	找到@npc_132040	\t切勿急功近利，这是一项危险的任务，注意安全，但是奖励丰厚	你真的放弃任务？	\t看来你已经出色的完成了通缉令。\n\t记得每天都来我这里看看，相信我们会互惠互利。	132040	三环副本传送人	-1	-1	0	-1	找到@npc_132040						0		0
2695	-1	0	【个人】王城贸易区	【个人】王城贸易区	4216	-1	-1	20	39	-1	0	0	-1	-1	45000	-1	-1	-1	-1	1	1000	0	0	15000	0	0	1	71	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t在国王陛下的英明领导下，我们的王城虽比不上大都的繁华，但这里也是商贾云集。\n\t如果你也想加入这个贸易群体，交易物品赚取些财物，那就沿着我指的方向前去摆摊区。	找到@npc_59901	\t你可曾见到王城的繁华吗？	你真的放弃任务？	\t如果你有物品交换想法，就可以去那里摆设摊点，相信所有人都会通过交易获利。	123764	仓库	-1	-1	0	4240	找到@npc_59901						0		0
2696	-1	0	【个人】王城贸易区	【个人】王城贸易区	4217	-1	-1	20	39	-1	0	1	-1	-1	45001	-1	-1	-1	-1	1	1000	0	0	15000	0	0	1	71	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t在国王陛下的英明领导下，我们的王城虽比不上大都的繁华，但这里也是商贾云集。\n\t如果你也想加入这个贸易群体，交易物品赚取些财物，那就沿着我指的方向前去摆摊区。	找到@npc_59911	\t你可曾见到王城的繁华吗？	你真的放弃任务？	\t如果你有物品交换想法，就可以去那里摆设摊点，相信所有人都会通过交易获利。	126060	仓库	-1	-1	0	4241	找到@npc_59911						0		0
2697	-1	0	【个人】王城贸易区	【个人】王城贸易区	4218	-1	-1	20	39	-1	0	2	-1	-1	45002	-1	-1	-1	-1	1	1000	0	0	15000	0	0	1	71	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t在国王陛下的英明领导下，我们的王城虽比不上大都的繁华，但这里也是商贾云集。\n\t如果你也想加入这个贸易群体，交易物品赚取些财物，那就沿着我指的方向前去摆摊区。	找到@npc_59921	\t你可曾见到王城的繁华吗？	你真的放弃任务？	\t如果你有物品交换想法，就可以去那里摆设摊点，相信所有人都会通过交易获利。	129062	仓库	-1	-1	0	4242	找到@npc_59921						0		0
2698	-1	0	【个人】王城贸易区	【个人】王城贸易区	4219	-1	-1	20	39	-1	0	3	-1	-1	45003	-1	-1	-1	-1	1	1000	0	0	15000	0	0	1	71	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t在国王陛下的英明领导下，我们的王城虽比不上大都的繁华，但这里也是商贾云集。\n\t如果你也想加入这个贸易群体，交易物品赚取些财物，那就沿着我指的方向前去摆摊区。	找到@npc_59931	\t你可曾见到王城的繁华吗？	你真的放弃任务？	\t如果你有物品交换想法，就可以去那里摆设摊点，相信所有人都会通过交易获利。	132060	仓库	-1	-1	0	4243	找到@npc_59931						0		0
2699	-1	0	【个人】初探迷宫(一)	【个人】初探迷宫(一)	1067	-1	-1	28	35	-1	0	0	-1	-1	22000	-1	-1	-1	-1	1	1000	0	0	225000	0	0	1	71	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t我们的王国在猎场有一个地下迷宫，那个迷宫的存在时间恐怕要早于王国的建立。\n\t当年成吉思汗派遣大量骁勇之士诛灭迷宫中的怪物，但却杀之不尽，但那里确是习练武艺的好地方。	找到@npc_101227	\t你回来的好快啊，找到地方了吗？	你真的放弃任务？	\t王国迷宫会给你异想不到的练级感觉。	101227	迷宫指引人	-1	-1	0	4002	找到@npc_101227						0		0
2700	-1	0	【个人】初探迷宫(一)	【个人】初探迷宫(一)	1068	-1	-1	28	35	-1	0	1	-1	-1	22000	-1	-1	-1	-1	1	1000	0	0	225000	0	0	1	71	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t我们的王国在猎场有一个地下迷宫，那个迷宫的存在时间恐怕要早于王国的建立。\n\t当年成吉思汗派遣大量骁勇之士诛灭迷宫中的怪物，但却杀之不尽，但那里确是习练武艺的好地方。	找到@npc_101228	\t你回来的好快啊，找到地方了吗？	你真的放弃任务？	\t王国迷宫会给你异想不到的练级感觉。	101228	迷宫指引人	-1	-1	0	4003	找到@npc_101228						0		0
2701	-1	0	【个人】初探迷宫(一)	【个人】初探迷宫(一)	1069	-1	-1	28	35	-1	0	2	-1	-1	22000	-1	-1	-1	-1	1	1000	0	0	225000	0	0	1	71	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t我们的王国在猎场有一个地下迷宫，那个迷宫的存在时间恐怕要早于王国的建立。\n\t当年成吉思汗派遣大量骁勇之士诛灭迷宫中的怪物，但却杀之不尽，但那里确是习练武艺的好地方。	找到@npc_101229	\t你回来的好快啊，找到地方了吗？	你真的放弃任务？	\t王国迷宫会给你异想不到的练级感觉。	101229	迷宫指引人	-1	-1	0	4004	找到@npc_101229						0		0
2702	-1	0	【个人】初探迷宫(一)	【个人】初探迷宫(一)	1070	-1	-1	28	35	-1	0	3	-1	-1	22000	-1	-1	-1	-1	1	1000	0	0	225000	0	0	1	71	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t我们的王国在猎场有一个地下迷宫，那个迷宫的存在时间恐怕要早于王国的建立。\n\t当年成吉思汗派遣大量骁勇之士诛灭迷宫中的怪物，但却杀之不尽，但那里确是习练武艺的好地方。	找到@npc_101230	\t你回来的好快啊，找到地方了吗？	你真的放弃任务？	\t王国迷宫会给你异想不到的练级感觉。	101230	迷宫指引人	-1	-1	0	4005	找到@npc_101230						0		0
