NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	NUM
10223043	2001	补天熊击披风	产地：蒙古	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	22
10223051	2001	勇冠雕袭披风	产地：莫斯科	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	22
10223052	2001	国士雕袭披风	产地：波斯地区	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	22
10223053	2001	补天雕袭披风	产地：莱茵河畔	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	22
10224001	2001	配金虎纹披风	产地：印度地区	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	22
10224002	2001	镶金虎纹披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	22
10224003	2001	撵金虎纹披风	产地：南疆	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	22
10224011	2001	配金鹰纹披风	产地：中原地区	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	22
10224012	2001	镶金鹰纹披风	产地：波斯地区	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	22
10224013	2001	撵金鹰纹披风	产地：蒙古	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	22
10224021	2001	配金狼纹披风	产地：莫斯科	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	22
10224022	2001	镶金狼纹披风	产地：波斯地区	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	22
10224023	2001	撵金狼纹披风	产地：莱茵河畔	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	22
10224031	2001	配金豹纹披风	产地：印度地区	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	22
10224032	2001	镶金豹纹披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	22
10224033	2001	撵金豹纹披风	产地：南疆	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	22
10224041	2001	配金熊纹披风	产地：中原地区	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	22
10224042	2001	镶金熊纹披风	产地：波斯地区	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	22
10224043	2001	撵金熊纹披风	产地：蒙古	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	22
10224051	2001	配金雕纹披风	产地：莫斯科	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	22
10224052	2001	镶金雕纹披风	产地：波斯地区	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	22
10224053	2001	撵金雕纹披风	产地：莱茵河畔	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ffcc00																																	-1	22
10226001	2001	逐云披风	产地：印度地区	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226002	2001	雷鸣披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226020	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226030	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226040	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226050	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226060	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226070	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226080	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226090	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226100	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226110	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226120	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226130	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226140	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226150	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226160	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226170	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226180	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226190	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226200	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226210	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226220	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226230	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226240	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226250	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226260	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226270	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226280	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226290	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10226300	2001	任务披风	产地：西域	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10227001	2001	墨阳披风	产地：南疆	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	26d12b																																	-1	22
10227100	2002	一级帮会披风	产地：蒙古	CJSH_equip_pifeng_1_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	950cff																																	-1	22
10227101	2003	二级帮会披风	产地：蒙古	CJSH_equip_pifeng_2_4	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	950cff																																	-1	22
10227102	2004	三级帮会披风	产地：蒙古	CJSH_equip_pifeng_2_7	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	950cff																																	-1	22
10227103	2005	四级帮会披风	产地：蒙古	CJSH_equip_pifeng_2_8	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	950cff																																	-1	22
10227104	2006	五级帮会披风	产地：莱茵河畔	CJSH_equip_pifeng_2_5	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	950cff																																		22
10227105	2008	六级帮会披风	产地：莱茵河畔	CJSH_equip_pifeng_1_9	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	950cff																																		22
10227106	2009	七级帮会披风	产地：莱茵河畔	CJSH_equip_pifeng_1_6	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	950cff																																		22
10227400	2009	天选披风		CJSH_equip_pifeng_1_6	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ff2a00																																		
10227401	2009	天选披风		CJSH_equip_pifeng_1_6	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ff2a00																																		
10227402	2009	幽冥披风		CJSH_equip_pifeng_1_6	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ff2a00																																		
10227403	2009	幽冥披风		CJSH_equip_pifeng_1_6	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ff2a00																																		
10227404	2009	玄黄披风		CJSH_equip_pifeng_1_6	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ff2a00																																		
10227405	2009	玄黄披风		CJSH_equip_pifeng_1_6	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ff2a00																																		
10227406	2004	神·三级帮会披风		CJSH_equip_pifeng_3_6	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ff2a00																																	-1	22
10227407	2005	神·四级帮会披风		CJSH_equip_pifeng_3_5	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ff2a00																																	-1	22
10227408	2006	神·五级帮会披风		CJSH_equip_pifeng_3_9	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ff2a00																																		22
10227409	2008	神·六级帮会披风		CJSH_equip_pifeng_3_1	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ff2a00																																		22
10227410	2009	神·七级帮会披风		CJSH_equip_pifeng_3_10	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ff2a00																																		22
10227411	2004	神·三级帮会披风		CJSH_equip_pifeng_3_6	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ff2a00																																	-1	22
10227412	2005	神·四级帮会披风		CJSH_equip_pifeng_3_5	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ff2a00																																	-1	22
10227413	2006	神·五级帮会披风		CJSH_equip_pifeng_3_9	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ff2a00																																		22
10227414	2008	神·六级帮会披风		CJSH_equip_pifeng_3_1	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ff2a00																																		22
10227415	2009	神·七级帮会披风		CJSH_equip_pifeng_3_10	披风	掉落肩甲.lmodel	cj_yingguang_huang	0	ff2a00																																		22
#1023XXXX衣服																																										-1	衣服
10230010	3002	家传铠甲	产地：蒙古	CJSH_equip_shangyi_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	0bc0cb																																	-1	23
10230020	3030	草原宽木甲	产地：蒙古	HAN2_Equip_common_1_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	0bc0cb																																	-1	23
10230030	3031	克烈硬藤甲	产地：蒙古	HAN2_Equip_common_2_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	0bc0cb																																	-1	23
10230040	3033	鞑靼虎斑甲	产地：蒙古	HAN2_Equip_common_3_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	0bc0cb																																	-1	23
10230050	3034	乃蛮督军甲	产地：蒙古	HAN2_Equip_common_4_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	0bc0cb																																	-1	23
10230060	3035	乌月梦翔甲	产地：金国	HAN2_Equip_common_4_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	0bc0cb																																	-1	23
10230070	3036	凤翔银鳞甲	产地：金国	HAN2_Equip_common_5_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	0bc0cb																																	-1	23
10230080	3037	西辽崇武甲	产地：西域	HAN2_Equip_common_6_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	0bc0cb																																	-1	23
10230090	3038	突厥龙吟甲	产地：西域	HAN2_Equip_common_6_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	0bc0cb																																	-1	23
10230091	3002	金帐宏威甲	产地：欧洲	CJSH_equip_shangyi_1_10	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	0bc0cb																																		23
10230092	3002	中兴蚩尤铠	产地：西域	CJSH_equip_shangyi_1_11	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	0bc0cb																																		23
10230093	3002	西辽逐云衣	产地：西域	CJSH_equip_shangyi_1_2	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	0bc0cb																																		23
10230094	3002	碎叶雷鸣衣	产地：西域	CJSH_equip_shangyi_1_3	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	0bc0cb																																		23
10230095	3002	沙漠墨阳衣	产地：西域	CJSH_equip_shangyi_1_4	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	0bc0cb																																		23
10230096	3002	波斯神光衣	产地：欧洲	CJSH_equip_shangyi_1_5	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	0bc0cb																																		23
10230097	3002	基辅烈阳衣	产地：欧洲	CJSH_equip_shangyi_1_6	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	0bc0cb																																		23
10230098	3002	波兰太虚衣	产地：欧洲	CJSH_equip_shangyi_1_7	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	0bc0cb																																		23
10230099	3002	匈牙利莲花衣	产地：欧洲	CJSH_equip_shangyi_1_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	0bc0cb																																		23
10230201	3002	龙行袍一级成品	产地：莫斯科	CJSH_equip_shangyi_1_2	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230202	3002	龙行袍二级成品	产地：波斯地区	CJSH_equip_shangyi_1_3	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230203	3002	龙行袍三级成品	产地：莱茵河畔	CJSH_equip_shangyi_1_4	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230204	3002	龙行袍四级成品	产地：印度地区	CJSH_equip_shangyi_1_5	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230205	3002	辉光白虎甲	产地：西域	CJSH_equip_shangyi_1_6	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230206	3002	龙行袍六级成品	产地：南疆	CJSH_equip_shangyi_1_7	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230207	3002	龙行袍七级成品	产地：中原地区	CJSH_equip_shangyi_1_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230208	3002	荣耀白虎甲	产地：波斯地区	CJSH_equip_shangyi_1_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230209	3002	龙行袍九级成品	产地：蒙古	CJSH_equip_shangyi_1_10	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230210	3002	至尊白虎甲	产地：莫斯科	CJSH_equip_shangyi_1_11	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230301	3002	镇魂衣一级成品	产地：西域	CJSH_equip_shangyi_1_2	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230302	3002	镇魂衣二级成品	产地：南疆	CJSH_equip_shangyi_1_3	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230303	3002	镇魂衣三级成品	产地：中原地区	CJSH_equip_shangyi_1_4	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230304	3002	镇魂衣四级成品	产地：波斯地区	CJSH_equip_shangyi_1_5	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230305	3002	辉光巨熊甲	产地：蒙古	CJSH_equip_shangyi_1_6	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230306	3002	镇魂衣六级成品	产地：莫斯科	CJSH_equip_shangyi_1_7	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230307	3002	镇魂衣七级成品	产地：波斯地区	CJSH_equip_shangyi_1_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230308	3002	荣耀巨熊甲	产地：莱茵河畔	CJSH_equip_shangyi_1_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230309	3002	镇魂衣九级成品	产地：印度地区	CJSH_equip_shangyi_1_10	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230310	3002	至尊巨熊甲	产地：西域	CJSH_equip_shangyi_1_11	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230401	3002	凤凰衣一级成品	产地：南疆	CJSH_equip_shangyi_1_2	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230402	3002	凤凰衣二级成品	产地：中原地区	CJSH_equip_shangyi_1_3	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230403	3002	凤凰衣三级成品	产地：波斯地区	CJSH_equip_shangyi_1_4	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230404	3002	凤凰衣四级成品	产地：蒙古	CJSH_equip_shangyi_1_5	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230405	3002	辉光天狼甲	产地：莫斯科	CJSH_equip_shangyi_1_6	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230406	3002	凤凰衣六级成品	产地：波斯地区	CJSH_equip_shangyi_1_7	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230407	3002	凤凰衣七级成品	产地：莱茵河畔	CJSH_equip_shangyi_1_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230408	3002	荣耀天狼甲	产地：中原地区	CJSH_equip_shangyi_1_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230409	3002	凤凰衣九级成品	产地：波斯地区	CJSH_equip_shangyi_1_10	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230410	3002	至尊天狼甲	产地：蒙古	CJSH_equip_shangyi_1_11	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230501	3002	护魂衣一级成品	产地：莫斯科	CJSH_equip_shangyi_1_2	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230502	3002	护魂衣二级成品	产地：波斯地区	CJSH_equip_shangyi_1_3	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230503	3002	护魂衣三级成品	产地：莱茵河畔	CJSH_equip_shangyi_1_4	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230504	3002	护魂衣四级成品	产地：印度地区	CJSH_equip_shangyi_1_5	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230505	3002	辉光猛雕甲	产地：西域	CJSH_equip_shangyi_1_6	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230506	3002	护魂衣六级成品	产地：南疆	CJSH_equip_shangyi_1_7	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230507	3002	护魂衣七级成品	产地：中原地区	CJSH_equip_shangyi_1_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230508	3002	荣耀猛雕甲	产地：波斯地区	CJSH_equip_shangyi_1_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230509	3002	护魂衣九级成品	产地：蒙古	CJSH_equip_shangyi_1_10	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10230510	3002	至尊猛雕甲	产地：莫斯科	CJSH_equip_shangyi_1_11	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10231001	3002	家传铠甲	产地：蒙古	CJSH_equip_shangyi_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffffff																																	-1	23
10231002	3002	凝霜铠甲	产地：蒙古	CJSH_equip_shangyi_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffffff																																	-1	23
10231003	3002	废弃	产地：蒙古	CJSH_equip_shangyi_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffffff																																	-1	23
10231101	3030	草原铠甲	产地：蒙古	HAN2_Equip_common_1_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffffff																																	-1	23
10231102	3031	克烈铠甲	产地：蒙古	HAN2_Equip_common_2_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffffff																																	-1	23
10231103	3033	鞑靼铠甲	产地：蒙古	HAN2_Equip_common_3_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffffff																																	-1	23
10231104	3034	乃蛮铠甲	产地：蒙古	HAN2_Equip_common_4_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffffff																																	-1	23
10231105	3035	乌月铠甲	产地：金国	HAN2_Equip_common_4_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffffff																																	-1	23
10231106	3036	凤翔铠甲	产地：金国	HAN2_Equip_common_5_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffffff																																	-1	23
10231107	3037	西辽铠甲	产地：西域	HAN2_Equip_common_6_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffffff																																	-1	23
10231108	3038	突厥铠甲	产地：西域	HAN2_Equip_common_6_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffffff																																	-1	23
10231109	3029	金帐铠甲	产地：欧洲	HAN2_Equip_common_5_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffffff																																	-1	23
10231110	3036	蚩尤铠	产地：莫斯科	HAN2_Equip_common_5_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffffff																																	-1	23
10232201	3002	逐云衣	产地：西域	CJSH_equip_shangyi_1_2	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10232202	3002	雷鸣衣	产地：南疆	CJSH_equip_shangyi_1_3	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10232203	3002	墨阳衣	产地：中原地区	CJSH_equip_shangyi_1_4	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10232204	3002	神光衣	产地：波斯地区	CJSH_equip_shangyi_1_5	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10232205	3002	烈阳衣	产地：蒙古	CJSH_equip_shangyi_1_6	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10232206	3002	太虚衣	产地：莫斯科	CJSH_equip_shangyi_1_7	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10232207	3002	莲花衣	产地：波斯地区	CJSH_equip_shangyi_1_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10232208	3002	星云衣	产地：莱茵河畔	CJSH_equip_shangyi_1_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10232209	3002	神龙衣	产地：印度地区	CJSH_equip_shangyi_1_10	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10232210	3002	苍鹤衣	产地：西域	CJSH_equip_shangyi_1_11	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10232301	3002	纯阳衣	产地：南疆	CJSH_equip_shangyi_1_2	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10232302	3002	逐云衣	产地：中原地区	CJSH_equip_shangyi_1_3	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10232303	3002	雷鸣衣	产地：波斯地区	CJSH_equip_shangyi_1_4	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10232304	3002	墨阳衣	产地：蒙古	CJSH_equip_shangyi_1_5	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10232305	3002	神光衣	产地：莫斯科	CJSH_equip_shangyi_1_6	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10232306	3002	烈阳衣	产地：波斯地区	CJSH_equip_shangyi_1_7	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10232307	3002	太虚衣	产地：莱茵河畔	CJSH_equip_shangyi_1_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10232308	3002	莲花衣	产地：中原地区	CJSH_equip_shangyi_1_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10232309	3002	星云衣	产地：波斯地区	CJSH_equip_shangyi_1_10	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10232310	3002	神龙衣	产地：蒙古	CJSH_equip_shangyi_1_11	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10232401	3002	苍鹤衣	产地：莫斯科	CJSH_equip_shangyi_1_2	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10232402	3002	纯阳衣	产地：波斯地区	CJSH_equip_shangyi_1_3	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10232403	3002	逐云衣	产地：莱茵河畔	CJSH_equip_shangyi_1_4	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10232404	3002	雷鸣衣	产地：印度地区	CJSH_equip_shangyi_1_5	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
