522	1	3	355	2	2	2	2	2	2	2	2	2	·Å´ó¹­13	50_01
523	1	3	356	2	2	2	2	2	2	2	2	2	·Å´ó¹­14	50_02
524	1	3	357	2	2	2	2	2	2	2	2	2	·Å´ó¹­15	60_01
525	1	3	358	2	2	2	2	2	2	2	2	2	·Å´ó¹­16	60_02
526	1	3	359	2	2	2	2	2	2	2	2	2	·Å´ó¹­17	70_01
527	1	3	360	2	2	2	2	2	2	2	2	2	·Å´ó¹­18	70_02
528	1	3	361	2	2	2	2	2	2	2	2	2	·Å´ó¹­19	70_03
529	1	3	362	2	2	2	2	2	2	2	2	2	·Å´ó¹­20	80_01
530	1	3	363	2	2	2	2	2	2	2	2	2	·Å´ó¹­21	80_02
531	1	3	364	2	2	2	2	2	2	2	2	2	·Å´ó¹­22	80_03
532	1	9	343	0	0	0	0	0	0	0	0	0	·Å´ó_Æì×Ó.obj	·Å´ó_Æì×Ó

#ÐÂÔö·Å´óÖ÷ÊÖ														
535	1	1	366	0	0	0	0	0	0	0	0	0	µ¶1	10_01
536	1	1	367	0	0	0	0	0	0	0	0	0	µ¶2	10_02
537	1	1	368	0	0	0	0	0	0	0	0	0	µ¶3	10_03
538	1	1	369	0	0	0	0	0	0	0	0	0	µ¶4	10_04
539	1	1	370	0	0	0	0	0	0	0	0	0	µ¶5	20_01
540	1	1	371	0	0	0	0	0	0	0	0	0	µ¶6	20_02
541	1	1	372	0	0	0	0	0	0	0	0	0	µ¶7	20_03
542	1	1	373	0	0	0	0	0	0	0	0	0	µ¶8	20_04
543	1	1	374	0	0	0	0	0	0	0	0	0	µ¶9	30_01
544	1	1	375	0	0	0	0	0	0	0	0	0	µ¶10	30_02
545	1	1	376	0	0	0	0	0	0	0	0	0	µ¶11	30_03
546	1	1	377	0	0	0	0	0	0	0	0	0	µ¶12	40_01
547	1	1	378	0	0	0	0	0	0	0	0	0	µ¶13	50_01
548	1	1	379	0	0	0	0	0	0	0	0	0	µ¶14	50_02
549	1	1	380	0	0	0	0	0	0	0	0	0	µ¶15	60_01
550	1	1	381	0	0	0	0	0	0	0	0	0	µ¶16	60_02
551	1	1	382	0	0	0	0	0	0	0	0	0	µ¶17	70_01
552	1	1	383	0	0	0	0	0	0	0	0	0	µ¶18	70_02
553	1	1	384	0	0	0	0	0	0	0	0	0	µ¶19	70_03
554	1	1	385	0	0	0	0	0	0	0	0	0	µ¶20	80_01
555	1	1	386	0	0	0	0	0	0	0	0	0	µ¶21	80_02
556	1	1	387	0	0	0	0	0	0	0	0	0	µ¶22	80_03
557	1	2	388	0	0	0	0	0	0	0	0	0	½£1	10_01
558	1	2	389	0	0	0	0	0	0	0	0	0	½£2	10_02
559	1	2	390	0	0	0	0	0	0	0	0	0	½£3	10_03
560	1	2	391	0	0	0	0	0	0	0	0	0	½£4	10_04
561	1	2	392	0	0	0	0	0	0	0	0	0	½£5	20_01
562	1	2	393	0	0	0	0	0	0	0	0	0	½£6	20_02
563	1	2	394	0	0	0	0	0	0	0	0	0	½£7	20_03
564	1	2	395	0	0	0	0	0	0	0	0	0	½£8	20_04
565	1	2	396	0	0	0	0	0	0	0	0	0	½£9	30_01
566	1	2	397	0	0	0	0	0	0	0	0	0	½£10	30_02
567	1	2	398	0	0	0	0	0	0	0	0	0	½£11	30_03
568	1	2	399	0	0	0	0	0	0	0	0	0	½£12	40_01
569	1	2	400	0	0	0	0	0	0	0	0	0	½£13	50_01
570	1	2	401	0	0	0	0	0	0	0	0	0	½£14	50_02
571	1	2	402	0	0	0	0	0	0	0	0	0	½£15	60_01
572	1	2	403	0	0	0	0	0	0	0	0	0	½£16	60_02
573	1	2	404	0	0	0	0	0	0	0	0	0	½£17	70_01
574	1	2	405	0	0	0	0	0	0	0	0	0	½£18	70_02
575	1	2	406	0	0	0	0	0	0	0	0	0	½£19	70_03
576	1	2	407	0	0	0	0	0	0	0	0	0	½£20	80_01
577	1	2	408	0	0	0	0	0	0	0	0	0	½£21	80_02
578	1	2	409	0	0	0	0	0	0	0	0	0	½£22	80_03
579	1	5	410	1	1	1	1	1	1	1	1	1	ÕÈ1	10_01
580	1	5	411	1	1	1	1	1	1	1	1	1	ÕÈ2	10_02
581	1	5	412	1	1	1	1	1	1	1	1	1	ÕÈ3	10_03
582	1	5	413	1	1	1	1	1	1	1	1	1	ÕÈ4	10_04
583	1	5	414	1	1	1	1	1	1	1	1	1	ÕÈ5	20_01
584	1	5	415	1	1	1	1	1	1	1	1	1	ÕÈ6	20_02
585	1	5	416	1	1	1	1	1	1	1	1	1	ÕÈ7	20_03
586	1	5	417	1	1	1	1	1	1	1	1	1	ÕÈ8	20_04
587	1	5	418	1	1	1	1	1	1	1	1	1	ÕÈ9	30_01
588	1	5	419	1	1	1	1	1	1	1	1	1	ÕÈ10	30_02
589	1	5	420	1	1	1	1	1	1	1	1	1	ÕÈ11	30_03
590	1	5	421	1	1	1	1	1	1	1	1	1	ÕÈ12	40_01
591	1	5	422	1	1	1	1	1	1	1	1	1	ÕÈ13	50_01
592	1	5	423	1	1	1	1	1	1	1	1	1	ÕÈ14	50_02
593	1	5	424	1	1	1	1	1	1	1	1	1	ÕÈ15	60_01
594	1	5	425	1	1	1	1	1	1	1	1	1	ÕÈ16	60_02
595	1	5	426	1	1	1	1	1	1	1	1	1	ÕÈ17	70_01
596	1	5	427	1	1	1	1	1	1	1	1	1	ÕÈ18	70_02
597	1	5	428	1	1	1	1	1	1	1	1	1	ÕÈ19	70_03
598	1	5	429	1	1	1	1	1	1	1	1	1	ÕÈ20	80_01
599	1	5	430	1	1	1	1	1	1	1	1	1	ÕÈ21	80_02
600	1	5	431	1	1	1	1	1	1	1	1	1	ÕÈ22	80_03
601	1	6	432	1	1	1	1	1	1	1	1	1	é³1	10_01
602	1	6	433	1	1	1	1	1	1	1	1	1	é³2	10_02
603	1	6	434	1	1	1	1	1	1	1	1	1	é³3	10_03
604	1	6	435	1	1	1	1	1	1	1	1	1	é³4	10_04
605	1	6	436	1	1	1	1	1	1	1	1	1	é³5	20_01
606	1	6	437	1	1	1	1	1	1	1	1	1	é³6	20_02
607	1	6	438	1	1	1	1	1	1	1	1	1	é³7	20_03
608	1	6	439	1	1	1	1	1	1	1	1	1	é³8	20_04
609	1	6	440	1	1	1	1	1	1	1	1	1	é³9	30_01
610	1	6	441	1	1	1	1	1	1	1	1	1	é³10	30_02
611	1	6	442	1	1	1	1	1	1	1	1	1	é³11	30_03
612	1	6	443	1	1	1	1	1	1	1	1	1	é³12	40_01
613	1	6	444	1	1	1	1	1	1	1	1	1	é³13	50_01
614	1	6	445	1	1	1	1	1	1	1	1	1	é³14	50_02
615	1	6	446	1	1	1	1	1	1	1	1	1	é³15	60_01
616	1	6	447	1	1	1	1	1	1	1	1	1	é³16	60_02
617	1	6	448	1	1	1	1	1	1	1	1	1	é³17	70_01
618	1	6	449	1	1	1	1	1	1	1	1	1	é³18	70_02
619	1	6	450	1	1	1	1	1	1	1	1	1	é³19	70_03
620	1	6	451	1	1	1	1	1	1	1	1	1	é³20	80_01
621	1	6	452	1	1	1	1	1	1	1	1	1	é³21	80_02
622	1	6	453	1	1	1	1	1	1	1	1	1	é³22	80_03
623	1	3	454	2	2	2	2	2	2	2	2	2	·Å´ó¹­1	10_01
624	1	3	455	2	2	2	2	2	2	2	2	2	·Å´ó¹­2	10_02
625	1	3	456	2	2	2	2	2	2	2	2	2	·Å´ó¹­3	10_03
626	1	3	457	2	2	2	2	2	2	2	2	2	·Å´ó¹­4	10_04
627	1	3	458	2	2	2	2	2	2	2	2	2	·Å´ó¹­5	20_01
628	1	3	459	2	2	2	2	2	2	2	2	2	·Å´ó¹­6	20_02
629	1	3	460	2	2	2	2	2	2	2	2	2	·Å´ó¹­7	20_03
630	1	3	461	2	2	2	2	2	2	2	2	2	·Å´ó¹­8	20_04
631	1	3	462	2	2	2	2	2	2	2	2	2	·Å´ó¹­9	30_01
632	1	3	463	2	2	2	2	2	2	2	2	2	·Å´ó¹­10	30_02
633	1	3	464	2	2	2	2	2	2	2	2	2	·Å´ó¹­11	30_03
634	1	3	465	2	2	2	2	2	2	2	2	2	·Å´ó¹­12	40_01
635	1	3	466	2	2	2	2	2	2	2	2	2	·Å´ó¹­13	50_01
636	1	3	467	2	2	2	2	2	2	2	2	2	·Å´ó¹­14	50_02
637	1	3	468	2	2	2	2	2	2	2	2	2	·Å´ó¹­15	60_01
638	1	3	469	2	2	2	2	2	2	2	2	2	·Å´ó¹­16	60_02
639	1	3	470	2	2	2	2	2	2	2	2	2	·Å´ó¹­17	70_01
640	1	3	471	2	2	2	2	2	2	2	2	2	·Å´ó¹­18	70_02
641	1	3	472	2	2	2	2	2	2	2	2	2	·Å´ó¹­19	70_03
642	1	3	473	2	2	2	2	2	2	2	2	2	·Å´ó¹­20	80_01
643	1	3	474	2	2	2	2	2	2	2	2	2	·Å´ó¹­21	80_02
644	1	3	475	2	2	2	2	2	2	2	2	2	·Å´ó¹­22	80_03
645	1	1	52	0	0	0	0	0	0	0	0	0	µ¶50_02¼Ó·Å´ó¶Ü	50_02

#ÐÂÔö3														
648	1	1	476	0	0	0	0	0	0	0	0	0	µ¶+¶Ü1	40_04
649	1	1	477	0	0	0	0	0	0	0	0	0	µ¶+¶Ü2	50_03
650	1	1	478	0	0	0	0	0	0	0	0	0	µ¶+¶Ü3	30_04
651	1	2	479	0	0	0	0	0	0	0	0	0	½£+¸±½£1	40_04
652	1	2	480	0	0	0	0	0	0	0	0	0	½£+¸±½£2	50_03
653	1	2	481	0	0	0	0	0	0	0	0	0	½£+¸±½£3	30_04
654	1	4	482	2	2	2	2	2	2	2	2	2	Ç¹1	
655	1	4	483	2	2	2	2	2	2	2	2	2	Ç¹2	
656	1	4	484	2	2	2	2	2	2	2	2	2	Ç¹3	
657	1	6	485	1	1	1	1	1	1	1	1	1	é³+¹Ä1	40_04
658	1	6	486	1	1	1	1	1	1	1	1	1	é³+¹Ä2	50_03
659	1	6	487	1	1	1	1	1	1	1	1	1	é³+¹Ä3	30_04
660	1	5	488	1	1	1	1	1	1	1	1	1	ÕÈ+ºÅ½Ç1	40_04
661	1	5	489	1	1	1	1	1	1	1	1	1	ÕÈ+ºÅ½Ç2	50_03
662	1	5	490	1	1	1	1	1	1	1	1	1	ÕÈ+ºÅ½Ç3	30_04
663	1	3	491	2	2	2	2	2	2	2	2	2	¹­1	40_04
664	1	3	492	2	2	2	2	2	2	2	2	2	¹­2	50_03
665	1	3	493	2	2	2	2	2	2	2	2	2	¹­3	30_04

#ÐÂÔö3·Å´ó														
668	1	1	494	0	0	0	0	0	0	0	0	0	µ¶+¶Ü1	40_04
669	1	1	495	0	0	0	0	0	0	0	0	0	µ¶+¶Ü2	50_03
670	1	1	496	0	0	0	0	0	0	0	0	0	µ¶+¶Ü3	30_04
671	1	2	497	0	0	0	0	0	0	0	0	0	½£+¸±½£1	40_04
672	1	2	498	0	0	0	0	0	0	0	0	0	½£+¸±½£2	50_03
673	1	2	499	0	0	0	0	0	0	0	0	0	½£+¸±½£3	30_04
674	1	4	500	2	2	2	2	2	2	2	2	2	Ç¹1	
675	1	4	501	2	2	2	2	2	2	2	2	2	Ç¹2	
676	1	4	502	2	2	2	2	2	2	2	2	2	Ç¹3	
677	1	6	503	1	1	1	1	1	1	1	1	1	é³+¹Ä1	40_04
678	1	6	504	1	1	1	1	1	1	1	1	1	é³+¹Ä2	50_03
679	1	6	505	1	1	1	1	1	1	1	1	1	é³+¹Ä3	30_04
680	1	5	506	1	1	1	1	1	1	1	1	1	ÕÈ+ºÅ½Ç1	40_04
681	1	5	507	1	1	1	1	1	1	1	1	1	ÕÈ+ºÅ½Ç2	50_03
682	1	5	508	1	1	1	1	1	1	1	1	1	ÕÈ+ºÅ½Ç3	30_04
683	1	3	509	2	2	2	2	2	2	2	2	2	¹­1	40_04
684	1	3	510	2	2	2	2	2	2	2	2	2	¹­2	50_03
685	1	3	511	2	2	2	2	2	2	2	2	2	¹­3	30_04

#ÐÂÔö1.5±¶·Å´ó														
688	1	10	513	0	0	0	0	0	0	0	0	0	³¤Ã¬1	10_01
689	1	10	514	0	0	0	0	0	0	0	0	0	³¤Ã¬2	10_02
690	1	10	515	0	0	0	0	0	0	0	0	0	³¤Ã¬3	10_03
691	1	10	516	0	0	0	0	0	0	0	0	0	³¤Ã¬4	10_04
692	1	10	517	0	0	0	0	0	0	0	0	0	³¤Ã¬Õ¾Á¢1	10_01
693	1	10	518	0	0	0	0	0	0	0	0	0	³¤Ã¬Õ¾Á¢2	10_02
694	1	10	519	0	0	0	0	0	0	0	0	0	³¤Ã¬Õ¾Á¢3	10_03
695	1	10	520	0	0	0	0	0	0	0	0	0	³¤Ã¬Õ¾Á¢4	10_04
696	1	10	521	0	0	0	0	0	0	0	0	0	³¤êª1	10_01
697	1	10	522	0	0	0	0	0	0	0	0	0	³¤êª2	10_02
698	1	10	523	0	0	0	0	0	0	0	0	0	³¤êª3	10_03
699	1	10	524	0	0	0	0	0	0	0	0	0	³¤êªÕ¾Á¢1	10_01
700	1	10	525	0	0	0	0	0	0	0	0	0	³¤êªÕ¾Á¢2	10_02
701	1	10	526	0	0	0	0	0	0	0	0	0	³¤êªÕ¾Á¢3	10_03
702	1	4	527	2	2	2	2	2	2	2	2	2	Ç¹1	10_01
703	1	4	528	2	2	2	2	2	2	2	2	2	Ç¹2	10_02
704	1	4	529	2	2	2	2	2	2	2	2	2	Ç¹3	10_03
705	1	4	530	2	2	2	2	2	2	2	2	2	Ç¹4	10_04
706	1	4	531	2	2	2	2	2	2	2	2	2	Ç¹5	20_01
707	1	4	532	2	2	2	2	2	2	2	2	2	Ç¹6	20_02
708	1	4	533	2	2	2	2	2	2	2	2	2	Ç¹7	20_03
709	1	4	534	2	2	2	2	2	2	2	2	2	Ç¹8	20_04
710	1	4	535	2	2	2	2	2	2	2	2	2	Ç¹9	30_01
711	1	4	536	2	2	2	2	2	2	2	2	2	Ç¹10	30_02
712	1	4	537	2	2	2	2	2	2	2	2	2	Ç¹11	30_03
713	1	4	538	2	2	2	2	2	2	2	2	2	Ç¹12	40_01
714	1	4	539	2	2	2	2	2	2	2	2	2	Ç¹13	50_01
715	1	4	540	2	2	2	2	2	2	2	2	2	Ç¹14	50_02
716	1	4	541	2	2	2	2	2	2	2	2	2	Ç¹15	60_01
717	1	4	542	2	2	2	2	2	2	2	2	2	Ç¹16	60_02
718	1	4	543	2	2	2	2	2	2	2	2	2	Ç¹17	70_01
719	1	4	544	2	2	2	2	2	2	2	2	2	Ç¹18	70_02
720	1	4	545	2	2	2	2	2	2	2	2	2	Ç¹19	70_03
721	1	4	546	2	2	2	2	2	2	2	2	2	Ç¹20	80_01
722	1	4	547	2	2	2	2	2	2	2	2	2	Ç¹21	80_02
723	1	4	548	2	2	2	2	2	2	2	2	2	Ç¹22	80_03
724	1	6	549	1	1	1	1	1	1	1	1	1	é³+¹Ä1	10_01
725	1	6	550	1	1	1	1	1	1	1	1	1	é³+¹Ä2	10_02
726	1	6	551	1	1	1	1	1	1	1	1	1	é³+¹Ä3	10_03
727	1	6	552	1	1	1	1	1	1	1	1	1	é³+¹Ä4	10_04
728	1	6	553	1	1	1	1	1	1	1	1	1	é³+¹Ä5	20_01
729	1	6	554	1	1	1	1	1	1	1	1	1	é³+¹Ä6	20_02
730	1	6	555	1	1	1	1	1	1	1	1	1	é³+¹Ä7	20_03
731	1	6	556	1	1	1	1	1	1	1	1	1	é³+¹Ä8	20_04
732	1	6	557	1	1	1	1	1	1	1	1	1	é³+¹Ä9	30_01
733	1	6	558	1	1	1	1	1	1	1	1	1	é³+¹Ä10	30_02
734	1	6	559	1	1	1	1	1	1	1	1	1	é³+¹Ä11	30_03
735	1	6	560	1	1	1	1	1	1	1	1	1	é³+¹Ä12	40_01
736	1	6	561	1	1	1	1	1	1	1	1	1	é³+¹Ä13	50_01
737	1	6	562	1	1	1	1	1	1	1	1	1	é³+¹Ä14	50_02
738	1	6	563	1	1	1	1	1	1	1	1	1	é³+¹Ä15	60_01
739	1	6	564	1	1	1	1	1	1	1	1	1	é³+¹Ä16	60_02
740	1	6	565	1	1	1	1	1	1	1	1	1	é³+¹Ä17	70_01
741	1	6	566	1	1	1	1	1	1	1	1	1	é³+¹Ä18	70_02
742	1	6	567	1	1	1	1	1	1	1	1	1	é³+¹Ä19	70_03
743	1	6	568	1	1	1	1	1	1	1	1	1	é³+¹Ä20	80_01
744	1	6	569	1	1	1	1	1	1	1	1	1	é³+¹Ä21	80_02
745	1	6	570	1	1	1	1	1	1	1	1	1	é³+¹Ä22	80_03
746	1	1	571	0	0	0	0	0	0	0	0	0	µ¶+¶Ü1	10_01
747	1	1	572	0	0	0	0	0	0	0	0	0	µ¶+¶Ü2	10_02
748	1	1	573	0	0	0	0	0	0	0	0	0	µ¶+¶Ü3	10_03
749	1	1	574	0	0	0	0	0	0	0	0	0	µ¶+¶Ü4	10_04
750	1	1	575	0	0	0	0	0	0	0	0	0	µ¶+¶Ü5	20_01
751	1	1	576	0	0	0	0	0	0	0	0	0	µ¶+¶Ü6	20_02
752	1	1	577	0	0	0	0	0	0	0	0	0	µ¶+¶Ü7	20_03
753	1	1	578	0	0	0	0	0	0	0	0	0	µ¶+¶Ü8	20_04
754	1	1	579	0	0	0	0	0	0	0	0	0	µ¶+¶Ü9	30_01
755	1	1	580	0	0	0	0	0	0	0	0	0	µ¶+¶Ü10	30_02
756	1	1	581	0	0	0	0	0	0	0	0	0	µ¶+¶Ü11	30_03
757	1	1	582	0	0	0	0	0	0	0	0	0	µ¶+¶Ü12	40_01
758	1	1	583	0	0	0	0	0	0	0	0	0	µ¶+¶Ü13	50_01
759	1	1	584	0	0	0	0	0	0	0	0	0	µ¶+¶Ü14	50_02
760	1	1	585	0	0	0	0	0	0	0	0	0	µ¶+¶Ü15	60_01
761	1	1	586	0	0	0	0	0	0	0	0	0	µ¶+¶Ü16	60_02
762	1	1	587	0	0	0	0	0	0	0	0	0	µ¶+¶Ü17	70_01
763	1	1	588	0	0	0	0	0	0	0	0	0	µ¶+¶Ü18	70_02
764	1	1	589	0	0	0	0	0	0	0	0	0	µ¶+¶Ü19	70_03
765	1	1	590	0	0	0	0	0	0	0	0	0	µ¶+¶Ü20	80_01
766	1	1	591	0	0	0	0	0	0	0	0	0	µ¶+¶Ü21	80_02
767	1	1	592	0	0	0	0	0	0	0	0	0	µ¶+¶Ü22	80_03
768	1	8	593	0	0	0	0	0	0	0	0	0	Ë«ÊÖ¸«	10_01
769	1	8	594	0	0	0	0	0	0	0	0	0	Ë«ÊÖ¸«	10_02
770	1	8	595	0	0	0	0	0	0	0	0	0	Ë«ÊÖ¸«	10_03
771	1	8	596	0	0	0	0	0	0	0	0	0	Ë«ÊÖ½£	10_01
772	1	8	597	0	0	0	0	0	0	0	0	0	Ë«ÊÖ½£	10_02
773	1	8	598	0	0	0	0	0	0	0	0	0	Ë«ÊÖ½£	10_03
774	1	8	599	0	0	0	0	0	0	0	0	0	Ë«ÊÖ½£	10_04
775	1	5	600	1	1	1	1	1	1	1	1	1	ÕÈ+ºÅ½Ç1	10_01
776	1	5	601	1	1	1	1	1	1	1	1	1	ÕÈ+ºÅ½Ç2	10_02
777	1	5	602	1	1	1	1	1	1	1	1	1	ÕÈ+ºÅ½Ç3	10_03
778	1	5	603	1	1	1	1	1	1	1	1	1	ÕÈ+ºÅ½Ç4	10_04
779	1	5	604	1	1	1	1	1	1	1	1	1	ÕÈ+ºÅ½Ç5	20_01
780	1	5	605	1	1	1	1	1	1	1	1	1	ÕÈ+ºÅ½Ç6	20_02
781	1	5	606	1	1	1	1	1	1	1	1	1	ÕÈ+ºÅ½Ç7	20_03
782	1	5	607	1	1	1	1	1	1	1	1	1	ÕÈ+ºÅ½Ç8	20_04
783	1	5	608	1	1	1	1	1	1	1	1	1	ÕÈ+ºÅ½Ç9	30_01
784	1	5	609	1	1	1	1	1	1	1	1	1	ÕÈ+ºÅ½Ç10	30_02
785	1	5	610	1	1	1	1	1	1	1	1	1	ÕÈ+ºÅ½Ç11	30_03
786	1	5	611	1	1	1	1	1	1	1	1	1	ÕÈ+ºÅ½Ç12	40_01
787	1	5	612	1	1	1	1	1	1	1	1	1	ÕÈ+ºÅ½Ç13	50_01
788	1	5	613	1	1	1	1	1	1	1	1	1	ÕÈ+ºÅ½Ç14	50_02
789	1	5	614	1	1	1	1	1	1	1	1	1	ÕÈ+ºÅ½Ç15	60_01
790	1	5	615	1	1	1	1	1	1	1	1	1	ÕÈ+ºÅ½Ç16	60_02
791	1	5	616	1	1	1	1	1	1	1	1	1	ÕÈ+ºÅ½Ç17	70_01
792	1	5	617	1	1	1	1	1	1	1	1	1	ÕÈ+ºÅ½Ç18	70_02
793	1	5	618	1	1	1	1	1	1	1	1	1	ÕÈ+ºÅ½Ç19	70_03
794	1	5	619	1	1	1	1	1	1	1	1	1	ÕÈ+ºÅ½Ç20	80_01
795	1	5	620	1	1	1	1	1	1	1	1	1	ÕÈ+ºÅ½Ç21	80_02
796	1	2	621	0	0	0	0	0	0	0	0	0	½£+¸±½£1	10_01
797	1	2	622	0	0	0	0	0	0	0	0	0	½£2	10_02
798	1	2	623	0	0	0	0	0	0	0	0	0	½£3	10_03
799	1	2	624	0	0	0	0	0	0	0	0	0	½£4	10_04
800	1	2	625	0	0	0	0	0	0	0	0	0	½£5	20_01
801	1	2	626	0	0	0	0	0	0	0	0	0	½£6	20_02
802	1	2	627	0	0	0	0	0	0	0	0	0	½£+¸±½£7	20_03
803	1	2	628	0	0	0	0	0	0	0	0	0	½£8	20_04
804	1	2	629	0	0	0	0	0	0	0	0	0	½£+¸±½£9	30_01
805	1	2	630	0	0	0	0	0	0	0	0	0	½£10	30_02
806	1	2	631	0	0	0	0	0	0	0	0	0	½£+¸±½£11	30_03
807	1	2	632	0	0	0	0	0	0	0	0	0	½£12	40_01
808	1	2	633	0	0	0	0	0	0	0	0	0	½£13	50_01
809	1	2	634	0	0	0	0	0	0	0	0	0	½£14	50_02
810	1	2	635	0	0	0	0	0	0	0	0	0	½£15	60_01
811	1	2	636	0	0	0	0	0	0	0	0	0	½£16	60_02
812	1	2	637	0	0	0	0	0	0	0	0	0	½£17	70_01
813	1	2	638	0	0	0	0	0	0	0	0	0	½£18	70_02
814	1	2	639	0	0	0	0	0	0	0	0	0	½£19	70_03
815	1	2	640	0	0	0	0	0	0	0	0	0	½£20	80_01
816	1	2	641	0	0	0	0	0	0	0	0	0	½£21	80_02
817	1	2	642	0	0	0	0	0	0	0	0	0	½£22	80_03

819	1	10	644	0	0	0	0	0	0	0	0	0	Æ½ÃñÁÔ»§ÎäÆ÷	
820	1	10	645	0	0	0	0	0	0	0	0	0	µöÓãÓã¸Í	
821	1	0	0	0	0	0	0	0	0	0	0	0	npc¶¯×÷1	
822	1	1	0	0	0	0	0	0	0	0	0	0	npc¶¯×÷2	
823	1	1	0	0	0	0	0	0	0	0	0	0	npc¶¯×÷3	
824	1	2	0	0	0	0	0	0	0	0	0	0	npc¶¯×÷4	
825	1	3	0	0	0	0	0	0	0	0	0	0	npc¶¯×÷5	
826	1	4	0	0	0	0	0	0	0	0	0	0	npc¶¯×÷6	
827	1	5	0	0	0	0	0	0	0	0	0	0	npc¶¯×÷7	
828	1	6	0	0	0	0	0	0	0	0	0	0	npc¶¯×÷8
829	1	6	643	0	0	0	0	0	0	0	0	0	

³É2µ÷ÓÃÎäÆ÷													
830	1	1	1	0	0	0	0	0	0	0	0	0	
831	1	1	30	0	0	0	0	0	0	0	0	0	
832	1	1	49	0	0	0	0	0	0	0	0	0	
833	1	2	60	0	0	0	0	0	0	0	0	0	
834	1	2	70	0	0	0	0	0	0	0	0	0	
835	1	2	479	0	0	0	0	0	0	0	0	0	
