NUM	NUM	NUM	TEXT	TEXT	NUM	NUM	TEXT	NUM	NUM	NUM	NUM	TEXT	NUM	NUM	NUM	TEXT	NUM	NUM	NUM	TEXT	NUM	NUM	NUM
174	223	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
175	224	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	4002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
176	224	-1	Combat	-1	50	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1016	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
177	224	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
178	225	-1	Combat	-1	50	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1016	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
179	225	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
180	225	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
181	226	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
182	226	-1	Combat	-1	50	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1016	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
183	226	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
184	227	-1	Combat	-1	-1	30	-1	-1	-1	-1	-1	BehaviorStateToSkill	3002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
185	227	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
186	227	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
187	228	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
188	228	-1	Combat	-1	50	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1016	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
189	228	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
190	229	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	4004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
191	229	-1	Combat	-1	50	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1016	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
192	229	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
193	229	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
194	230	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	5001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
195	230	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
196	230	-1	Combat	-1	50	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
197	230	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
198	231	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	5001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
199	231	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
200	231	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	4003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
201	231	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
202	231	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
203	232	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
204	232	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
205	233	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
206	233	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	922	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
207	234	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	4004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
208	234	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
209	235	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	4006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
210	235	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
211	236	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
212	236	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
213	237	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
214	237	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
215	238	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
216	238	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
217	239	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
218	239	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
219	240	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	4002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
220	240	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
221	240	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
222	241	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	5001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
223	241	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	4004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
224	241	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	4003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
225	241	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
226	242	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	4002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
227	242	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
228	242	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
229	243	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	5001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
230	243	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
231	243	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
232	243	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
233	244	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1008	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
234	244	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
235	244	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
236	245	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	4001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
237	245	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1015	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
238	245	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
239	246	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	14108	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
240	246	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	4001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
241	246	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	4001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
242	246	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1015	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
243	246	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
244	247	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
245	247	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
246	247	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
247	247	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
248	248	-1	Combat	-1	20	-1	-1	-1	-1	-1	1	BehaviorStateToSkill	2003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
249	248	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
250	248	-1	Combat	-1	3	-1	-1	-1	-1	-1	1	BehaviorStateToSpeak	58	2	-1	-1	-1	-1	-1	-1	-1	-1	-1
251	249	-1	Combat	-1	-1	20	-1	-1	-1	-1	1	BehaviorStateToSkill	3004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
252	249	-1	-1	OnDamage	-1	20	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
253	249	-1	Combat	-1	-1	70	-1	-1	-1	-1	1	BehaviorStateToSkill	4003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
254	249	-1	Combat	-1	-1	70	-1	-1	-1	-1	2	BehaviorStateToSkill	3004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
255	249	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
256	249	-1	Combat	-1	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSkill	4015	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
257	249	-1	Combat	-1	-1	-1	-1	-1	-1	-1	2	BehaviorStateToSkill	4003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
258	249	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
259	250	-1	Combat	-1	-1	10	-1	-1	-1	-1	2	BehaviorStateToSkill	6000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
260	250	-1	Combat	-1	-1	25	-1	-1	-1	-1	-1	BehaviorStateToSkill	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
261	250	-1	Approach	-1	-1	25	-1	-1	-1	-1	1	BehaviorStateToSpeak	63	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
262	250	-1	Combat	-1	-1	50	-1	-1	-1	-1	2	BehaviorStateToSkill	2000	-1	-1	BehaviorStateToFlee	0	-1	-1	-1	-1	-1	-1
263	250	-1	Combat	-1	-1	60	-1	-1	-1	-1	1	BehaviorStateToSkill	4001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
264	250	-1	Combat	-1	-1	80	-1	-1	-1	-1	1	BehaviorStateToSkill	4001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
265	250	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
266	250	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
267	250	-1	Approach	-1	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSpeak	62	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
268	251	-1	Combat	-1	2	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	4001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
269	251	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
270	251	-1	Combat	-1	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSpeak	55	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
271	252	-1	Combat	-1	-1	50	-1	-1	-1	-1	-1	BehaviorStateToSkill	3002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
272	252	-1	Combat	-1	-1	90	-1	-1	-1	-1	-1	BehaviorStateToSkill	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
273	252	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	4007	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
274	252	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
275	252	-1	Combat	-1	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSpeak	56	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
276	253	-1	Combat	-1	-1	50	-1	-1	-1	-1	1	BehaviorStateToSkill	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
277	253	-1	Combat	-1	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSkill	3005	-1	-1	BehaviorStateToSpeak	57	1	-1	-1	-1	-1	-1
278	253	-1	Combat	-1	15	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
279	253	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
280	254	-1	Combat	-1	-1	50	-1	-1	-1	-1	-1	BehaviorStateToSkill	4008	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
281	254	-1	Combat	-1	50	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	4007	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
282	254	-1	Combat	-1	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSkill	3005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
283	254	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
284	255	-1	Combat	-1	-1	5	-1	-1	-1	-1	-1	BehaviorStateToSkill	2104	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
285	255	-1	Combat	-1	-1	35	-1	-1	-1	-1	-1	BehaviorStateToSkill	2204	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
286	255	-1	Combat	-1	-1	65	-1	-1	-1	-1	-1	BehaviorStateToSkill	2104	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
287	255	-1	Combat	-1	-1	95	-1	-1	-1	-1	-1	BehaviorStateToSkill	2204	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
288	255	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
289	256	-1	Combat	-1	-1	5	-1	-1	-1	-1	-1	BehaviorStateToSkill	2104	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
290	256	-1	Combat	-1	-1	15	-1	-1	-1	-1	-1	BehaviorStateToSkill	2300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
291	256	-1	Combat	-1	-1	65	-1	-1	-1	-1	-1	BehaviorStateToSkill	2104	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
292	256	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
293	300	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	6000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
294	301	-1	Combat	-1	-1	25	-1	-1	-1	-1	-1	BehaviorStateToSkill	6000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
295	301	-1	Combat	-1	-1	25	-1	-1	-1	-1	-1	BehaviorStateToSkill	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
296	301	-1	Combat	-1	-1	25	-1	-1	-1	-1	1	BehaviorStateToSpeak	63	1		-1	-1	-1	-1	-1	-1	-1	-1
297	301	-1	Combat	-1	-1	50	-1	-1	-1	-1	-1	BehaviorStateToSkill	3003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
298	301	-1	Combat	-1	-1	60	-1	-1	-1	-1	1	BehaviorStateToSkill	4001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
299	301	-1	Combat	-1	-1	80	-1	-1	-1	-1	1	BehaviorStateToSkill	4001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
300	301	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	9201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
301	301	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
302	302	-1	Combat	-1	-1	10	-1	-1	-1	-1	-1	BehaviorStateToSkill	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
303	302	-1	Combat	-1	-1	30	-1	-1	-1	-1	-1	BehaviorStateToSkill	4010	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
304	302	-1	Combat	-1	-1	30	-1	-1	-1	-1	-1	BehaviorStateToSkill	3005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
305	302	-1	Combat	-1	-1	50	-1	-1	-1	-1	-1	BehaviorStateToSkill	2005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
306	302	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	4011	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
307	302	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	1001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
308	302	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
309	303	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
310	303	-1	Combat	-1	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSkill	3002	-1	-1	BehaviorStateToSpeak	72	1	-1	-1	-1	-1	-1
311	303	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2012	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
312	303	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
313	303	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	922	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
314	399	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	9000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
315	400	-1	Combat	-1	-1	50	-1	-1	-1	-1	1	BehaviorStateToSkill	4016	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
316	400	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	922	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
317	401	-1	Combat	-1	-1	5	-1	-1	-1	-1	1	BehaviorStateToSkill	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
318	401	-1	Combat	-1	-1	30	-1	-1	-1	-1	4	BehaviorStateToSkill	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
319	401	-1	Combat	-1	-1	30	-1	-1	-1	-1	-1	BehaviorStateToSkill	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
320	401	-1	Combat	-1	-1	50	-1	-1	-1	-1	9	BehaviorStateToSkill	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
321	401	-1	Combat	-1	-1	65	-1	-1	-1	-1	-1	BehaviorStateToSkill	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
322	401	-1	Combat	-1	-1	95	-1	-1	-1	-1	-1	BehaviorStateToSkill	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
323	401	-1	Combat	-1	-1	95	-1	-1	-1	-1	-1	BehaviorStateToSkill	900	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
324	402	-1	Combat	-1	-1	5	-1	-1	-1	-1	1	BehaviorStateToSkill	4003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
325	402	-1	Combat	-1	-1	15	-1	-1	-1	-1	6	BehaviorStateToSkill	1006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
326	402	-1	Combat	-1	-1	45	-1	-1	-1	-1	-1	BehaviorStateToSkill	1006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
327	402	-1	Combat	-1	-1	55	-1	-1	-1	-1	5	BehaviorStateToSkill	2003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
328	402	-1	Combat	-1	-1	90	-1	-1	-1	-1	-1	BehaviorStateToSkill	1006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
329	402	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	901	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
330	403	-1	Combat	-1	-1	25	-1	-1	-1	-1	2	BehaviorStateToSkill	2004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
331	403	-1	Combat	-1	-1	50	-1	-1	-1	-1	-1	BehaviorStateToSkill	1002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
332	403	-1	Combat	-1	-1	65	-1	-1	-1	-1	2	BehaviorStateToSkill	4005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
333	403	-1	Combat	-1	-1	90	-1	-1	-1	-1	10	BehaviorStateToSkill	1002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
334	403	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	903	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
335	404	-1	Combat	-1	-1	10	-1	-1	-1	-1	1	BehaviorStateToSkill	4011	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
336	404	-1	Combat	-1	-1	40	-1	-1	-1	-1	-1	BehaviorStateToSkill	4001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
337	404	-1	Combat	-1	-1	45	-1	-1	-1	-1	1	BehaviorStateToSkill	4008	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
338	404	-1	Combat	-1	-1	60	-1	-1	-1	-1	2	BehaviorStateToSkill	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
339	404	-1	Combat	-1	-1	95	-1	-1	-1	-1	5	BehaviorStateToSkill	4001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
340	404	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	900	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
341	405	-1	Combat	-1	-1	10	-1	-1	-1	-1	1	BehaviorStateToSkill	7000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
342	405	-1	Combat	-1	-1	50	-1	-1	-1	-1	-1	BehaviorStateToSkill	4010	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
343	405	-1	Combat	-1	-1	95	-1	-1	-1	-1	1	BehaviorStateToSkill	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
344	405	-1	Combat	-1	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSkill	900	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
345	406	-1	Combat	-1	-1	10	-1	-1	-1	-1	1	BehaviorStateToSkill	4007	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
346	406	-1	Combat	-1	-1	40	-1	-1	-1	-1	-1	BehaviorStateToSkill	1015	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
347	406	-1	Combat	-1	-1	70	-1	-1	-1	-1	1	BehaviorStateToSkill	1013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
348	406	-1	Combat	-1	-1	95	-1	-1	-1	-1	1	BehaviorStateToSkill	1012	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
