NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	FLOAT	FLOAT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
±‡∫≈	ÀÊª˙±‡∫≈	attr±‡∫≈	¬ﬂº≠±Ì±‡∫≈	’Û”™±‡∫≈	√˚≥∆	≥∆∫≈	x÷·◊¯±Í	z÷·◊¯±Í	≥ØœÚ	Ω≈±æ±‡∫≈	÷ÿ…˙ ±º‰	∑÷◊È±‡∫≈	∂”ŒÈ±‡∫≈	ª˘¥°AI	AIŒƒº˛	—≤¬ﬂ¬∑æ∂	…ÃµÍ0	…ÃµÍ1	…ÃµÍ2	…ÃµÍ3	√˚”˛ID	µ»º∂	æµœÒ◊È
163	15424972	9761	-1	21	∑ÔœË∂æ÷©÷Î		138.769135	118.745758	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
164	15424973	9761	-1	21	∑ÔœË∂æ÷©÷Î		138.83139	117.087608	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
165	15424974	9761	-1	21	∑ÔœË∂æ÷©÷Î		139.025818	118.148552	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
166	15424975	9761	-1	21	∑ÔœË∂æ÷©÷Î		145.203354	142.155853	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
167	15424976	9761	-1	21	∑ÔœË∂æ÷©÷Î		145.460663	142.741272	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
168	15424977	9761	-1	21	∑ÔœË∂æ÷©÷Î		145.597549	142.613373	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
169	15424978	9761	-1	21	∑ÔœË∂æ÷©÷Î		145.726776	142.770462	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
170	15424979	9761	-1	21	∑ÔœË∂æ÷©÷Î		145.872757	142.223099	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
171	15424980	9761	-1	21	∑ÔœË∂æ÷©÷Î		145.992599	142.799622	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
172	15424981	9761	-1	21	∑ÔœË∂æ÷©÷Î		146.255981	142.965317	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
173	15424982	9761	-1	21	∑ÔœË∂æ÷©÷Î		146.255981	142.965317	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
174	15424983	9761	-1	21	∑ÔœË∂æ÷©÷Î		146.273239	142.263184	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
175	15424984	9761	-1	21	∑ÔœË∂æ÷©÷Î		146.514709	143.273361	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
176	15424985	9761	-1	21	∑ÔœË∂æ÷©÷Î		146.520798	142.995911	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
177	15424986	9761	-1	21	∑ÔœË∂æ÷©÷Î		146.529312	142.712296	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
178	15424987	9761	-1	21	∑ÔœË∂æ÷©÷Î		146.909561	143.320602	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
179	15424988	9761	-1	21	∑ÔœË∂æ÷©÷Î		154.487366	164.163239	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
180	15424989	9761	-1	21	∑ÔœË∂æ÷©÷Î		154.643173	164.606888	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
181	15424990	9761	-1	21	∑ÔœË∂æ÷©÷Î		154.71579	163.57579	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
182	15424991	9761	-1	21	∑ÔœË∂æ÷©÷Î		154.941254	165.230576	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
183	15424992	9761	-1	21	∑ÔœË∂æ÷©÷Î		155.272339	164.142502	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
184	15424993	9761	-1	21	∑ÔœË∂æ÷©÷Î		155.372269	163.644897	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
185	15424994	9761	-1	21	∑ÔœË∂æ÷©÷Î		155.449997	164.863037	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
186	15424995	9761	-1	21	∑ÔœË∂æ÷©÷Î		155.776001	165.895996	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
187	15424996	9761	-1	21	∑ÔœË∂æ÷©÷Î		156.387909	165.026733	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
188	15424997	9761	-1	21	∑ÔœË∂æ÷©÷Î		156.520309	164.938354	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
189	15424998	9761	-1	21	∑ÔœË∂æ÷©÷Î		156.607666	164.173538	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
190	15424999	9761	-1	21	∑ÔœË∂æ÷©÷Î		156.830185	165.950073	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
191	15425008	9761	-1	21	∑ÔœË∂æ÷©÷Î		162.083038	119.748306	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
192	15425009	9761	-1	21	∑ÔœË∂æ÷©÷Î		162.083038	119.548309	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
193	15425010	9761	-1	21	∑ÔœË∂æ÷©÷Î		162.183044	119.548309	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
194	15425011	9761	-1	21	∑ÔœË∂æ÷©÷Î		162.183044	119.748306	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
195	15425012	9761	-1	21	∑ÔœË∂æ÷©÷Î		162.183044	119.648308	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
196	15425013	9761	-1	21	∑ÔœË∂æ÷©÷Î		162.283035	119.648308	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
197	15425014	9761	-1	21	∑ÔœË∂æ÷©÷Î		162.383041	119.648308	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
198	15425047	9761	-1	21	∑ÔœË∂æ÷©÷Î		184.852585	99.904228	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
199	15425049	9761	-1	21	∑ÔœË∂æ÷©÷Î		184.996521	100.396072	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
200	15425050	9761	-1	21	∑ÔœË∂æ÷©÷Î		185.067566	100.152946	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
201	15425051	9761	-1	21	∑ÔœË∂æ÷©÷Î		185.074432	101.540192	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
202	15425052	9761	-1	21	∑ÔœË∂æ÷©÷Î		185.120667	100.163116	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
203	15425053	9761	-1	21	∑ÔœË∂æ÷©÷Î		185.224792	100.153198	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
204	15425054	9761	-1	21	∑ÔœË∂æ÷©÷Î		185.444397	99.698936	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
205	15425055	9761	-1	21	∑ÔœË∂æ÷©÷Î		185.488907	101.687759	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
206	15425058	9761	-1	21	∑ÔœË∂æ÷©÷Î		186.163361	101.473473	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
207	15425059	9761	-1	21	∑ÔœË∂æ÷©÷Î		186.27597	100.107155	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
208	15425061	9761	-1	21	∑ÔœË∂æ÷©÷Î		203.95636	131.503784	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
209	15425063	9761	-1	21	∑ÔœË∂æ÷©÷Î		204.213089	131.600006	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
210	15425064	9761	-1	21	∑ÔœË∂æ÷©÷Î		204.227234	132.206833	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
211	15425065	9761	-1	21	∑ÔœË∂æ÷©÷Î		204.26973	131.688324	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
212	15425066	9761	-1	21	∑ÔœË∂æ÷©÷Î		204.372101	132.550415	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
213	15425067	9761	-1	21	∑ÔœË∂æ÷©÷Î		204.622375	131.514801	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
214	15425070	9761	-1	21	∑ÔœË∂æ÷©÷Î		204.886353	132.383102	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
215	15425071	9761	-1	21	∑ÔœË∂æ÷©÷Î		204.898605	132.21286	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
216	15425072	9761	-1	21	∑ÔœË∂æ÷©÷Î		205.109207	131.696381	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
217	15425073	9761	-1	21	∑ÔœË∂æ÷©÷Î		205.194519	131.614151	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
218	15425074	9761	-1	21	∑ÔœË∂æ÷©÷Î		205.628296	131.525436	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
219	15425082	9761	-1	21	∑ÔœË∂æ÷©÷Î		207.15918	96.943886	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
220	15425085	9761	-1	21	∑ÔœË∂æ÷©÷Î		207.792145	97.419075	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
221	15425086	9761	-1	21	∑ÔœË∂æ÷©÷Î		207.873047	98.204353	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
222	15425087	9761	-1	21	∑ÔœË∂æ÷©÷Î		208.278366	98.67569	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
223	15425088	9761	-1	21	∑ÔœË∂æ÷©÷Î		208.322449	98.019318	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
224	15425089	9761	-1	21	∑ÔœË∂æ÷©÷Î		208.534851	98.859901	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
225	15425090	9761	-1	21	∑ÔœË∂æ÷©÷Î		212.226929	41.528152	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
226	15425091	9761	-1	21	∑ÔœË∂æ÷©÷Î		212.305344	41.916279	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
227	15425092	9761	-1	21	∑ÔœË∂æ÷©÷Î		212.663986	41.402802	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
228	15425093	9761	-1	21	∑ÔœË∂æ÷©÷Î		212.706299	42.294384	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
229	15425094	9761	-1	21	∑ÔœË∂æ÷©÷Î		212.743195	40.933701	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
230	15425095	9761	-1	21	∑ÔœË∂æ÷©÷Î		212.788361	40.385605	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
231	15425096	9761	-1	21	∑ÔœË∂æ÷©÷Î		212.974792	40.794804	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
232	15425097	9761	-1	21	∑ÔœË∂æ÷©÷Î		212.97995	41.846523	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
233	15425098	9761	-1	21	∑ÔœË∂æ÷©÷Î		213.01976	41.370098	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
234	15425099	9761	-1	21	∑ÔœË∂æ÷©÷Î		213.15329	40.712559	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
235	15425100	9761	-1	21	∑ÔœË∂æ÷©÷Î		213.214157	41.523251	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
236	15425101	9761	-1	21	∑ÔœË∂æ÷©÷Î		213.284729	41.008858	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
237	15425102	9761	-1	21	∑ÔœË∂æ÷©÷Î		213.561951	41.444431	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
238	15425103	9761	-1	21	∑ÔœË∂æ÷©÷Î		213.628082	42.138729	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
239	15425104	9761	-1	21	∑ÔœË∂æ÷©÷Î		213.778625	41.71534	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
240	15425112	9761	-1	21	∑ÔœË∂æ÷©÷Î		220.995346	118.284363	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
241	15425113	9761	-1	21	∑ÔœË∂æ÷©÷Î		221.136322	118.073318	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
242	15425114	9761	-1	21	∑ÔœË∂æ÷©÷Î		221.403564	118.362373	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
243	15425116	9761	-1	21	∑ÔœË∂æ÷©÷Î		221.541473	118.979256	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
244	15425118	9761	-1	21	∑ÔœË∂æ÷©÷Î		221.800812	118.340912	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
245	15425119	9761	-1	21	∑ÔœË∂æ÷©÷Î		221.885422	119.16993	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	45	0	
246	15424994	1210	400172	20	∑ÔœË∏Æ ÿæ¸		154.503616	209.017838	18	0	10000	-1	-1	3	0	-1	-1	-1	-1	-1	-1	45	0	
247	15424995	1210	400167	20	∑ÔœË∏Æ ÿæ¸		154.932953	197.170502	18	0	10000	-1	-1	3	0	-1	-1	-1	-1	-1	-1	45	0	
248	15424997	1210	400168	20	∑ÔœË∏Æ ÿæ¸		208.402069	156.259766	9	0	10000	-1	-1	3	0	-1	-1	-1	-1	-1	-1	45	0	
249	15424998	1210	400169	20	∑ÔœË∏Æ ÿæ¸		194.76149	156.144531	9	0	10000	-1	-1	3	0	-1	-1	-1	-1	-1	-1	45	0	
250	15425120	1210	400170	20	∑ÔœË∏Æ ÿæ¸		122.680519	199.409256	0	0	10000	-1	-1	3	0	-1	-1	-1	-1	-1	-1	45	0	
251	15425121	1210	400171	20	∑ÔœË∏Æ ÿæ¸		122.404884	204.970856	0	0	10000	-1	-1	3	0	-1	-1	-1	-1	-1	-1	45	0	
252	14633261	1320	101544	20	«∞Õ˘√‘π¨»˝≤„	Õıπ˙√‘π¨¥´ÀÕ	202	162	9	0	10000	-1	-1	3	0	-1	-1	-1	-1	-1	-1	60	0	
253	7336799	4295	101682	-1	◊È∂”÷∏“˝»À		155	68	14	-1	1000	-1	-1	3	0	-1	-1	-1	-1	-1	-1	100	0	
