NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	FLOAT	FLOAT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
╠Ю╨е	кФ╩З╠Ю╨е	attr╠Ю╨е	бъ╪╜╠М╠Ю╨е	уСс╙╠Ю╨е	цШЁф	Ёф╨е	xжАвЬ╠Й	zжАвЬ╠Й	Ё╞оР	╫е╠╬╠Ю╨е	жьиЗй╠╪Д	╥жвИ╠Ю╨е	╤снИ╠Ю╨е	╩Ы╢║AI	AIнд╪Ч	я╡бъб╥╬╤	ил╣Й0	ил╣Й1	ил╣Й2	ил╣Й3	цШсЧID	╣х╪╤	╬╣оЯвИ
180	46	6961	-1	21	сдущж╝╥Д		172.998077	210.117233	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
181	47	6961	-1	21	сдущж╝╥Д		101.707222	202.797501	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
182	48	6961	-1	21	сдущж╝╥Д		100.19297	201.927277	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
183	49	6961	-1	21	сдущж╝╥Д		100.19297	201.927277	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
184	50	6961	-1	21	сдущж╝╥Д		136.200516	207.82373	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
185	51	6961	-1	21	сдущж╝╥Д		138.403809	206.889084	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
186	52	6961	-1	21	сдущж╝╥Д		138.39743	209.071823	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
187	53	6961	-1	21	сдущж╝╥Д		137.278839	206.453201	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
188	54	6961	-1	21	сдущж╝╥Д		137.552582	208.961166	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
189	55	6961	-1	21	сдущж╝╥Д		136.5233	209.078659	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
190	56	6961	-1	21	сдущж╝╥Д		136.204422	206.483078	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
191	57	6961	-1	21	сдущж╝╥Д		135.783356	207.169189	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
192	58	6961	-1	21	сдущж╝╥Д		137.228104	207.796173	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
193	59	6961	-1	21	сдущж╝╥Д		64.129669	198.561661	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
194	60	6961	-1	21	сдущж╝╥Д		61.15498	198.436935	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
195	61	6961	-1	21	сдущж╝╥Д		104.934624	159.044525	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
196	62	6961	-1	21	сдущж╝╥Д		104.934624	159.044525	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
197	63	6961	-1	21	сдущж╝╥Д		138.471222	160.267136	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
198	64	6961	-1	21	сдущж╝╥Д		136.819	160.341064	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
199	65	6961	-1	21	сдущж╝╥Д		70.282234	164.486343	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
200	66	6961	-1	21	сдущж╝╥Д		70.282234	164.486343	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
201	67	6960	-1	21	сд╨зж╝жК		67.617531	125.876877	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
202	68	6960	-1	21	сд╨зж╝жК		67.186569	127.342598	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
203	69	6960	-1	21	сд╨зж╝жК		57.137524	89.917084	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
204	70	6960	-1	21	сд╨зж╝жК		57.534023	91.239632	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
205	71	6960	-1	21	сд╨зж╝жК		135.080292	131.118179	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
206	72	6960	-1	21	сд╨зж╝жК		103.359673	128.823608	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
207	73	6960	-1	21	сд╨зж╝жК		103.359673	128.823608	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
208	74	6960	-1	21	сд╨зж╝жК		135.063522	127.948311	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
209	75	6960	-1	21	сд╨зж╝жК		133.45697	130.350952	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
210	76	6960	-1	21	сд╨зж╝жК		133.491699	128.675034	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
211	77	6960	-1	21	сд╨зж╝жК		136.304794	130.932022	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
212	78	6960	-1	21	сд╨зж╝жК		136.886108	127.944778	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
213	79	6960	-1	21	сд╨зж╝жК		136.868454	129.68663	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
214	80	6960	-1	21	сд╨зж╝жК		135.998795	128.706467	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
215	81	6960	-1	21	сд╨зж╝жК		134.818207	128.999115	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
216	82	6960	-1	21	сд╨зж╝жК		135.394623	129.470795	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
217	83	6960	-1	21	сд╨зж╝жК		135.394623	129.470795	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
218	84	6960	-1	21	сд╨зж╝жК		190.722977	89.112015	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
219	85	6960	-1	21	сд╨зж╝жК		187.48819	88.302628	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
220	86	6960	-1	21	сд╨зж╝жК		189.016922	88.653839	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
221	87	6960	-1	21	сд╨зж╝жК		152.187576	91.435539	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
222	88	6960	-1	21	сд╨зж╝жК		154.721954	92.975243	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
223	89	6960	-1	21	сд╨зж╝жК		153.705368	90.439079	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
224	90	6960	-1	21	сд╨зж╝жК		154.768707	91.792839	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
225	91	6960	-1	21	сд╨зж╝жК		153.69136	93.616257	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
226	92	6960	-1	21	сд╨зж╝жК		151.83168	91.391014	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
227	93	6960	-1	21	сд╨зж╝жК		153.47229	92.704803	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
228	94	6960	-1	21	сд╨зж╝жК		153.699799	91.704384	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
229	95	6960	-1	21	сд╨зж╝жК		153.852432	92.149132	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
230	96	6960	-1	21	сд╨зж╝жК		153.852432	92.149132	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
231	97	6960	-1	21	сд╨зж╝жК		153.852432	92.149132	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
232	98	6960	-1	21	сд╨зж╝жК		156.376648	37.490711	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
233	99	6960	-1	21	сд╨зж╝жК		156.376648	37.490711	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
234	100	6960	-1	21	сд╨зж╝жК		156.376648	37.490711	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
235	101	6960	-1	21	сд╨зж╝жК		189.521637	42.169804	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
236	102	6960	-1	21	сд╨зж╝жК		155.333069	35.260674	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
237	103	6960	-1	21	сд╨зж╝жК		189.808899	39.541153	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
238	104	6960	-1	21	сд╨зж╝жК		187.786392	42.137657	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
239	105	6960	-1	21	сд╨зж╝жК		187.059845	39.652412	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
240	106	6960	-1	21	сд╨зж╝жК		186.949524	41.511795	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
241	107	6960	-1	21	сд╨зж╝жК		190.897675	40.746788	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
242	108	6960	-1	21	сд╨зж╝жК		188.606247	38.749657	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
243	109	6960	-1	21	сд╨зж╝жК		189.513962	40.596066	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
244	110	6960	-1	21	сд╨зж╝жК		186.230621	40.306328	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
245	111	6960	-1	21	сд╨зж╝жК		188.736588	40.900917	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
246	112	6960	-1	21	сд╨зж╝жК		188.796127	40.841221	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
247	113	6960	-1	21	сд╨зж╝жК		113.553192	88.258018	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
248	114	6960	-1	21	сд╨зж╝жК		112.825562	90.143311	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
249	115	6960	-1	21	сд╨зж╝жК		115.052528	88.781334	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
250	116	6960	-1	21	сд╨зж╝жК		172.532043	127.364059	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
251	117	6960	-1	21	сд╨зж╝жК		172.532043	127.364059	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
252	118	6960	-1	21	сд╨зж╝жК		172.532043	127.364059	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
253	119	6960	-1	21	сд╨зж╝жК		170.843109	129.041534	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
254	120	9778	129716	20	мюЁгу╫╢╚кмй╞	мюЁгу╫мУЁг[©С╤╢]╢╚кмй╞	104	51	27	-1	1000	-1	-1	3	0	-1	-1	-1	-1	-1	-1	10	0	
255	121	9778	129718	20	мюЁгу╫╢╚кмй╞	мюЁгу╫мУЁг[даЁ║]╢╚кмй╞	195.699997	100	13	-1	1000	-1	-1	3	0	-1	-1	-1	-1	-1	-1	10	0	
256	123	6961	-1	21	сдущж╝╥Д		83.643883	132.305328	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
257	124	6961	-1	21	сдущж╝╥Д		154.264969	129.889954	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
258	125	6961	-1	21	сдущж╝╥Д		180.130341	183.393738	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
259	126	6961	-1	21	сдущж╝╥Д		123.133438	184.671997	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
260	123	6961	-1	21	сдущж╝╥Д		84.683502	129.903748	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
261	124	6961	-1	21	сдущж╝╥Д		153.595642	127.209824	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
262	125	6961	-1	21	сдущж╝╥Д		180.130341	183.393738	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
263	126	6961	-1	21	сдущж╝╥Д		123.596512	181.658386	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
264	123	6961	-1	21	сдущж╝╥Д		87.692192	130.927307	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
265	124	6961	-1	21	сдущж╝╥Д		155.231079	125.987488	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
266	125	6961	-1	21	сдущж╝╥Д		180.130341	183.393738	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
267	126	6961	-1	21	сдущж╝╥Д		121.069084	185.7854	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
268	123	6961	-1	21	сдущж╝╥Д		86.337669	127.379738	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
269	124	6961	-1	21	сдущж╝╥Д		155.185104	128.559464	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
270	125	6961	-1	21	сдущж╝╥Д		180.398132	184.131714	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
271	126	6961	-1	21	сдущж╝╥Д		119.547417	183.526642	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
272	123	6961	-1	21	сдущж╝╥Д		87.742538	127.985809	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
273	124	6961	-1	21	сдущж╝╥Д		154.823013	131.571136	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
274	125	6961	-1	21	сдущж╝╥Д		179.983643	181.123764	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
275	126	6961	-1	21	сдущж╝╥Д		123.414436	188.01947	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
276	123	6961	-1	21	сдущж╝╥Д		86.467873	133.392471	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
277	124	6961	-1	21	сдущж╝╥Д		152.501816	131.082001	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
278	125	6961	-1	21	сдущж╝╥Д		178.806015	185.938324	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
279	126	6961	-1	21	сдущж╝╥Д		124.581589	183.775467	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
280	123	6961	-1	21	сдущж╝╥Д		85.715912	124.994209	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
281	124	6961	-1	21	сдущж╝╥Д		152.319229	128.910065	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
282	125	6961	-1	21	сдущж╝╥Д		181.21727	180.826538	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
283	126	6961	-1	21	сдущж╝╥Д		125.034508	186.583084	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
284	123	6961	-1	21	сдущж╝╥Д		83.917328	129.779938	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
285	124	6961	-1	21	сдущж╝╥Д		156.782959	130.860947	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
286	125	6961	-1	21	сдущж╝╥Д		178.059204	182.817902	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
287	126	6961	-1	21	сдущж╝╥Д		120.929306	187.008774	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
288	123	6961	-1	21	сдущж╝╥Д		81.855881	130.616409	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
289	124	6961	-1	21	сдущж╝╥Д		153.975403	124.99221	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
290	125	6961	-1	21	сдущж╝╥Д		181.079315	183.331711	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
291	126	6961	-1	21	сдущж╝╥Д		126.012047	187.142975	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
292	123	6961	-1	21	сдущж╝╥Д		83.123299	127.335236	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
293	124	6961	-1	21	сдущж╝╥Д		156.170563	128.077271	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
294	125	6961	-1	21	сдущж╝╥Д		181.860931	183.634262	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
295	126	6961	-1	21	сдущж╝╥Д		125.475906	182.302582	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
296	128	6960	-1	21	сд╨зж╝жК		158.2686	66.201149	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
297	128	6960	-1	21	сд╨зж╝жК		159.093765	67.288612	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
298	128	6960	-1	21	сд╨зж╝жК		158.068634	66.80986	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
299	128	6960	-1	21	сд╨зж╝жК		157.357605	64.620338	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
300	128	6960	-1	21	сд╨зж╝жК		155.487335	67.862976	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
301	128	6960	-1	21	сд╨зж╝жК		156.36554	66.207466	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
302	128	6960	-1	21	сд╨зж╝жК		158.607391	68.348701	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
303	128	6960	-1	21	сд╨зж╝жК		158.320862	63.562428	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
304	128	6960	-1	21	сд╨зж╝жК		157.889084	69.167175	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
305	128	6960	-1	21	сд╨зж╝жК		159.836288	65.534904	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
306	128	6960	-1	21	сд╨зж╝жК		159.341858	69.524857	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	30	0	
307	129	6961	-1	21	сдущж╝╥Д		118.01432	127.804688	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
308	130	6961	-1	21	сдущж╝╥Д		118.077599	129.25209	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
309	131	6961	-1	21	сдущж╝╥Д		117.62085	130.683487	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
310	132	6961	-1	21	сдущж╝╥Д		120.004898	127.814316	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
311	133	6961	-1	21	сдущж╝╥Д		119.338135	129.478455	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
312	134	6961	-1	21	сдущж╝╥Д		118.343124	130.577118	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
313	135	6961	-1	21	сдущж╝╥Д		119.193764	128.47908	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
314	136	6961	-1	21	сдущж╝╥Д		119.83812	128.926376	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
315	137	6961	-1	21	сдущж╝╥Д		120.493004	129.704514	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
316	138	6961	-1	21	сдущж╝╥Д		119.706718	130.912704	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
317	139	6961	-1	21	сдущж╝╥Д		119.844604	131.787292	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
318	140	6961	-1	21	сдущж╝╥Д		121.539513	126.700859	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
319	141	6961	-1	21	сдущж╝╥Д		85.275055	127.749992	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
320	142	6961	-1	21	сдущж╝╥Д		120.234245	184.344879	0	300640	10000	-1	-1	1	0	-1	-1	-1	-1	-1	-1	35	0	
321	7336799	4295	101674	-1	вИ╤сж╦рЩхк		48	76	0	-1	1000	-1	-1	3	0	-1	-1	-1	-1	-1	-1	100	0	
322	7336799	2603	101174	-1	цт╧╛р╩╡Ц	цт╧╛╢╚км	81	81	18	-1	1000	-1	-1	3	0	-1	-1	-1	-1	-1	-1	100	0	
