NUM	NUM	NUM	NUM	NUM	NUM	NUM			
2176	1	11000905	1	1000	14031225	1			
2177	1	11000905	1	1000	14031226	1			
2178	1	11000905	1	1000	14031227	1			
2179	1	11000905	1	1000	14031228	1			
2180	1	11000905	1	1000	14031229	1			
2181	1	11000905	1	1000	14031230	1			
2182	1	11000905	1	1000	14031231	1			
2183	1	11000905	1	1000	14031232	1			
2184	1	11000905	1	1000	14031233	1			
2185	1	11000905	1	1000	14031234	1			
2186	1	11000905	1	1000	14031235	1			
2187	1	11000905	1	1000	14031236	1			
2188	1	11000905	1	1000	14031237	1			
2189	1	11000905	1	1000	14031238	1			
2190	1	11000905	1	1000	14031239	1			
2191	1	11000905	1	1000	14031240	1			
2192	1	11000905	1	1000	14031241	1			
2193	1	11000905	1	1000	14031242	1			
2194	1	11000905	1	1000	14031243	1			
2195	1	11000905	1	1000	14031244	1			
2196	1	11000905	1	1000	14031245	1			
2197	1	11000905	1	1000	14031246	1			
2198	1	11000905	1	1000	14031247	1			
2199	1	11000905	1	1000	14031248	1			
2200	1	11000905	1	1000	14031249	1			
2201	1	11000905	1	1000	14031250	1			
2202	1	11000905	1	1000	14031251	1			
2203	1	11000905	1	1000	14031252	1			
2204	1	11000905	1	1000	14031253	1			
2205	1	11000905	1	1000	14031254	1			
2206	1	11000905	1	1000	14031255	1			
2207	1	11000905	1	1000	14031256	1			
2208	1	11000905	1	1000	14031257	1			
2209	1	11000905	1	1000	14031258	1			
2210	1	11000905	1	1000	14031259	1			
2211	1	11000905	1	1000	14031260	1			
2212	1	11000905	1	1000	14031261	1			
2213	1	11000905	1	1000	14031262	1			
2214	1	11000905	1	1000	14031263	1			
2215	1	11000905	1	1000	14031264	1			
2216	1	11000905	1	1000	14031265	1			
2217	1	11000905	1	1000	14031266	1			
2218	1	11000905	1	1000	14031267	1			
2219	1	11000905	1	1000	14031268	1			
2220	1	11000905	1	1000	14031269	1			
2221	1	11000905	1	1000	14031270	1			
2222	1	11000905	1	1000	14031271	1			
2223	1	11000905	1	1000	14031272	1			
2224	1	11000905	1	1000	14031273	1			
2225	1	11000905	1	1000	14031274	1			
2226	1	11000905	1	1000	14031275	1			
2227	1	11000905	1	1000	14031276	1			
2228	1	11000906	1	1000	14031277	1			
2229	1	11000906	1	1000	14031278	1			
2230	1	11000906	1	1000	14031279	1			
2231	1	11000906	1	1000	14031280	1			
2232	1	11000906	1	1000	14031281	1			
2233	1	11000906	1	1000	14031282	1			
2234	1	11000906	1	1000	14031283	1			
2235	1	11000906	1	1000	14031284	1			
2236	1	11000906	1	1000	14031285	1			
2237	1	11000906	1	1000	14031286	1			
2238	1	11000906	1	1000	14031287	1			
2239	1	11000906	1	1000	14031288	1			
2240	1	11000906	1	1000	14031289	1			
2241	1	11000906	1	1000	14031290	1			
2242	1	11000906	1	1000	14031291	1			
2243	1	11000906	1	1000	14031292	1			
2244	1	11000906	1	1000	14031293	1			
2245	1	11000906	1	1000	14031294	1			
2246	1	11000906	1	1000	14031295	1			
2247	1	11000906	1	1000	14031296	1			
2248	1	11000906	1	1000	14031297	1			
2249	1	11000906	1	1000	14031298	1			
2250	1	11000906	1	1000	14031299	1			
2251	1	11000906	1	1000	14031300	1			
2252	1	11000906	1	1000	14031301	1			
2253	1	11000906	1	1000	14031302	1			
2254	1	11000906	1	1000	14031303	1			
2255	1	11000906	1	1000	14031304	1			
2256	1	11000906	1	1000	14031305	1			
2257	1	11000906	1	1000	14031306	1			
2258	1	11000906	1	1000	14031307	1			
2259	1	11000906	1	1000	14031308	1			
2260	1	11000906	1	1000	14031309	1			
2261	1	11000906	1	1000	14031310	1			
2262	1	11000906	1	1000	14031311	1			
2263	1	11000906	1	1000	14031312	1			
2264	1	11000906	1	1000	14031313	1			
2265	1	11000906	1	1000	14031314	1			
2266	1	11000906	1	1000	14031315	1			
2267	1	11000906	1	1000	14031316	1			
2268	1	11000906	1	1000	14031317	1			
2269	1	11000906	1	1000	14031318	1			
2270	1	11000906	1	1000	14031319	1			
2271	1	11000906	1	1000	14031320	1			
2272	1	11000906	1	1000	14031321	1			
2273	1	11000906	1	1000	14031322	1			
2274	1	11000906	1	1000	14031323	1			
2275	1	11000906	1	1000	14031324	1			
2276	1	11000906	1	1000	14031325	1			
2277	1	11000906	1	1000	14031326	1			
2278	1	11000906	1	1000	14031327	1			
2279	1	11000906	1	1000	14031328	1			
2280	1	11000906	1	1000	14031329	1			
2281	1	11000906	1	1000	14031330	1			
2282	1	11000906	1	1000	14031331	1			
2283	1	11000906	1	1000	14031332	1			
2284	1	11000906	1	1000	14031333	1			
2285	1	11000906	1	1000	14031334	1			
2286	1	11000906	1	1000	14031335	1			
2287	1	11000906	1	1000	14031336	1			
2288	1	11000906	1	1000	14031337	1			
2289	1	11000906	1	1000	14031338	1			
2290	1	11000906	1	1000	14031339	1			
2291	1	11000906	1	1000	14031340	1			
2292	1	11000906	1	1000	14031341	1			
2293	1	11000906	1	1000	14031342	1			
2294	1	11000906	1	1000	14031343	1			
2295	1	11000906	1	1000	14031344	1			
2296	1	11000906	1	1000	14031345	1			
2297	1	11000906	1	1000	14031346	1			
2298	1	11000906	1	1000	14031347	1			
2299	1	11000906	1	1000	14031348	1			
2300	1	11000906	1	1000	14031349	1			
2301	1	11000906	1	1000	14031350	1			
2302	1	11000906	1	1000	14031351	1			
2303	1	11000906	1	1000	14031352	1			
2304	1	11000906	1	1000	14031353	1			
2305	1	11000906	1	1000	14031354	1			
2306	1	11000906	1	1000	14031355	1			
2307	1	11000906	1	1000	14031356	1			
2308	1	11000906	1	1000	14031357	1			
2309	1	11000906	1	1000	14031358	1			
2310	1	11000906	1	1000	14031359	1			
2311	1	11000906	1	1000	14031360	1			
2312	1	11000906	1	1000	14031361	1			
2313	1	11000906	1	1000	14031362	1			
2314	1	11000906	1	1000	14031363	1			
2315	1	11000906	1	1000	14031364	1			
2316	1	11000905	1	1000	14040131	1			
2317	1	11000905	1	1000	14040132	1			
2318	1	11000905	1	1000	14040133	1			
2319	1	11000905	1	1000	14040134	1			
2320	1	11000905	1	1000	14040135	1			
2321	1	11000905	1	1000	14040136	1			
2322	1	11000905	1	1000	14040137	1			
2323	1	11000905	1	1000	14040138	1			
2324	1	11000905	1	1000	14040139	1			
2325	1	11000905	1	1000	14040140	1			
2326	1	11000905	1	1000	14040141	1			
2327	1	11000905	1	1000	14040142	1			
2328	1	11000905	1	1000	14040143	1			
2329	1	11000905	1	1000	14040144	1			
2330	1	11000905	1	1000	14040145	1			
2331	1	11000905	1	1000	14040146	1			
2332	1	11000905	1	1000	14040147	1			
2333	1	11000905	1	1000	14040148	1			
2334	1	11000905	1	1000	14040149	1			
2335	1	11000905	1	1000	14040150	1			
2336	1	11000905	1	1000	14040151	1			
2337	1	11000905	1	1000	14040152	1			
2338	1	11000905	1	1000	14040153	1			
2339	1	11000905	1	1000	14040154	1			
2340	1	11000905	1	1000	14040155	1			
2341	1	11000905	1	1000	14040156	1			
2342	1	11000905	1	1000	14040157	1			
2343	1	11000905	1	1000	14040158	1			
2344	1	11000905	1	1000	14040159	1			
2345	1	11000905	1	1000	14040160	1			
2346	1	11000905	1	1000	14040161	1			
2347	1	11000905	1	1000	14040162	1			
2348	1	11000905	1	1000	14040163	1			
2349	1	11000905	1	1000	14040164	1			
2350	1	11000905	1	1000	14040165	1			
2351	1	11000905	1	1000	14040166	1			
2352	1	11000905	1	1000	14040167	1			
2353	1	11000905	1	1000	14040168	1			
2354	1	11000905	1	1000	14040169	1			
2355	1	11000905	1	1000	14040170	1			
2356	1	11000905	1	1000	14040171	1			
2357	1	11000905	1	1000	14040172	1			
2358	1	11000905	1	1000	14040173	1			
2359	1	11000905	1	1000	14040174	1			
2360	1	11000905	1	1000	14040175	1			
2361	1	11000905	1	1000	14040176	1			
2362	1	11000905	1	1000	14040177	1			
2363	1	11000905	1	1000	14040178	1			
2364	1	11000905	1	1000	14040179	1			
2365	1	11000905	1	1000	14040180	1			
2366	1	11000905	1	1000	14040181	1			
2367	1	11000905	1	1000	14040182	1			
2368	1	11000905	1	1000	14040183	1			
2369	1	11000905	1	1000	14040184	1			
2370	1	11000905	1	1000	14040185	1			
2371	1	11000905	1	1000	14040186	1			
2372	1	11000905	1	1000	14040187	1			
2373	1	11000905	1	1000	14040188	1			
2374	1	11000905	1	1000	14040189	1			
2375	1	11000905	1	1000	14040190	1			
2376	1	11000905	1	1000	14040191	1			
2377	1	11000905	1	1000	14040192	1			
2378	1	11000905	1	1000	14040193	1			
2379	1	11000905	1	1000	14040194	1			
2380	1	11000905	1	1000	14040195	1			
2381	1	11000905	1	1000	14040196	1			
2382	1	11000905	1	1000	14040197	1			
2383	1	11000905	1	1000	14040198	1			
2384	1	11000905	1	1000	14040199	1			
2385	1	11000905	1	1000	14040200	1			
2386	1	11000905	1	1000	14040201	1			
2387	1	11000905	1	1000	14040202	1			
2388	1	11000905	1	1000	14040203	1			
2389	1	11000905	1	1000	14040204	1			
2390	1	11000905	1	1000	14040205	1			
2391	1	11000905	1	1000	14040206	1			
2392	1	11000905	1	1000	14040207	1			
2393	1	11000905	1	1000	14040208	1			
2394	1	11000905	1	1000	14040209	1			
2395	1	11000905	1	1000	14040210	1			
2396	1	11000905	1	1000	14040211	1			
2397	1	11000905	1	1000	14040212	1			
2398	1	11000905	1	1000	14040213	1			
2399	1	11000905	1	1000	14040214	1			
2400	1	11000905	1	1000	14040215	1			
2401	1	11000905	1	1000	14040216	1			
2402	1	11000905	1	1000	14040217	1			
2403	1	11000905	1	1000	14040218	1			
2404	1	11000934	1	1000	14040219	1			
2405	1	11000934	1	1000	14040220	1			
2406	1	11000934	1	1000	14040221	1			
2407	1	11000934	1	1000	14040222	1			
2408	1	11000934	1	1000	14040223	1			
2409	1	11000934	1	1000	14040224	1			
2410	1	11000934	1	1000	14040225	1			
2411	1	11000934	1	1000	14040226	1			
2412	1	11000934	1	1000	14040227	1			
2413	1	11000934	1	1000	14040228	1			
2414	1	11000934	1	1000	14040229	1			
2415	1	11000934	1	1000	14040230	1			
2416	1	11000934	1	1000	14040231	1			
2417	1	11000934	1	1000	14040232	1			
2418	1	11000934	1	1000	14040233	1			
2419	1	11000934	1	1000	14040234	1			
2420	1	11000934	1	1000	14040235	1			
2421	1	11000934	1	1000	14040236	1			
2422	1	11000934	1	1000	14040237	1			
2423	1	11000934	1	1000	14040238	1			
2424	1	11000934	1	1000	14040239	1			
2425	1	11000934	1	1000	14040240	1			
2426	1	11000934	1	1000	14040241	1			
2427	1	11000934	1	1000	14040242	1			
2428	1	11000934	1	1000	14040243	1			
2429	1	11000934	1	1000	14040244	1			
2430	1	11000934	1	1000	14040245	1			
2431	1	11000934	1	1000	14040246	1			
2432	1	11000934	1	1000	14040247	1			
2433	1	11000934	1	1000	14040248	1			
2434	1	11000934	1	1000	14040249	1			
2435	1	11000934	1	1000	14040250	1			
2436	1	11000934	1	1000	14040251	1			
2437	1	11000934	1	1000	14040252	1			
2438	1	11000934	1	1000	14040253	1			
2439	1	11000934	1	1000	14040254	1			
2440	1	11000934	1	1000	14040255	1			
2441	1	11000934	1	1000	14040256	1			
2442	1	11000934	1	1000	14040257	1			
2443	1	11000934	1	1000	14040258	1			
2444	1	11000934	1	1000	14040259	1			
2445	1	11000934	1	1000	14040260	1			
2446	1	11000934	1	1000	14040261	1			
2447	1	11000934	1	1000	14040262	1			
2448	1	11000934	1	1000	14040263	1			
2449	1	11000934	1	1000	14040264	1			
2450	1	11000934	1	1000	14040265	1			
2451	1	11000934	1	1000	14040266	1			
2452	1	11000934	1	1000	14040267	1			
2453	1	11000934	1	1000	14040268	1			
2454	1	11000934	1	1000	14040269	1			
2455	1	11000934	1	1000	14040270	1			
2456	1	11000934	1	1000	14040271	1			
2457	1	11000934	1	1000	14040272	1			
2458	1	11000934	1	1000	14040273	1			
2459	1	11000934	1	1000	14040274	1			
2460	1	11000934	1	1000	14040275	1			
2461	1	11000934	1	1000	14040276	1			
2462	1	11000934	1	1000	14040277	1			
2463	1	11000934	1	1000	14040278	1			
2464	1	11000934	1	1000	14040279	1			
2465	1	11000934	1	1000	14040280	1			
2466	1	11000934	1	1000	14040281	1			
2467	1	11000934	1	1000	14040282	1			
2468	1	11000934	1	1000	14040283	1			
2469	1	11000934	1	1000	14040284	1			
2470	1	11000934	1	1000	14040285	1			
2471	1	11000934	1	1000	14040286	1			
2472	1	11000934	1	1000	14040287	1			
2473	1	11000934	1	1000	14040288	1			
2474	1	11000934	1	1000	14040289	1			
2475	1	11000934	1	1000	14040290	1			
2476	1	11000934	1	1000	14040291	1			
2477	1	11000934	1	1000	14040292	1			
2478	1	11000934	1	1000	14040293	1			
2479	1	11000934	1	1000	14040294	1			
2480	1	11000934	1	1000	14040295	1			
2481	1	11000934	1	1000	14040296	1			
2482	1	11000934	1	1000	14040297	1			
2483	1	11000934	1	1000	14040298	1			
2484	1	11000934	1	1000	14040299	1			
2485	1	11000934	1	1000	14040300	1			
2486	1	11000934	1	1000	14040301	1			
2487	1	11000934	1	1000	14040302	1			
2488	1	11000934	1	1000	14040303	1			
2489	1	11000934	1	1000	14040304	1			
2490	1	11000934	1	1000	14040305	1			
2491	1	11000934	1	1000	14040306	1			
2492	1	11000905	1	1000	14040395	1			
2493	1	11000905	1	1000	14040396	1			
2494	1	11000905	1	1000	14040397	1			
2495	1	11000905	1	1000	14040398	1			
2496	1	11000905	1	1000	14040399	1			
2497	1	11000905	1	1000	14040400	1			
2498	1	11000905	1	1000	14040401	1			
2499	1	11000905	1	1000	14040402	1			
2500	1	11000905	1	1000	14040403	1			
2501	1	11000905	1	1000	14040404	1			
2502	1	11000905	1	1000	14040405	1			
2503	1	11000905	1	1000	14040406	1			
2504	1	11000905	1	1000	14040407	1			
2505	1	11000905	1	1000	14040408	1			
2506	1	11000905	1	1000	14040409	1			
2507	1	11000905	1	1000	14040410	1			
2508	1	11000905	1	1000	14040411	1			
2509	1	11000905	1	1000	14040412	1			
2510	1	11000905	1	1000	14040413	1			
2511	1	11000905	1	1000	14040414	1			
2512	1	11000905	1	1000	14040415	1			
2513	1	11000905	1	1000	14040416	1			
2514	1	11000905	1	1000	14040417	1			
2515	1	11000905	1	1000	14040418	1			
2516	1	11000905	1	1000	14040419	1			
2517	1	11000905	1	1000	14040420	1			
2518	1	11000905	1	1000	14040421	1			
2519	1	11000905	1	1000	14040422	1			
2520	1	11000905	1	1000	14040423	1			
2521	1	11000905	1	1000	14040424	1			
2522	1	11000905	1	1000	14040425	1			
2523	1	11000905	1	1000	14040426	1			
2524	1	11000905	1	1000	14040427	1			
2525	1	11000905	1	1000	14040428	1			
2526	1	11000905	1	1000	14040429	1			
2527	1	11000905	1	1000	14040430	1			
2528	1	11000905	1	1000	14040431	1			
2529	1	11000905	1	1000	14040432	1			
2530	1	11000905	1	1000	14040433	1			
2531	1	11000905	1	1000	14040434	1			
2532	1	11000905	1	1000	14040435	1			
2533	1	11000905	1	1000	14040436	1			
2534	1	11000905	1	1000	14040437	1			
2535	1	11000905	1	1000	14040438	1			
2536	1	11000905	1	1000	14040439	1			
2537	1	11000905	1	1000	14040440	1			
2538	1	11000905	1	1000	14040441	1			
2539	1	11000905	1	1000	14040442	1			
2540	1	11000905	1	1000	14040443	1			
2541	1	11000905	1	1000	14040444	1			
2542	1	11000905	1	1000	14040445	1			
2543	1	11000905	1	1000	14040446	1			
2544	1	11000905	1	1000	14040447	1			
2545	1	11000905	1	1000	14040448	1			
2546	1	11000905	1	1000	14040449	1			
2547	1	11000905	1	1000	14040450	1			
2548	1	11000905	1	1000	14040451	1			
2549	1	11000905	1	1000	14040452	1			
2550	1	11000905	1	1000	14040453	1			
2551	1	11000905	1	1000	14040454	1			
2552	1	11000905	1	1000	14040455	1			
2553	1	11000905	1	1000	14040456	1			
2554	1	11000905	1	1000	14040457	1			
2555	1	11000905	1	1000	14040458	1			
2556	1	11000905	1	1000	14040459	1			
2557	1	11000905	1	1000	14040460	1			
2558	1	11000905	1	1000	14040461	1			
2559	1	11000905	1	1000	14040462	1			
2560	1	11000905	1	1000	14040463	1			
2561	1	11000905	1	1000	14040464	1			
2562	1	11000905	1	1000	14040465	1			
2563	1	11000905	1	1000	14040466	1			
2564	1	11000905	1	1000	14040467	1			
2565	1	11000905	1	1000	14040468	1			
2566	1	11000905	1	1000	14040469	1			
2567	1	11000905	1	1000	14040470	1			
2568	1	11000905	1	1000	14040471	1			
2569	1	11000905	1	1000	14040472	1			
2570	1	11000905	1	1000	14040473	1			
2571	1	11000905	1	1000	14040474	1			
2572	1	11000905	1	1000	14040475	1			
2573	1	11000905	1	1000	14040476	1			
2574	1	11000905	1	1000	14040477	1			
2575	1	11000905	1	1000	14040478	1			
2576	1	11000905	1	1000	14040479	1			
2577	1	11000905	1	1000	14040480	1			
2578	1	11000905	1	1000	14040481	1			
2579	1	11000905	1	1000	14040482	1			
2580	1	11000906	1	1000	14040483	1			
2581	1	11000906	1	1000	14040484	1			
2582	1	11000906	1	1000	14040485	1			
2583	1	11000906	1	1000	14040486	1			
2584	1	11000906	1	1000	14040487	1			
2585	1	11000906	1	1000	14040488	1			
2586	1	11000906	1	1000	14040489	1			
2587	1	11000906	1	1000	14040490	1			
2588	1	11000906	1	1000	14040491	1			
2589	1	11000906	1	1000	14040492	1			
2590	1	11000906	1	1000	14040493	1			
2591	1	11000906	1	1000	14040494	1			
2592	1	11000906	1	1000	14040495	1			
2593	1	11000906	1	1000	14040496	1			
2594	1	11000906	1	1000	14040497	1			
2595	1	11000906	1	1000	14040498	1			
2596	1	11000906	1	1000	14040499	1			
2597	1	11000906	1	1000	14040500	1			
2598	1	11000906	1	1000	14040501	1			
2599	1	11000906	1	1000	14040502	1			
2600	1	11000906	1	1000	14040503	1			
2601	1	11000906	1	1000	14040504	1			
2602	1	11000906	1	1000	14040505	1			
2603	1	11000906	1	1000	14040506	1			
2604	1	11000906	1	1000	14040507	1			
2605	1	11000906	1	1000	14040508	1			
2606	1	11000906	1	1000	14040509	1			
2607	1	11000906	1	1000	14040510	1			
2608	1	11000906	1	1000	14040511	1			
2609	1	11000906	1	1000	14040512	1			
2610	1	11000906	1	1000	14040513	1			
2611	1	11000906	1	1000	14040514	1			
2612	1	11000906	1	1000	14040515	1			
2613	1	11000906	1	1000	14040516	1			
2614	1	11000906	1	1000	14040517	1			
2615	1	11000906	1	1000	14040518	1			
2616	1	11000906	1	1000	14040519	1			
2617	1	11000906	1	1000	14040520	1			
2618	1	11000906	1	1000	14040521	1			
2619	1	11000906	1	1000	14040522	1			
2620	1	11000906	1	1000	14040523	1			
2621	1	11000906	1	1000	14040524	1			
2622	1	11000906	1	1000	14040525	1			
2623	1	11000906	1	1000	14040526	1			
2624	1	11000906	1	1000	14040527	1			
2625	1	11000906	1	1000	14040528	1			
2626	1	11000906	1	1000	14040529	1			
2627	1	11000906	1	1000	14040530	1			
2628	1	11000906	1	1000	14040531	1			
2629	1	11000906	1	1000	14040532	1			
2630	1	11000906	1	1000	14040533	1			
2631	1	11000906	1	1000	14040534	1			
2632	1	11000906	1	1000	14040535	1			
2633	1	11000906	1	1000	14040536	1			
2634	1	11000906	1	1000	14040537	1			
2635	1	11000906	1	1000	14040538	1			
2636	1	11000906	1	1000	14040539	1			
2637	1	11000906	1	1000	14040540	1			
2638	1	11000906	1	1000	14040541	1			
2639	1	11000906	1	1000	14040542	1			
2640	1	11000906	1	1000	14040543	1			
2641	1	11000906	1	1000	14040544	1			
2642	1	11000906	1	1000	14040545	1			
2643	1	11000906	1	1000	14040546	1			
2644	1	11000906	1	1000	14040547	1			
2645	1	11000906	1	1000	14040548	1			
2646	1	11000906	1	1000	14040549	1			
2647	1	11000906	1	1000	14040550	1			
2648	1	11000906	1	1000	14040551	1			
2649	1	11000906	1	1000	14040552	1			
2650	1	11000906	1	1000	14040553	1			
2651	1	11000906	1	1000	14040554	1			
2652	1	11000906	1	1000	14040555	1			
2653	1	11000906	1	1000	14040556	1			
2654	1	11000906	1	1000	14040557	1			
2655	1	11000906	1	1000	14040558	1			
2656	1	11000906	1	1000	14040559	1			
2657	1	11000906	1	1000	14040560	1			
2658	1	11000906	1	1000	14040561	1			
2659	1	11000906	1	1000	14040562	1			
2660	1	11000906	1	1000	14040563	1			
2661	1	11000906	1	1000	14040564	1			
2662	1	11000906	1	1000	14040565	1			
2663	1	11000906	1	1000	14040566	1			
2664	1	11000906	1	1000	14040567	1			
2665	1	11000906	1	1000	14040568	1			
2666	1	11000906	1	1000	14040569	1			
2667	1	11000906	1	1000	14040570	1			
2668	1	11000905	1	1000	14040659	1			
2669	1	11000905	1	1000	14040660	1			
2670	1	11000905	1	1000	14040661	1			
2671	1	11000905	1	1000	14040662	1			
2672	1	11000905	1	1000	14040663	1			
2673	1	11000905	1	1000	14040664	1			
2674	1	11000905	1	1000	14040665	1			
2675	1	11000905	1	1000	14040666	1			
2676	1	11000905	1	1000	14040667	1			
2677	1	11000905	1	1000	14040668	1			
2678	1	11000905	1	1000	14040669	1			
2679	1	11000905	1	1000	14040670	1			
2680	1	11000905	1	1000	14040671	1			
2681	1	11000905	1	1000	14040672	1			
2682	1	11000905	1	1000	14040673	1			
2683	1	11000905	1	1000	14040674	1			
2684	1	11000905	1	1000	14040675	1			
2685	1	11000905	1	1000	14040676	1			
2686	1	11000905	1	1000	14040677	1			
2687	1	11000905	1	1000	14040678	1			
2688	1	11000905	1	1000	14040679	1			
2689	1	11000905	1	1000	14040680	1			
2690	1	11000905	1	1000	14040681	1			
2691	1	11000905	1	1000	14040682	1			
2692	1	11000905	1	1000	14040683	1			
2693	1	11000905	1	1000	14040684	1			
2694	1	11000905	1	1000	14040685	1			
2695	1	11000905	1	1000	14040686	1			
2696	1	11000905	1	1000	14040687	1			
2697	1	11000905	1	1000	14040688	1			
2698	1	11000905	1	1000	14040689	1			
2699	1	11000905	1	1000	14040690	1			
2700	1	11000905	1	1000	14040691	1			
2701	1	11000905	1	1000	14040692	1			
2702	1	11000905	1	1000	14040693	1			
2703	1	11000905	1	1000	14040694	1			
2704	1	11000905	1	1000	14040695	1			
2705	1	11000905	1	1000	14040696	1			
2706	1	11000905	1	1000	14040697	1			
2707	1	11000905	1	1000	14040698	1			
2708	1	11000905	1	1000	14040699	1			
2709	1	11000905	1	1000	14040700	1			
2710	1	11000905	1	1000	14040701	1			
2711	1	11000905	1	1000	14040702	1			
2712	1	11000905	1	1000	14040703	1			
2713	1	11000905	1	1000	14040704	1			
2714	1	11000905	1	1000	14040705	1			
2715	1	11000905	1	1000	14040706	1			
2716	1	11000905	1	1000	14040707	1			
2717	1	11000905	1	1000	14040708	1			
2718	1	11000905	1	1000	14040709	1			
2719	1	11000905	1	1000	14040710	1			
2720	1	11000905	1	1000	14040711	1			
2721	1	11000905	1	1000	14040712	1			
2722	1	11000905	1	1000	14040713	1			
2723	1	11000905	1	1000	14040714	1			
2724	1	11000905	1	1000	14040715	1			
2725	1	11000905	1	1000	14040716	1			
2726	1	11000905	1	1000	14040717	1			
2727	1	11000905	1	1000	14040718	1			
2728	1	11000905	1	1000	14040719	1			
2729	1	11000905	1	1000	14040720	1			
2730	1	11000905	1	1000	14040721	1			
2731	1	11000905	1	1000	14040722	1			
2732	1	11000905	1	1000	14040723	1			
2733	1	11000905	1	1000	14040724	1			
2734	1	11000905	1	1000	14040725	1			
2735	1	11000905	1	1000	14040726	1			
2736	1	11000905	1	1000	14040727	1			
2737	1	11000905	1	1000	14040728	1			
2738	1	11000905	1	1000	14040729	1			
2739	1	11000905	1	1000	14040730	1			
2740	1	11000905	1	1000	14040731	1			
2741	1	11000905	1	1000	14040732	1			
2742	1	11000905	1	1000	14040733	1			
2743	1	11000905	1	1000	14040734	1			
2744	1	11000905	1	1000	14040735	1			
2745	1	11000905	1	1000	14040736	1			
2746	1	11000905	1	1000	14040737	1			
2747	1	11000905	1	1000	14040738	1			
2748	1	11000905	1	1000	14040739	1			
2749	1	11000905	1	1000	14040740	1			
2750	1	11000905	1	1000	14040741	1			
2751	1	11000905	1	1000	14040742	1			
2752	1	11000905	1	1000	14040743	1			
2753	1	11000905	1	1000	14040744	1			
2754	1	11000905	1	1000	14040745	1			
2755	1	11000905	1	1000	14040746	1			
2756	1	11000906	1	1000	14040747	1			
2757	1	11000906	1	1000	14040748	1			
2758	1	11000906	1	1000	14040749	1			
2759	1	11000906	1	1000	14040750	1			
2760	1	11000906	1	1000	14040751	1			
2761	1	11000906	1	1000	14040752	1			
2762	1	11000906	1	1000	14040753	1			
2763	1	11000906	1	1000	14040754	1			
2764	1	11000906	1	1000	14040755	1			
2765	1	11000906	1	1000	14040756	1			
2766	1	11000906	1	1000	14040757	1			
2767	1	11000906	1	1000	14040758	1			
2768	1	11000906	1	1000	14040759	1			
2769	1	11000906	1	1000	14040760	1			
2770	1	11000906	1	1000	14040761	1			
2771	1	11000906	1	1000	14040762	1			
2772	1	11000906	1	1000	14040763	1			
2773	1	11000906	1	1000	14040764	1			
2774	1	11000906	1	1000	14040765	1			
2775	1	11000906	1	1000	14040766	1			
2776	1	11000906	1	1000	14040767	1			
2777	1	11000906	1	1000	14040768	1			
2778	1	11000906	1	1000	14040769	1			
2779	1	11000906	1	1000	14040770	1			
2780	1	11000906	1	1000	14040771	1			
2781	1	11000906	1	1000	14040772	1			
2782	1	11000906	1	1000	14040773	1			
2783	1	11000906	1	1000	14040774	1			
2784	1	11000906	1	1000	14040775	1			
2785	1	11000906	1	1000	14040776	1			
2786	1	11000906	1	1000	14040777	1			
2787	1	11000906	1	1000	14040778	1			
2788	1	11000906	1	1000	14040779	1			
2789	1	11000906	1	1000	14040780	1			
2790	1	11000906	1	1000	14040781	1			
2791	1	11000906	1	1000	14040782	1			
2792	1	11000906	1	1000	14040783	1			
2793	1	11000906	1	1000	14040784	1			
2794	1	11000906	1	1000	14040785	1			
2795	1	11000906	1	1000	14040786	1			
2796	1	11000906	1	1000	14040787	1			
2797	1	11000906	1	1000	14040788	1			
2798	1	11000906	1	1000	14040789	1			
2799	1	11000906	1	1000	14040790	1			
2800	1	11000906	1	1000	14040791	1			
2801	1	11000906	1	1000	14040792	1			
2802	1	11000906	1	1000	14040793	1			
2803	1	11000906	1	1000	14040794	1			
2804	1	11000906	1	1000	14040795	1			
2805	1	11000906	1	1000	14040796	1			
2806	1	11000906	1	1000	14040797	1			
2807	1	11000906	1	1000	14040798	1			
2808	1	11000906	1	1000	14040799	1			
2809	1	11000906	1	1000	14040800	1			
2810	1	11000906	1	1000	14040801	1			
2811	1	11000906	1	1000	14040802	1			
2812	1	11000906	1	1000	14040803	1			
2813	1	11000906	1	1000	14040804	1			
2814	1	11000906	1	1000	14040805	1			
2815	1	11000906	1	1000	14040806	1			
2816	1	11000906	1	1000	14040807	1			
2817	1	11000906	1	1000	14040808	1			
2818	1	11000906	1	1000	14040809	1			
2819	1	11000906	1	1000	14040810	1			
2820	1	11000906	1	1000	14040811	1			
2821	1	11000906	1	1000	14040812	1			
2822	1	11000906	1	1000	14040813	1			
2823	1	11000906	1	1000	14040814	1			
2824	1	11000906	1	1000	14040815	1			
2825	1	11000906	1	1000	14040816	1			
2826	1	11000906	1	1000	14040817	1			
2827	1	11000906	1	1000	14040818	1			
2828	1	11000906	1	1000	14040819	1			
2829	1	11000906	1	1000	14040820	1			
2830	1	11000906	1	1000	14040821	1			
2831	1	11000906	1	1000	14040822	1			
2832	1	11000906	1	1000	14040823	1			
2833	1	11000906	1	1000	14040824	1			
2834	1	11000906	1	1000	14040825	1			
2835	1	11000906	1	1000	14040826	1			
2836	1	11000906	1	1000	14040827	1			
2837	1	11000906	1	1000	14040828	1			
2838	1	11000906	1	1000	14040829	1			
2839	1	11000906	1	1000	14040830	1			
2840	1	11000906	1	1000	14040831	1			
