NUM	TEXT	TEXT	TEXT	FLOAT	FLOAT	NUM	NUM	TEXT	TEXT	TEXT	NUM	
145163	40	布柏莱	[跨服战场功绩商人]布柏莱	81.789688	154.100662	1	1	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
145164	40	乘合	[骑乘炼化大师]乘合	184.046448	207.69545	1	1	任务	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
145129	40	伊嫣	[三番令兑换]伊嫣	129.945892	44.502304	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145145	40	熊猫佳瑟	[外装]熊猫佳瑟	46.806583	206.615814	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
145100	40	海公子	天降魔君发布人	75.492889	68.753044	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
145101	40	阿宝	挖宝大作战发布人	130	70	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
145102	40	欢乐使者	乐透彩票	126.646393	156.644653	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
145103	40	周小唯	画皮传送人	50.306225	129.637741	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
145104	40	阴阳法王	倩女幽魂传送人	219.601883	39.596855	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
145105	40	宁采臣	宁采臣	162.068283	209.153442	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145106	40	聂小倩	聂小倩	168.026672	209.095322	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145108	40	功夫大师	功夫大师	44.491974	185.410767	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145109	40	龙王	龙王	182.313995	146.141998	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145110	40	龟丞相	龟丞相	186.366409	145.924973	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145111	40	胖道士	胖道士	134.022766	220.147018	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145112	40	羊驼	羊驼	126.37133	227.987213	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145113	40	小龙女	小龙女	221.602478	177.18457	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145114	40	药诚	药尊	201.215118	224.832672	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145115	40	胖多	太山老君大弟子	192.408569	227.091125	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145116	40	临风	玉兔	188.94931	171.295029	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145117	40	谷稞	丹王	183.482208	226.026016	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145118	40	艾咪 	艾咪 	222.720474	117.000854	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145119	40	毛驴	毛驴	164.262268	110.383675	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145120	40	孟婆婆	孟婆婆	230.013748	52.618359	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145121	40	骷髅王	骷髅王	206.409073	34.531387	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145123	40	黑山老妖	黑山老妖	216.254974	130.95105	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145124	40	胡媚娘	金纺坊老板娘	179.17627	95.235954	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145125	40	地行尸	旅行家	190.198059	97.355797	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145126	40	小魔魔	飞天列车长	142.559814	66.445374	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145127	40	辛十四娘	醉红楼	152.249496	65.288849	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145128	40	杜必输	车夫	142.211472	49.296391	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145130	40	牛吕	米店老板	146.049438	97.31356	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145131	40	跳跳鬼	跳跳鬼	188.25441	66.976097	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145133	40	牛头	牛头	167.473541	110.146194	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145134	40	胥仙	游方货郎	113.987495	96.649185	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
145139	40	海释方丈	海释方丈	162.409775	159.072357	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145137	40	者释方丈	者释方丈	164.738632	157.953278	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145138	40	业释方丈	业释方丈	162.630173	156.516525	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
145168	40	自动贩售机	[征服商店]自动贩售机	47.484268	183.391113	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
#	成2中兴府										0	
110045	3	宦茗帖	冥铁兑换商人	147.972107	111.506348	1	2	功能	k	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
110051	3	张柴胡	张柴胡	136.255463	156.52359	1	1	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
110054	3	脱脱迷失	脱脱迷失	134.645966	126.717865	1	1	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
110056	3	苏丽斯	苏丽斯	122.318962	137.709076	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
110059	3	阿鲁兹	阿鲁兹	125.802177	121.068718	1	1	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
110062	3	贝希斯敦	贝希斯敦	123.170212	122.920258	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
110063	3	格鲁尔	格鲁尔	104.794197	116.622971	1	1	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
110064	3	高墨鞑	高墨鞑	118.083221	105.610123	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
110066	3	库尔班	库尔班	105.270645	145.549866	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
110088	3	不里士	不里士	130.798248	131.97113	1	1	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
110089	3	霍博	霍博	134.535187	132.024963	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
110106	3	麻里	麻里	130.907928	126.821068	1	1	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
110122	3	安童	安童	136.345291	129.259903	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
110123	3	糖葫芦李	糖葫芦李	153.171417	118.322464	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
110124	3	朱屠户	朱屠户	140.232529	100.890022	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
110125	3	蒙格尔货	蒙格尔货	145.577332	107.633331	1	1	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
110126	3	包子铺小二	包子铺小二	114.577629	149.83754	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
110127	3	欧洲酒贩	欧洲酒贩	148.503128	148.748322	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
#	太行山										0	
101417	4	太行山	传送·太行山	144	38	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0	
136027	4	赵德昌	[村长]赵德昌	74.261604	234.182953	1	1	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
136028	4	谷满仓	谷满仓	70.769058	219.102905	1	1	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
136029	4	谷有牛	谷有牛	56.999969	219.107376	1	1	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
136030	4	刘婆婆	刘婆婆	66.989716	232.759888	1	1	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
136034	4	玄空	[和尚]玄空	66.17112	203.68898	1	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
136057	4	驿卒	驿卒	133.005005	161.084732	1	1	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
136051	4	太行守将赵勇智	太行守将赵勇智	138.98439	44.153282	1	1	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
136058	4	太行副将赵智勇	太行副将赵智勇	40.00631	34.409191	1	1	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
13605	4	冀北山狼	40级 冀北山狼	66	76	0	3	怪物	w	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0	
13606	4	冀北黄虎	40级 冀北黄虎	119	90	0	3	怪物	h	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0	
13607	4	花脸山魈	40级 花脸山魈	119	212	0	3	怪物	y	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0	
13608	4	踏雪白熊	40级 踏雪白熊	225	147	0	3	怪物	x	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0	
#	大都南	1000	1999	以后更新该文件时，记得用后面这个函数将图片名字列全部刷新下						"IF(H4=1,""set:CJSH_npctop_1 image:CJSH_npctop_1_npc1"",IF(H4=2,""set:CJSH_npctop_1 image:CJSH_npctop_1_npc2"",IF(H4=3,""set:CJSH_npctop_1 image:CJSH_npctop_1_monster"",IF(H4=4,""set:CJSH_npctop_1 image:CJSH_npctop_1_suluding"",IF(H4=5,""set:CJSH_npctop_1 image:CJSH_npctop_1_area"","""")))))"	0	
145004	36	赤和宛勒	[天上人间入口]赤和宛勒	128	70	1	1	任务	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
141052	36	张丰	张丰	230.608429	195.820938	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141057	36	炼丹道长	炼丹道长	183.448441	173.663513	1	1	任务	l	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141058	36	王如花	王如花	177.669128	177.318008	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141059	36	小青	小青	202.69725	181.164398	1	1	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141060	36	小豆子	小豆子	178.263092	178.356216	1	1	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141061	36	素贞	素贞	204.293472	180.223236	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141062	36	纳牙额	纳牙额	61.082893	186.954391	1	1	任务	n	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141063	36	杂耍人“瘦猴”	杂耍人“瘦猴”	88.329948	43.265579	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141064	36	苏苏	苏苏	92.003914	42.615921	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141065	36	嘎宝	嘎宝	85.869934	42.507614	1	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141066	36	金妮	金妮	91.965225	43.935104	1	1	任务	j	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141067	36	阔易	阔易	90.36248	40.467354	1	1	任务	k	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141068	36	伊嫣	伊嫣	160.666763	36.900764	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141069	36	阿甜	阿甜	155.771622	110.759735	1	1	任务	a	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141070	36	如美凤	如美凤	162.530762	37.316872	1	1	任务	r	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141071	36	李老汉	李老汉	154.082703	111.977936	1	1	任务	l	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141072	36	王平凡	王平凡	187.737167	73.677444	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141073	36	张轻禄	张轻禄	179.138596	35.301094	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141074	36	贾秀才	贾秀才	187.918167	104.794006	1	1	任务	j	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141075	36	算命道长	算命道长	138.568481	115.193008	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141076	36	张巧妇	张巧妇	103.285934	112.882904	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141077	36	白汝慈	白汝慈	189.160156	79.23053	1	1	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141078	36	甄秀才	甄秀才	168.814896	116.359222	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141079	36	店小二	店小二	93.925201	112.050034	1	1	任务	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141080	36	钱富贵	钱富贵	77.755219	105.550659	1	1	任务	q	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141081	36	岳耳	岳耳	189.445953	60.362267	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141082	36	保镖“刀疤”	保镖“刀疤”	79.062332	104.178024	1	1	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141083	36	乞丐阿金	乞丐阿金	78.948143	109.841293	1	1	任务	q	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141084	36	包子铺“王二”	包子铺“王二”	160.513718	114.548508	1	1	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141085	36	刘夏钱	刘夏钱	106.131409	35.528633	1	1	任务	l	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141086	36	王老汉	王老汉	237.440826	140.290451	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141087	36	何毅仁	何毅仁	232.110748	121.559357	1	1	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141088	36	乔老妇	乔老妇	37.333664	113.967728	1	1	任务	q	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141089	36	乔妇人	乔妇人	19.530479	100.801682	1	1	任务	q	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141096	36	范老板	范老板	24.520409	145.424667	1	1	任务	f	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141097	36	玉娘	玉娘	22.574387	150.617233	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
141098	36	店小二	店小二	28.046963	150.477234	1	1	任务	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
140554	36	李员外	李员外	100.796967	77.449425	1	1	任务	q	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
140553	36	李福	李福	99.33239	75.377922	1	1	任务	q	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
140543	36	夏炎	夏炎	160.829926	86.723976	1	1	任务	f	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
140600	36	郑光祖	郑光祖	171.340973	90.671135	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
140602	36	马致远	马致远	146.426682	59.404129	1	1	任务	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
140603	36	关汉卿	关汉卿	148.758347	59.52121	1	1	任务	q	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
#	驿卒传送											
101210	100|200|300|400	塔塔尔部	传送·塔塔尔部	200	200	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0	
101211	102|202|302|402	乃蛮部	传送·乃蛮部	80	131	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0	
101212	101|201|301|401	克烈部	传送·克烈部	181	173	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0	
101213	103|203|303|403	居庸关外	传送·居庸关	133	127	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0	
#	成2楼兰王城										0	
101101	50	中心广场	传送·中心广场	255	115	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0	
123704	50	都由乾	[津贴管理人]都由乾	293.375458	207.44606	1	2	功能	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123706	50	撒都尤	[杂货商人]撒都尤	213.985641	89.607536	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123709	50	马哈孜	[骑乘繁殖大师]马哈孜	317.800873	118.218163	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123710	50	伊斯马里	[骑乘恢复商人]伊斯马里	284.232727	125.32547	1	2	功能	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123711	50	保备多	[藏宝洞传送人]保备多	306.907257	59.086525	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123712	50	祖堆莱	[轮回台传送人]祖堆莱	234.60231	98.811058	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123719	50	巫贤	[王城贤者]巫贤	245	86	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123720	50	伊盛	[免费治疗医师]伊盛	219.938004	166.600006	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123721	50	篾筹迪	[帮战发布人]篾筹迪	297.891144	181.347595	1	2	功能	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123722	50	都据吉	[国战发布人]都据吉	300.677032	207.908798	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123723	50	壹其座	[帮会任务发布人]壹其座	297.864441	189.24353	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123724	50	固库	[国家管理]固库	304.778259	199.658508	1	2	功能	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123725	50	杰伊	[帮会管理员]杰伊	296.586365	185.265579	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123726	50	拜答戈	[师徒管理员]拜答戈	320.878418	156.462753	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123727	50	乾不幻	[声望商店]乾不幻	221.547501	115.593407	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123728	50	忽饰	[药品商人]忽饰	281.706726	150.536194	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123729	50	谢帖伊	[防具商人]谢帖伊	296.925049	150.787125	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123730	50	麻扎	[武器商人]麻扎	291.61676	150.687271	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123732	50	梵贝	[领双管理员]梵贝	238.766525	129.025146	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123733	50	江克尔	[装备铭刻大师]江克尔	319.696686	85.193398	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123734	50	布奎	[装备保值大师]布奎	312.313599	77.521309	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123735	50	马依力	[骑乘道具商人]马依力	325.776428	124.624199	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123736	50	吾买尔	[荣誉商店]吾买尔	188.208084	116.123299	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123737	50	吉雅德	[帮会商店]吉雅德	210.549057	115.893661	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123738	50	羌力	[装备升星大师]羌力	313.237549	82.514259	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123739	50	音莱	[装备镶嵌大师]音莱	326.283417	85.49633	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123740	50	宝珠	[印度珠宝大师]宝珠	193.169235	161.431519	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123741	50	黄柏	[中原草药大师]黄柏	216.535355	142.678528	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123742	50	马穆多尔	[骑乘技能大师]马穆多尔	320.028625	123.229561	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123744	50	景彦多	[三环副本传送人]景彦多	308.029785	54.918087	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123745	50	金常佐	[内政任务发布人]金常佐	242.845871	102.575729	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123746	50	龙嫣	[龙眼石兑换]龙嫣	192.179916	116.855446	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123747	50	武士技能大师	[武士技能大师]	188.162659	40.785683	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123748	50	剑侠技能大师	[剑侠技能大师]	187.074249	45.124825	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123749	50	火枪手技能大师	[火枪手技能大师]	188.003113	53.032578	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123750	50	骑射手技能大师	[骑射手技能大师]	187.943115	48.944611	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123751	50	萨满技能大师	[萨满技能大师]	187.940002	61.241249	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123752	50	先知技能大师	[先知技能大师]	187.017899	57.098007	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123753	50	十字军技能大师	[十字军技能大师]	209.936646	60.89502	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123754	50	圣火使技能大师	[圣火使技能大师]	210.660904	57.057716	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123755	50	刺客技能大师	[刺客技能大师]	210.043777	52.92918	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123756	50	近卫军技能大师	[近卫军技能大师]	210.147171	49.037148	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123757	50	僧侣技能大师	[僧侣技能大师]	210.049438	41.13834	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123758	50	隐修士技能大师	[隐修士技能大师]	211.045502	45.058945	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123702	50	万事通	[万事通]万事通	255	85	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123759	50	朋多尔	[好友管理员]朋多尔	321.220612	151.98848	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123760	50	梅伊娜	[领奖大使]梅伊娜	275.877838	98.800079	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123761	50	金焕音	[银票兑换]金焕音	278.854675	98.837219	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123762	50	阿琳娜	[宝箱活动使]阿琳娜	265.182007	86.173088	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123764	50	藏储	[仓库管理员]藏储	231.481537	151.200699	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123765	50	藏备	[仓库管理员]藏备	268.385162	169.13147	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123766	50	娜斯	[免费治疗医师]娜斯	283.348663	128.414215	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123767	50	脱麻彻	[王国押运官]脱麻彻	203.624451	172.129562	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123768	50	金绔	[钱庄]金绔	272.843384	98.796432	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123769	50	卜卓	[王国采集大师]卜卓	214.290833	149.017044	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123770	50	瓦旷	[王国采矿大师]瓦旷	194.007004	165.783157	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123771	50	达烈	[王国捕捉大师]达烈	191.406509	146.09198	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123772	50	牧仁	[蒙古驯马大师]牧仁	184.938004	143.779617	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123773	50	代辛仁	[威望商店]代辛仁	214.755814	115.918221	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123775	50	善途	[删除任务道具人]善途	182.341949	90.227341	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123776	50	成紫	[装备鎏金大师]成紫	296.29776	81.062439	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123777	50	达乌其	[突厥锻造大师]达乌其	216.354645	133.215988	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123778	50	达奎甲	[罗马铸甲大师]达奎甲	212.21405	133.367279	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123779	50	美珠	[波斯工艺大师]美珠	193.028687	156.594009	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123780	50	载力雍	[装备回收]载力雍	296.290771	72.647751	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123828	50	慕达	[王城御卫长]慕达	182.723969	111.366417	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123826	50	筹岚妆	[外装大师]筹岚妆	329.570435	89.037834	1	2	功能	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123850	50|150|250|350	史慧	装备升级大师	311.427979	72.725922	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
123851	0	史慧	装备升级大师	202.191757	219.64209	1	2	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0	
123830	50	马来亚	[战马收集使]马来亚	477.399994	44.457199	1	1	任务	a	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
123831	50	约赛芙	[排行榜挑战赛主持人]约赛芙	273.690948	128.791702	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0	
