NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
20060003	20	6	3	6	1	精准仪·暴熊	1		KHan2_zhanche_04_15	-1	70	-1	-1	100	200	-1	7	7	10	0	8	0	20	268	-1	-1	-1	1	1	1	3	0	1	3	1	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20060004	20	6	4	6	1	精准仪·新手	1		KHan2_zhanche_04_16	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	20	336	-1	-1	-1	1	1	1	3	0	1	3	1	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20060005	20	6	5	6	1	精准仪·神·轻风	5		KHan2_zhanche_04_13	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	1000	-1	12500	-1	0	-1	2	6	4	220	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20060006	20	6	6	6	1	精准仪·神·踏云	5		KHan2_zhanche_04_14	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	1400	-1	17500	-1	0	-1	2	6	4	308	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20060007	20	6	7	6	1	精准仪·神·御龙	5		KHan2_zhanche_04_15	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	2000	-1	25000	-1	0	-1	2	6	4	440	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20060008	20	6	7	6	1	精准仪·神·七杀	5		KHan2_zhanche_04_15	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	2000	-1	25000	-1	0	-1	2	6	4	440	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20070001	20	7	1	7	1	嘹望窗·苍狼	1		CJSH_item_baoshi_8_1	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	20	-1	-1	3024	-1	1	1	1	4	1	5	2	5	5	5	7	5	9	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20070002	20	7	2	7	1	嘹望窗·猛虎	1		CJSH_item_baoshi_10_1	-1	70	-1	-1	100	200	-1	7	7	10	0	5	0	18	-1	-1	2016	-1	1	1	1	4	1	5	2	5	5	5	7	5	9	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20070003	20	7	3	7	1	嘹望窗·暴熊	1		CJSH_item_baoshi_9_1	-1	70	-1	-1	100	200	-1	7	7	10	0	6	0	14	-1	-1	3528	-1	1	1	1	4	1	5	2	5	5	5	7	5	9	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20070004	20	7	4	7	1	嘹望窗·新手	1		CJSH_item_baoshi_9_1	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	20	-1	-1	2520	-1	1	1	1	4	1	5	2	5	5	5	7	5	9	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20070005	20	7	5	7	1	嘹望窗·神·轻风	5		CJSH_item_baoshi_8_1	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	750	-1	12500	-1	0	-1	2	6	5	150	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20070006	20	7	6	7	1	嘹望窗·神·踏云	5		CJSH_item_baoshi_10_1	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	1050	-1	17500	-1	0	-1	2	6	5	210	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20070007	20	7	7	7	1	嘹望窗·神·御龙	5		CJSH_item_baoshi_9_1	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	1500	-1	25000	-1	0	-1	2	6	5	300	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20070008	20	7	7	7	1	嘹望窗·神·七杀	5		CJSH_item_baoshi_9_1	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	1500	-1	25000	-1	0	-1	2	6	5	300	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20080001	20	8	1	8	1	重击器·苍狼	1		CJSH_item_baoshi_13_6	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	20	-1	-1	-1	352	1	1	1	4	0	10	3	10	4	10	6	10	8	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20080002	20	8	2	8	1	重击器·猛虎	1		CJSH_item_baoshi_13_7	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	18	-1	-1	-1	411	1	1	1	4	0	10	3	10	4	10	6	10	8	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20080003	20	8	3	8	1	重击器·暴熊	1		CJSH_item_huizhang_1_5	-1	70	-1	-1	100	200	-1	7	7	10	0	5	0	14	-1	-1	-1	235	1	1	1	4	0	10	3	10	4	10	6	10	8	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20080004	20	8	4	8	1	重击器·新手	1		CJSH_item_huizhang_1_5	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	20	-1	-1	-1	294	1	1	1	4	0	10	3	10	4	10	6	10	8	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20080005	20	8	5	8	1	重击器·神·轻风	5		CJSH_item_baoshi_13_6	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	750	-1	12500	300	0	-1	2	6	6	115	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20080006	20	8	6	8	1	重击器·神·踏云	5		CJSH_item_baoshi_13_7	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	1050	-1	17500	300	0	-1	2	6	6	161	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20080007	20	8	7	8	1	重击器·神·御龙	5		CJSH_item_huizhang_1_5	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	1500	-1	25000	300	0	-1	2	6	6	230	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
20080008	20	8	7	8	1	重击器·神·七杀	5		CJSH_item_huizhang_1_5	-1	70	-1	-1	100	200	-1	7	7	10	0	10	0	10	1500	-1	25000	300	0	-1	2	6	6	230	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1
