NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	NUM	TEXT	NUM	TEXT	
7068	7068	9	1	CJSH_skill_saman_1_1			人物脚部绑定点	ui_公车落雷_01		人物身体受击点	0	1	0	0						九天神雷	1	九天神雷	
#																							
7070	7070	10	1	CJSH_wanfa_add_6_1			人物身体前置点			人物头部绑定点	0	0	0	0						神秘的五耀之力，可以在地宫获得3倍基础经验	1	神秘的五耀之力，可以在地宫获得3倍基础经验	
7105	7105	9	1	CJSH_item_zahuo_9_6			人物身体前置点			人物身体受击点	0	1	0	0						暴韧神水：增加暴击10点和韧性5点	1	暴韧神水：增加暴击10点和韧性5点	
7106	7106	9	1	CJSH_item_zahuo_9_4			人物身体前置点			人物身体受击点	0	1	0	0						使自身生命上限增加2000点	1	使自身生命上限增加2000点	
7107	7107	9	1	CJSH_item_zahuo_4_11			人物身体前置点			人物身体受击点	0	1	0	0						使自身命中平衡增加10点	1	使自身命中平衡增加10点	
7108	7108	9	1	CJSH_item_zahuo_9_2			人物身体前置点			人物身体受击点	0	1	0	0						使自身闪避平衡增加10点	1	使自身闪避平衡增加10点	
7109	7109	9	1	CJSH_item_zahuo_9_5			人物身体前置点			人物身体受击点	0	1	0	0						使自身暴击平衡增加10点	1	使自身暴击平衡增加10点	
7110	7110	9	1	CJSH_item_zahuo_9_1			人物身体前置点			人物身体受击点	0	1	0	0						使自身韧性平衡增加10点	1	使自身韧性平衡增加10点	
																							
																							
7200	7200	9	1	CJSH_skill_saman_1_1			人物身体前置点			人物身体受击点	0	1	1	0						离开监狱	1	离开监狱	
7201	7201	9	1	CJSH_skill_saman_1_1			人物身体前置点			人物身体受击点	0	1	1	0						离开监狱	1	离开监狱	
7210	7210	9	1	CJSH_skill_saman_1_1			人物身体前置点			人物身体受击点	0	1	1	0						六亲不认	1	六亲不认	
7211	7211	9	1	CJSH_skill_saman_1_1			人物身体前置点			人物身体受击点	0	1	1	0						狂暴		狂暴	
																							
																							
7220	7220	9	1	CJSH_NPC_touxiang_8_7			人物身体前置点	ui_renwusheng_01		人物身体受击点	0	1	0	0						童趣：勾起你美好的童年回忆	1	童趣：勾起你美好的童年回忆	
7221	7221	9	1	CJSH_NPC_touxiang_8_7			人物身体前置点	ui_renwusheng_01		人物身体受击点	0	1	0	0						童趣：勾起你美好的童年回忆	1	童趣：勾起你美好的童年回忆	
7222	7222	9	1	CJSH_NPC_touxiang_8_7			人物身体前置点	ui_renwusheng_01		人物身体受击点	0	1	0	0						童趣：勾起你美好的童年回忆	1	童趣：勾起你美好的童年回忆	
7223	7223	9	1	CJSH_NPC_touxiang_8_7			人物身体前置点	ui_renwusheng_01		人物身体受击点	0	1	0	0						童趣：勾起你美好的童年回忆	1	童趣：勾起你美好的童年回忆	
7224	7224	9	1	CJSH_NPC_touxiang_8_7			人物身体前置点	ui_renwusheng_01		人物身体受击点	0	1	0	0						童趣：勾起你美好的童年回忆	1	童趣：勾起你美好的童年回忆	
#	#																						
7225	7225	9	1	CJSH_NPC_touxiang_8_7			人物身体前置点	ui_renwusheng_01		人物身体受击点	0	1	0	0						童趣：勾起你美好的童年回忆	1	童趣：勾起你美好的童年回忆	
7226	7226	9	1	CJSH_NPC_touxiang_8_7			人物身体前置点	ui_renwusheng_01		人物身体受击点	0	1	0	0						童趣：勾起你美好的童年回忆	1	童趣：勾起你美好的童年回忆	
7227	7227	9	1	CJSH_NPC_touxiang_8_7			人物身体前置点	ui_renwusheng_01		人物身体受击点	0	1	0	0						童趣：勾起你美好的童年回忆	1	童趣：勾起你美好的童年回忆	
7228	7228	9	1	CJSH_NPC_touxiang_8_7			人物身体前置点	ui_renwusheng_01		人物身体受击点	0	1	0	0						童趣：勾起你美好的童年回忆	1	童趣：勾起你美好的童年回忆	
7229	7229	9	1	CJSH_NPC_touxiang_8_7			人物身体前置点	ui_renwusheng_01		人物身体受击点	0	1	0	0						童趣：勾起你美好的童年回忆	1	童趣：勾起你美好的童年回忆	
																							
																							
																							
7501	7501	9	1	CJSH_skill_saman_1_1			人物身体前置点	状态_无敌_01		人物身体受击点	0	1	0	0						铁人三项1	1	铁人三项1	
7502	7502	9	1	CJSH_skill_saman_1_1			人物身体前置点	状态_无敌_01		人物身体受击点	0	1	0	0						铁人三项2	1	铁人三项2	
7503	7503	9	1	CJSH_skill_saman_1_1			人物身体前置点	状态_无敌_01		人物身体受击点	0	1	0	0						铁人三项3	1	铁人三项3	
7504	7504	9	1	CJSH_skill_saman_1_1			人物身体前置点	状态_无敌_01		人物身体受击点	0	1	1	0						死亡虚弱：所有属性降低100%	1	死亡虚弱：所有属性降低100%	
7510	7510	9	1	CJSH_item_answer_1			人物身体前置点			人物身体受击点	0	1	0	0						双倍经验。在声望或天赋轮回台中可以多获得1倍的相应奖励。在倩女幽魂、画皮副本中可以多获得1倍天赋值奖励。在天上人间中可以多获得1倍的游园奖励。	1	双倍经验。在声望或天赋轮回台中可以多获得1倍的相应奖励。在倩女幽魂、画皮副本中可以多获得1倍天赋值奖励。在天上人间中可以多获得1倍的游园奖励。	
7511	7511	9	1	CJSH_item_answer_1			人物身体前置点			人物身体受击点	0	1	0	0						双倍经验。在声望或天赋轮回台中可以多获得1倍的相应奖励。在倩女幽魂、画皮副本中可以多获得1倍天赋值奖励。在天上人间中可以多获得1倍的游园奖励。	1	双倍经验。在声望或天赋轮回台中可以多获得1倍的相应奖励。在倩女幽魂、画皮副本中可以多获得1倍天赋值奖励。在天上人间中可以多获得1倍的游园奖励。	
7514	7514	9	1	Icons_CJSH_item_answer_1			人物身体前置点			人物身体受击点	0	1	0	0						隐身	1	隐身	
7515	7515	9	1	CJSH_item_common_2_13			人物身体前置点			人物身体受击点	0	1	0	0						反隐	1	反隐	
7516	7516	9	1	CJSH_NPC_touxiang_8_7			人物身体前置点	ui_renwusheng_01		人物身体受击点	0	1	0	0						童趣	1	童趣	
7517	7517	9	1	CJSH_NPC_touxiang_8_8			人物身体前置点	ui_renwusheng_01		人物身体受击点	0	1	0	0						童趣	1	童趣	
7536	7536	9	1	HAN2_Ride_touxiang_2_4			人物身体前置点	状态_无敌_01		人物身体受击点	0	1	0	0						暴红支持者	1	红暴	
7537	7537	9	1	HAN2_Ride_touxiang_2_3			人物身体前置点	状态_无敌_01		人物身体受击点	0	1	0	0						暴蓝支持者	1	蓝暴	
7539	7539	9	1	CJSH_equip_shipin_2_12			人物身体前置点			人物身体受击点	0	1	0	0						魔君附体：增加500点攻击和5点暴击	1	魔君附体：增加500点攻击和5点暴击	
7540	7540	9	1	CJSH_equip_shipin_2_12			人物身体前置点			人物身体受击点	0	1	0	0						魔君附体：增加500点攻击和5点暴击	1	魔君附体：增加500点攻击和5点暴击	
7541	7541	9	1	CJSH_equip_shipin_2_12			人物身体前置点			人物身体受击点	0	1	0	0						魔君附体：增加500点攻击和5点暴击	1	魔君附体：增加500点攻击和5点暴击	
7542	7542	9	1	CJSH_equip_shipin_2_12			人物身体前置点			人物身体受击点	0	1	0	0						魔君附体：增加500点攻击和5点暴击	1	魔君附体：增加500点攻击和5点暴击	
7543	7543	9	1	CJSH_equip_shipin_2_12			人物身体前置点			人物身体受击点	0	1	0	0						魔君附体：增加500点攻击和5点暴击	1	魔君附体：增加500点攻击和5点暴击	
7544	7544	9	1	CJSH_equip_shipin_2_12			人物身体前置点			人物身体受击点	0	1	0	0						魔君附体：增加500点攻击和5点暴击	1	魔君附体：增加500点攻击和5点暴击	
7545	7545	9	1	CJSH_equip_shipin_2_12			人物身体前置点			人物身体受击点	0	1	0	0						魔君附体：增加500点攻击和5点暴击	1	魔君附体：增加500点攻击和5点暴击	
7546	7546	9	1	CJSH_equip_shipin_2_12			人物身体前置点			人物身体受击点	0	1	0	0						魔君附体：增加500点攻击和5点暴击	1	魔君附体：增加500点攻击和5点暴击	
7547	7547	9	1	CJSH_equip_shipin_2_12			人物身体前置点			人物身体受击点	0	1	0	0						魔君附体：增加500点攻击和5点暴击	1	魔君附体：增加500点攻击和5点暴击	
7548	7548	9	1	CJSH_equip_shipin_2_12			人物身体前置点			人物身体受击点	0	1	0	0						魔君附体：增加500点攻击和5点暴击	1	魔君附体：增加500点攻击和5点暴击	
7549	7549	9	1	CJSH_equip_shipin_2_12			人物身体前置点			人物身体受击点	0	1	0	0						魔君附体：增加500点攻击和5点暴击	1	魔君附体：增加500点攻击和5点暴击	
7552	7552	9	1	khan3_item_4_12			人物身体前置点			人物身体受击点	0	1	0	0						暗·海都变身：增加2000点攻击	1	暗·海都变身：增加2000点攻击	
7554	7554	9	1	CJSH_Monster_touxiang_17_10			人物身体前置点			人物身体受击点	0	1	0	0						白玉兔支持者	1	白玉兔支持者	
7555	7555	9	1	CJSH_Monster_touxiang_17_12			人物身体前置点			人物身体受击点	0	1	0	0						黑玉兔支持者	1	黑玉兔支持者	
																							
7557	7557	9	1	CJSH_Monster_touxiang_17_12			人物脚部绑定点			人物身体受击点	0	1	0	0						加速	0	加速	
7558	7558	9	1	CJSH_Monster_touxiang_17_12			人物脚部绑定点			人物身体受击点	0	1	0	0						减速	0	减速	
7560	7560	9	1	CJSH_Monster_touxiang_17_12			人物身体受击点	击中_雪神附体		人物身体受击点	0	1	0	0						点击特效	1	点击特效	
7561	7561	10	1	CJSH_skill_qishe_1_13			人物身体前置点	状态_冰冻之环_01		人物脚部绑定点	0	1	1	0						定身，可被驱散	1	定身，可被驱散	
																							
7588	7588	10	1	HAN2_Monster_touxiang_19_7			人物身体前置点	状态_诅咒术_01		人物脚部绑定点	0	0	1	0						月兔诅咒：变成一只月兔，无法使技能，必须吃下魔法月饼才能解除！	1	月兔诅咒：变成一只月兔，无法使技能，必须吃下魔法月饼才能解除！	
7600	7600	9	1	CJSH_skill_saman_1_1			人物身体前置点	状态_治疗术_01		人物身体受击点	0	1	0	0						丹木奖励：打怪经验增加10%，持续300秒	1	丹木奖励：打怪经验增加10%，持续300秒	
7601	7601	9	1	CJSH_skill_saman_1_1			人物身体前置点			人物身体受击点	0	1	0	0						跳舞经验	1	跳舞经验	
																							
7593	7593	9	1	CJSH_wanfa_add_3_7			人物身体前置点			人物身体受击点	1	0	0	0						战神之怒：暴击+10，暴击伤害+10	1	战神之怒：暴击+10，暴击伤害+10	
7594	7594	9	1	CJSH_wanfa_add_3_8			人物身体前置点			人物身体受击点	1	0	0	0						战神之御：移动速度+10%	1	战神之御：移动速度+10%	
7595	7595	9	1	CJSH_wanfa_add_3_12			人物身体前置点			人物身体受击点	1	0	0	0						战神之心：忽视抵消普通攻击伤害效果+10%	1	战神之心：忽视抵消普通攻击伤害效果+10%	
																							
7629	7629	9	1	CJSH_wanfa_add_6_10			人物身体前置点			人物身体受击点	0	0	0	1						战车加护：使自己处于无敌状态，同时大幅降低移动速度。右键点击取消。	1	战车加护：使自己处于无敌状态，同时大幅降低移动速度。	
7630	7630	9	1	CJSH_skill_saman_1_1			人物身体前置点	状态_无敌_01		人物身体受击点	0	1	0	0						情书：打怪经验增加5%，持续300秒	1	情书：打怪经验增加5%，持续300秒	
7631	7631	9	1	CJSH_skill_saman_1_1			人物身体前置点	状态_治疗术_01		人物身体受击点	0	1	0	0						黑木奖励：打怪经验增加10%，持续300秒	1	黑木奖励：打怪经验增加10%，持续300秒	
7632	7632	9	1	CJSH_skill_saman_1_1			人物身体前置点	状态_生命术_01		人物身体受击点	0	1	0	0						好友道具效果：近远魔攻增加30，持续300秒	1	好友道具效果：近远魔攻增加30，持续300秒	
7633	7633	9	1	CJSH_skill_saman_1_1			人物身体前置点	状态_恐惧术_01		人物身体受击点	0	1	0	0						好友道具效果：近远魔攻增加40，持续300秒	1	好友道具效果：近远魔攻增加40，持续300秒	
7634	7634	9	1	CJSH_skill_saman_1_1			人物身体前置点	状态_勇气之光_01		人物身体受击点	0	1	0	0						好友道具效果：近远魔攻增加50，持续300秒	1	好友道具效果：近远魔攻增加50，持续300秒	
7635	7635	9	1	CJSH_skill_saman_1_1			人物身体前置点	状态_诅咒术_01		人物身体受击点	0	1	0	0						好友道具效果：近远魔防增加30，持续300秒	1	好友道具效果：近远魔防增加30，持续300秒	
7636	7636	9	1	CJSH_skill_saman_1_1			人物身体前置点	状态_迟缓陷阱_01		人物身体受击点	0	1	0	0						好友道具效果：近远魔防增加40，持续300秒	1	好友道具效果：近远魔防增加40，持续300秒	
7637	7637	9	1	CJSH_skill_saman_1_1			人物身体前置点	状态_气定神闲_01		人物身体受击点	0	1	0	0						好友道具效果：近远魔防增加50，持续300秒	1	好友道具效果：近远魔防增加50，持续300秒	
7638	7638	9	1	CJSH_skill_saman_1_1			人物身体前置点	状态_冰甲术_01		人物身体受击点	0	1	0	0						护心镜：收到的护心镜	1	护心镜：收到的护心镜	
7639	7639	9	1	CJSH_skill_saman_1_1			人物身体前置点	状态_沉默_01		人物身体受击点	0	1	0	0						助力器：收到的助力器	1	助力器：收到的助力器	
7640	7640	9	1	CJSH_skill_saman_1_1			人物身体前置点			人物身体受击点	0	1	0	0						婚礼	1	婚礼	
7641	7641	9	1	CJSH_skill_saman_1_1			人物身体前置点			人物身体受击点	0	1	0	0						婚礼	1	婚礼	
7642	7642	9	1	CJSH_wanfa_add_6_6			人物身体前置点			人物身体受击点	0	1	0	0						婚礼状态	1	婚礼状态	
7643	7643	9	1	CJSH_skill_saman_1_1			人物身体前置点			人物身体受击点	0	1	0	0						跳舞声望	1	跳舞声望	
7644	7644	9	1	CJSH_wanfa_add_6_15			人物身体前置点			人物身体受击点	0	1	0	0						哈瓦那雪茄：威望奖励	1	哈瓦那雪茄：威望奖励	
7645	7645	9	1	CJSH_wanfa_add_6_15			人物身体前置点			人物身体受击点	0	1	0	0						哈瓦那雪茄：威望奖励	1	哈瓦那雪茄：威望奖励	
7646	7646	9	1	CJSH_wanfa_add_6_15			人物身体前置点			人物身体受击点	0	1	0	0						基础奖励	1	基础奖励	
7647	7647	9	1	CJSH_wanfa_add_6_14			人物身体前置点			人物身体受击点	0	1	0	0						成吉思汗绿爵：4倍经验	1	成吉思汗绿爵：4倍经验	
7648	7648	9	1	CJSH_wanfa_add_6_13			人物身体前置点			人物身体受击点	0	1	0	0						成吉思汗金爵：8倍经验	1	成吉思汗金爵：8倍经验	
7649	7649	9	1	CJSH_wanfa_add_6_11			人物身体前置点			人物身体受击点	0	1	0	0						成吉思汗蓝爵：4倍声望	1	成吉思汗蓝爵：4倍声望	
7650	7650	9	1	CJSH_wanfa_add_6_12			人物身体前置点			人物身体受击点	0	1	0	0						成吉思汗银爵：8倍声望	1	成吉思汗银爵：8倍声望	
7661	7661	9	1	CJSH_item_zahuo_5_10			人物身体前置点			人物身体受击点	0	1	0	0						蒙面	1	蒙面	
7662	7662	9	1	CJSH_item_zahuo_5_10			人物身体前置点			人物身体受击点	0	1	0	0						蒙面	1	蒙面	
7665	7665	9	1	CJSH_wanfa_add_6_15			人物身体前置点			人物身体受击点	0	1	0	0						精品哈瓦那雪茄：威望奖励	1	精品哈瓦那雪茄：威望奖励	
7666	7666	9	1	CJSH_wanfa_add_6_12			人物身体前置点			人物身体受击点	0	1	0	0						成吉思汗天韵红：8倍声望	1	成吉思汗天韵红：8倍声望	
7667	7667	9	1	CJSH_wanfa_add_6_13			人物身体前置点			人物身体受击点	0	1	0	0						成吉思汗天韵橙：8倍经验	1	成吉思汗天韵橙：8倍经验	
7668	7668	9	1	CJSH_wanfa_add_6_14			人物身体前置点			人物身体受击点	0	1	0	0						成吉思汗天韵经典：4倍经验	1	成吉思汗天韵经典：4倍经验	
7669	7669	9	1	CJSH_wanfa_add_6_11			人物身体前置点			人物身体受击点	0	1	0	0						成吉思汗天韵蓝：4倍声望	1	成吉思汗天韵蓝：4倍声望	
																							
7700	7700	9	1	CJSH_wanfa_add_6_8			人物身体受击点	状态_插旗_01		人物身体受击点	0	1	0	0						旗子	0	旗子	
7701	7701	9	1	CJSH_wanfa_add_6_8			人物身体受击点	状态_插旗_01		人物身体受击点	0	1	0	0						旗子：减少移动速度70%	1	旗子：减少移动速度70%	
7702	7702	9	1	CJSH_wanfa_add_6_8			人物身体受击点	状态_插旗_01		人物身体受击点	0	1	0	0						扛旗	1	扛旗	
7708	7708	9	1	CJSH_wanfa_add_6_1			人物身体前置点				1	0	0	0						国家守边：10秒间隔增加经验。	1	国家守边：10秒间隔增加经验。	
7709	7709	9	1	CJSH_wanfa_add_6_10			人物身体前置点				1	0	0	0						增加移动速度	1	增加移动速度	
7710	7710	9	1	CJSH_wanfa_add_6_8			人物身体前置点				1	0	0	0						减少移动速度	1	减少移动速度	
7711	7711	9	1	CJSH_skill_player_1_16			人物身体前置点				1	0	0	0						眩晕	1	眩晕	
7712	7712	9	1	CJSH_skill_player_1_16			人物身体前置点				1	0	0	0						眩晕	1	眩晕	
7713	7713	9	1				人物身体前置点				1	0	0	0									
7714	7714	9	1				人物身体前置点				1	0	0	0									
7715	7715	9	1				人物身体前置点				1	0	0	0									
7716	7716	9	1				人物身体前置点				1	0	0	0									
																							
7763	7763	9	1	CJSH_wanfa_add_6_1			人物身体前置点				1	0	0	0						国家守边：10秒间隔增加经验。	1	国家守边：10秒间隔增加经验。	
7764	7764	9	1	CJSH_wanfa_add_6_1			人物身体前置点				1	0	0	0						国家守边：10秒间隔增加经验。	1	国家守边：10秒间隔增加经验。	
7765	7765	9	1	CJSH_wanfa_add_6_1			人物身体前置点				1	0	0	0						国家守边：10秒间隔增加经验。	1	国家守边：10秒间隔增加经验。	
7766	7766	9	1	Han2_Temp_Gift_1_3			人物身体前置点				1	0	0	0						大萨满的祝福：10秒间隔增加经验。	1	大萨满的祝福：10秒间隔增加经验。	
7767	7767	9	1	Han2_Skill_Other_1_11			人物身体前置点				1	0	0	0						战神的祝福：每10秒获得一份神秘礼物。下线后计时，请领取后保持在线。	1	战神的祝福：每10秒获得一份神秘礼物。下线后计时，请领取后保持在线。	
7768	7768	9	1	Han2_Temp_Gift_1_3			人物身体前置点				1	0	0	0						大萨满的祝福：10秒间隔增加经验。	1	大萨满的祝福：10秒间隔增加经验。	
7769	7769	9	1	Han2_Temp_Gift_1_3			人物身体前置点				1	0	0	0						大萨满的祝福：10秒间隔增加经验。	1	大萨满的祝福：10秒间隔增加经验。	
7770	7770	9	1	Han2_Temp_Gift_1_3			人物身体前置点				1	0	0	0						大萨满的祝福：10秒间隔增加经验。	1	大萨满的祝福：10秒间隔增加经验。	
7771	7771	9	1	Han2_Temp_Gift_1_3			人物身体前置点				1	0	0	0						大萨满的祝福：10秒间隔增加经验。	1	大萨满的祝福：10秒间隔增加经验。	
#	灵魂将星上线活动buff																						
7772	7772	9	1	Han2_equip_shizhuang_4_5			人物身体前置点				1	0	0	0						梦魇：#G尊贵vip回归独有特权#Y，每隔30秒会给自己以及自己周围10码的玩家增加经验。（等级大于40级的玩家方可获得经验）	1	梦魇：#G尊贵vip回归独有特权#Y，每隔30秒会给自己以及自己周围10码的玩家增加经验。（等级大于40级的玩家方可获得经验）	
7774	7774	9	1	Han2_equip_shizhuang_5_6			人物身体前置点				1	0	0	0						军魂：八一军演期间，每晚22：20~23：00在中兴府或跨服中兴府，每隔10秒会获得#R灵力#Y、#R经验#Y、#R声望#Y、#R银卡#Y或#R金卡#Y。（等级大于70级的玩家方可获得灵力）#r#G越马扬刀踏平川，与天俱来英雄魄	1	军魂：#G越马扬刀踏平川，与天俱来英雄魄#Y。每隔10秒会获得#R灵力#Y、#R经验#Y、#R声望#Y、#R银卡#Y或#R金卡#Y。（等级大于70级的玩家方可获得灵力）	
#	八一																						
7775	7775	9	1	Han2_equip_shizhuang_5_6			人物身体前置点				1	0	0	0						月圆之力：每5分钟将会获得：暴击、韧性、闪避、命中、暴击伤害、生命值、近攻、远攻、魔攻其中一种buff。	1	月圆之力：每5分钟将会获得：暴击、韧性、闪避、命中、暴击伤害、生命值、近攻、远攻、魔攻其中一种buff。	
7776	7776	9	1	Han2_equip_shizhuang_5_7			人物身体前置点				1	0	0	0						死神之力：每隔30秒会获得#R灵力#Y、#R经验#Y。（等级大于70级的玩家方可获得灵力）	1	死神之力：每隔30秒会获得#R灵力#Y、#R经验#Y。（等级大于70级的玩家方可获得灵力）	
7777	7777	9	1	Han2_equip_shizhuang_3_1			人物身体前置点				1	0	0	0						龙胆：每隔10秒自身及周围玩家会获得#R经验#Y奖励。	1	龙胆：每隔10秒自身及周围玩家会获得#R经验#Y奖励。	
7800	7800	9	1	CJSH_skill_huoqiang_1_15			人物身体前置点			人物身体受击点	0	1	0	0						增加3点韧性	1	增加3点韧性	
7801	7801	9	1	CJSH_wanfa_add_3_12			人物身体受击点	ui_龙珠_new		人物身体受击点	0	1	0	0						龙珠	0	龙珠	
7802	7802	9	1	CJSH_wanfa_add_3_12			人物身体受击点	ui_龙珠_new		人物身体受击点	0	1	0	0						龙珠：减少移动速度70%	1	龙珠：减少移动速度70%	
7803	7803	1	1	Icons_CWJN_jineng_6_5			人物左手绑定点			人物身体前置点	0	0	0	0							0		
7804	7804	1	1	Icons_CWJN_jineng_6_5			人物左手绑定点			人物身体前置点	0	0	0	0							0		
#	精英剧场						人物脚部绑定点	ui_亘古幡旗_01															
7811	7811	9	1	CJSH_skill_saman_1_1			人物身体前置点	成三_精英剧场boss技能_远程施法01		人物身体受击点	0	1	0	0						灵力获取	0	灵力获取	
7812	7812	9	1	CJSH_skill_saman_1_1			人物身体前置点	成三_精英剧场boss技能_闪电01		人物脚部绑定点	0	1	0	0						boss放电	0	boss放电	
7813	7813	9	1	CJSH_skill_saman_1_1			人物身体受击点	状态_黑凤凰_01		人物脚部绑定点	0	1	0	0						boss放电	0	boss放电	
7814	7814	9	1	CJSH_skill_saman_1_1			人物脚部绑定点	18状态_鲜血之王_02		人物脚部绑定点	0	1	0	0						出场buff	0	出场buff	
7815	7815	9	1	CJSH_skill_saman_1_1			人物身体前置点	成三_精英剧场boss技能_爆炸01		人物身体前置点	0	1	0	0						出场buff	0	出场buff	
#	元素潮汐																						
7817	7817	9	1	CJSH_item_add_0_9			人物身体前置点			人物身体受击点	1	0	0	0						元素潮汐：元素攻击增加1000，元素暴击增加100	1	元素潮汐：元素攻击增加1000，元素暴击增加100	
7818	7818	9	1	CJSH_item_juqing_15			人物身体前置点			人物身体受击点	1	0	0	0						精力充沛：你感觉自己无比的强大！暴击增加10，暴击伤害增加10	1	精力充沛：你感觉自己无比的强大！暴击增加10，暴击伤害增加10	
7819	7819	9	1	CJSH_item_juqing_15			人物身体前置点			人物身体受击点	0	0	0	0						咯…撑到了：每秒回复2%生命，持续10秒	1	咯…撑到了：每秒回复2%生命，持续10秒	
#																							
7902	7902	9	1	CJSH_skill_saman_1_1			人物脚部绑定点	ui_tielong_01		人物脚部绑定点	0	1	1	0						囚禁状态中，不可移动。	1	囚禁状态中，不可移动。	
7904	7904	9	1	CJSH_wanfa_add_6_16			人物身体前置点				1	0	0	0						我们何时出线？	1	我们何时出线？	
7905	7905	9	1	HAN2_Skill_Cike_1_2			人物身体前置点	状态骑射_淬毒箭_01		人物脚部绑定点	0	1	1	0						瘟疫：受到瘟疫传染，每3秒损失60点生命	1	瘟疫：受到瘟疫传染，每3秒损失60点生命	
7906	7906	9	1	HAN2_Skill_Cike_1_2			人物身体前置点	状态骑射_淬毒箭_01		人物脚部绑定点	0	1	1	0						瘟疫：使周围半径5米内的队友受到传染	1	瘟疫：使周围半径5米内的队友受到传染	
#	2014春节BUFF																						
7907	7907	9	1	CJSH_item_huodong_1_16			人物身体前置点				1	0	0	0						春节送福：每10秒获得一份神秘礼物。下线后计时，请领取后保持在线。	1	春节送福：每10秒获得一份神秘礼物。下线后计时，请领取后保持在线。	
7908	7908	9	1	CJSH_equip_shipin_3_8			人物身体前置点				1	0	0	0						众神恩赐：每10秒获得海量经验。下线后计时，请领取后保持在线。	1	众神恩赐：每10秒获得海量经验。下线后计时，请领取后保持在线。	
#	6VS6																						
7910	7910	9	1	CJSH_battle_2_9			人物身体前置点			人物身体受击点	0	1	0	0						攻击增加200	1	攻击增加200	
7911	7911	9	1	CJSH_battle_2_10			人物身体前置点			人物身体受击点	0	1	0	0						攻击增加800	1	攻击增加800	
7912	7912	9	1	CJSH_battle_2_11			人物身体前置点			人物身体受击点	0	1	0	0						攻击增加1200	1	攻击增加1200	
7913	7913	9	1	CJSH_battle_2_12			人物身体前置点			人物身体受击点	0	1	0	0						攻击增加1600	1	攻击增加1600	
7914	7914	9	1	CJSH_battle_2_9			人物身体前置点			人物身体受击点	0	1	0	0						攻击增加350	1	攻击增加350	
7915	7915	9	1	CJSH_battle_2_10			人物身体前置点			人物身体受击点	0	1	0	0						攻击增加1400	1	攻击增加1400	
7916	7916	9	1	CJSH_battle_2_11			人物身体前置点			人物身体受击点	0	1	0	0						攻击增加2100	1	攻击增加2100	
7917	7917	9	1	CJSH_battle_2_12			人物身体前置点			人物身体受击点	0	1	0	0						攻击增加2800	1	攻击增加2800	
7918	7918	9	1	CJSH_battle_2_9			人物身体前置点			人物身体受击点	0	1	0	0						攻击增加475	1	攻击增加475	
7919	7919	9	1	CJSH_battle_2_10			人物身体前置点			人物身体受击点	0	1	0	0						攻击增加1900	1	攻击增加1900	
7920	7920	9	1	CJSH_battle_2_11			人物身体前置点			人物身体受击点	0	1	0	0						攻击增加2850	1	攻击增加2850	
7921	7921	9	1	CJSH_battle_2_12			人物身体前置点			人物身体受击点	0	1	0	0						攻击增加3800	1	攻击增加3800	
																							
7922	7922	9	1	CJSH_battle_2_1			人物身体前置点			人物身体受击点	0	1	0	0						防御增加100	1	防御增加100	
7923	7923	9	1	CJSH_battle_2_2			人物身体前置点			人物身体受击点	0	1	0	0						防御增加400	1	防御增加400	
7924	7924	9	1	CJSH_battle_2_3			人物身体前置点			人物身体受击点	0	1	0	0						防御增加600	1	防御增加600	
7925	7925	9	1	CJSH_battle_2_4			人物身体前置点			人物身体受击点	0	1	0	0						防御增加800	1	防御增加800	
7926	7926	9	1	CJSH_battle_2_1			人物身体前置点			人物身体受击点	0	1	0	0						防御增加200	1	防御增加200	
7927	7927	9	1	CJSH_battle_2_2			人物身体前置点			人物身体受击点	0	1	0	0						防御增加800	1	防御增加800	
7928	7928	9	1	CJSH_battle_2_3			人物身体前置点			人物身体受击点	0	1	0	0						防御增加1200	1	防御增加1200	
7929	7929	9	1	CJSH_battle_2_4			人物身体前置点			人物身体受击点	0	1	0	0						防御增加1600	1	防御增加1600	
7930	7930	9	1	CJSH_battle_2_1			人物身体前置点			人物身体受击点	0	1	0	0						防御增加275	1	防御增加275	
7931	7931	9	1	CJSH_battle_2_2			人物身体前置点			人物身体受击点	0	1	0	0						防御增加1100	1	防御增加1100	
7932	7932	9	1	CJSH_battle_2_3			人物身体前置点			人物身体受击点	0	1	0	0						防御增加1650	1	防御增加1650	
7933	7933	9	1	CJSH_battle_2_4			人物身体前置点			人物身体受击点	0	1	0	0						防御增加2200	1	防御增加2200	
																							
7934	7934	9	1	CJSH_battle_2_13			人物身体前置点			人物身体受击点	0	1	0	0						减少非英雄单位造成的伤害100点	1	减少非英雄单位造成的伤害100点	
7935	7935	9	1	CJSH_battle_2_14			人物身体前置点			人物身体受击点	0	1	0	0						减少非英雄单位造成的伤害400点	1	减少非英雄单位造成的伤害400点	
7936	7936	9	1	CJSH_battle_2_15			人物身体前置点			人物身体受击点	0	1	0	0						减少非英雄单位造成的伤害600点	1	减少非英雄单位造成的伤害600点	
7937	7937	9	1	CJSH_battle_2_16			人物身体前置点			人物身体受击点	0	1	0	0						减少非英雄单位造成的伤害800点	1	减少非英雄单位造成的伤害800点	
