NUM	TEXT	NUM	NUM	TEXT	NUM	TEXT	NUM	NUM	NUM
10097850	冥传君主之箭	0	10098006	玄传君主之箭	11000630	幽冥之华	8	100000	0
10097852	冥传君主之箭	0	10098007	玄传君主之箭	11000630	幽冥之华	8	100000	0
10099860	天·穿云箭	0	10099861	冥·龙舌箭	11000317	星魄碎片	20	200000	1
10099861	冥·龙舌箭	0	10099862	玄·落日箭	11000317	星魄碎片	20	200000	1
10099862	玄·落日箭	0	10099877	圣·龙舌	11000317	星魄碎片	40	200000	1
10099863	天·穿云箭	0	10099864	冥·龙舌箭	11000317	星魄碎片	20	200000	1
10099864	冥·龙舌箭	0	10099865	玄·落日箭	11000317	星魄碎片	20	200000	1
10099865	玄·落日箭	0	10099878	圣·龙舌	11000317	星魄碎片	40	200000	1
10099916	冥龙战神之箭	1	10099923	玄龙战神之箭	11000630	幽冥之华	8	100000	0
10099917	冥炎洪荒之箭	1	10099924	玄炎洪荒之箭	11000630	幽冥之华	8	100000	0
10099918	冥魂可汗之箭	1	10099925	玄魂可汗之箭	11000630	幽冥之华	8	100000	0
10099919	冥王武威之箭	1	10099926	玄王武威之箭	11000630	幽冥之华	8	100000	0
10099920	冥通斗神之箭	1	10099927	冥通战神之箭	11000630	幽冥之华	8	100000	0
10099921	冥尊斗神之箭	1	10099928	冥尊战神之箭	11000630	幽冥之华	8	100000	0
10099922	冥君斗神之箭	1	10099929	冥君战神之箭	11000630	幽冥之华	8	100000	0
10099937	冥龙战神之箭	1	10099944	玄龙战神之箭	11000630	幽冥之华	8	100000	0
10099938	冥炎洪荒之箭	1	10099945	玄炎洪荒之箭	11000630	幽冥之华	8	100000	0
10099939	冥魂可汗之箭	1	10099946	玄魂可汗之箭	11000630	幽冥之华	8	100000	0
10099940	冥王武威之箭	1	10099947	玄王武威之箭	11000630	幽冥之华	8	100000	0
10099941	冥通斗神之箭	1	10099948	冥通战神之箭	11000630	幽冥之华	8	100000	0
10099942	冥尊斗神之箭	1	10099949	冥尊战神之箭	11000630	幽冥之华	8	100000	0
10099943	冥君斗神之箭	1	10099950	冥君战神之箭	11000630	幽冥之华	8	100000	0
10099958	冥龙战神之箭	1	10099965	玄龙战神之箭	11000630	幽冥之华	8	100000	0
10099959	冥炎洪荒之箭	1	10099966	玄炎洪荒之箭	11000630	幽冥之华	8	100000	0
10099960	冥魂可汗之箭	1	10099967	玄魂可汗之箭	11000630	幽冥之华	8	100000	0
10099961	冥王武威之箭	1	10099968	玄王武威之箭	11000630	幽冥之华	8	100000	0
10099962	冥通斗神之箭	1	10099969	冥通战神之箭	11000630	幽冥之华	8	100000	0
10099963	冥尊斗神之箭	1	10099970	冥尊战神之箭	11000630	幽冥之华	8	100000	0
10099964	冥君斗神之箭	1	10099971	冥君战神之箭	11000630	幽冥之华	8	100000	0
10099979	冥龙战神之箭	1	10099986	玄龙战神之箭	11000630	幽冥之华	8	100000	0
10099980	冥炎洪荒之箭	1	10099987	玄炎洪荒之箭	11000630	幽冥之华	8	100000	0
10099981	冥魂可汗之箭	1	10099988	玄魂可汗之箭	11000630	幽冥之华	8	100000	0
10099982	冥王武威之箭	1	10099989	玄王武威之箭	11000630	幽冥之华	8	100000	0
10099983	冥通斗神之箭	1	10099990	冥通战神之箭	11000630	幽冥之华	8	100000	0
10099984	冥尊斗神之箭	1	10099991	冥尊战神之箭	11000630	幽冥之华	8	100000	0
10099985	冥君斗神之箭	1	10099992	冥君战神之箭	11000630	幽冥之华	8	100000	0
10107850	冥传君主飞弹	0	10108006	玄传君主飞弹	11000630	幽冥之华	8	100000	0
10107852	冥传君主飞弹	0	10108007	玄传君主飞弹	11000630	幽冥之华	8	100000	0
10109860	天·火矢弹	0	10109861	冥·震天弹	11000317	星魄碎片	20	200000	1
10109861	冥·震天弹	0	10109862	玄·霸王弹	11000317	星魄碎片	20	200000	1
10109862	玄·霸王弹	0	10109877	圣·破魔弹	11000317	星魄碎片	40	200000	1
10109863	天·火矢弹	0	10109864	冥·震天弹	11000317	星魄碎片	20	200000	1
10109864	冥·震天弹	0	10109865	玄·霸王弹	11000317	星魄碎片	20	200000	1
10109865	玄·霸王弹	0	10109878	圣·破魔弹	11000317	星魄碎片	40	200000	1
10109916	冥龙战神之弹	1	10109923	玄龙战神之弹	11000630	幽冥之华	8	100000	0
10109917	冥炎洪荒之弹	1	10109924	玄炎洪荒之弹	11000630	幽冥之华	8	100000	0
10109918	冥魂可汗之弹	1	10109925	玄魂可汗之弹	11000630	幽冥之华	8	100000	0
10109919	冥王武威之弹	1	10109926	玄王武威之弹	11000630	幽冥之华	8	100000	0
10109920	冥通斗神之弹	1	10109927	冥通战神之弹	11000630	幽冥之华	8	100000	0
10109921	冥尊斗神之弹	1	10109928	冥尊战神之弹	11000630	幽冥之华	8	100000	0
10109922	冥君斗神之弹	1	10109929	冥君战神之弹	11000630	幽冥之华	8	100000	0
10109937	冥龙战神之弹	1	10109944	玄龙战神之弹	11000630	幽冥之华	8	100000	0
10109938	冥炎洪荒之弹	1	10109945	玄炎洪荒之弹	11000630	幽冥之华	8	100000	0
10109939	冥魂可汗之弹	1	10109946	玄魂可汗之弹	11000630	幽冥之华	8	100000	0
10109940	冥王武威之弹	1	10109947	玄王武威之弹	11000630	幽冥之华	8	100000	0
10109941	冥通斗神之弹	1	10109948	冥通战神之弹	11000630	幽冥之华	8	100000	0
10109942	冥尊斗神之弹	1	10109949	冥尊战神之弹	11000630	幽冥之华	8	100000	0
10109943	冥君斗神之弹	1	10109950	冥君战神之弹	11000630	幽冥之华	8	100000	0
10109958	冥龙战神之弹	1	10109965	玄龙战神之弹	11000630	幽冥之华	8	100000	0
10109959	冥炎洪荒之弹	1	10109966	玄炎洪荒之弹	11000630	幽冥之华	8	100000	0
10109960	冥魂可汗之弹	1	10109967	玄魂可汗之弹	11000630	幽冥之华	8	100000	0
10109961	冥王武威之弹	1	10109968	玄王武威之弹	11000630	幽冥之华	8	100000	0
10109962	冥通斗神之弹	1	10109969	冥通战神之弹	11000630	幽冥之华	8	100000	0
10109963	冥尊斗神之弹	1	10109970	冥尊战神之弹	11000630	幽冥之华	8	100000	0
10109964	冥君斗神之弹	1	10109971	冥君战神之弹	11000630	幽冥之华	8	100000	0
10109979	冥龙战神之弹	1	10109986	玄龙战神之弹	11000630	幽冥之华	8	100000	0
10109980	冥炎洪荒之弹	1	10109987	玄炎洪荒之弹	11000630	幽冥之华	8	100000	0
10109981	冥魂可汗之弹	1	10109988	玄魂可汗之弹	11000630	幽冥之华	8	100000	0
10109982	冥王武威之弹	1	10109989	玄王武威之弹	11000630	幽冥之华	8	100000	0
10109983	冥通斗神之弹	1	10109990	冥通战神之弹	11000630	幽冥之华	8	100000	0
10109984	冥尊斗神之弹	1	10109991	冥尊战神之弹	11000630	幽冥之华	8	100000	0
10109985	冥君斗神之弹	1	10109992	冥君战神之弹	11000630	幽冥之华	8	100000	0
10117850	冥传君主之号	0	10118006	玄传君主之号	11000630	幽冥之华	8	100000	0
10117852	冥传君主之号	0	10118007	玄传君主之号	11000630	幽冥之华	8	100000	0
10119860	天·魔吼号	0	10119861	冥·泉鸣号	11000317	星魄碎片	20	200000	1
10119861	冥·泉鸣号	0	10119862	玄·雷霆号	11000317	星魄碎片	20	200000	1
10119862	玄·雷霆号	0	10119877	圣·破军号	11000317	星魄碎片	40	200000	1
10119863	天·魔吼号	0	10119864	冥·泉鸣号	11000317	星魄碎片	20	200000	1
10119864	冥·泉鸣号	0	10119865	玄·雷霆号	11000317	星魄碎片	20	200000	1
10119865	玄·雷霆号	0	10119878	圣·破军号	11000317	星魄碎片	40	200000	1
10119916	冥龙战神之号	1	10119923	玄龙战神之号	11000630	幽冥之华	8	100000	0
10119917	冥炎洪荒之号	1	10119924	玄炎洪荒之号	11000630	幽冥之华	8	100000	0
10119918	冥魂可汗之号	1	10119925	玄魂可汗之号	11000630	幽冥之华	8	100000	0
10119919	冥王武威之号	1	10119926	玄王武威之号	11000630	幽冥之华	8	100000	0
10119920	冥通斗神之号	1	10119927	冥通战神之号	11000630	幽冥之华	8	100000	0
10119921	冥尊斗神之号	1	10119928	冥尊战神之号	11000630	幽冥之华	8	100000	0
10119922	冥君斗神之号	1	10119929	冥君战神之号	11000630	幽冥之华	8	100000	0
10119937	冥龙战神之号	1	10119944	玄龙战神之号	11000630	幽冥之华	8	100000	0
10119938	冥炎洪荒之号	1	10119945	玄炎洪荒之号	11000630	幽冥之华	8	100000	0
10119939	冥魂可汗之号	1	10119946	玄魂可汗之号	11000630	幽冥之华	8	100000	0
10119940	冥王武威之号	1	10119947	玄王武威之号	11000630	幽冥之华	8	100000	0
10119941	冥通斗神之号	1	10119948	冥通战神之号	11000630	幽冥之华	8	100000	0
10119942	冥尊斗神之号	1	10119949	冥尊战神之号	11000630	幽冥之华	8	100000	0
10119943	冥君斗神之号	1	10119950	冥君战神之号	11000630	幽冥之华	8	100000	0
10119958	冥龙战神之号	1	10119965	玄龙战神之号	11000630	幽冥之华	8	100000	0
10119959	冥炎洪荒之号	1	10119966	玄炎洪荒之号	11000630	幽冥之华	8	100000	0
10119960	冥魂可汗之号	1	10119967	玄魂可汗之号	11000630	幽冥之华	8	100000	0
10119961	冥王武威之号	1	10119968	玄王武威之号	11000630	幽冥之华	8	100000	0
10119962	冥通斗神之号	1	10119969	冥通战神之号	11000630	幽冥之华	8	100000	0
10119963	冥尊斗神之号	1	10119970	冥尊战神之号	11000630	幽冥之华	8	100000	0
10119964	冥君斗神之号	1	10119971	冥君战神之号	11000630	幽冥之华	8	100000	0
10119979	冥龙战神之号	1	10119986	玄龙战神之号	11000630	幽冥之华	8	100000	0
10119980	冥炎洪荒之号	1	10119987	玄炎洪荒之号	11000630	幽冥之华	8	100000	0
10119981	冥魂可汗之号	1	10119988	玄魂可汗之号	11000630	幽冥之华	8	100000	0
10119982	冥王武威之号	1	10119989	玄王武威之号	11000630	幽冥之华	8	100000	0
10119983	冥通斗神之号	1	10119990	冥通战神之号	11000630	幽冥之华	8	100000	0
10119984	冥尊斗神之号	1	10119991	冥尊战神之号	11000630	幽冥之华	8	100000	0
10119985	冥君斗神之号	1	10119992	冥君战神之号	11000630	幽冥之华	8	100000	0
10127850	冥传君主之鼓	0	10128006	玄传君主之鼓	11000630	幽冥之华	8	100000	0
10127852	冥传君主之鼓	0	10128007	玄传君主之鼓	11000630	幽冥之华	8	100000	0
10129860	天·雷音鼓	0	10129861	冥·海啸鼓	11000317	星魄碎片	20	200000	1
10129861	冥·海啸鼓	0	10129862	玄·龙吟鼓	11000317	星魄碎片	20	200000	1
10129862	玄·龙吟鼓	0	10129877	圣·震天鼓	11000317	星魄碎片	40	200000	1
10129863	天·雷音鼓	0	10129864	冥·海啸鼓	11000317	星魄碎片	20	200000	1
10129864	冥·海啸鼓	0	10129865	玄·龙吟鼓	11000317	星魄碎片	20	200000	1
10129865	玄·龙吟鼓	0	10129878	圣·震天鼓	11000317	星魄碎片	40	200000	1
10129916	冥龙战神之鼓	1	10129923	玄龙战神之鼓	11000630	幽冥之华	8	100000	0
10129917	冥炎洪荒之鼓	1	10129924	玄炎洪荒之鼓	11000630	幽冥之华	8	100000	0
10129918	冥魂可汗之鼓	1	10129925	玄魂可汗之鼓	11000630	幽冥之华	8	100000	0
10129919	冥王武威之鼓	1	10129926	玄王武威之鼓	11000630	幽冥之华	8	100000	0
10129920	冥通斗神之鼓	1	10129927	冥通战神之鼓	11000630	幽冥之华	8	100000	0
10129921	冥尊斗神之鼓	1	10129928	冥尊战神之鼓	11000630	幽冥之华	8	100000	0
10129922	冥君斗神之鼓	1	10129929	冥君战神之鼓	11000630	幽冥之华	8	100000	0
10129937	冥龙战神之鼓	1	10129944	玄龙战神之鼓	11000630	幽冥之华	8	100000	0
10129938	冥炎洪荒之鼓	1	10129945	玄炎洪荒之鼓	11000630	幽冥之华	8	100000	0
10129939	冥魂可汗之鼓	1	10129946	玄魂可汗之鼓	11000630	幽冥之华	8	100000	0
10129940	冥王武威之鼓	1	10129947	玄王武威之鼓	11000630	幽冥之华	8	100000	0
10129941	冥通斗神之鼓	1	10129948	冥通战神之鼓	11000630	幽冥之华	8	100000	0
10129942	冥尊斗神之鼓	1	10129949	冥尊战神之鼓	11000630	幽冥之华	8	100000	0
10129943	冥君斗神之鼓	1	10129950	冥君战神之鼓	11000630	幽冥之华	8	100000	0
10129958	冥龙战神之鼓	1	10129965	玄龙战神之鼓	11000630	幽冥之华	8	100000	0
10129959	冥炎洪荒之鼓	1	10129966	玄炎洪荒之鼓	11000630	幽冥之华	8	100000	0
10129960	冥魂可汗之鼓	1	10129967	玄魂可汗之鼓	11000630	幽冥之华	8	100000	0
10129961	冥王武威之鼓	1	10129968	玄王武威之鼓	11000630	幽冥之华	8	100000	0
10129962	冥通斗神之鼓	1	10129969	冥通战神之鼓	11000630	幽冥之华	8	100000	0
10129963	冥尊斗神之鼓	1	10129970	冥尊战神之鼓	11000630	幽冥之华	8	100000	0
10129964	冥君斗神之鼓	1	10129971	冥君战神之鼓	11000630	幽冥之华	8	100000	0
10129979	冥龙战神之鼓	1	10129986	玄龙战神之鼓	11000630	幽冥之华	8	100000	0
10129980	冥炎洪荒之鼓	1	10129987	玄炎洪荒之鼓	11000630	幽冥之华	8	100000	0
10129981	冥魂可汗之鼓	1	10129988	玄魂可汗之鼓	11000630	幽冥之华	8	100000	0
10129982	冥王武威之鼓	1	10129989	玄王武威之鼓	11000630	幽冥之华	8	100000	0
10129983	冥通斗神之鼓	1	10129990	冥通战神之鼓	11000630	幽冥之华	8	100000	0
10129984	冥尊斗神之鼓	1	10129991	冥尊战神之鼓	11000630	幽冥之华	8	100000	0
10129985	冥君斗神之鼓	1	10129992	冥君战神之鼓	11000630	幽冥之华	8	100000	0
10207400	天·破月之盔	0	10207401	冥·除妖之盔	11000379	君王守护碎片	30	200000	1
10207401	冥·除妖之盔	0	10207402	玄·屠龙之盔	11000379	君王守护碎片	30	200000	1
10207402	玄·屠龙之盔	0	10207540	圣·火麟之盔	11000379	君王守护碎片	60	200000	1
10207403	天·破月之盔	0	10207404	冥·除妖之盔	11000379	君王守护碎片	30	200000	1
10207404	冥·除妖之盔	0	10207405	玄·屠龙之盔	11000379	君王守护碎片	30	200000	1
10207405	玄·屠龙之盔	0	10207541	圣·火麟之盔	11000379	君王守护碎片	60	200000	1
10207410	天·血影之盔	0	10207411	冥·冰火之盔	11000379	君王守护碎片	30	200000	1
10207411	冥·冰火之盔	0	10207412	玄·龙凤之盔	11000379	君王守护碎片	30	200000	1
10207412	玄·龙凤之盔	0	10207542	圣·朱雀之盔	11000379	君王守护碎片	60	200000	1
10207413	天·血影之盔	0	10207414	冥·冰火之盔	11000379	君王守护碎片	30	200000	1
10207414	冥·冰火之盔	0	10207415	玄·龙凤之盔	11000379	君王守护碎片	30	200000	1
10207415	玄·龙凤之盔	0	10207543	圣·朱雀之盔	11000379	君王守护碎片	60	200000	1
10207420	天·云翔之盔	0	10207421	冥·龙息之盔	11000379	君王守护碎片	30	200000	1
10207421	冥·龙息之盔	0	10207422	玄·日炎之盔	11000379	君王守护碎片	30	200000	1
10207422	玄·日炎之盔	0	10207544	圣·凤舞之盔	11000379	君王守护碎片	60	200000	1
10207423	天·云翔之盔	0	10207424	冥·龙息之盔	11000379	君王守护碎片	30	200000	1
10207424	冥·龙息之盔	0	10207425	玄·日炎之盔	11000379	君王守护碎片	30	200000	1
10207425	玄·日炎之盔	0	10207545	圣·凤舞之盔	11000379	君王守护碎片	60	200000	1
10207430	天·火攻之盔	0	10207431	冥·破天之盔	11000379	君王守护碎片	30	200000	1
10207431	冥·破天之盔	0	10207432	玄·主宰之盔	11000379	君王守护碎片	30	200000	1
10207432	玄·主宰之盔	0	10207546	圣·白鲨之盔	11000379	君王守护碎片	60	200000	1
10207433	天·火攻之盔	0	10207434	冥·破天之盔	11000379	君王守护碎片	30	200000	1
10207434	冥·破天之盔	0	10207435	玄·主宰之盔	11000379	君王守护碎片	30	200000	1
10207435	玄·主宰之盔	0	10207547	圣·白鲨之盔	11000379	君王守护碎片	60	200000	1
10207440	天·降魔头盔	0	10207441	冥·黄泉头盔	11000379	君王守护碎片	30	200000	1
10207441	冥·黄泉头盔	0	10207442	玄·暴雷头盔	11000379	君王守护碎片	30	200000	1
10207442	玄·暴雷之盔	0	10207548	圣·黑鳍之盔	11000379	君王守护碎片	60	200000	1
10207443	天·降魔头盔	0	10207444	冥·黄泉头盔	11000379	君王守护碎片	30	200000	1
10207444	冥·黄泉头盔	0	10207445	玄·暴雷头盔	11000379	君王守护碎片	30	200000	1
10207445	玄·暴雷之盔	0	10207549	圣·黑鳍之盔	11000379	君王守护碎片	60	200000	1
10207450	天·天雷头盔	0	10207451	冥·海龙头盔	11000379	君王守护碎片	30	200000	1
10207451	冥·海龙头盔	0	10207452	玄·龙啸头盔	11000379	君王守护碎片	30	200000	1
10207452	玄·龙啸之盔	0	10207550	圣·炎煌之盔	11000379	君王守护碎片	60	200000	1
10207453	天·天雷头盔	0	10207454	冥·海龙头盔	11000379	君王守护碎片	30	200000	1
10207454	冥·海龙头盔	0	10207455	玄·龙啸头盔	11000379	君王守护碎片	30	200000	1
10207455	玄·龙啸之盔	0	10207551	圣·炎煌之盔	11000379	君王守护碎片	60	200000	1
10207460	天·忠诚头盔	0	10207461	冥·逆光头盔	11000379	君王守护碎片	30	200000	1
10207461	冥·逆光头盔	0	10207462	玄·定国头盔	11000379	君王守护碎片	30	200000	1
10207462	玄·定国之盔	0	10207552	圣·白泽之盔	11000379	君王守护碎片	60	200000	1
10207463	天·忠诚头盔	0	10207464	冥·逆光头盔	11000379	君王守护碎片	30	200000	1
10207464	冥·逆光头盔	0	10207465	玄·定国头盔	11000379	君王守护碎片	30	200000	1
10207465	玄·定国之盔	0	10207553	圣·白泽之盔	11000379	君王守护碎片	60	200000	1
10207470	天·飞沙头盔	0	10207471	冥·焚天头盔	11000379	君王守护碎片	30	200000	1
10207471	冥·焚天头盔	0	10207472	玄·神火头盔	11000379	君王守护碎片	30	200000	1
10207472	玄·神火之盔	0	10207554	圣·金乌之盔	11000379	君王守护碎片	60	200000	1
10207473	天·飞沙头盔	0	10207474	冥·焚天头盔	11000379	君王守护碎片	30	200000	1
10207474	冥·焚天头盔	0	10207475	玄·神火头盔	11000379	君王守护碎片	30	200000	1
10207475	玄·神火之盔	0	10207555	圣·金乌之盔	11000379	君王守护碎片	60	200000	1
10207480	天·疾风头盔	0	10207481	冥·天煞头盔	11000379	君王守护碎片	30	200000	1
10207481	冥·天煞头盔	0	10207482	玄·杀神头盔	11000379	君王守护碎片	30	200000	1
10207482	玄·杀神之盔	0	10207556	圣·冰龙之盔	11000379	君王守护碎片	60	200000	1
10207483	天·疾风头盔	0	10207484	冥·天煞头盔	11000379	君王守护碎片	30	200000	1
10207484	冥·天煞头盔	0	10207485	玄·杀神头盔	11000379	君王守护碎片	30	200000	1
10207485	玄·杀神之盔	0	10207557	圣·冰龙之盔	11000379	君王守护碎片	60	200000	1
10207490	天·飞龙头盔	0	10207491	冥·巨吼头盔	11000379	君王守护碎片	30	200000	1
10207491	冥·巨吼头盔	0	10207492	玄·群星头盔	11000379	君王守护碎片	30	200000	1
10207492	玄·群星之盔	0	10207558	圣·鸿鹄之盔	11000379	君王守护碎片	60	200000	1
10207493	天·飞龙头盔	0	10207494	冥·巨吼头盔	11000379	君王守护碎片	30	200000	1
10207494	冥·巨吼头盔	0	10207495	玄·群星头盔	11000379	君王守护碎片	30	200000	1
10207495	玄·群星之盔	0	10207559	圣·鸿鹄之盔	11000379	君王守护碎片	60	200000	1
10207500	天·虔诚头盔	0	10207501	冥·圣灵头盔	11000379	君王守护碎片	30	200000	1
10207501	冥·圣灵头盔	0	10207502	玄·修真头盔	11000379	君王守护碎片	30	200000	1
10207502	玄·修真之盔	0	10207560	圣·青牛之盔	11000379	君王守护碎片	60	200000	1
10207503	天·虔诚头盔	0	10207504	冥·圣灵头盔	11000379	君王守护碎片	30	200000	1
10207504	冥·圣灵头盔	0	10207505	玄·修真头盔	11000379	君王守护碎片	30	200000	1
10207505	玄·修真之盔	0	10207561	圣·青牛之盔	11000379	君王守护碎片	60	200000	1
10207510	天·度人头盔	0	10207511	冥·度厄头盔	11000379	君王守护碎片	30	200000	1
10207511	冥·度厄头盔	0	10207512	玄·度劫头盔	11000379	君王守护碎片	30	200000	1
10207512	玄·度劫之盔	0	10207562	圣·鲲鹏之盔	11000379	君王守护碎片	60	200000	1
10207513	天·度人头盔	0	10207514	冥·度厄头盔	11000379	君王守护碎片	30	200000	1
10207514	冥·度厄头盔	0	10207515	玄·度劫头盔	11000379	君王守护碎片	30	200000	1
10207515	玄·度劫之盔	0	10207563	圣·鲲鹏之盔	11000379	君王守护碎片	60	200000	1
10209500	冥传君主之盔	0	10209548	玄传君主之盔	11000630	幽冥之华	16	100000	0
10209501	冥传君主之盔	0	10209549	玄传君主之盔	11000630	幽冥之华	16	100000	0
10209502	冥传君主之盔	0	10209550	玄传君主之盔	11000630	幽冥之华	16	100000	0
10209503	冥传君主之盔	0	10209551	玄传君主之盔	11000630	幽冥之华	16	100000	0
10209504	冥传君主之盔	0	10209552	玄传君主之盔	11000630	幽冥之华	16	100000	0
10209505	冥传君主之盔	0	10209553	玄传君主之盔	11000630	幽冥之华	16	100000	0
10209506	冥传君主之盔	0	10209554	玄传君主之盔	11000630	幽冥之华	16	100000	0
10209507	冥传君主之盔	0	10209555	玄传君主之盔	11000630	幽冥之华	16	100000	0
10209508	冥传君主之盔	0	10209556	玄传君主之盔	11000630	幽冥之华	16	100000	0
10209509	冥传君主之盔	0	10209557	玄传君主之盔	11000630	幽冥之华	16	100000	0
10209510	冥传君主之盔	0	10209558	玄传君主之盔	11000630	幽冥之华	16	100000	0
10209511	冥传君主之盔	0	10209559	玄传君主之盔	11000630	幽冥之华	16	100000	0
10209524	冥传君主之盔	0	10209560	玄传君主之盔	11000630	幽冥之华	16	100000	0
10209525	冥传君主之盔	0	10209561	玄传君主之盔	11000630	幽冥之华	16	100000	0
10209526	冥传君主之盔	0	10209562	玄传君主之盔	11000630	幽冥之华	16	100000	0
10209527	冥传君主之盔	0	10209563	玄传君主之盔	11000630	幽冥之华	16	100000	0
10209528	冥传君主之盔	0	10209564	玄传君主之盔	11000630	幽冥之华	16	100000	0
10209529	冥传君主之盔	0	10209565	玄传君主之盔	11000630	幽冥之华	16	100000	0
10209530	冥传君主之盔	0	10209566	玄传君主之盔	11000630	幽冥之华	16	100000	0
10209531	冥传君主之盔	0	10209567	玄传君主之盔	11000630	幽冥之华	16	100000	0
10209532	冥传君主之盔	0	10209568	玄传君主之盔	11000630	幽冥之华	16	100000	0
10209533	冥传君主之盔	0	10209569	玄传君主之盔	11000630	幽冥之华	16	100000	0
10209534	冥传君主之盔	0	10209570	玄传君主之盔	11000630	幽冥之华	16	100000	0
10209535	冥传君主之盔	0	10209571	玄传君主之盔	11000630	幽冥之华	16	100000	0
10209916	冥龙战神之盔	1	10209923	玄龙战神之盔	11000630	幽冥之华	16	100000	0
10209917	冥炎洪荒之盔	1	10209924	玄炎洪荒之盔	11000630	幽冥之华	16	100000	0
10209918	冥魂可汗之盔	1	10209925	玄魂可汗之盔	11000630	幽冥之华	16	100000	0
10209919	冥王武威之盔	1	10209926	玄王武威之盔	11000630	幽冥之华	16	100000	0
10209920	冥通斗神之盔	1	10209927	冥通战神之盔	11000630	幽冥之华	16	100000	0
10209921	冥尊斗神之盔	1	10209928	冥尊战神之盔	11000630	幽冥之华	16	100000	0
10209922	冥君斗神之盔	1	10209929	冥君战神之盔	11000630	幽冥之华	16	100000	0
10209937	冥龙战神之盔	1	10209944	玄龙战神之盔	11000630	幽冥之华	16	100000	0
10209938	冥炎洪荒之盔	1	10209945	玄炎洪荒之盔	11000630	幽冥之华	16	100000	0
10209939	冥魂可汗之盔	1	10209946	玄魂可汗之盔	11000630	幽冥之华	16	100000	0
10209940	冥王武威之盔	1	10209947	玄王武威之盔	11000630	幽冥之华	16	100000	0
10209941	冥通斗神之盔	1	10209948	冥通战神之盔	11000630	幽冥之华	16	100000	0
10209942	冥尊斗神之盔	1	10209949	冥尊战神之盔	11000630	幽冥之华	16	100000	0
10209943	冥君斗神之盔	1	10209950	冥君战神之盔	11000630	幽冥之华	16	100000	0
10209958	冥龙战神之盔	1	10209965	玄龙战神之盔	11000630	幽冥之华	16	100000	0
10209959	冥炎洪荒之盔	1	10209966	玄炎洪荒之盔	11000630	幽冥之华	16	100000	0
10209960	冥魂可汗之盔	1	10209967	玄魂可汗之盔	11000630	幽冥之华	16	100000	0
10209961	冥王武威之盔	1	10209968	玄王武威之盔	11000630	幽冥之华	16	100000	0
10209962	冥通斗神之盔	1	10209969	冥通战神之盔	11000630	幽冥之华	16	100000	0
10209963	冥尊斗神之盔	1	10209970	冥尊战神之盔	11000630	幽冥之华	16	100000	0
10209964	冥君斗神之盔	1	10209971	冥君战神之盔	11000630	幽冥之华	16	100000	0
10209979	冥龙战神之盔	1	10209986	玄龙战神之盔	11000630	幽冥之华	16	100000	0
10209980	冥炎洪荒之盔	1	10209987	玄炎洪荒之盔	11000630	幽冥之华	16	100000	0
10209981	冥魂可汗之盔	1	10209988	玄魂可汗之盔	11000630	幽冥之华	16	100000	0
10209982	冥王武威之盔	1	10209989	玄王武威之盔	11000630	幽冥之华	16	100000	0
10209983	冥通斗神之盔	1	10209990	冥通战神之盔	11000630	幽冥之华	16	100000	0
10209984	冥尊斗神之盔	1	10209991	冥尊战神之盔	11000630	幽冥之华	16	100000	0
10209985	冥君斗神之盔	1	10209992	冥君战神之盔	11000630	幽冥之华	16	100000	0
10213103	四级国家徽章	0	10217406	神·四级国家徽章	11000337	徽章碎片	6	1000	1
10213104	五级国家徽章	0	10217408	神·五级国家徽章	11000337	徽章碎片	24	4000	1
10213105	六级国家徽章	0	10217410	神·六级国家徽章	11000337	徽章碎片	48	8000	1
10213106	七级国家徽章	0	10217412	神·七级国家徽章	11000337	徽章碎片	72	12000	1
10213201	精致四级国家徽章	0	10217407	神·精致四级国家徽章	11000337	徽章碎片	12	2000	1
10213202	精致五级国家徽章	0	10217409	神·精致五级国家徽章	11000337	徽章碎片	36	6000	1
10213203	精致六级国家徽章	0	10217411	神·精致六级国家徽章	11000337	徽章碎片	60	10000	1
10217003	四级国家徽章	0	10217413	神·四级国家徽章	11000337	徽章碎片	6	1000	1
10217004	五级国家徽章	0	10217415	神·五级国家徽章	11000337	徽章碎片	24	2000	1
10217005	六级国家徽章	0	10217417	神·六级国家徽章	11000337	徽章碎片	48	4000	1
10217006	七级国家徽章	0	10217419	神·七级国家徽章	11000337	徽章碎片	72	6000	1
10217101	精致四级国家徽章	0	10217414	神·精致四级国家徽章	11000337	徽章碎片	12	8000	1
10217102	精致五级国家徽章	0	10217416	神·精致五级国家徽章	11000337	徽章碎片	36	10000	1
10217103	精致六级国家徽章	0	10217418	神·精致六级国家徽章	11000337	徽章碎片	60	12000	1
10217400	天·勇士徽章	0	10217401	冥·勇士徽章	11000304	残破的神兵之魂	20	200000	1
10217401	冥·勇士徽章	0	10217402	玄·勇士徽章	11000304	残破的神兵之魂	20	200000	1
10217403	天·勇士徽章	0	10217404	冥·勇士徽章	11000304	残破的神兵之魂	20	200000	1
10217404	冥·勇士徽章	0	10217405	玄·勇士徽章	11000304	残破的神兵之魂	20	200000	1
10217406	神·四级国家徽章	0	10217407	神·精致四级国家徽章	11000337	徽章碎片	6	46000	1
10217407	神·精致四级国家徽章	0	10217408	神·五级国家徽章	11000337	徽章碎片	12	47000	1
10217408	神·五级国家徽章	0	10217409	神·精致五级国家徽章	11000337	徽章碎片	12	92000	1
