NUM	NUM	NUM	TEXT	NUM	NUM	NUM	NUM	NUM	TEXT	NUM	NUM	NUM	TEXT	NUM	NUM	NUM	TEXT
588	244	15	威海港-[40级]威海港	117.5	114	342	1	40	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	151	299.5	193.5	玉门关
589	243	151	边塞-[20级]边塞	299	193	342	1	1	x:0.3 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	151	299.5	193.5	玉门关
590	242	0	大都-[40级]大都·中心城	255	224	343	1	40	x:0.3 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	255	224	大都·中心城
591	244	15	威海港-[40级]威海港	117.5	114	343	1	40	x:0.6 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	255	224	大都·中心城
592	242	0	大都-[40级]大都·中心城	255	224	344	1	40	x:0.3 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	117.5	114	威海定海广场
593	244	15	威海港-[40级]威海港	117.5	114	344	1	40	x:0.6 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	117.5	114	威海定海广场
594	251	151	边塞-[20级]玉门关	299.5	193.5	345	1	20	x:0.5 y:0.5	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	151	299.5	193.5	玉门关
595	252	151	边塞-[20级]河西走廊	380	305	345	1	20	x:0.7 y:0.6	0	-1	1503	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	151	299.5	193.5	玉门关
596	255	151	边塞-[20级]女真部	399	143	345	1	20	x:0.82 y:0.22	0	-1	1525	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	151	299.5	193.5	玉门关
597	256	151	边塞-[20级]回鹘部	167	94	345	1	20	x:0.3 y:0.2	0	-1	1526	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	151	299.5	193.5	玉门关
598	257	151	边塞-[20级]囚龙滩	164	376	345	1	20	x:0.3 y:0.78	0	-1	1527	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_13	151	299.5	193.5	玉门关
599	258	151	边塞-[20级]关内	406	412	345	1	20	x:0.8 y:0.7	0	-1	1528	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_14	151	299.5	193.5	玉门关
600	251	151	边塞-[20级]玉门关	299.5	193.5	346	1	20	x:0.5 y:0.5	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_15	151	380	305	河西走廊
601	252	151	边塞-[20级]河西走廊	380	305	346	1	20	x:0.7 y:0.6	0	-1	1503	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_16	151	380	305	河西走廊
602	255	151	边塞-[20级]女真部	399	143	346	1	20	x:0.82 y:0.22	0	-1	1525	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_17	151	380	305	河西走廊
603	256	151	边塞-[20级]回鹘部	167	94	346	1	20	x:0.3 y:0.2	0	-1	1526	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_18	151	380	305	河西走廊
604	257	151	边塞-[20级]囚龙滩	164	376	346	1	20	x:0.3 y:0.78	0	-1	1527	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_19	151	380	305	河西走廊
605	258	151	边塞-[20级]关内	406	412	346	1	20	x:0.8 y:0.7	0	-1	1528	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_20	151	380	305	河西走廊
606	253	15	威海港-[40级]定海广场	117.5	114	347	1	40	x:0.3 y:0.5	0	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	117.5	114	威海定海广场
607	254	15	威海港-[40级]扬武号	177.399994	135.300003	347	1	40	x:0.6 y:0.5	0	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	15	117.5	114	威海定海广场
608	253	15	威海港-[40级]定海广场	117.5	114	348	1	40	x:0.3 y:0.5	0	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	177.399994	135.300003	威海扬武号
609	254	15	威海港-[40级]扬武号	177.399994	135.300003	348	1	40	x:0.6 y:0.5	0	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	15	177.399994	135.300003	威海扬武号
610	211	0	大都-[40级]大都·中心城	255	224	349	1	40	x:0.5 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	255.028854	160.864517	大都·崇天门
611	216	0	大都-[40级]大都·崇天门	255.028854	160.864517	349	1	40	x:0.5 y:0.2	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	255.028854	160.864517	大都·崇天门
612	214	0	大都-[40级]大都·大相国寺	105.080017	145.245483	349	1	40	x:0.35 y:0.18	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	255.028854	160.864517	大都·崇天门
613	219	0	大都-[40级]大都·赵王府	404.755524	116.343918	349	1	40	x:0.65 y:0.15	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	255.028854	160.864517	大都·崇天门
614	227	0	大都-[40级]大都·光明顶	64	214	349	1	40	x:0.34 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	255.028854	160.864517	大都·崇天门
615	228	0	大都-[40级]大都·盐帮码头	375	206	349	1	40	x:0.64 y:0.37	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	255.028854	160.864517	大都·崇天门
616	229	0	大都-[40级]大都·天坛	255	318	349	1	40	x:0.5 y:0.6	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	255.028854	160.864517	大都·崇天门
617	215	38	大都-[40级]大都·西	157	135	349	1	40	x:0.2 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	255.028854	160.864517	大都·崇天门
618	212	37	大都-[40级]大都·东	128.5	123	349	1	40	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	255.028854	160.864517	大都·崇天门
619	213	36	大都-[40级]大都·南	128	98	349	1	40	x:0.5 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	255.028854	160.864517	大都·崇天门
620	217	2	大都-[40级]泰山	168	145	349	1	40	x:0.9 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	255.028854	160.864517	大都·崇天门
621	218	4	大都-[40级]太行山	144	38	349	1	40	x:0.1 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	255.028854	160.864517	大都·崇天门
622	230	0	大都-[40级]码头	400	453	349	1	40	x:0.64 y:0.7	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	0	255.028854	160.864517	大都·崇天门
623	234	0	大都-[40级]大都·崔府	107	318	349	1	40	x:0.5 y:0.7	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	255.028854	160.864517	大都·崇天门
624	211	0	大都-[40级]大都·中心城	255	224	350	1	40	x:0.5 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	泰山
625	216	0	大都-[40级]大都·崇天门	255.028854	160.864517	350	1	40	x:0.5 y:0.2	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	泰山
626	214	0	大都-[40级]大都·大相国寺	105.080017	145.245483	350	1	40	x:0.35 y:0.18	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	泰山
627	219	0	大都-[40级]大都·赵王府	404.755524	116.343918	350	1	40	x:0.65 y:0.15	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	泰山
628	227	0	大都-[40级]大都·光明顶	64	214	350	1	40	x:0.34 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	2	168	145	泰山
629	228	0	大都-[40级]大都·盐帮码头	375	206	350	1	40	x:0.64 y:0.37	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	2	168	145	泰山
630	229	0	大都-[40级]大都·天坛	255	318	350	1	40	x:0.5 y:0.6	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	2	168	145	泰山
631	215	38	大都-[40级]大都·西	157	135	350	1	40	x:0.2 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	泰山
632	212	37	大都-[40级]大都·东	128.5	123	350	1	40	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	泰山
633	213	36	大都-[40级]大都·南	128	98	350	1	40	x:0.5 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	泰山
634	217	2	大都-[40级]泰山	168	145	350	1	40	x:0.9 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	泰山
635	218	4	大都-[40级]太行山	144	38	350	1	40	x:0.1 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	泰山
636	230	0	大都-[40级]码头	400	453	350	1	40	x:0.64 y:0.7	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	2	168	145	泰山
637	234	0	大都-[40级]大都·崔府	107	318	350	1	40	x:0.5 y:0.7	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	泰山
638	251	151	边塞-[20级]玉门关	299.5	193.5	365	1	20	x:0.5 y:0.5	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_21	151	402.410095	150.153351	女真部
639	252	151	边塞-[20级]河西走廊	380	305	365	1	20	x:0.7 y:0.6	0	-1	1503	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_22	151	402.410095	150.153351	女真部
640	255	151	边塞-[20级]女真部	399	143	365	1	20	x:0.82 y:0.22	0	-1	1525	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_23	151	402.410095	150.153351	女真部
641	256	151	边塞-[20级]回鹘部	167	94	365	1	20	x:0.3 y:0.2	0	-1	1526	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_24	151	402.410095	150.153351	女真部
642	257	151	边塞-[20级]囚龙滩	164	376	365	1	20	x:0.3 y:0.78	0	-1	1527	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_25	151	402.410095	150.153351	女真部
643	258	151	边塞-[20级]关内	406	412	365	1	20	x:0.8 y:0.7	0	-1	1528	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_26	151	402.410095	150.153351	女真部
644	251	151	边塞-[20级]玉门关	299.5	193.5	366	1	20	x:0.5 y:0.5	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_27	151	159.142029	93.689423	回鹘部
645	252	151	边塞-[20级]河西走廊	380	305	366	1	20	x:0.7 y:0.6	0	-1	1503	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_28	151	159.142029	93.689423	回鹘部
646	255	151	边塞-[20级]女真部	399	143	366	1	20	x:0.82 y:0.22	0	-1	1525	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_29	151	159.142029	93.689423	回鹘部
647	256	151	边塞-[20级]回鹘部	167	94	366	1	20	x:0.3 y:0.2	0	-1	1526	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_30	151	159.142029	93.689423	回鹘部
648	257	151	边塞-[20级]囚龙滩	164	376	366	1	20	x:0.3 y:0.78	0	-1	1527	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_31	151	159.142029	93.689423	回鹘部
649	258	151	边塞-[20级]关内	406	412	366	1	20	x:0.8 y:0.7	0	-1	1528	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_32	151	159.142029	93.689423	回鹘部
650	251	151	边塞-[20级]玉门关	299.5	193.5	367	1	20	x:0.5 y:0.5	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_33	151	164.21138	384.660217	囚龙滩
651	252	151	边塞-[20级]河西走廊	380	305	367	1	20	x:0.7 y:0.6	0	-1	1503	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_34	151	164.21138	384.660217	囚龙滩
652	255	151	边塞-[20级]女真部	399	143	367	1	20	x:0.82 y:0.22	0	-1	1525	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_35	151	164.21138	384.660217	囚龙滩
653	256	151	边塞-[20级]回鹘部	167	94	367	1	20	x:0.3 y:0.2	0	-1	1526	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_36	151	164.21138	384.660217	囚龙滩
654	257	151	边塞-[20级]囚龙滩	164	376	367	1	20	x:0.3 y:0.78	0	-1	1527	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_37	151	164.21138	384.660217	囚龙滩
655	258	151	边塞-[20级]关内	406	412	367	1	20	x:0.8 y:0.7	0	-1	1528	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	151	164.21138	384.660217	囚龙滩
656	251	151	边塞-[20级]玉门关	299.5	193.5	368	1	20	x:0.5 y:0.5	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_39	151	406	412	关内
657	252	151	边塞-[20级]河西走廊	380	305	368	1	20	x:0.7 y:0.6	0	-1	1503	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_40	151	406	412	关内
658	255	151	边塞-[20级]女真部	399	143	368	1	20	x:0.82 y:0.22	0	-1	1525	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_41	151	406	412	关内
659	256	151	边塞-[20级]回鹘部	167	94	368	1	20	x:0.3 y:0.2	0	-1	1526	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_42	151	406	412	关内
660	257	151	边塞-[20级]囚龙滩	164	376	368	1	20	x:0.3 y:0.78	0	-1	1527	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_43	151	406	412	关内
661	258	151	边塞-[20级]关内	406	412	368	1	20	x:0.8 y:0.7	0	-1	1528	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_44	151	406	412	关内
662	260	150	王国-[10级]中心广场	255	115	370	1	10	x:0.5 y:0.1	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	254.789841	116.728592	王城·中心广场
663	261	150	王国-[10级]灵宝村	59	119	370	1	10	x:0.1 y:0.15	0	-1	1615	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	254.789841	116.728592	王城·中心广场
664	262	150	王国-[10级]铁骑镇	465.202545	42.779842	370	1	10	x:0.7 y:0.15	0	-1	1616	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	254.789841	116.728592	王城·中心广场
665	263	150	王国-[10级]月牙湾	116	341	370	1	10	x:0.3 y:0.5	0	-1	1617	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	254.789841	116.728592	王城·中心广场
666	264	150	王国-[10级]瀚月关	344	412	370	1	10	x:0.6 y:0.6	0	-1	1618	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	254.789841	116.728592	王城·中心广场
667	265	150	王国-[10级]南城关隘	211	275	370	1	10	x:0.6 y:0.6	0	-1	1619	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	254.789841	116.728592	王城·中心广场
668	266	150	王国-[10级]圣山遗迹	456	319	370	1	10	x:0.6 y:0.6	0	-1	1620	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	254.789841	116.728592	王城·中心广场
669	260	150	王国-[10级]中心广场	255	115	371	1	10	x:0.5 y:0.1	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	59	119	灵宝村
670	261	150	王国-[10级]灵宝村	59	119	371	1	10	x:0.1 y:0.15	0	-1	1615	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	59	119	灵宝村
671	262	150	王国-[10级]铁骑镇	465.202545	42.779842	371	1	10	x:0.7 y:0.15	0	-1	1616	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	59	119	灵宝村
672	263	150	王国-[10级]月牙湾	116	341	371	1	10	x:0.3 y:0.5	0	-1	1617	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	59	119	灵宝村
673	264	150	王国-[10级]瀚月关	344	412	371	1	10	x:0.6 y:0.6	0	-1	1618	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	59	119	灵宝村
674	265	150	王国-[10级]南城关隘	211	275	371	1	10	x:0.6 y:0.6	0	-1	1619	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	59	119	灵宝村
675	266	150	王国-[10级]圣山遗迹	456	319	371	1	10	x:0.6 y:0.6	0	-1	1620	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	59	119	灵宝村
676	260	150	王国-[10级]中心广场	255	115	372	1	10	x:0.5 y:0.1	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	465.202545	42.779842	铁骑镇
677	261	150	王国-[10级]灵宝村	59	119	372	1	10	x:0.1 y:0.15	0	-1	1615	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	465.202545	42.779842	铁骑镇
678	262	150	王国-[10级]铁骑镇	465.202545	42.779842	372	1	10	x:0.7 y:0.15	0	-1	1616	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	465.202545	42.779842	铁骑镇
679	263	150	王国-[10级]月牙湾	116	341	372	1	10	x:0.3 y:0.5	0	-1	1617	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	465.202545	42.779842	铁骑镇
680	264	150	王国-[10级]瀚月关	344	412	372	1	10	x:0.6 y:0.6	0	-1	1618	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	465.202545	42.779842	铁骑镇
681	265	150	王国-[10级]南城关隘	211	275	372	1	10	x:0.6 y:0.6	0	-1	1619	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	465.202545	42.779842	铁骑镇
682	266	150	王国-[10级]圣山遗迹	456	319	372	1	10	x:0.6 y:0.6	0	-1	1620	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	465.202545	42.779842	铁骑镇
683	260	150	王国-[10级]中心广场	255	115	373	1	10	x:0.5 y:0.1	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	116	341	月牙湾
684	261	150	王国-[10级]灵宝村	59	119	373	1	10	x:0.1 y:0.15	0	-1	1615	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	116	341	月牙湾
685	262	150	王国-[10级]铁骑镇	465.202545	42.779842	373	1	10	x:0.7 y:0.15	0	-1	1616	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	116	341	月牙湾
686	263	150	王国-[10级]月牙湾	116	341	373	1	10	x:0.3 y:0.5	0	-1	1617	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	116	341	月牙湾
687	264	150	王国-[10级]瀚月关	344	412	373	1	10	x:0.6 y:0.6	0	-1	1618	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	116	341	月牙湾
688	265	150	王国-[10级]南城关隘	211	275	373	1	10	x:0.6 y:0.6	0	-1	1619	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	116	341	月牙湾
689	266	150	王国-[10级]圣山遗迹	456	319	373	1	10	x:0.6 y:0.6	0	-1	1620	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	116	341	月牙湾
690	260	150	王国-[10级]中心广场	255	115	374	1	10	x:0.5 y:0.1	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	344	412	瀚月关
691	261	150	王国-[10级]灵宝村	59	119	374	1	10	x:0.1 y:0.15	0	-1	1615	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	344	412	瀚月关
692	262	150	王国-[10级]铁骑镇	465.202545	42.779842	374	1	10	x:0.7 y:0.15	0	-1	1616	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	344	412	瀚月关
693	263	150	王国-[10级]月牙湾	116	341	374	1	10	x:0.3 y:0.5	0	-1	1617	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	344	412	瀚月关
694	264	150	王国-[10级]瀚月关	344	412	374	1	10	x:0.6 y:0.6	0	-1	1618	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	344	412	瀚月关
695	265	150	王国-[10级]南城关隘	211	275	374	1	10	x:0.6 y:0.6	0	-1	1619	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	344	412	瀚月关
696	266	150	王国-[10级]圣山遗迹	456	319	374	1	10	x:0.6 y:0.6	0	-1	1620	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	344	412	瀚月关
697	260	150	王国-[10级]中心广场	255	115	375	1	10	x:0.5 y:0.1	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	211	275	南城关隘
698	261	150	王国-[10级]灵宝村	59	119	375	1	10	x:0.1 y:0.15	0	-1	1615	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	211	275	南城关隘
699	262	150	王国-[10级]铁骑镇	465.202545	42.779842	375	1	10	x:0.7 y:0.15	0	-1	1616	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	211	275	南城关隘
700	263	150	王国-[10级]月牙湾	116	341	375	1	10	x:0.3 y:0.5	0	-1	1617	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	211	275	南城关隘
701	264	150	王国-[10级]瀚月关	344	412	375	1	10	x:0.6 y:0.6	0	-1	1618	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	211	275	南城关隘
702	265	150	王国-[10级]南城关隘	211	275	375	1	10	x:0.6 y:0.6	0	-1	1619	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	211	275	南城关隘
703	266	150	王国-[10级]圣山遗迹	456	319	375	1	10	x:0.6 y:0.6	0	-1	1620	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	211	275	南城关隘
704	260	150	王国-[10级]中心广场	255	115	376	1	10	x:0.5 y:0.1	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	456	319	圣山遗迹
705	261	150	王国-[10级]灵宝村	59	119	376	1	10	x:0.1 y:0.15	0	-1	1615	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	456	319	圣山遗迹
706	262	150	王国-[10级]铁骑镇	465.202545	42.779842	376	1	10	x:0.7 y:0.15	0	-1	1616	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	456	319	圣山遗迹
707	263	150	王国-[10级]月牙湾	116	341	376	1	10	x:0.3 y:0.5	0	-1	1617	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	456	319	圣山遗迹
708	264	150	王国-[10级]瀚月关	344	412	376	1	10	x:0.6 y:0.6	0	-1	1618	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	456	319	圣山遗迹
709	265	150	王国-[10级]南城关隘	211	275	376	1	10	x:0.6 y:0.6	0	-1	1619	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	456	319	圣山遗迹
710	266	150	王国-[10级]圣山遗迹	456	319	376	1	10	x:0.6 y:0.6	0	-1	1620	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	150	456	319	圣山遗迹
711	211	0	大都-[40级]大都·中心城	255	224	351	1	40	x:0.5 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	4	144	38	太行山
712	216	0	大都-[40级]大都·崇天门	255.028854	160.864517	351	1	40	x:0.5 y:0.2	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	4	144	38	太行山
713	214	0	大都-[40级]大都·大相国寺	105.080017	145.245483	351	1	40	x:0.35 y:0.18	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	4	144	38	太行山
714	219	0	大都-[40级]大都·赵王府	404.755524	116.343918	351	1	1	x:0.65 y:0.15	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	4	144	38	太行山
715	227	0	大都-[40级]大都·光明顶	64	214	351	1	40	x:0.34 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	4	144	38	太行山
716	228	0	大都-[40级]大都·盐帮码头	375	206	351	1	40	x:0.64 y:0.37	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	4	144	38	太行山
717	229	0	大都-[40级]大都·天坛	255	318	351	1	40	x:0.5 y:0.6	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	4	144	38	太行山
