NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	NUM	NUM	TEXT	TEXT	NUM	TEXT	TEXT	NUM	TEXT	NUM	TEXT	NUM	TEXT
编号	天介绍	月介绍	所有人可见，1肯定，0否定	可见等级区间	国家限制	帮会限制	家族限制	类型，0是循环任务，1为活动日程	名字	月限制	以星期限制或日期限制，0表示星期，1表示日期	时限（星期几或日期）	时段限制	MD标识方式 0:按天标识 1:按周标识	MD变量	次数上限	描述	发布NPC编号	图片
176	0	0	1	40~160	0	0	0	0	【个人】敌国夺旗(敦煌)	0	1	0	0	0	25|16|9|25|25|7	1	敌国夺旗，经验荣誉并存	125500
177	0	0	1	40~160	1	0	0	0	【个人】敌国除奸(敦煌)	0	1	0	0	0	21|16|9|21|25|7	1	敌国除奸，经验荣誉并存	128503
178	0	0	1	40~160	1	0	0	0	【个人】敌国刺杀(敦煌)	0	1	0	0	0	19|16|9|19|25|7	1	敌国刺杀，经验荣誉并存	128505
179	0	0	1	40~160	1	0	0	0	【个人】敌国情报(敦煌)	0	1	0	0	0	23|16|9|23|25|7	1	敌国情报，经验荣誉并存	128504
180	0	0	1	40~160	1	0	0	0	【个人】敌国夺旗(敦煌)	0	1	0	0	0	25|16|9|25|25|7	1	敌国夺旗，经验荣誉并存	128502
181	0	0	1	40~160	2	0	0	0	【个人】敌国除奸(敦煌)	0	1	0	0	0	21|16|9|21|25|7	1	敌国除奸，经验荣誉并存	131503
182	0	0	1	40~160	2	0	0	0	【个人】敌国刺杀(敦煌)	0	1	0	0	0	19|16|9|19|25|7	1	敌国刺杀，经验荣誉并存	131505
183	0	0	1	40~160	2	0	0	0	【个人】敌国情报(敦煌)	0	1	0	0	0	23|16|9|23|25|7	1	敌国情报，经验荣誉并存	131504
184	0	0	1	40~160	2	0	0	0	【个人】敌国夺旗(敦煌)	0	1	0	0	0	25|16|9|25|25|7	1	敌国夺旗，经验荣誉并存	131502
185	999	0	1	30~160	0	0	0	0	【个人】国运令	0	1	0	0	0	0	1	王国押运	123767
186	999	0	1	30~160	1	0	0	0	【个人】国运令	0	1	0	0	0	0	1	王国押运	126063
187	999	0	1	30~160	2	0	0	0	【个人】国运令	0	1	0	0	0	0	1	王国押运	129066
188	999	0	1	30~160	3	0	0	0	【个人】国运令	0	1	0	0	0	0	1	王国押运	132063
189	888	0	1	40~160	0	0	0	0	【个人】出国令	0	1	0	0	0	0	1	玉门关御边统领	125503
190	888	0	1	40~160	1	0	0	0	【个人】出国令	0	1	0	0	0	0	1	玉门关御边统领	128505
191	888	0	1	40~160	2	0	0	0	【个人】出国令	0	1	0	0	0	0	1	玉门关御边统领	131505
192	888	0	1	40~160	3	0	0	0	【个人】出国令	0	1	0	0	0	0	1	玉门关御边统领	134505
193	0	0	1	50~160	0~3	0	0	0	【个人】仕官晋级	0	1	0	0	0	82|12|9|82|21|5	15	文韬武略，仕官晋级！	139140
194	0	0	1	40~160	0~3	0	0	0	【个人】每日新鲜事儿	0	1	0	0	0	94|0|9|94|9|2	3	天下大事，一手掌握	140417
195	0	0	1	40~160	0~3	0	0	1	【德】益者三友	0	1	0	1930~2400	0	43|20|9|0|0|0	1	君子爱财，取之有道	139129
196	0	0	1	40~160	0~3	0	0	1	【智】天坛灯谜会	0	1	0	1930~2400	0	215|0|9|215|9|5	1	猜灯谜，得奖励	139133
197	0	0	1	40~160	0~3	0	0	1	【美】大都美丽会	0	1	0	2300~0900	0	15|23|9	0	跳舞吧，让自己完全放松	139104
198	0	1	1	20~160	0	0	0	1	【个人】乌龙辞典	0	0	7	1300~1400	0	225|0|9|225|12|5	1	乌龙辞典，开心周末	141536	set:CJSH_fuben_2 image:CJSH_fuben_2_13
199	0	1	1	20~160	1	0	0	1	【个人】乌龙辞典	0	0	7	1300~1400	0	225|0|9|225|12|5	1	乌龙辞典，开心周末	141537	set:CJSH_fuben_2 image:CJSH_fuben_2_13
200	0	1	1	20~160	2	0	0	1	【个人】乌龙辞典	0	0	7	1300~1400	0	225|0|9|225|12|5	1	乌龙辞典，开心周末	141538	set:CJSH_fuben_2 image:CJSH_fuben_2_13
201	0	1	1	20~160	3	0	0	1	【个人】乌龙辞典	0	0	7	1300~1400	0	225|0|9|225|12|5	1	乌龙辞典，开心周末	141539	set:CJSH_fuben_2 image:CJSH_fuben_2_13
202	0	0	1	70~160	0	0	0	0	【个人】四国争霸	0	1	0	0	0	56|0|9|0|0|0	1	四国争霸	142600
203	0	0	1	70~160	2	0	0	0	【个人】四国争霸	0	1	0	0	0	56|0|9|0|0|0	1	四国争霸	142601
204	0	0	1	70~160	1	0	0	0	【个人】四国争霸	0	1	0	0	0	56|0|9|0|0|0	1	四国争霸	142602
205	0	0	1	70~160	3	0	0	0	【个人】四国争霸	0	1	0	0	0	56|0|9|0|0|0	1	四国争霸	142603
206	0	1	1	60~160	0	0	0	1	【队伍】海都大王	0	0	6	2300~2400	0		0	击败所有的十八魔君	123719	set:CJSH_wanfa_add_0 image:CJSH_wanfa_add_0_14
207	0	1	1	60~160	1	0	0	1	【队伍】海都大王	0	0	6	2300~2400	0		0	击败所有的十八魔君	126016	set:CJSH_wanfa_add_0 image:CJSH_wanfa_add_0_14
208	0	1	1	60~160	2	0	0	1	【队伍】海都大王	0	0	6	2300~2400	0		0	击败所有的十八魔君	129016	set:CJSH_wanfa_add_0 image:CJSH_wanfa_add_0_14
209	0	1	1	60~160	3	0	0	1	【队伍】海都大王	0	0	6	2300~2400	0		0	击败所有的十八魔君	132016	set:CJSH_wanfa_add_0 image:CJSH_wanfa_add_0_14
210	0	0	1	25~160	0	0	0	0	【个人】弱国任务	0	1	0	0	1	59|0|16|59|16|7	3	弱国专用每周一轮（3次）	123724
211	0	0	1	25~160	1	0	0	0	【个人】弱国任务	0	1	0	0	1	59|0|16|59|16|7	3	弱国专用每周一轮（3次）	126021
212	0	0	1	25~160	2	0	0	0	【个人】弱国任务	0	1	0	0	1	59|0|16|59|16|7	3	弱国专用每周一轮（3次）	129021
213	0	0	1	25~160	3	0	0	0	【个人】弱国任务	0	1	0	0	1	59|0|16|59|16|7	3	弱国专用每周一轮（3次）	132021
214	0	0	1	40~160	0	1~10	0	0	【帮会】帮会图腾	0	1	0	0	0	14|16|9|14|25|7	1	去采集神像吧	123723
215	0	0	1	40~160	1	1~10	0	0	【帮会】帮会图腾	0	1	0	0	0	14|16|9|14|25|7	1	去采集神像吧	126020
216	0	0	1	40~160	2	1~10	0	0	【帮会】帮会图腾	0	1	0	0	0	14|16|9|14|25|7	1	去采集神像吧	129020
217	0	0	1	40~160	3	1~10	0	0	【帮会】帮会图腾	0	1	0	0	0	14|16|9|14|25|7	1	去采集神像吧	132020
218	0	0	1	40~100	0	1~10	0	0	【帮会】帮会除魔	0	1	0	0	0	14|0|9|14|25|7	1	去消灭恶魔吧	123723
219	0	0	1	40~100	1	1~10	0	0	【帮会】帮会除魔	0	1	0	0	0	14|0|9|14|25|7	1	去消灭恶魔吧	126020
220	0	0	1	40~100	2	1~10	0	0	【帮会】帮会除魔	0	1	0	0	0	14|0|9|14|25|7	1	去消灭恶魔吧	129020
221	0	0	1	40~100	3	1~10	0	0	【帮会】帮会除魔	0	1	0	0	0	14|0|9|14|25|7	1	去消灭恶魔吧	132020
222	29	0	1	20~160	0	0	0	0	【帮会】护兽令	0	1	0	0	0	0	1	帮会护兽	123723
223	29	0	1	20~160	1	0	0	0	【帮会】护兽令	0	1	0	0	0	0	1	帮会护兽	126020
224	29	0	1	20~160	2	0	0	0	【帮会】护兽令	0	1	0	0	0	0	1	帮会护兽	129020
225	29	0	1	20~160	3	0	0	0	【帮会】护兽令	0	1	0	0	0	0	1	帮会护兽	132020
226	30	0	1	20~160	0	0	0	0	【帮会】图腾令	0	1	0	0	0	0	1	帮会护兽	123723
227	30	0	1	20~160	1	0	0	0	【帮会】图腾令	0	1	0	0	0	0	1	帮会护兽	126020
228	30	0	1	20~160	2	0	0	0	【帮会】图腾令	0	1	0	0	0	0	1	帮会护兽	129020
229	30	0	1	20~160	3	0	0	0	【帮会】图腾令	0	1	0	0	0	0	1	帮会护兽	132020
230	31	0	1	20~160	0	0	0	0	【帮会】暗战令	0	1	0	0	0	0	1	帮会护兽	123723
231	31	0	1	20~160	1	0	0	0	【帮会】暗战令	0	1	0	0	0	0	1	帮会护兽	126020
232	31	0	1	20~160	2	0	0	0	【帮会】暗战令	0	1	0	0	0	0	1	帮会护兽	129020
233	31	0	1	20~160	3	0	0	0	【帮会】暗战令	0	1	0	0	0	0	1	帮会护兽	132020
234	32	0	1	20~160	0	0	0	0	【帮会】除魔令	0	1	0	0	0	0	1	帮会护兽	123723
235	32	0	1	20~160	1	0	0	0	【帮会】除魔令	0	1	0	0	0	0	1	帮会护兽	126020
236	32	0	1	20~160	2	0	0	0	【帮会】除魔令	0	1	0	0	0	0	1	帮会护兽	129020
237	32	0	1	20~160	3	0	0	0	【帮会】除魔令	0	1	0	0	0	0	1	帮会护兽	132020
238	33	0	1	20~160	0	0	0	0	【帮会】募集令	0	1	0	0	0	0	1	帮会护兽	123723
239	33	0	1	20~160	1	0	0	0	【帮会】募集令	0	1	0	0	0	0	1	帮会护兽	126020
240	33	0	1	20~160	2	0	0	0	【帮会】募集令	0	1	0	0	0	0	1	帮会护兽	129020
241	33	0	1	20~160	3	0	0	0	【帮会】募集令	0	1	0	0	0	0	1	帮会护兽	132020
242	0	1	1	60~160	0	0	0	1	【国家】领取津贴	0	0	7	0	0	0	1	津贴发放日	123704	set:CJSH_item_jinshuding_1 image:CJSH_item_jinshuding_1_2
243	0	1	1	60~160	1	0	0	1	【国家】领取津贴	0	0	7	0	0	0	1	津贴发放日	126004	set:CJSH_item_jinshuding_1 image:CJSH_item_jinshuding_1_2
244	0	1	1	60~160	2	0	0	1	【国家】领取津贴	0	0	7	0	0	0	1	津贴发放日	129001	set:CJSH_item_jinshuding_1 image:CJSH_item_jinshuding_1_2
245	0	1	1	60~160	3	0	0	1	【国家】领取津贴	0	0	7	0	0	0	1	津贴发放日	132004	set:CJSH_item_jinshuding_1 image:CJSH_item_jinshuding_1_2
246	0	1	1	60~160	0~3	0	0	1	【队伍】莫斯科大公	0	0	7	2100~2200	0	0	1	前往莫斯科消灭他！	101126	set:CJSH_fuben_1 image:CJSH_fuben_1_16
247	0	0	1	75~160	0	0	0	0	【个人】军需武备	0	1	0	0	1	101|18|12|64|9|7	1	海量经验，每周一轮	123827
248	0	0	1	75~160	1	0	0	0	【个人】军需武备	0	1	0	0	1	101|18|12|64|9|7	1	海量经验，每周一轮	126128
249	0	0	1	75~160	2	0	0	0	【个人】军需武备	0	1	0	0	1	101|18|12|64|9|7	1	海量经验，每周一轮	129173
250	0	0	1	75~160	3	0	0	0	【个人】军需武备	0	1	0	0	1	101|18|12|64|9|7	1	海量经验，每周一轮	132153
251	0	0	1	70~160	0	0	0	0	【个人】战车护送	0	1	0	0	0	81|0|9|80|24|7	3	风险与经验并存	123774
252	0	0	1	70~160	1	0	0	0	【个人】战车护送	0	1	0	0	0	81|0|9|80|24|7	3	风险与经验并存	126131
253	0	0	1	70~160	2	0	0	0	【个人】战车护送	0	1	0	0	0	81|0|9|80|24|7	3	风险与经验并存	129073
254	0	0	1	70~160	3	0	0	0	【个人】战车护送	0	1	0	0	0	81|0|9|80|24|7	3	风险与经验并存	132157
255	0	1	1	1~160	0	0	0	0	【挑战赛】囚龙岛	9	1	17~23	0	0	0	0	拭目以待，囚龙岛之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_7
256	0	1	1	1~160	0	0	0	0	【挑战赛】玫瑰	9	1	24~30	0	0	0	0	展现浪漫的平台	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_12
257	0	1	1	1~160	0	0	0	0	【挑战赛】和氏璧	10	1	1~7	0	0	0	0	拭目以待，和氏璧之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_8
258	0	1	1	1~160	0	0	0	0	【挑战赛】小喇叭	10	1	8~14	0	0	0	0	表现自我，尽展风采	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
259	0	1	1	1~160	0	0	0	0	【挑战赛】赤血号	10	1	15~21	0	0	0	0	拭目以待，赤血号之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_6
260	0	1	1	1~160	0	0	0	0	【挑战赛】放烟花	10	1	22~28	0	0	0	0	绚丽烟花，五彩缤纷	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_15
261	0	1	1	1~160	0	0	0	0	【挑战赛】祝家庄	10	1	29~31	0	0	0	0	拭目以待，祝家庄之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_9
262	0	1	1	1~160	0	0	0	0	【挑战赛】祝家庄	11	1	1~4	0	0	0	0	拭目以待，祝家庄之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_9
263	0	1	1	1~160	0	0	0	0	【挑战赛】战场等级	11	1	5~11	0	0	0	0	拭目以待，战场之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_11
264	0	1	1	1~160	0	0	0	0	【挑战赛】夏王墓	11	1	12~18	0	0	0	0	拭目以待，夏王墓之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_6
265	0	1	1	1~160	0	0	0	0	【挑战赛】杀敌	11	1	19~25	0	0	0	0	国家的英雄，在世战神	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_10
266	0	1	1	1~160	0	0	0	0	【挑战赛】印度河	11	1	26~30	0	0	0	0	拭目以待，印度河之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_13
267	0	1	1	1~160	0	0	0	0	【挑战赛】印度河	12	1	1~2	0	0	0	0	拭目以待，印度河之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_13
268	0	1	1	1~160	0	0	0	0	【挑战赛】智力竞赛	12	1	3~9	0	0	0	0	比拼才智的平台	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
269	0	1	1	1~160	0	0	0	0	【挑战赛】轮回台	12	1	10~16	0	0	0	0	拭目以待，轮回台之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_5
270	0	1	1	1~160	0	0	0	0	【挑战赛】屠龙	12	1	17~23	0	0	0	0	屠龙勇士，万人敬仰	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_13
271	0	1	1	1~160	0	0	0	0	【挑战赛】大教堂	12	1	24~30	0	0	0	0	拭目以待，大教堂之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
272	0	1	1	1~160	0	0	0	0	【挑战赛】神龙宝藏	12	1	31	0	0	0	0	拭目以待，神龙宝藏之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_16
273	0	1	1	1~160	0	0	0	0	【挑战赛】神龙宝藏	1	1	1~6	0	0	0	0	拭目以待，神龙宝藏之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_16
274	0	1	1	1~160	0	0	0	0	【挑战赛】囚龙岛	1	1	7~13	0	0	0	0	拭目以待，囚龙岛之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_7
275	0	1	1	1~160	0	0	0	0	【挑战赛】玫瑰	1	1	14~20	0	0	0	0	展现浪漫的平台	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_12
276	0	1	1	1~160	0	0	0	0	【挑战赛】和氏璧	1	1	21~27	0	0	0	0	拭目以待，和氏璧之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_8
277	0	1	1	1~160	0	0	0	0	【挑战赛】小喇叭	1	1	28~31	0	0	0	0	表现自我，尽展风采	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
278	0	1	1	1~160	0	0	0	0	【挑战赛】小喇叭	2	1	1~3	0	0	0	0	表现自我，尽展风采	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
279	0	1	1	1~160	0	0	0	0	【挑战赛】赤血号	2	1	4~10	0	0	0	0	拭目以待，赤血号之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_6
280	0	1	1	1~160	0	0	0	0	【挑战赛】放烟花	2	1	11~17	0	0	0	0	绚丽烟花，五彩缤纷	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_15
281	0	1	1	1~160	0	0	0	0	【挑战赛】祝家庄	2	1	18~24	0	0	0	0	拭目以待，祝家庄之王	123831	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_9
282	0	1	1	1~160	1	0	0	0	【挑战赛】囚龙岛	9	1	17~23	0	0	0	0	拭目以待，囚龙岛之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_7
283	0	1	1	1~160	1	0	0	0	【挑战赛】玫瑰	9	1	24~30	0	0	0	0	展现浪漫的平台	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_12
284	0	1	1	1~160	1	0	0	0	【挑战赛】和氏璧	10	1	1~7	0	0	0	0	拭目以待，和氏璧之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_8
285	0	1	1	1~160	1	0	0	0	【挑战赛】小喇叭	10	1	8~14	0	0	0	0	表现自我，尽展风采	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
286	0	1	1	1~160	1	0	0	0	【挑战赛】赤血号	10	1	15~21	0	0	0	0	拭目以待，赤血号之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_6
287	0	1	1	1~160	1	0	0	0	【挑战赛】放烟花	10	1	22~28	0	0	0	0	绚丽烟花，五彩缤纷	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_15
288	0	1	1	1~160	1	0	0	0	【挑战赛】祝家庄	10	1	29~31	0	0	0	0	拭目以待，祝家庄之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_9
289	0	1	1	1~160	1	0	0	0	【挑战赛】祝家庄	11	1	1~4	0	0	0	0	拭目以待，祝家庄之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_9
290	0	1	1	1~160	1	0	0	0	【挑战赛】战场等级	11	1	5~11	0	0	0	0	拭目以待，战场之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_11
291	0	1	1	1~160	1	0	0	0	【挑战赛】夏王墓	11	1	12~18	0	0	0	0	拭目以待，夏王墓之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_6
292	0	1	1	1~160	1	0	0	0	【挑战赛】杀敌	11	1	19~25	0	0	0	0	国家的英雄，在世战神	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_10
293	0	1	1	1~160	1	0	0	0	【挑战赛】印度河	11	1	26~30	0	0	0	0	拭目以待，印度河之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_13
294	0	1	1	1~160	1	0	0	0	【挑战赛】印度河	12	1	1~2	0	0	0	0	拭目以待，印度河之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_13
295	0	1	1	1~160	1	0	0	0	【挑战赛】智力竞赛	12	1	3~9	0	0	0	0	比拼才智的平台	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
296	0	1	1	1~160	1	0	0	0	【挑战赛】轮回台	12	1	10~16	0	0	0	0	拭目以待，轮回台之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_5
297	0	1	1	1~160	1	0	0	0	【挑战赛】屠龙	12	1	17~23	0	0	0	0	屠龙勇士，万人敬仰	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_13
298	0	1	1	1~160	1	0	0	0	【挑战赛】大教堂	12	1	24~30	0	0	0	0	拭目以待，大教堂之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
299	0	1	1	1~160	1	0	0	0	【挑战赛】神龙宝藏	12	1	31	0	0	0	0	拭目以待，神龙宝藏之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_16
300	0	1	1	1~160	1	0	0	0	【挑战赛】神龙宝藏	1	1	1~6	0	0	0	0	拭目以待，神龙宝藏之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_16
301	0	1	1	1~160	1	0	0	0	【挑战赛】囚龙岛	1	1	7~13	0	0	0	0	拭目以待，囚龙岛之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_7
302	0	1	1	1~160	1	0	0	0	【挑战赛】玫瑰	1	1	14~20	0	0	0	0	展现浪漫的平台	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_12
303	0	1	1	1~160	1	0	0	0	【挑战赛】和氏璧	1	1	21~27	0	0	0	0	拭目以待，和氏璧之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_8
304	0	1	1	1~160	1	0	0	0	【挑战赛】小喇叭	1	1	28~31	0	0	0	0	表现自我，尽展风采	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
305	0	1	1	1~160	1	0	0	0	【挑战赛】小喇叭	2	1	1~3	0	0	0	0	表现自我，尽展风采	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
306	0	1	1	1~160	1	0	0	0	【挑战赛】赤血号	2	1	4~10	0	0	0	0	拭目以待，赤血号之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_6
307	0	1	1	1~160	1	0	0	0	【挑战赛】放烟花	2	1	11~17	0	0	0	0	绚丽烟花，五彩缤纷	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_15
308	0	1	1	1~160	1	0	0	0	【挑战赛】祝家庄	2	1	18~24	0	0	0	0	拭目以待，祝家庄之王	126070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_9
309	0	1	1	1~160	2	0	0	0	【挑战赛】囚龙岛	9	1	17~23	0	0	0	0	拭目以待，囚龙岛之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_7
310	0	1	1	1~160	2	0	0	0	【挑战赛】玫瑰	9	1	24~30	0	0	0	0	展现浪漫的平台	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_12
311	0	1	1	1~160	2	0	0	0	【挑战赛】和氏璧	10	1	1~7	0	0	0	0	拭目以待，和氏璧之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_8
312	0	1	1	1~160	2	0	0	0	【挑战赛】小喇叭	10	1	8~14	0	0	0	0	表现自我，尽展风采	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
313	0	1	1	1~160	2	0	0	0	【挑战赛】赤血号	10	1	15~21	0	0	0	0	拭目以待，赤血号之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_6
314	0	1	1	1~160	2	0	0	0	【挑战赛】放烟花	10	1	22~28	0	0	0	0	绚丽烟花，五彩缤纷	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_15
315	0	1	1	1~160	2	0	0	0	【挑战赛】祝家庄	10	1	29~31	0	0	0	0	拭目以待，祝家庄之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_9
316	0	1	1	1~160	2	0	0	0	【挑战赛】祝家庄	11	1	1~4	0	0	0	0	拭目以待，祝家庄之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_9
317	0	1	1	1~160	2	0	0	0	【挑战赛】战场等级	11	1	5~11	0	0	0	0	拭目以待，战场之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_11
318	0	1	1	1~160	2	0	0	0	【挑战赛】夏王墓	11	1	12~18	0	0	0	0	拭目以待，夏王墓之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_6
319	0	1	1	1~160	2	0	0	0	【挑战赛】杀敌	11	1	19~25	0	0	0	0	国家的英雄，在世战神	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_10
320	0	1	1	1~160	2	0	0	0	【挑战赛】印度河	11	1	26~30	0	0	0	0	拭目以待，印度河之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_13
321	0	1	1	1~160	2	0	0	0	【挑战赛】印度河	12	1	1~2	0	0	0	0	拭目以待，印度河之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_13
322	0	1	1	1~160	2	0	0	0	【挑战赛】智力竞赛	12	1	3~9	0	0	0	0	比拼才智的平台	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
323	0	1	1	1~160	2	0	0	0	【挑战赛】轮回台	12	1	10~16	0	0	0	0	拭目以待，轮回台之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_5
324	0	1	1	1~160	2	0	0	0	【挑战赛】屠龙	12	1	17~23	0	0	0	0	屠龙勇士，万人敬仰	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_13
325	0	1	1	1~160	2	0	0	0	【挑战赛】大教堂	12	1	24~30	0	0	0	0	拭目以待，大教堂之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
326	0	1	1	1~160	2	0	0	0	【挑战赛】神龙宝藏	12	1	31	0	0	0	0	拭目以待，神龙宝藏之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_16
327	0	1	1	1~160	2	0	0	0	【挑战赛】神龙宝藏	1	1	1~6	0	0	0	0	拭目以待，神龙宝藏之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_16
328	0	1	1	1~160	2	0	0	0	【挑战赛】囚龙岛	1	1	7~13	0	0	0	0	拭目以待，囚龙岛之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_7
329	0	1	1	1~160	2	0	0	0	【挑战赛】玫瑰	1	1	14~20	0	0	0	0	展现浪漫的平台	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_12
330	0	1	1	1~160	2	0	0	0	【挑战赛】和氏璧	1	1	21~27	0	0	0	0	拭目以待，和氏璧之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_8
331	0	1	1	1~160	2	0	0	0	【挑战赛】小喇叭	1	1	28~31	0	0	0	0	表现自我，尽展风采	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
332	0	1	1	1~160	2	0	0	0	【挑战赛】小喇叭	2	1	1~3	0	0	0	0	表现自我，尽展风采	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
333	0	1	1	1~160	2	0	0	0	【挑战赛】赤血号	2	1	4~10	0	0	0	0	拭目以待，赤血号之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_6
334	0	1	1	1~160	2	0	0	0	【挑战赛】放烟花	2	1	11~17	0	0	0	0	绚丽烟花，五彩缤纷	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_15
