NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	NUM	NUM	TEXT	TEXT	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	NUM	NUM	NUM	FLOAT	NUM	TEXT	TEXT	NUM	NUM	NUM	CNC	NUM	NUM	NUM	TEXT	NUM	TEXT	NUM	NUM	NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	FLOAT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	NUM	NUM	NUM	FLOAT	NUM
2206	-1	7秒	武士技能	#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕2.2秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕2.4秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕2.6秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕2.8秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕3秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕3.2秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕3.4秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕3.6秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕3.8秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕4秒，并回复20点的怒气|		CJSH_skill_player_1_2	0	1	30000	-1	-1	0	0	1	1	1	0	1	0	2	9		100	0	0	0	1	3	0	16	-1	0	0	0	1	|生效一次的附加效果1	-1	1	-1	-1			3	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	2000	1	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	5	100	0	-1	-1	瞬移效果	13106	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	
2207	-1	8秒	武士技能	#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕2.2秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕2.4秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕2.6秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕2.8秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕3秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕3.2秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕3.4秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕3.6秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕3.8秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕4秒，并回复20点的怒气|		CJSH_skill_player_1_2	0	1	30000	-1	-1	0	0	1	1	1	0	1	0	2	9		100	0	0	0	1	3	0	16	-1	0	0	0	1	|生效一次的附加效果1	-1	1	-1	-1			3	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	2000	1	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	5	100	0	-1	-1	瞬移效果	13107	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	
2208	-1	9秒	武士技能	#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕2.2秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕2.4秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕2.6秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕2.8秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕3秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕3.2秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕3.4秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕3.6秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕3.8秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕4秒，并回复20点的怒气|		CJSH_skill_player_1_2	0	1	30000	-1	-1	0	0	1	1	1	0	1	0	2	9		100	0	0	0	1	3	0	16	-1	0	0	0	1	|生效一次的附加效果1	-1	1	-1	-1			3	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	2000	1	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	5	100	0	-1	-1	瞬移效果	13108	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	
2209	-1	10秒	武士技能	#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕2.2秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕2.4秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕2.6秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕2.8秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕3秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕3.2秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕3.4秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕3.6秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕3.8秒，并回复20点的怒气|#cF9BA11驱散自身所有负面效果，瞬间冲至目标身边，令目标眩晕4秒，并回复20点的怒气|		CJSH_skill_player_1_2	0	1	30000	-1	-1	0	0	1	1	1	0	1	0	2	9		100	0	0	0	1	3	0	16	-1	0	0	0	1	|生效一次的附加效果1	-1	1	-1	-1			3	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	2000	1	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	5	100	0	-1	-1	瞬移效果	13109	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	
#	单体眩晕	30秒远程																																																																		2000																			-1																													-1	
2210	-1	1秒	骑射技能	#cF9BA11对目标造成180%远攻伤害|#cF9BA11对目标造成190%远攻伤害|#cF9BA11对目标造成200%远攻伤害|#cF9BA11对目标造成210%远攻伤害|#cF9BA11对目标造成220%远攻伤害|#cF9BA11对目标造成230%远攻伤害|#cF9BA11对目标造成240%远攻伤害|#cF9BA11对目标造成250%远攻伤害|#cF9BA11对目标造成260%远攻伤害|#cF9BA11对目标造成270%远攻伤害|		CJSH_skill_player_3_1	0	1	30000	-1	-1	0	1	1	1	1	0	1	0	2	10		103	0	0	0	1	0	0	16	-1	0	0	0	1	|生效一次的附加效果1	13100	-1	-1	-1			0	-1		12	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	2000	-1	0|0|0|0|0	0	5	2000	1	-1	0	-1	-1	1	-1	360	1	-1	0	300	1	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	
2211	-1	2秒	骑射技能	#cF9BA11对目标造成180%远攻伤害|#cF9BA11对目标造成190%远攻伤害|#cF9BA11对目标造成200%远攻伤害|#cF9BA11对目标造成210%远攻伤害|#cF9BA11对目标造成220%远攻伤害|#cF9BA11对目标造成230%远攻伤害|#cF9BA11对目标造成240%远攻伤害|#cF9BA11对目标造成250%远攻伤害|#cF9BA11对目标造成260%远攻伤害|#cF9BA11对目标造成270%远攻伤害|		CJSH_skill_player_3_1	0	1	30000	-1	-1	0	1	1	1	1	0	1	0	2	10		103	0	0	0	1	0	0	16	-1	0	0	0	1	|生效一次的附加效果1	13101	-1	-1	-1			0	-1		12	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	2000	-1	0|0|0|0|0	0	5	2000	1	-1	0	-1	-1	1	-1	360	1	-1	0	300	1	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	
2212	-1	3秒	骑射技能	#cF9BA11对目标造成180%远攻伤害|#cF9BA11对目标造成190%远攻伤害|#cF9BA11对目标造成200%远攻伤害|#cF9BA11对目标造成210%远攻伤害|#cF9BA11对目标造成220%远攻伤害|#cF9BA11对目标造成230%远攻伤害|#cF9BA11对目标造成240%远攻伤害|#cF9BA11对目标造成250%远攻伤害|#cF9BA11对目标造成260%远攻伤害|#cF9BA11对目标造成270%远攻伤害|		CJSH_skill_player_3_1	0	1	30000	-1	-1	0	1	1	1	1	0	1	0	2	10		103	0	0	0	1	0	0	16	-1	0	0	0	1	|生效一次的附加效果1	13102	-1	-1	-1			0	-1		12	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	2000	-1	0|0|0|0|0	0	5	2000	1	-1	0	-1	-1	1	-1	360	1	-1	0	300	1	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	
2213	-1	4秒	骑射技能	#cF9BA11对目标造成180%远攻伤害|#cF9BA11对目标造成190%远攻伤害|#cF9BA11对目标造成200%远攻伤害|#cF9BA11对目标造成210%远攻伤害|#cF9BA11对目标造成220%远攻伤害|#cF9BA11对目标造成230%远攻伤害|#cF9BA11对目标造成240%远攻伤害|#cF9BA11对目标造成250%远攻伤害|#cF9BA11对目标造成260%远攻伤害|#cF9BA11对目标造成270%远攻伤害|		CJSH_skill_player_3_1	0	1	30000	-1	-1	0	1	1	1	1	0	1	0	2	10		103	0	0	0	1	0	0	16	-1	0	0	0	1	|生效一次的附加效果1	13103	-1	-1	-1			0	-1		12	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	2000	-1	0|0|0|0|0	0	5	2000	1	-1	0	-1	-1	1	-1	360	1	-1	0	300	1	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	
2214	-1	5秒	骑射技能	#cF9BA11对目标造成180%远攻伤害|#cF9BA11对目标造成190%远攻伤害|#cF9BA11对目标造成200%远攻伤害|#cF9BA11对目标造成210%远攻伤害|#cF9BA11对目标造成220%远攻伤害|#cF9BA11对目标造成230%远攻伤害|#cF9BA11对目标造成240%远攻伤害|#cF9BA11对目标造成250%远攻伤害|#cF9BA11对目标造成260%远攻伤害|#cF9BA11对目标造成270%远攻伤害|		CJSH_skill_player_3_1	0	1	30000	-1	-1	0	1	1	1	1	0	1	0	2	10		103	0	0	0	1	0	0	16	-1	0	0	0	1	|生效一次的附加效果1	13104	-1	-1	-1			0	-1		12	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	2000	-1	0|0|0|0|0	0	5	2000	1	-1	0	-1	-1	1	-1	360	1	-1	0	300	1	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	
2215	-1	6秒	骑射技能	#cF9BA11对目标造成180%远攻伤害|#cF9BA11对目标造成190%远攻伤害|#cF9BA11对目标造成200%远攻伤害|#cF9BA11对目标造成210%远攻伤害|#cF9BA11对目标造成220%远攻伤害|#cF9BA11对目标造成230%远攻伤害|#cF9BA11对目标造成240%远攻伤害|#cF9BA11对目标造成250%远攻伤害|#cF9BA11对目标造成260%远攻伤害|#cF9BA11对目标造成270%远攻伤害|		CJSH_skill_player_3_1	0	1	30000	-1	-1	0	1	1	1	1	0	1	0	2	10		103	0	0	0	1	0	0	16	-1	0	0	0	1	|生效一次的附加效果1	13105	-1	-1	-1			0	-1		12	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	2000	-1	0|0|0|0|0	0	5	2000	1	-1	0	-1	-1	1	-1	360	1	-1	0	300	1	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	
2216	-1	7秒	骑射技能	#cF9BA11对目标造成180%远攻伤害|#cF9BA11对目标造成190%远攻伤害|#cF9BA11对目标造成200%远攻伤害|#cF9BA11对目标造成210%远攻伤害|#cF9BA11对目标造成220%远攻伤害|#cF9BA11对目标造成230%远攻伤害|#cF9BA11对目标造成240%远攻伤害|#cF9BA11对目标造成250%远攻伤害|#cF9BA11对目标造成260%远攻伤害|#cF9BA11对目标造成270%远攻伤害|		CJSH_skill_player_3_1	0	1	30000	-1	-1	0	1	1	1	1	0	1	0	2	10		103	0	0	0	1	0	0	16	-1	0	0	0	1	|生效一次的附加效果1	13106	-1	-1	-1			0	-1		12	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	2000	-1	0|0|0|0|0	0	5	2000	1	-1	0	-1	-1	1	-1	360	1	-1	0	300	1	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	
2217	-1	8秒	骑射技能	#cF9BA11对目标造成180%远攻伤害|#cF9BA11对目标造成190%远攻伤害|#cF9BA11对目标造成200%远攻伤害|#cF9BA11对目标造成210%远攻伤害|#cF9BA11对目标造成220%远攻伤害|#cF9BA11对目标造成230%远攻伤害|#cF9BA11对目标造成240%远攻伤害|#cF9BA11对目标造成250%远攻伤害|#cF9BA11对目标造成260%远攻伤害|#cF9BA11对目标造成270%远攻伤害|		CJSH_skill_player_3_1	0	1	30000	-1	-1	0	1	1	1	1	0	1	0	2	10		103	0	0	0	1	0	0	16	-1	0	0	0	1	|生效一次的附加效果1	13107	-1	-1	-1			0	-1		12	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	2000	-1	0|0|0|0|0	0	5	2000	1	-1	0	-1	-1	1	-1	360	1	-1	0	300	1	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	
2218	-1	9秒	骑射技能	#cF9BA11对目标造成180%远攻伤害|#cF9BA11对目标造成190%远攻伤害|#cF9BA11对目标造成200%远攻伤害|#cF9BA11对目标造成210%远攻伤害|#cF9BA11对目标造成220%远攻伤害|#cF9BA11对目标造成230%远攻伤害|#cF9BA11对目标造成240%远攻伤害|#cF9BA11对目标造成250%远攻伤害|#cF9BA11对目标造成260%远攻伤害|#cF9BA11对目标造成270%远攻伤害|		CJSH_skill_player_3_1	0	1	30000	-1	-1	0	1	1	1	1	0	1	0	2	10		103	0	0	0	1	0	0	16	-1	0	0	0	1	|生效一次的附加效果1	13108	-1	-1	-1			0	-1		12	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	2000	-1	0|0|0|0|0	0	5	2000	1	-1	0	-1	-1	1	-1	360	1	-1	0	300	1	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	
2219	-1	10秒	骑射技能	#cF9BA11对目标造成180%远攻伤害|#cF9BA11对目标造成190%远攻伤害|#cF9BA11对目标造成200%远攻伤害|#cF9BA11对目标造成210%远攻伤害|#cF9BA11对目标造成220%远攻伤害|#cF9BA11对目标造成230%远攻伤害|#cF9BA11对目标造成240%远攻伤害|#cF9BA11对目标造成250%远攻伤害|#cF9BA11对目标造成260%远攻伤害|#cF9BA11对目标造成270%远攻伤害|		CJSH_skill_player_3_1	0	1	30000	-1	-1	0	1	1	1	1	0	1	0	2	10		103	0	0	0	1	0	0	16	-1	0	0	0	1	|生效一次的附加效果1	13109	-1	-1	-1			0	-1		12	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	2000	-1	0|0|0|0|0	0	5	2000	1	-1	0	-1	-1	1	-1	360	1	-1	0	300	1	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	
#	单体聚气眩晕	30秒远程																																																																		2000																			-1																													-1	
2220	-1	1秒	先知技能	#cF9BA11对目标造成310%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成320%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成330%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成340%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成350%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成360%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成370%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成380%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成390%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成400%魔攻伤害，如果目标被禁锢则伤害加深20%|		CJSH_skill_player_4_4	0	1	30000	5000	-1	52	-40	1	1	1	0	1	0	0	11	109	103	0	0	0	1	0	0	16	-1	0	0	10	1	|生效一次的附加效果1	13100	-1	-1	-1			0	-1		16	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	2000	-1	0|0|0|0|0	0	5	2000	1	-1	0	-1	-1	1	-1	360	1	-1	0	300	0	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	
2221	-1	2秒	先知技能	#cF9BA11对目标造成310%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成320%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成330%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成340%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成350%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成360%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成370%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成380%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成390%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成400%魔攻伤害，如果目标被禁锢则伤害加深20%|		CJSH_skill_player_4_4	0	1	30000	5000	-1	52	-40	1	1	1	0	1	0	0	11	109	103	0	0	0	1	0	0	16	-1	0	0	10	1	|生效一次的附加效果1	13101	-1	-1	-1			0	-1		16	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	2000	-1	0|0|0|0|0	0	5	2000	1	-1	0	-1	-1	1	-1	360	1	-1	0	300	0	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	
2222	-1	3秒	先知技能	#cF9BA11对目标造成310%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成320%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成330%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成340%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成350%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成360%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成370%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成380%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成390%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成400%魔攻伤害，如果目标被禁锢则伤害加深20%|		CJSH_skill_player_4_4	0	1	30000	5000	-1	52	-40	1	1	1	0	1	0	0	11	109	103	0	0	0	1	0	0	16	-1	0	0	10	1	|生效一次的附加效果1	13102	-1	-1	-1			0	-1		16	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	2000	-1	0|0|0|0|0	0	5	2000	1	-1	0	-1	-1	1	-1	360	1	-1	0	300	0	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	
2223	-1	4秒	先知技能	#cF9BA11对目标造成310%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成320%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成330%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成340%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成350%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成360%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成370%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成380%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成390%魔攻伤害，如果目标被禁锢则伤害加深20%|#cF9BA11对目标造成400%魔攻伤害，如果目标被禁锢则伤害加深20%|		CJSH_skill_player_4_4	0	1	30000	5000	-1	52	-40	1	1	1	0	1	0	0	11	109	103	0	0	0	1	0	0	16	-1	0	0	10	1	|生效一次的附加效果1	13103	-1	-1	-1			0	-1		16	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	2000	-1	0|0|0|0|0	0	5	2000	1	-1	0	-1	-1	1	-1	360	1	-1	0	300	0	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1	
