NUM	NUM	NUM	NUM	NUM
10269014	1	7000	0	0
10269015	1	7000	0	0
10269016	1	7000	0	0
10269017	1	7000	0	0
10269018	1	9800	0	0
10269019	1	9800	0	0
10269020	1	9800	0	0
10269021	1	9800	0	0
10269022	1	9800	0	0
10269023	1	9800	0	0
10269024	1	9800	0	0
10269025	1	9800	0	0
10269026	1	9800	0	0
10269027	1	9800	0	0
10269028	1	9800	0	0
10269029	1	9800	0	0
10269030	1	9800	0	0
10269031	1	9800	0	0
10269032	1	9800	0	0
10269033	1	9800	0	0
10269034	1	9800	0	0
10269035	1	9800	0	0
10269100	1	10000	0	0
10269101	1	10000	0	0
10269102	1	10000	0	0
10269103	1	10000	0	0
10269104	1	10000	0	0
10269105	1	10000	0	0
10269106	1	10000	0	0
10269107	1	10000	0	0
10269108	1	10000	0	0
10269109	1	10000	0	0
10269110	1	10000	0	0
10269111	1	10000	0	0
10269112	1	10000	0	0
10269113	1	10000	0	0
10269114	1	10000	0	0
10269115	1	10000	0	0
10269116	1	10000	0	0
10269117	1	10000	0	0
10269118	1	14000	0	0
10269119	1	14000	0	0
10269120	1	14000	0	0
10269121	1	14000	0	0
10269122	1	14000	0	0
10269123	1	14000	0	0
10269124	1	14000	0	0
10269125	1	14000	0	0
10269126	1	14000	0	0
10269127	1	14000	0	0
10269128	1	14000	0	0
10269129	1	14000	0	0
10269130	1	14000	0	0
10269131	1	14000	0	0
10269132	1	14000	0	0
10269133	1	14000	0	0
10269134	1	14000	0	0
10269135	1	14000	0	0
10269218	1	8400	0	0
10269219	1	28000	0	0
10269220	1	102900	0	0
10269221	1	157500	0	0
10269222	1	8400	0	0
10269223	1	28000	0	0
10269224	1	102900	0	0
10269225	1	157500	0	0
10269226	1	8400	0	0
10269227	1	28000	0	0
10269228	1	102900	0	0
10269229	1	157500	0	0
10269230	1	8400	0	0
10269231	1	28000	0	0
10269232	1	102900	0	0
10269233	1	157500	0	0
10269234	1	8400	0	0
10269235	1	28000	0	0
10269236	1	102900	0	0
10269237	1	157500	0	0
10269238	1	8400	0	0
10269239	1	28000	0	0
10269240	1	102900	0	0
10269241	1	157500	0	0
10269278	1	42000	0	0
10269279	1	42000	0	0
10269280	1	42000	0	0
10269281	1	42000	0	0
10269282	1	42000	0	0
10269283	1	42000	0	0
10269284	10	350	0	0
10269285	10	350	0	0
10269286	10	350	0	0
10269287	10	350	0	0
10269288	10	350	0	0
10269289	10	350	0	0
10269290	10	1365	0	0
10269291	10	1365	0	0
10269292	10	1365	0	0
10269293	10	1365	0	0
10269294	10	1365	0	0
10269295	10	1365	0	0
10269296	1	12000	0	0
10269297	1	40000	0	0
10269298	1	147000	0	0
10269299	1	60000	0	0
10269300	10	500	0	0
10269301	1	12000	0	0
10269302	1	40000	0	0
10269303	1	147000	0	0
10269304	1	60000	0	0
10269305	10	500	0	0
10269306	1	12000	0	0
10269307	1	40000	0	0
10269308	1	147000	0	0
10269309	1	60000	0	0
10269310	10	500	0	0
10269311	1	12000	0	0
10269312	1	40000	0	0
10269313	1	147000	0	0
10269314	1	60000	0	0
10269315	10	500	0	0
10269316	1	12000	0	0
10269317	1	40000	0	0
10269318	1	147000	0	0
10269319	1	60000	0	0
10269320	10	500	0	0
10269321	1	12000	0	0
10269322	1	40000	0	0
10269323	1	147000	0	0
10269324	1	60000	0	0
10269325	10	500	0	0
10269326	1	225000	0	0
10269327	1	225000	0	0
10269328	1	225000	0	0
10269329	1	225000	0	0
10269330	1	225000	0	0
10269331	1	225000	0	0
10269332	10	1950	0	0
10269333	10	1950	0	0
10269334	10	1950	0	0
10269335	10	1950	0	0
10269336	10	1950	0	0
10269337	10	1950	0	0
10269338	1	7000	0	0
10269339	1	7000	0	0
10269340	1	7000	0	0
10269341	1	7000	0	0
10269342	1	7000	0	0
10269343	1	7000	0	0
10269344	1	7000	0	0
10269345	1	7000	0	0
10269346	1	7000	0	0
10269347	1	7000	0	0
10269348	1	7000	0	0
10269349	1	7000	0	0
10269350	1	7000	0	0
10269351	1	7000	0	0
10269352	1	7000	0	0
10269353	1	7000	0	0
10269354	1	7000	0	0
10269355	1	7000	0	0
10269356	1	9800	0	0
10269357	1	9800	0	0
10269358	1	9800	0	0
10269359	1	9800	0	0
10269360	1	9800	0	0
10269361	1	9800	0	0
10269362	1	9800	0	0
10269363	1	9800	0	0
10269364	1	9800	0	0
10269365	1	9800	0	0
10269366	1	9800	0	0
10269367	1	9800	0	0
10269368	1	9800	0	0
10269369	1	9800	0	0
10269370	1	9800	0	0
10269371	1	9800	0	0
10269372	1	9800	0	0
10269373	1	9800	0	0
10269374	1	10000	0	0
10269375	1	10000	0	0
10269376	1	10000	0	0
10269377	1	10000	0	0
10269378	1	10000	0	0
10269379	1	10000	0	0
10269380	1	10000	0	0
10269381	1	10000	0	0
10269382	1	10000	0	0
10269383	1	10000	0	0
10269384	1	10000	0	0
10269385	1	10000	0	0
10269386	1	10000	0	0
10269387	1	10000	0	0
10269388	1	10000	0	0
10269389	1	10000	0	0
10269390	1	10000	0	0
10269391	1	10000	0	0
10269392	1	14000	0	0
10269393	1	14000	0	0
10269394	1	14000	0	0
10269395	1	14000	0	0
10269396	1	14000	0	0
10269397	1	14000	0	0
10269398	1	14000	0	0
10269399	1	14000	0	0
10269400	1	14000	0	0
10269401	1	14000	0	0
10269402	1	14000	0	0
10269403	1	14000	0	0
10269404	1	14000	0	0
10269405	1	14000	0	0
10269406	1	14000	0	0
10269407	1	14000	0	0
10269408	1	14000	0	0
10269409	1	14000	0	0
10269500	1	210000	0	0
10269501	1	210000	0	0
10269502	1	210000	0	0
10269503	1	210000	0	0
10269504	1	210000	0	0
10269505	1	210000	0	0
10269506	1	210000	0	0
10269507	1	210000	0	0
10269508	1	210000	0	0
10269509	1	210000	0	0
10269510	1	210000	0	0
10269511	1	210000	0	0
10269512	10	2730	0	0
10269513	10	2730	0	0
10269514	10	2730	0	0
10269515	10	2730	0	0
10269516	10	2730	0	0
10269517	10	2730	0	0
10269518	10	2730	0	0
10269519	10	2730	0	0
10269520	10	2730	0	0
10269521	10	2730	0	0
10269522	10	2730	0	0
10269523	10	2730	0	0
10269524	1	300000	0	0
10269525	1	300000	0	0
10269526	1	300000	0	0
10269527	1	300000	0	0
10269528	1	300000	0	0
10269529	1	300000	0	0
10269530	1	300000	0	0
10269531	1	300000	0	0
10269532	1	300000	0	0
10269533	1	300000	0	0
10269534	1	300000	0	0
10269535	1	300000	0	0
10269536	10	3900	0	0
10269537	10	3900	0	0
10269538	10	3900	0	0
10269539	10	3900	0	0
10269540	10	3900	0	0
10269541	10	3900	0	0
10269542	10	3900	0	0
10269543	10	3900	0	0
10269544	10	3900	0	0
10269545	10	3900	0	0
10269546	10	3900	0	0
10269547	10	3900	0	0
10269600	1	58800	0	0
10269601	1	58800	0	0
10269602	1	58800	0	0
10269603	1	58800	0	0
10269604	1	58800	0	0
10269605	1	58800	0	0
10269606	1	58800	0	0
10269607	1	58800	0	0
10269608	1	58800	0	0
10269609	1	58800	0	0
10269610	1	58800	0	0
10269611	1	58800	0	0
10269612	1	84000	0	0
10269613	1	84000	0	0
10269614	1	84000	0	0
10269615	1	84000	0	0
10269616	1	84000	0	0
10269617	1	84000	0	0
10269618	1	84000	0	0
10269619	1	84000	0	0
10269620	1	84000	0	0
10269621	1	84000	0	0
10269622	1	84000	0	0
10269623	1	84000	0	0
10269630	1	58800	0	0
10269631	1	58800	0	0
10269632	1	58800	0	0
10269633	1	58800	0	0
10269634	1	58800	0	0
10269635	1	58800	0	0
10269636	1	58800	0	0
10269637	1	58800	0	0
10269638	1	58800	0	0
10269639	1	58800	0	0
10269640	1	58800	0	0
10269641	1	58800	0	0
10269642	1	84000	0	0
10269643	1	84000	0	0
10269644	1	84000	0	0
10269645	1	84000	0	0
10269646	1	84000	0	0
10269647	1	84000	0	0
10269648	1	84000	0	0
10269649	1	84000	0	0
10269650	1	84000	0	0
10269651	1	84000	0	0
10269652	1	84000	0	0
10269653	1	84000	0	0
10269660	1	58800	0	0
10269661	1	58800	0	0
10269662	1	58800	0	0
10269663	1	58800	0	0
10269664	1	58800	0	0
10269665	1	58800	0	0
10269666	1	58800	0	0
10269667	1	58800	0	0
10269668	1	58800	0	0
10269669	1	58800	0	0
10269670	1	58800	0	0
10269671	1	58800	0	0
10269672	1	84000	0	0
10269673	1	84000	0	0
10269674	1	84000	0	0
10269675	1	84000	0	0
10269676	1	84000	0	0
10269677	1	84000	0	0
10269678	1	84000	0	0
10269679	1	84000	0	0
10269680	1	84000	0	0
10269681	1	84000	0	0
10269682	1	84000	0	0
10269683	1	84000	0	0
10274001	4	1960	0	0
10274002	4	5880	0	0
10274003	4	17640	0	0
10274004	4	40320	0	0
10274011	4	1960	0	0
10274012	4	5880	0	0
10274013	4	17640	0	0
10274014	4	40320	0	0
10274021	4	1960	0	0
10274022	4	5880	0	0
10274023	4	17640	0	0
10274024	4	40320	0	0
10274031	4	1960	0	0
10274032	4	5880	0	0
10274033	4	17640	0	0
10274034	4	40320	0	0
10274041	4	1960	0	0
10274042	4	5880	0	0
10274043	4	17640	0	0
10274044	4	40320	0	0
10274051	4	1960	0	0
10274052	4	5880	0	0
10274053	4	17640	0	0
10274054	4	40320	0	0
10278600	1	42000	0	0
10278610	1	42000	0	0
10278620	1	42000	0	0
10278630	1	42000	0	0
10278640	1	42000	0	0
10278650	1	42000	0	0
10278700	10	455	0	0
10278710	10	455	0	0
10278720	10	455	0	0
10278730	10	455	0	0
10278740	10	455	0	0
10278750	10	455	0	0
10278760	10	1365	0	0
10278761	10	1365	0	0
10278762	10	1365	0	0
10278763	10	1365	0	0
10278764	10	1365	0	0
10278765	10	1365	0	0
10278801	4	2800	0	0
10278802	4	8400	0	0
10278803	4	25200	0	0
10278804	1	60000	0	0
10278805	10	650	0	0
10278811	4	2800	0	0
10278812	4	8400	0	0
10278813	4	25200	0	0
10278814	1	60000	0	0
10278815	10	650	0	0
10278821	4	2800	0	0
10278822	4	8400	0	0
10278823	4	25200	0	0
10278824	1	60000	0	0
10278825	10	650	0	0
10278831	4	2800	0	0
10278832	4	8400	0	0
10278833	4	25200	0	0
10278834	1	60000	0	0
10278835	10	650	0	0
10278841	4	2800	0	0
10278842	4	8400	0	0
10278843	4	25200	0	0
10278844	1	60000	0	0
10278845	10	650	0	0
10278851	4	2800	0	0
10278852	4	8400	0	0
10278853	4	25200	0	0
10278854	1	60000	0	0
10278855	10	650	0	0
10278900	4	57600	0	0
10278901	4	57600	0	0
10278902	4	57600	0	0
10278903	4	57600	0	0
10278904	4	57600	0	0
10278905	4	57600	0	0
10278910	10	1950	0	0
10278911	10	1950	0	0
10278912	10	1950	0	0
10278913	10	1950	0	0
10278914	10	1950	0	0
10278915	10	1950	0	0
10279000	1	7000	0	0
10279001	1	7000	0	0
10279002	1	7000	0	0
10279003	1	7000	0	0
10279004	1	7000	0	0
10279005	1	7000	0	0
10279006	1	7000	0	0
10279007	1	7000	0	0
10279008	1	7000	0	0
10279009	1	7000	0	0
10279010	1	7000	0	0
10279011	1	7000	0	0
10279012	1	7000	0	0
10279013	1	7000	0	0
10279014	1	7000	0	0
10279015	1	7000	0	0
10279016	1	7000	0	0
10279017	1	7000	0	0
10279018	1	9800	0	0
10279019	1	9800	0	0
10279020	1	9800	0	0
10279021	1	9800	0	0
10279022	1	9800	0	0
10279023	1	9800	0	0
10279024	1	9800	0	0
10279025	1	9800	0	0
10279026	1	9800	0	0
10279027	1	9800	0	0
10279028	1	9800	0	0
10279029	1	9800	0	0
10279030	1	9800	0	0
10279031	1	9800	0	0
10279032	1	9800	0	0
10279033	1	9800	0	0
10279034	1	9800	0	0
10279035	1	9800	0	0
10279100	1	10000	0	0
10279101	1	10000	0	0
10279102	1	10000	0	0
10279103	1	10000	0	0
10279104	1	10000	0	0
10279105	1	10000	0	0
10279106	1	10000	0	0
10279107	1	10000	0	0
10279108	1	10000	0	0
10279109	1	10000	0	0
10279110	1	10000	0	0
10279111	1	10000	0	0
10279112	1	10000	0	0
10279113	1	10000	0	0
10279114	1	10000	0	0
10279115	1	10000	0	0
10279116	1	10000	0	0
10279117	1	10000	0	0
10279118	1	14000	0	0
10279119	1	14000	0	0
10279120	1	14000	0	0
10279121	1	14000	0	0
10279122	1	14000	0	0
10279123	1	14000	0	0
10279124	1	14000	0	0
10279125	1	14000	0	0
10279126	1	14000	0	0
10279127	1	14000	0	0
10279128	1	14000	0	0
10279129	1	14000	0	0
10279130	1	14000	0	0
10279131	1	14000	0	0
10279132	1	14000	0	0
10279133	1	14000	0	0
10279134	1	14000	0	0
10279135	1	14000	0	0
10279218	4	1960	0	0
10279219	4	5880	0	0
10279220	4	17640	0	0
10279221	4	40320	0	0
10279222	4	1960	0	0
10279223	4	5880	0	0
10279224	4	17640	0	0
10279225	4	40320	0	0
10279226	4	1960	0	0
10279227	4	5880	0	0
10279228	4	17640	0	0
10279229	4	40320	0	0
10279230	4	1960	0	0
10279231	4	5880	0	0
10279232	4	17640	0	0
10279233	4	40320	0	0
10279234	4	1960	0	0
10279235	4	5880	0	0
10279236	4	17640	0	0
10279237	4	40320	0	0
10279238	4	1960	0	0
10279239	4	5880	0	0
10279240	4	17640	0	0
10279241	4	40320	0	0
10279278	1	42000	0	0
10279279	1	42000	0	0
10279280	1	42000	0	0
10279281	1	42000	0	0
10279282	1	42000	0	0
10279283	1	42000	0	0
10279284	10	455	0	0
10279285	10	455	0	0
10279286	10	455	0	0
10279287	10	455	0	0
10279288	10	455	0	0
10279289	10	455	0	0
10279290	10	1365	0	0
10279291	10	1365	0	0
10279292	10	1365	0	0
10279293	10	1365	0	0
10279294	10	1365	0	0
10279295	10	1365	0	0
10279296	4	2800	0	0
10279297	4	8400	0	0
10279298	4	25200	0	0
10279299	1	60000	0	0
10279300	10	650	0	0
10279301	4	2800	0	0
10279302	4	8400	0	0
10279303	4	25200	0	0
10279304	1	60000	0	0
10279305	10	650	0	0
10279306	4	2800	0	0
10279307	4	8400	0	0
10279308	4	25200	0	0
10279309	1	60000	0	0
10279310	10	650	0	0
10279311	4	2800	0	0
10279312	4	8400	0	0
10279313	4	25200	0	0
10279314	1	60000	0	0
10279315	10	650	0	0
10279316	4	2800	0	0
10279317	4	8400	0	0
10279318	4	25200	0	0
10279319	1	60000	0	0
10279320	10	650	0	0
10279321	4	2800	0	0
10279322	4	8400	0	0
10279323	4	25200	0	0
10279324	1	60000	0	0
10279325	10	650	0	0
10279326	4	57600	0	0
10279327	4	57600	0	0
10279328	4	57600	0	0
10279329	4	57600	0	0
10279330	4	57600	0	0
10279331	4	57600	0	0
10279332	10	1950	0	0
10279333	10	1950	0	0
10279334	10	1950	0	0
10279335	10	1950	0	0
10279336	10	1950	0	0
10279337	10	1950	0	0
10279338	1	7000	0	0
10279339	1	7000	0	0
10279340	1	7000	0	0
10279341	1	7000	0	0
10279342	1	7000	0	0
10279343	1	7000	0	0
10279344	1	7000	0	0
10279345	1	7000	0	0
10279346	1	7000	0	0
10279347	1	7000	0	0
10279348	1	7000	0	0
10279349	1	7000	0	0
10279350	1	7000	0	0
10279351	1	7000	0	0
10279352	1	7000	0	0
10279353	1	7000	0	0
10279354	1	7000	0	0
10279355	1	7000	0	0
10279356	1	9800	0	0
10279357	1	9800	0	0
10279358	1	9800	0	0
10279359	1	9800	0	0
10279360	1	9800	0	0
10279361	1	9800	0	0
10279362	1	9800	0	0
10279363	1	9800	0	0
10279364	1	9800	0	0
10279365	1	9800	0	0
10279366	1	9800	0	0
10279367	1	9800	0	0
10279368	1	9800	0	0
10279369	1	9800	0	0
10279370	1	9800	0	0
10279371	1	9800	0	0
10279372	1	9800	0	0
10279373	1	9800	0	0
10279374	1	10000	0	0
10279375	1	10000	0	0
10279376	1	10000	0	0
10279377	1	10000	0	0
10279378	1	10000	0	0
10279379	1	10000	0	0
10279380	1	10000	0	0
10279381	1	10000	0	0
10279382	1	10000	0	0
10279383	1	10000	0	0
10279384	1	10000	0	0
10279385	1	10000	0	0
10279386	1	10000	0	0
10279387	1	10000	0	0
10279388	1	10000	0	0
10279389	1	10000	0	0
10279390	1	10000	0	0
10279391	1	10000	0	0
10279392	1	14000	0	0
10279393	1	14000	0	0
10279394	1	14000	0	0
10279395	1	14000	0	0
10279396	1	14000	0	0
10279397	1	14000	0	0
10279398	1	14000	0	0
10279399	1	14000	0	0
10279400	1	14000	0	0
10279401	1	14000	0	0
10279402	1	14000	0	0
10279403	1	14000	0	0
10279404	1	14000	0	0
10279405	1	14000	0	0
10279406	1	14000	0	0
10279407	1	14000	0	0
10279408	1	14000	0	0
10279409	1	14000	0	0
10279500	4	80640	0	0
10279501	4	80640	0	0
10279502	4	80640	0	0
10279503	4	80640	0	0
10279504	4	80640	0	0
10279505	4	80640	0	0
10279506	4	80640	0	0
10279507	4	80640	0	0
10279508	4	80640	0	0
10279509	4	80640	0	0
10279510	4	80640	0	0
10279511	4	80640	0	0
10279512	10	2730	0	0
10279513	10	2730	0	0
10279514	10	2730	0	0
10279515	10	2730	0	0
10279516	10	2730	0	0
10279517	10	2730	0	0
10279518	10	2730	0	0
10279519	10	2730	0	0
10279520	10	2730	0	0
10279521	10	2730	0	0
10279522	10	2730	0	0
10279523	10	2730	0	0
10279524	4	115200	0	0
10279525	4	115200	0	0
10279526	4	115200	0	0
10279527	4	115200	0	0
10279528	4	115200	0	0
10279529	4	115200	0	0
10279530	4	115200	0	0
10279531	4	115200	0	0
10279532	4	115200	0	0
10279533	4	115200	0	0
10279534	4	115200	0	0
10279535	4	115200	0	0
10279536	10	3900	0	0
10279537	10	3900	0	0
10279538	10	3900	0	0
10279539	10	3900	0	0
10279540	10	3900	0	0
10279541	10	3900	0	0
10279542	10	3900	0	0
10279543	10	3900	0	0
10279544	10	3900	0	0
10279545	10	3900	0	0
10279546	10	3900	0	0
10279547	10	3900	0	0
10279600	1	50400	0	0
10279601	1	50400	0	0
10279602	1	50400	0	0
10279603	1	50400	0	0
10279604	1	50400	0	0
10279605	1	50400	0	0
10279606	1	50400	0	0
10279607	1	50400	0	0
10279608	1	50400	0	0
10279609	1	50400	0	0
10279610	1	50400	0	0
10279611	1	50400	0	0
10279612	1	72000	0	0
10279613	1	72000	0	0
10279614	1	72000	0	0
10279615	1	72000	0	0
10279616	1	72000	0	0
10279617	1	72000	0	0
10279618	1	72000	0	0
10279619	1	72000	0	0
10279620	1	72000	0	0
10279621	1	72000	0	0
10279622	1	72000	0	0
10279623	1	72000	0	0
10279630	1	50400	0	0
10279631	1	50400	0	0
10279632	1	50400	0	0
10279633	1	50400	0	0
10279634	1	50400	0	0
10279635	1	50400	0	0
10279636	1	50400	0	0
10279637	1	50400	0	0
10279638	1	50400	0	0
10279639	1	50400	0	0
10279640	1	50400	0	0
10279641	1	50400	0	0
10279642	1	72000	0	0
10279643	1	72000	0	0
10279644	1	72000	0	0
10279645	1	72000	0	0
10279646	1	72000	0	0
10279647	1	72000	0	0
10279648	1	72000	0	0
10279649	1	72000	0	0
10279650	1	72000	0	0
10279651	1	72000	0	0
10279652	1	72000	0	0
10279653	1	72000	0	0
10279660	1	50400	0	0
10279661	1	50400	0	0
10279662	1	50400	0	0
10279663	1	50400	0	0
10279664	1	50400	0	0
10279665	1	50400	0	0
10279666	1	50400	0	0
10279667	1	50400	0	0
10279668	1	50400	0	0
10279669	1	50400	0	0
10279670	1	50400	0	0
10279671	1	50400	0	0
10279672	1	72000	0	0
10279673	1	72000	0	0
10279674	1	72000	0	0
10279675	1	72000	0	0
10279676	1	72000	0	0
10279677	1	72000	0	0
10279678	1	72000	0	0
10279679	1	72000	0	0
10279680	1	72000	0	0
10279681	1	72000	0	0
10279682	1	72000	0	0
10279683	1	72000	0	0
10284001	1	13650	0	0
10284002	1	45500	0	0
10284003	1	171500	0	0
10284004	1	220500	0	0
10284011	1	13650	0	0
10284012	1	45500	0	0
10284013	1	171500	0	0
10284014	1	220500	0	0
10284021	1	13650	0	0
10284022	1	45500	0	0
10284023	1	171500	0	0
10284024	1	220500	0	0
10284031	1	13650	0	0
10284032	1	45500	0	0
10284033	1	171500	0	0
10284034	1	220500	0	0
10284041	1	13650	0	0
10284042	1	45500	0	0
10284043	1	171500	0	0
10284044	1	220500	0	0
10284051	1	13650	0	0
10284052	1	45500	0	0
10284053	1	171500	0	0
10284054	1	220500	0	0
10284061	10	525	0	0
10284062	10	525	0	0
10284063	10	525	0	0
10284064	10	525	0	0
10284065	10	525	0	0
10284066	10	525	0	0
10284071	10	1225	0	0
10284072	10	1225	0	0
10284073	10	1225	0	0
10284074	10	1225	0	0
10284075	10	1225	0	0
10284076	10	1225	0	0
10285001	1	220500	0	0
10285002	1	315000	0	0
10287001	1	19500	0	0
10287002	1	65000	0	0
10287003	1	245000	0	0
10287011	1	19500	0	0
10287012	1	65000	0	0
10287013	1	245000	0	0
10287021	1	19500	0	0
10287022	1	65000	0	0
10287023	1	245000	0	0
10287031	1	19500	0	0
10287032	1	65000	0	0
10287033	1	245000	0	0
10287041	1	19500	0	0
10287042	1	65000	0	0
10287043	1	245000	0	0
10287051	1	19500	0	0
10287052	1	65000	0	0
10287053	1	245000	0	0
10287061	10	750	0	0
10287062	10	750	0	0
10287063	10	750	0	0
10287064	10	750	0	0
10287065	10	750	0	0
10287066	10	750	0	0
10287070	1	13650	0	0
10287071	1	45500	0	0
10287072	1	171500	0	0
10287080	1	19500	0	0
10287081	1	65000	0	0
10287082	1	245000	0	0
10287100	1	315000	0	0
10287101	1	315000	0	0
10287102	1	315000	0	0
10287103	1	315000	0	0
10287104	1	315000	0	0
10287105	1	315000	0	0
10287110	10	1750	0	0
10287111	10	1750	0	0
10287112	10	1750	0	0
10287113	10	1750	0	0
10287114	10	1750	0	0
10287115	10	1750	0	0
10287200	1	245000	0	0
10287201	1	245000	0	0
10287202	1	350000	0	0
10287203	1	350000	0	0
10287300	1	171500	0	0
10287301	1	245000	0	0
10287302	1	245000	0	0
10287303	1	245000	0	0
10287304	1	350000	0	0
10287305	1	350000	0	0
10287306	1	171500	0	0
10287307	1	245000	0	0
10287308	1	245000	0	0
10287309	1	245000	0	0
10287310	1	350000	0	0
10287311	1	350000	0	0
10287312	1	102900	0	0
10287313	1	147000	0	0
10287314	1	147000	0	0
10287315	1	147000	0	0
10287316	1	210000	0	0
10287317	1	210000	0	0
10287318	1	102900	0	0
10287319	1	147000	0	0
10287320	1	147000	0	0
10287321	1	147000	0	0
10287322	1	210000	0	0
10287323	1	210000	0	0
10287324	1	30870	0	0
10287325	1	44100	0	0
10287326	1	44100	0	0
10287327	1	44100	0	0
10287328	1	63000	0	0
10287329	1	63000	0	0
10287330	1	30870	0	0
10287331	1	44100	0	0
10287332	1	44100	0	0
10287333	1	44100	0	0
10287334	1	63000	0	0
10287335	1	63000	0	0
10287336	1	61740	0	0
10287337	1	88200	0	0
10287338	1	88200	0	0
10287339	1	88200	0	0
10287340	1	126000	0	0
10287341	1	126000	0	0
10287342	1	61740	0	0
10287343	1	88200	0	0
10287344	1	88200	0	0
10287345	1	88200	0	0
10287346	1	126000	0	0
10287347	1	126000	0	0
10287348	1	102900	0	0
10287349	1	147000	0	0
10287350	1	147000	0	0
10287351	1	147000	0	0
10287352	1	210000	0	0
10287353	1	210000	0	0
10287354	1	102900	0	0
10287355	1	147000	0	0
10287356	1	147000	0	0
10287357	1	147000	0	0
10287358	1	210000	0	0
10287359	1	210000	0	0
10288018	1	13650	0	0
10288019	1	45500	0	0
10288020	1	171500	0	0
10288021	1	220500	0	0
10288022	1	13650	0	0
10288023	1	45500	0	0
10288024	1	171500	0	0
10288025	1	220500	0	0
10288026	1	13650	0	0
10288027	1	45500	0	0
10288028	1	171500	0	0
10288029	1	220500	0	0
10288030	1	13650	0	0
10288031	1	45500	0	0
10288032	1	171500	0	0
10288033	1	220500	0	0
10288034	1	13650	0	0
10288035	1	45500	0	0
10288036	1	171500	0	0
10288037	1	220500	0	0
10288038	1	13650	0	0
10288039	1	45500	0	0
10288040	1	171500	0	0
10288041	1	220500	0	0
10288042	10	525	0	0
10288043	10	525	0	0
10288044	10	525	0	0
10288045	10	525	0	0
10288046	10	525	0	0
10288047	10	525	0	0
10288048	10	1225	0	0
10288049	10	1225	0	0
10288050	10	1225	0	0
10288051	10	1225	0	0
10288052	10	1225	0	0
10288053	10	1225	0	0
10288054	1	19500	0	0
10288055	1	65000	0	0
10288056	1	245000	0	0
10288057	1	19500	0	0
10288058	1	65000	0	0
10288059	1	245000	0	0
10288060	1	19500	0	0
10288061	1	65000	0	0
10288062	1	245000	0	0
10288063	1	19500	0	0
10288064	1	65000	0	0
10288065	1	245000	0	0
10288066	1	19500	0	0
10288067	1	65000	0	0
10288068	1	245000	0	0
10288069	1	19500	0	0
10288070	1	65000	0	0
10288071	1	245000	0	0
10288072	10	750	0	0
10288073	10	750	0	0
10288074	10	750	0	0
10288075	10	750	0	0
10288076	10	750	0	0
10288077	10	750	0	0
10288078	1	315000	0	0
10288079	1	315000	0	0
10288080	1	315000	0	0
10288081	1	315000	0	0
10288082	1	315000	0	0
10288083	1	315000	0	0
10288084	10	1750	0	0
10288085	10	1750	0	0
10288086	10	1750	0	0
10288087	10	1750	0	0
10288088	10	1750	0	0
10288089	10	1750	0	0
10288100	1	350000	0	0
10288101	1	350000	0	0
10288102	1	350000	0	0
10288103	1	350000	0	0
10288104	1	350000	0	0
10288105	1	350000	0	0
10288106	1	350000	0	0
10288107	1	350000	0	0
10288108	1	350000	0	0
10288109	1	350000	0	0
10288110	1	350000	0	0
10288111	1	350000	0	0
10288112	10	2450	0	0
10288113	10	2450	0	0
10288114	10	2450	0	0
10288115	10	2450	0	0
10288116	10	2450	0	0
10288117	10	2450	0	0
10288118	10	2450	0	0
10288119	10	2450	0	0
10288120	10	2450	0	0
10288121	10	2450	0	0
10288122	10	2450	0	0
10288123	10	2450	0	0
10288124	1	500000	0	0
10288125	1	500000	0	0
10288126	1	500000	0	0
10288127	1	500000	0	0
10288128	1	500000	0	0
10288129	1	500000	0	0
10288130	1	500000	0	0
10288131	1	500000	0	0
10288132	1	500000	0	0
10288133	1	500000	0	0
10288134	1	500000	0	0
10288135	1	500000	0	0
10288136	10	3500	0	0
10288137	10	3500	0	0
10288138	10	3500	0	0
10288139	10	3500	0	0
10288140	10	3500	0	0
10288141	10	3500	0	0
10288142	10	3500	0	0
10288143	10	3500	0	0
10288144	10	3500	0	0
10288145	10	3500	0	0
10288146	10	3500	0	0
10288147	10	3500	0	0
10294001	1	13650	0	0
10294002	1	45500	0	0
10294003	1	171500	0	0
10294004	1	220500	0	0
10294011	1	13650	0	0
10294012	1	45500	0	0
10294013	1	171500	0	0
10294014	1	220500	0	0
10294021	1	13650	0	0
10294022	1	45500	0	0
10294023	1	171500	0	0
10294024	1	220500	0	0
10294031	1	13650	0	0
10294032	1	45500	0	0
10294033	1	171500	0	0
10294034	1	220500	0	0
10294041	1	13650	0	0
10294042	1	45500	0	0
10294043	1	171500	0	0
10294044	1	220500	0	0
10294051	1	13650	0	0
10294052	1	45500	0	0
10294053	1	171500	0	0
10294054	1	220500	0	0
10294061	10	525	0	0
10294062	10	525	0	0
10294063	10	525	0	0
10294064	10	525	0	0
10294065	10	525	0	0
10294066	10	525	0	0
10294071	10	1225	0	0
10294072	10	1225	0	0
10294073	10	1225	0	0
10294074	10	1225	0	0
10294075	10	1225	0	0
10294076	10	1225	0	0
10295001	1	220500	0	0
10295002	1	315000	0	0
10297001	1	19500	0	0
10297002	1	65000	0	0
10297003	1	245000	0	0
10297011	1	19500	0	0
10297012	1	65000	0	0
10297013	1	245000	0	0
10297021	1	19500	0	0
10297022	1	65000	0	0
10297023	1	245000	0	0
10297031	1	19500	0	0
10297032	1	65000	0	0
10297033	1	245000	0	0
