NUM	NUM	NUM	NUM	TEXT	NUM	TEXT	NUM	NUM	NUM	NUM	NUM	CNC	NUM	TEXT	TEXT	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	NUM	NUM
1163	1	1	0	八代变异神火啸天兽	195	啸天兽	80	-1	-1	1	1	变异宝宝	10000	1163	10000	1164	8	60000	20000	76	83	76	83	76	83	76	83	299	305	299	305	299	305	299	305	5	11	3	5	27	48	5	1000	575	10000	11005	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	12610	10000	12400	10000	16211	10000	16181	10000	16241	10000	1	-1
1164	1	0	0	九代变异神火啸天兽	195	啸天兽	80	-1	-1	1	1	变异宝宝	10000	1111	10000	1164	9	60000	20000	76	83	76	83	76	83	76	83	304	310	304	310	304	310	304	310	5	11	3	5	27	48	5	1000	575	10000	11005	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	12610	10000	12400	10000	16211	10000	16181	10000	16241	10000	1	-1
1165	80	0	0	成年熔岩地狱犬	196	地狱犬	80	-1	-1	0	1	成年	10000	1166|1167|1168	7000|1500|1500	1169	1	60000	20000	137	137	137	137	137	137	137	137	230	230	230	230	230	230	230	230	5	11	3	5	27	48	5	1000	578	10000	11005	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	12610	10000	12400	10000	16211	10000	16341	10000	16231	10000	1	-1
1166	1	1	0	良品熔岩地狱犬	196	地狱犬	80	-1	-1	0	1	普通宝宝	10000	1166|1167|1168	7000|1500|1500	1169	1	60000	20000	76	83	76	83	76	83	76	83	239	250	239	250	239	250	239	250	5	11	3	5	27	48	5	1000	578	10000	11005	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	12610	10000	12400	10000	16211	10000	16341	10000	16231	10000	1	-1
1167	1	1	0	珍品熔岩地狱犬	196	地狱犬	80	-1	-1	0	1	优秀宝宝	10000	1166|1167|1168	7000|1500|1500	1169	1	60000	20000	76	83	76	83	76	83	76	83	249	260	249	260	249	260	249	260	5	11	3	5	27	48	5	1000	578	10000	11005	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	12610	10000	12400	10000	16211	10000	16341	10000	16231	10000	1	-1
1168	1	1	0	极品熔岩地狱犬	196	地狱犬	80	-1	-1	0	1	极品宝宝	10000	1166|1167|1168	7000|1500|1500	1169	1	60000	20000	76	83	76	83	76	83	76	83	259	270	259	270	259	270	259	270	5	11	3	5	27	48	5	1000	578	10000	11005	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	12610	10000	12400	10000	16211	10000	16341	10000	16231	10000	1	-1
1169	1	1	0	二代变异熔岩地狱犬	196	地狱犬	80	-1	-1	1	1	变异宝宝	10000	1169	10000	1170	2	60000	20000	76	83	76	83	76	83	76	83	269	275	269	275	269	275	269	275	5	11	3	5	27	48	5	1000	578	10000	11005	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	12610	10000	12400	10000	16211	10000	16341	10000	16231	10000	1	-1
1170	1	1	0	三代变异熔岩地狱犬	196	地狱犬	80	-1	-1	1	1	变异宝宝	10000	1170	10000	1171	3	60000	20000	76	83	76	83	76	83	76	83	274	280	274	280	274	280	274	280	5	11	3	5	27	48	5	1000	578	10000	11005	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	12610	10000	12400	10000	16211	10000	16341	10000	16231	10000	1	-1
1171	1	1	0	四代变异熔岩地狱犬	196	地狱犬	80	-1	-1	1	1	变异宝宝	10000	1171	10000	1172	4	60000	20000	76	83	76	83	76	83	76	83	279	285	279	285	279	285	279	285	5	11	3	5	27	48	5	1000	578	10000	11005	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	12610	10000	12400	10000	16211	10000	16341	10000	16231	10000	1	-1
1172	1	1	0	五代变异熔岩地狱犬	196	地狱犬	80	-1	-1	1	1	变异宝宝	10000	1172	10000	1173	5	60000	20000	76	83	76	83	76	83	76	83	284	290	284	290	284	290	284	290	5	11	3	5	27	48	5	1000	578	10000	11005	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	12610	10000	12400	10000	16211	10000	16341	10000	16231	10000	1	-1
1173	1	1	0	六代变异熔岩地狱犬	196	地狱犬	80	-1	-1	1	1	变异宝宝	10000	1173	10000	1174	6	60000	20000	76	83	76	83	76	83	76	83	289	295	289	295	289	295	289	295	5	11	3	5	27	48	5	1000	578	10000	11005	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	12610	10000	12400	10000	16211	10000	16341	10000	16231	10000	1	-1
1174	1	1	0	七代变异熔岩地狱犬	196	地狱犬	80	-1	-1	1	1	变异宝宝	10000	1174	10000	1175	7	60000	20000	76	83	76	83	76	83	76	83	294	300	294	300	294	300	294	300	5	11	3	5	27	48	5	1000	578	10000	11005	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	12610	10000	12400	10000	16211	10000	16341	10000	16231	10000	1	-1
1175	1	1	0	八代变异熔岩地狱犬	196	地狱犬	80	-1	-1	1	1	变异宝宝	10000	1175	10000	1176	8	60000	20000	76	83	76	83	76	83	76	83	299	305	299	305	299	305	299	305	5	11	3	5	27	48	5	1000	578	10000	11005	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	12610	10000	12400	10000	16211	10000	16341	10000	16231	10000	1	-1
1176	1	0	0	九代变异熔岩地狱犬	196	地狱犬	80	-1	-1	1	1	变异宝宝	10000	1176	10000	1176	9	60000	20000	76	83	76	83	76	83	76	83	304	310	304	310	304	310	304	310	5	11	3	5	27	48	5	1000	578	10000	11005	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	12610	10000	12400	10000	16211	10000	16341	10000	16231	10000	1	-1
1177	80	0	0	成年塔布羊	197	羊	80	-1	-1	0	1	成年	10000	1178|1179|1180	7000|1500|1500	1181	1	60000	20000	137	137	137	137	137	137	137	137	230	230	230	230	230	230	230	230	5	11	3	5	27	48	5	1000	579	10000	11005	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	12610	10000	12400	10000	16211	10000	16151	10000	16101	10000	1	-1
1178	1	1	0	良品塔布羊	197	羊	80	-1	-1	0	1	普通宝宝	10000	1178|1179|1180	7000|1500|1500	1181	1	60000	20000	76	83	76	83	76	83	76	83	239	250	239	250	239	250	239	250	5	11	3	5	27	48	5	1000	579	10000	11005	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	12610	10000	12400	10000	16211	10000	16151	10000	16101	10000	1	-1
1179	1	1	0	珍品塔布羊	197	羊	80	-1	-1	0	1	优秀宝宝	10000	1178|1179|1180	7000|1500|1500	1181	1	60000	20000	76	83	76	83	76	83	76	83	249	260	249	260	249	260	249	260	5	11	3	5	27	48	5	1000	579	10000	11005	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	12610	10000	12400	10000	16211	10000	16151	10000	16101	10000	1	-1
1180	1	1	0	极品塔布羊	197	羊	80	-1	-1	0	1	极品宝宝	10000	1178|1179|1180	7000|1500|1500	1181	1	60000	20000	76	83	76	83	76	83	76	83	259	270	259	270	259	270	259	270	5	11	3	5	27	48	5	1000	579	10000	11005	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	12610	10000	12400	10000	16211	10000	16151	10000	16101	10000	1	-1
1181	1	1	0	二代变异塔布羊	197	羊	80	-1	-1	1	1	变异宝宝	10000	1181	10000	1182	2	60000	20000	76	83	76	83	76	83	76	83	269	275	269	275	269	275	269	275	5	11	3	5	27	48	5	1000	579	10000	11005	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	12610	10000	12400	10000	16211	10000	16151	10000	16101	10000	1	-1
1182	1	1	0	三代变异塔布羊	197	羊	80	-1	-1	1	1	变异宝宝	10000	1182	10000	1183	3	60000	20000	76	83	76	83	76	83	76	83	274	280	274	280	274	280	274	280	5	11	3	5	27	48	5	1000	579	10000	11005	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	12610	10000	12400	10000	16211	10000	16151	10000	16101	10000	1	-1
1183	1	1	0	四代变异塔布羊	197	羊	80	-1	-1	1	1	变异宝宝	10000	1183	10000	1184	4	60000	20000	76	83	76	83	76	83	76	83	279	285	279	285	279	285	279	285	5	11	3	5	27	48	5	1000	579	10000	11005	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	12610	10000	12400	10000	16211	10000	16151	10000	16101	10000	1	-1
1184	1	1	0	五代变异塔布羊	197	羊	80	-1	-1	1	1	变异宝宝	10000	1184	10000	1185	5	60000	20000	76	83	76	83	76	83	76	83	284	290	284	290	284	290	284	290	5	11	3	5	27	48	5	1000	579	10000	11005	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	12610	10000	12400	10000	16211	10000	16151	10000	16101	10000	1	-1
1185	1	1	0	六代变异塔布羊	197	羊	80	-1	-1	1	1	变异宝宝	10000	1185	10000	1186	6	60000	20000	76	83	76	83	76	83	76	83	289	295	289	295	289	295	289	295	5	11	3	5	27	48	5	1000	579	10000	11005	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	12610	10000	12400	10000	16211	10000	16151	10000	16101	10000	1	-1
1186	1	1	0	七代变异塔布羊	197	羊	80	-1	-1	1	1	变异宝宝	10000	1186	10000	1187	7	60000	20000	76	83	76	83	76	83	76	83	294	300	294	300	294	300	294	300	5	11	3	5	27	48	5	1000	579	10000	11005	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	12610	10000	12400	10000	16211	10000	16151	10000	16101	10000	1	-1
1187	1	1	0	八代变异塔布羊	197	羊	80	-1	-1	1	1	变异宝宝	10000	1187	10000	1188	8	60000	20000	76	83	76	83	76	83	76	83	299	305	299	305	299	305	299	305	5	11	3	5	27	48	5	1000	579	10000	11005	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	12610	10000	12400	10000	16211	10000	16151	10000	16101	10000	1	-1
1188	1	0	0	九代变异塔布羊	197	羊	80	-1	-1	1	1	变异宝宝	10000	1188	10000	1188	9	60000	20000	76	83	76	83	76	83	76	83	304	310	304	310	304	310	304	310	5	11	3	5	27	48	5	1000	579	10000	11005	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	12610	10000	12400	10000	16211	10000	16151	10000	16101	10000	1	-1
1189	80	0	0	成年赤炎火鸟	198	火鸟	80	-1	-1	0	1	成年	10000	1190|1191|1192	7000|1500|1500	1193	1	60000	20000	137	137	137	137	137	137	137	137	235	235	235	235	235	235	235	235	5	11	3	5	27	48	5	1000	580	10000	11006	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	16341	10000	12400	10000	16211	10000	16311	10000	16251	10000	1	-1
1190	1	1	0	良品赤炎火鸟	198	火鸟	80	-1	-1	0	1	普通宝宝	10000	1190|1191|1192	7000|1500|1500	1193	1	60000	20000	76	83	76	83	76	83	76	83	245	250	245	250	245	250	245	250	5	11	3	5	27	48	5	1000	580	10000	11006	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	16341	10000	12400	10000	16211	10000	16311	10000	16251	10000	1	-1
1191	1	1	0	珍品赤炎火鸟	198	火鸟	80	-1	-1	0	1	优秀宝宝	10000	1190|1191|1192	7000|1500|1500	1193	1	60000	20000	76	83	76	83	76	83	76	83	255	265	255	265	255	265	255	265	5	11	3	5	27	48	5	1000	580	10000	11006	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	16341	10000	12400	10000	16211	10000	16311	10000	16251	10000	1	-1
1192	1	1	0	极品赤炎火鸟	198	火鸟	80	-1	-1	0	1	极品宝宝	10000	1190|1191|1192	7000|1500|1500	1193	1	60000	20000	76	83	76	83	76	83	76	83	265	280	265	280	265	280	265	280	5	11	3	5	27	48	5	1000	580	10000	11006	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	16341	10000	12400	10000	16211	10000	16311	10000	16251	10000	1	-1
1193	1	1	0	二代变异赤炎火鸟	198	火鸟	80	-1	-1	1	1	变异宝宝	10000	1193	10000	1194	2	60000	20000	76	83	76	83	76	83	76	83	275	295	275	295	275	295	275	295	5	11	3	5	27	48	5	1000	580	10000	11006	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	16341	10000	12400	10000	16211	10000	16311	10000	16251	10000	1	-1
1194	1	1	0	三代变异赤炎火鸟	198	火鸟	80	-1	-1	1	1	变异宝宝	10000	1194	10000	1195	3	60000	20000	76	83	76	83	76	83	76	83	285	310	285	310	285	310	285	310	5	11	3	5	27	48	5	1000	580	10000	11006	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	16341	10000	12400	10000	16211	10000	16311	10000	16251	10000	1	-1
1195	1	1	0	四代变异赤炎火鸟	198	火鸟	80	-1	-1	1	1	变异宝宝	10000	1195	10000	1196	4	60000	20000	76	83	76	83	76	83	76	83	295	325	295	325	295	325	295	325	5	11	3	5	27	48	5	1000	580	10000	11006	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	16341	10000	12400	10000	16211	10000	16311	10000	16251	10000	1	-1
1196	1	1	0	五代变异赤炎火鸟	198	火鸟	80	-1	-1	1	1	变异宝宝	10000	1196	10000	1197	5	60000	20000	76	83	76	83	76	83	76	83	305	340	305	340	305	340	305	340	5	11	3	5	27	48	5	1000	580	10000	11006	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	16341	10000	12400	10000	16211	10000	16311	10000	16251	10000	1	-1
1197	1	1	0	六代变异赤炎火鸟	198	火鸟	80	-1	-1	1	1	变异宝宝	10000	1197	10000	1198	6	60000	20000	76	83	76	83	76	83	76	83	315	355	315	355	315	355	315	355	5	11	3	5	27	48	5	1000	580	10000	11006	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	16341	10000	12400	10000	16211	10000	16311	10000	16251	10000	1	-1
1198	1	1	0	七代变异赤炎火鸟	198	火鸟	80	-1	-1	1	1	变异宝宝	10000	1198	10000	1199	7	60000	20000	76	83	76	83	76	83	76	83	325	370	325	370	325	370	325	370	5	11	3	5	27	48	5	1000	580	10000	11006	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	16341	10000	12400	10000	16211	10000	16311	10000	16251	10000	1	-1
1199	1	1	0	八代变异赤炎火鸟	198	火鸟	80	-1	-1	1	1	变异宝宝	10000	1199	10000	1200	8	60000	20000	76	83	76	83	76	83	76	83	335	385	335	385	335	385	335	385	5	11	3	5	27	48	5	1000	580	10000	11006	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	16341	10000	12400	10000	16211	10000	16311	10000	16251	10000	1	-1
1200	1	0	0	九代变异赤炎火鸟	198	火鸟	80	-1	-1	1	1	变异宝宝	10000	1200	10000	1200	9	60000	20000	76	83	76	83	76	83	76	83	345	400	345	400	345	400	345	400	5	11	3	5	27	48	5	1000	580	10000	11006	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	16341	10000	12400	10000	16211	10000	16311	10000	16251	10000	1	-1
1201	80	0	0	成年九尾雪狐	199	雪狐	80	-1	-1	0	1	成年	10000	1202|1203|1204	7000|1500|1500	1205	1	60000	20000	137	137	137	137	137	137	137	137	235	235	235	235	235	235	235	235	5	11	3	5	27	48	5	1000	581	10000	11006	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	16341	10000	12400	10000	16211	10000	16311	10000	16251	10000	1	-1
1202	1	1	0	良品九尾雪狐	199	雪狐	80	-1	-1	0	1	普通宝宝	10000	1202|1203|1204	7000|1500|1500	1205	1	60000	20000	76	83	76	83	76	83	76	83	245	250	245	250	245	250	245	250	5	11	3	5	27	48	5	1000	581	10000	11006	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	16341	10000	12400	10000	16211	10000	16311	10000	16251	10000	1	-1
1203	1	1	0	珍品九尾雪狐	199	雪狐	80	-1	-1	0	1	优秀宝宝	10000	1202|1203|1204	7000|1500|1500	1205	1	60000	20000	76	83	76	83	76	83	76	83	255	265	255	265	255	265	255	265	5	11	3	5	27	48	5	1000	581	10000	11006	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	16341	10000	12400	10000	16211	10000	16311	10000	16251	10000	1	-1
1204	1	1	0	极品九尾雪狐	199	雪狐	80	-1	-1	0	1	极品宝宝	10000	1202|1203|1204	7000|1500|1500	1205	1	60000	20000	76	83	76	83	76	83	76	83	265	280	265	280	265	280	265	280	5	11	3	5	27	48	5	1000	581	10000	11006	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	16341	10000	12400	10000	16211	10000	16311	10000	16251	10000	1	-1
1205	1	1	0	二代变异九尾雪狐	199	雪狐	80	-1	-1	1	1	变异宝宝	10000	1205	10000	1206	2	60000	20000	76	83	76	83	76	83	76	83	275	295	275	295	275	295	275	295	5	11	3	5	27	48	5	1000	581	10000	11006	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	16341	10000	12400	10000	16211	10000	16311	10000	16251	10000	1	-1
1206	1	1	0	三代变异九尾雪狐	199	雪狐	80	-1	-1	1	1	变异宝宝	10000	1206	10000	1207	3	60000	20000	76	83	76	83	76	83	76	83	285	310	285	310	285	310	285	310	5	11	3	5	27	48	5	1000	581	10000	11006	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	16341	10000	12400	10000	16211	10000	16311	10000	16251	10000	1	-1
1207	1	1	0	四代变异九尾雪狐	199	雪狐	80	-1	-1	1	1	变异宝宝	10000	1207	10000	1208	4	60000	20000	76	83	76	83	76	83	76	83	295	325	295	325	295	325	295	325	5	11	3	5	27	48	5	1000	581	10000	11006	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	16341	10000	12400	10000	16211	10000	16311	10000	16251	10000	1	-1
1208	1	1	0	五代变异九尾雪狐	199	雪狐	80	-1	-1	1	1	变异宝宝	10000	1208	10000	1209	5	60000	20000	76	83	76	83	76	83	76	83	305	340	305	340	305	340	305	340	5	11	3	5	27	48	5	1000	581	10000	11006	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	16341	10000	12400	10000	16211	10000	16311	10000	16251	10000	1	-1
1209	1	1	0	六代变异九尾雪狐	199	雪狐	80	-1	-1	1	1	变异宝宝	10000	1209	10000	1210	6	60000	20000	76	83	76	83	76	83	76	83	315	355	315	355	315	355	315	355	5	11	3	5	27	48	5	1000	581	10000	11006	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	16341	10000	12400	10000	16211	10000	16311	10000	16251	10000	1	-1
1210	1	1	0	七代变异九尾雪狐	199	雪狐	80	-1	-1	1	1	变异宝宝	10000	1210	10000	1211	7	60000	20000	76	83	76	83	76	83	76	83	325	370	325	370	325	370	325	370	5	11	3	5	27	48	5	1000	581	10000	11006	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	16341	10000	12400	10000	16211	10000	16311	10000	16251	10000	1	-1
1211	1	1	0	八代变异九尾雪狐	199	雪狐	80	-1	-1	1	1	变异宝宝	10000	1211	10000	1212	8	60000	20000	76	83	76	83	76	83	76	83	335	385	335	385	335	385	335	385	5	11	3	5	27	48	5	1000	581	10000	11006	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	16341	10000	12400	10000	16211	10000	16311	10000	16251	10000	1	-1
1212	1	0	0	九代变异九尾雪狐	199	雪狐	80	-1	-1	1	1	变异宝宝	10000	1212	10000	1212	9	60000	20000	76	83	76	83	76	83	76	83	345	400	345	400	345	400	345	400	5	11	3	5	27	48	5	1000	581	10000	11006	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11120	10000	11130	10000	11110	10000	11100	10000	12600	10000	16341	10000	12400	10000	16211	10000	16311	10000	16251	10000	1	-1
1213	80	0	0	成年迷你熊猫	96	熊猫	80	-1	-1	0	1	成年	10000	1214|1215|1216	7000|1500|1500	1217	1	60000	20000	137	137	137	137	137	137	137	137	210	210	210	210	210	210	210	210	5	11	3	5	27	48	5	1000	410	10000	11001	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610|-1	250|250|250|250|9000	12600	10000	12610	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
1214	1	1	1	良品迷你熊猫	96	熊猫	80	-1	-1	0	1	普通宝宝	10000	1214|1215|1216	7000|1500|1500	1217	1	60000	20000	76	83	76	83	76	83	76	83	219	230	219	230	219	230	219	230	5	11	3	5	27	48	5	1000	410	10000	11001	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	12600	10000	12610	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
1215	1	1	1	珍品迷你熊猫	96	熊猫	80	-1	-1	0	1	优秀宝宝	10000	1214|1215|1216	7000|1500|1500	1217	1	60000	20000	76	83	76	83	76	83	76	83	229	240	229	240	229	240	229	240	5	11	3	5	27	48	5	1000	410	10000	11001	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	12600	10000	12610	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
1216	1	1	1	极品迷你熊猫	96	熊猫	80	-1	-1	0	1	极品宝宝	10000	1214|1215|1216	7000|1500|1500	1217	1	60000	20000	76	83	76	83	76	83	76	83	239	250	239	250	239	250	239	250	5	11	3	5	27	48	5	1000	410	10000	11001	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	12600	10000	12610	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
1217	1	1	1	二代变异迷你熊猫	96	熊猫	80	-1	-1	1	1	变异宝宝	10000	1217	10000	1218	2	60000	20000	76	83	76	83	76	83	76	83	249	255	249	255	249	255	249	255	5	11	3	5	27	48	5	1000	410	10000	11001	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	12600	10000	12610	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
1218	1	1	1	三代变异迷你熊猫	96	熊猫	80	-1	-1	1	1	变异宝宝	10000	1218	10000	1219	3	60000	20000	76	83	76	83	76	83	76	83	254	260	254	260	254	260	254	260	5	11	3	5	27	48	5	1000	410	10000	11001	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	12600	10000	12610	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
1219	1	1	1	四代变异迷你熊猫	96	熊猫	80	-1	-1	1	1	变异宝宝	10000	1219	10000	1220	4	60000	20000	76	83	76	83	76	83	76	83	259	265	259	265	259	265	259	265	5	11	3	5	27	48	5	1000	410	10000	11001	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	12600	10000	12610	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
1220	1	1	1	五代变异迷你熊猫	96	熊猫	80	-1	-1	1	1	变异宝宝	10000	1220	10000	1221	5	60000	20000	76	83	76	83	76	83	76	83	264	270	264	270	264	270	264	270	5	11	3	5	27	48	5	1000	410	10000	11001	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	12600	10000	12610	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
1221	1	1	1	六代变异迷你熊猫	96	熊猫	80	-1	-1	1	1	变异宝宝	10000	1221	10000	1222	6	60000	20000	76	83	76	83	76	83	76	83	269	275	269	275	269	275	269	275	5	11	3	5	27	48	5	1000	410	10000	11001	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	12600	10000	12610	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
