NUM	NUM	NUM
14011767	20	1
14011768	20	1
14011769	20	1000
14011770	20	1
14011771	20	1
14011772	20	1
14011773	20	1
14011774	20	1
14011775	20	1
14011776	20	1
14011777	20	1000
14011778	20	1
14011779	20	1
14011780	20	1
14011781	20	1
14011782	20	1
14011783	20	1
14011784	20	1
14011785	20	1000
14011786	20	1
14011787	20	1
14011788	20	1
14011789	20	1
14011790	20	1
14011791	20	1
14011792	20	1
14011793	20	1000
14011794	20	1
14011795	20	1
14011796	20	1
14011797	20	1
14011798	20	1
14011799	20	1
14011800	20	1
14011801	20	1000
14011802	20	1
14011803	20	1
14011804	20	1
14011805	20	1
14011806	20	1
14011807	20	1
14011808	20	1
14011809	20	1000
14020045	21	1
14020046	21	1
14020047	21	1
14020048	21	1
14020049	21	1
14020050	21	1
14020051	21	1
14020052	21	1000
14020053	21	1
14020054	21	1
14020055	21	1
14020056	21	1
14020057	21	1
14020058	21	1
14020059	21	1
14020060	21	1000
14020061	21	1
14020062	21	1
14020063	21	1
14020064	21	1
14020065	21	1
14020066	21	1
14020067	21	1
14020068	21	1000
14020069	21	1
14020070	21	1
14020071	21	1
14020072	21	1
14020073	21	1
14020074	21	1
14020075	21	1
14020076	21	1000
14020077	21	1
14020078	21	1
14020079	21	1
14020080	21	1
14020081	21	1
14020082	21	1
14020083	21	1
14020084	21	1000
14020085	21	1
14020086	21	1
14020087	21	1
14020088	21	1
14020089	21	1
14020090	21	1
14020091	21	1
14020092	21	1000
14020093	21	1
14020094	21	1
14020095	21	1
14020096	21	1
14020097	21	1
14020098	21	1
14020099	21	1
14020100	21	1000
14020101	21	1
14020102	21	1
14020103	21	1
14020104	21	1
14020105	21	1
14020106	21	1
14020107	21	1
14020108	21	1000
14020109	21	1
14020110	21	1
14020111	21	1
14020112	21	1
14020113	21	1
14020114	21	1
14020115	21	1
14020116	21	1000
14020117	21	1
14020118	21	1
14020119	21	1
14020120	21	1
14020121	21	1
14020122	21	1
14020123	21	1
14020124	21	1000
14020125	21	1
14020126	21	1
14020127	21	1
14020128	21	1
14020129	21	1
14020130	21	1
14020131	21	1
14020132	21	1000
14020133	22	1
14020134	22	1
14020135	22	1
14020136	22	1
14020137	22	1
14020138	22	1
14020139	22	1
14020140	22	1000
14020141	22	1
14020142	22	1
14020143	22	1
14020144	22	1
14020145	22	1
14020146	22	1
14020147	22	1
14020148	22	1000
14020149	22	1
14020150	22	1
14020151	22	1
14020152	22	1
14020153	22	1
14020154	22	1
14020155	22	1
14020156	22	1000
14020157	22	1
14020158	22	1
14020159	22	1
14020160	22	1
14020161	22	1
14020162	22	1
14020163	22	1
14020164	22	1000
14020165	22	1
14020166	22	1
14020167	22	1
14020168	22	1
14020169	22	1
14020170	22	1
14020171	22	1
14020172	22	1000
14020173	22	1
14020174	22	1
14020175	22	1
14020176	22	1
14020177	22	1
14020178	22	1
14020179	22	1
14020180	22	1000
14020181	22	1
14020182	22	1
14020183	22	1
14020184	22	1
14020185	22	1
14020186	22	1
14020187	22	1
14020188	22	1000
14020189	22	1
14020190	22	1
14020191	22	1
14020192	22	1
14020193	22	1
14020194	22	1
14020195	22	1
14020196	22	1000
14020197	22	1
14020198	22	1
14020199	22	1
14020200	22	1
14020201	22	1
14020202	22	1
14020203	22	1
14020204	22	1000
14020205	22	1
14020206	22	1
14020207	22	1
14020208	22	1
14020209	22	1
14020210	22	1
14020211	22	1
14020212	22	1000
14020213	22	1
14020214	22	1
14020215	22	1
14020216	22	1
14020217	22	1
14020218	22	1
14020219	22	1
14020220	22	1000
14020221	23	1
14020222	23	1
14020223	23	1
14020224	23	1
14020225	23	1
14020226	23	1
14020227	23	1
14020228	23	1000
14020229	23	1
14020230	23	1
14020231	23	1
14020232	23	1
14020233	23	1
14020234	23	1
14020235	23	1
14020236	23	1000
14020237	23	1
14020238	23	1
14020239	23	1
14020240	23	1
14020241	23	1
14020242	23	1
14020243	23	1
14020244	23	1000
14020245	23	1
14020246	23	1
14020247	23	1
14020248	23	1
14020249	23	1
14020250	23	1
14020251	23	1
14020252	23	1000
14020253	23	1
14020254	23	1
14020255	23	1
14020256	23	1
14020257	23	1
14020258	23	1
14020259	23	1
14020260	23	1000
14020261	23	1
14020262	23	1
14020263	23	1
14020264	23	1
14020265	23	1
14020266	23	1
14020267	23	1
14020268	23	1000
14020269	23	1
14020270	23	1
14020271	23	1
14020272	23	1
14020273	23	1
14020274	23	1
14020275	23	1
14020276	23	1000
14020277	23	1
14020278	23	1
14020279	23	1
14020280	23	1
14020281	23	1
14020282	23	1
14020283	23	1
14020284	23	1000
14020285	23	1
14020286	23	1
14020287	23	1
14020288	23	1
14020289	23	1
14020290	23	1
14020291	23	1
14020292	23	1000
14020293	23	1
14020294	23	1
14020295	23	1
14020296	23	1
14020297	23	1
14020298	23	1
14020299	23	1
14020300	23	1000
14020301	23	1
14020302	23	1
14020303	23	1
14020304	23	1
14020305	23	1
14020306	23	1
14020307	23	1
14020308	23	1000
14020309	24	1
14020310	24	1
14020311	24	1
14020312	24	1
14020313	24	1
14020314	24	1
14020315	24	1
14020316	24	1000
14020317	24	1
14020318	24	1
14020319	24	1
14020320	24	1
14020321	24	1
14020322	24	1
14020323	24	1
14020324	24	1000
14020325	24	1
14020326	24	1
14020327	24	1
14020328	24	1
14020329	24	1
14020330	24	1
14020331	24	1
14020332	24	1000
14020333	24	1
14020334	24	1
14020335	24	1
14020336	24	1
14020337	24	1
14020338	24	1
14020339	24	1
14020340	24	1000
14020341	24	1
14020342	24	1
14020343	24	1
14020344	24	1
14020345	24	1
14020346	24	1
14020347	24	1
14020348	24	1000
14020349	24	1
14020350	24	1
14020351	24	1
14020352	24	1
14020353	24	1
14020354	24	1
14020355	24	1
14020356	24	1000
14020357	24	1
14020358	24	1
14020359	24	1
14020360	24	1
14020361	24	1
14020362	24	1
14020363	24	1
14020364	24	1000
14020365	24	1
14020366	24	1
14020367	24	1
14020368	24	1
14020369	24	1
14020370	24	1
14020371	24	1
14020372	24	1000
14020373	24	1
14020374	24	1
14020375	24	1
14020376	24	1
14020377	24	1
14020378	24	1
14020379	24	1
14020380	24	1000
14020381	24	1
14020382	24	1
14020383	24	1
14020384	24	1
14020385	24	1
14020386	24	1
14020387	24	1
14020388	24	1000
14020389	24	1
14020390	24	1
14020391	24	1
14020392	24	1
14020393	24	1
14020394	24	1
14020395	24	1
14020396	24	1000
14020398	25	1
14020399	25	1
14020400	25	1
14020401	25	1
14020402	25	1
14020403	25	1
14020404	25	1
14020405	25	1000
14020406	25	1
14020407	25	1
14020408	25	1
14020409	25	1
14020410	25	1
14020411	25	1
14020412	25	1
14020413	25	1000
14020414	25	1
14020415	25	1
14020416	25	1
14020417	25	1
14020418	25	1
14020419	25	1
14020420	25	1
14020421	25	1000
14020422	25	1
14020423	25	1
14020424	25	1
14020425	25	1
14020426	25	1
14020427	25	1
14020428	25	1
14020429	25	1000
14020430	25	1
14020431	25	1
14020432	25	1
14020433	25	1
14020434	25	1
14020435	25	1
14020436	25	1
14020437	25	1000
14020438	25	1
14020439	25	1
14020440	25	1
14020441	25	1
14020442	25	1
14020443	25	1
14020444	25	1
14020445	25	1000
14020446	25	1
14020447	25	1
14020448	25	1
14020449	25	1
14020450	25	1
14020451	25	1
14020452	25	1
14020453	25	1000
14020454	25	1
14020455	25	1
14020456	25	1
14020457	25	1
14020458	25	1
14020459	25	1
14020460	25	1
14020461	25	1000
14020462	25	1
14020463	25	1
14020464	25	1
14020465	25	1
14020466	25	1
14020467	25	1
14020468	25	1
14020469	25	1000
14020470	25	1
14020471	25	1
14020472	25	1
14020473	25	1
14020474	25	1
14020475	25	1
14020476	25	1
14020477	25	1000
14020478	25	1
14020479	25	1
14020480	25	1
14020481	25	1
14020482	25	1
14020483	25	1
14020484	25	1
14020485	25	1000
14020486	26	1
14020487	26	1
14020488	26	1
14020489	26	1
14020490	26	1
14020491	26	1
14020492	26	1
14020493	26	1000
14020494	26	1
14020495	26	1
14020496	26	1
14020497	26	1
14020498	26	1
14020499	26	1
14020500	26	1
14020501	26	1000
14020502	26	1
14020503	26	1
14020504	26	1
14020505	26	1
14020506	26	1
14020507	26	1
14020508	26	1
14020509	26	1000
14020510	26	1
14020511	26	1
14020512	26	1
14020513	26	1
14020514	26	1
14020515	26	1
14020516	26	1
14020517	26	1000
14020518	26	1
14020519	26	1
14020520	26	1
14020521	26	1
14020522	26	1
14020523	26	1
14020524	26	1
14020525	26	1000
14020526	26	1
14020527	26	1
14020528	26	1
14020529	26	1
14020530	26	1
14020531	26	1
14020532	26	1
14020533	26	1000
14020534	26	1
14020535	26	1
14020536	26	1
14020537	26	1
14020538	26	1
14020539	26	1
14020540	26	1
14020541	26	1000
14020542	26	1
14020543	26	1
14020544	26	1
14020545	26	1
14020546	26	1
14020547	26	1
14020548	26	1
14020549	26	1000
14020550	26	1
14020551	26	1
14020552	26	1
14020553	26	1
14020554	26	1
14020555	26	1
14020556	26	1
14020557	26	1000
14020558	26	1
14020559	26	1
14020560	26	1
14020561	26	1
14020562	26	1
14020563	26	1
14020564	26	1
14020565	26	1000
14020566	26	1
14020567	26	1
14020568	26	1
14020569	26	1
14020570	26	1
14020571	26	1
14020572	26	1
14020573	26	1000
14020575	27	1
14020576	27	1
14020577	27	1
14020578	27	1
14020579	27	1
14020580	27	1
14020581	27	1
14020582	27	1000
14020583	27	1
14020584	27	1
14020585	27	1
14020586	27	1
14020587	27	1
14020588	27	1
14020589	27	1
14020590	27	1000
14020591	27	1
14020592	27	1
14020593	27	1
14020594	27	1
14020595	27	1
14020596	27	1
14020597	27	1
14020598	27	1000
14020599	27	1
14020600	27	1
14020601	27	1
14020602	27	1
14020603	27	1
14020604	27	1
14020605	27	1
14020606	27	1000
14020607	27	1
14020608	27	1
14020609	27	1
14020610	27	1
14020611	27	1
14020612	27	1
14020613	27	1
14020614	27	1000
14020615	27	1
14020616	27	1
14020617	27	1
14020618	27	1
14020619	27	1
14020620	27	1
14020621	27	1
14020622	27	1000
14020623	27	1
14020624	27	1
14020625	27	1
14020626	27	1
14020627	27	1
14020628	27	1
14020629	27	1
14020630	27	1000
14020631	27	1
14020632	27	1
14020633	27	1
14020634	27	1
14020635	27	1
14020636	27	1
14020637	27	1
14020638	27	1000
14020639	27	1
14020640	27	1
14020641	27	1
14020642	27	1
14020643	27	1
14020644	27	1
14020645	27	1
14020646	27	1000
14020647	27	1
14020648	27	1
14020649	27	1
14020650	27	1
14020651	27	1
14020652	27	1
14020653	27	1
14020654	27	1000
14020655	27	1
14020656	27	1
14020657	27	1
14020658	27	1
14020659	27	1
14020660	27	1
14020661	27	1
14020662	27	1000
14020663	28	1
14020664	28	1
14020665	28	1
14020666	28	1
14020667	28	1
14020668	28	1
14020669	28	1
14020670	28	1000
14020671	28	1
14020672	28	1
14020673	28	1
14020674	28	1
14020675	28	1
14020676	28	1
14020677	28	1
14020678	28	1000
14020679	28	1
14020680	28	1
14020681	28	1
14020682	28	1
14020683	28	1
14020684	28	1
14020685	28	1
14020686	28	1000
14020687	28	1
14020688	28	1
14020689	28	1
14020690	28	1
14020691	28	1
14020692	28	1
14020693	28	1
14020694	28	1000
14020695	28	1
14020696	28	1
14020697	28	1
14020698	28	1
14020699	28	1
14020700	28	1
14020701	28	1
14020702	28	1000
14020703	28	1
14020704	28	1
14020705	28	1
14020706	28	1
14020707	28	1
14020708	28	1
14020709	28	1
14020710	28	1000
14020711	28	1
14020712	28	1
14020713	28	1
14020714	28	1
14020715	28	1
14020716	28	1
14020717	28	1
14020718	28	1000
14020719	28	1
14020720	28	1
14020721	28	1
14020722	28	1
14020723	28	1
14020724	28	1
14020725	28	1
14020726	28	1000
14020727	28	1
14020728	28	1
14020729	28	1
14020730	28	1
14020731	28	1
14020732	28	1
14020733	28	1
14020734	28	1000
14020735	28	1
14020736	28	1
14020737	28	1
14020738	28	1
14020739	28	1
14020740	28	1
14020741	28	1
14020742	28	1000
14020743	28	1
14020744	28	1
14020745	28	1
14020746	28	1
14020747	28	1
14020748	28	1
14020749	28	1
14020750	28	1000
14030045	29	1
14030046	29	1
14030047	29	1
14030048	29	1
14030049	29	1
14030050	29	1
14030051	29	1
14030052	29	1000
14030053	29	1
14030054	29	1
14030055	29	1
14030056	29	1
14030057	29	1
14030058	29	1
14030059	29	1
14030060	29	1000
14030061	29	1
14030062	29	1
14030063	29	1
14030064	29	1
14030065	29	1
14030066	29	1
14030067	29	1
14030068	29	1000
14030069	29	1
14030070	29	1
14030071	29	1
14030072	29	1
14030073	29	1
14030074	29	1
14030075	29	1
14030076	29	1000
14030077	29	1
14030078	29	1
14030079	29	1
14030080	29	1
14030081	29	1
14030082	29	1
14030083	29	1
14030084	29	1000
14030085	29	1
14030086	29	1
14030087	29	1
14030088	29	1
14030089	29	1
14030090	29	1
14030091	29	1
14030092	29	1000
14030093	29	1
14030094	29	1
14030095	29	1
14030096	29	1
14030097	29	1
14030098	29	1
14030099	29	1
14030100	29	1000
14030101	29	1
14030102	29	1
14030103	29	1
14030104	29	1
14030105	29	1
14030106	29	1
14030107	29	1
14030108	29	1000
14030109	29	1
14030110	29	1
14030111	29	1
14030112	29	1
14030113	29	1
14030114	29	1
14030115	29	1
14030116	29	1000
14030117	29	1
14030118	29	1
14030119	29	1
14030120	29	1
14030121	29	1
14030122	29	1
14030123	29	1
14030124	29	1000
14030125	29	1
14030126	29	1
14030127	29	1
14030128	29	1
14030129	29	1
14030130	29	1
14030131	29	1
14030132	29	1000
14030133	30	1
14030134	30	1
14030135	30	1
14030136	30	1
14030137	30	1
14030138	30	1
14030139	30	1
14030140	30	1000
14030141	30	1
14030142	30	1
14030143	30	1
14030144	30	1
14030145	30	1
14030146	30	1
14030147	30	1
14030148	30	1000
14030149	30	1
14030150	30	1
14030151	30	1
14030152	30	1
14030153	30	1
14030154	30	1
14030155	30	1
14030156	30	1000
14030157	30	1
14030158	30	1
14030159	30	1
14030160	30	1
14030161	30	1
14030162	30	1
14030163	30	1
14030164	30	1000
14030165	30	1
14030166	30	1
14030167	30	1
14030168	30	1
14030169	30	1
14030170	30	1
14030171	30	1
14030172	30	1000
14030173	30	1
14030174	30	1
14030175	30	1
14030176	30	1
14030177	30	1
14030178	30	1
14030179	30	1
14030180	30	1000
14030181	30	1
14030182	30	1
14030183	30	1
14030184	30	1
14030185	30	1
14030186	30	1
14030187	30	1
14030188	30	1000
14030189	30	1
14030190	30	1
14030191	30	1
14030192	30	1
14030193	30	1
14030194	30	1
14030195	30	1
14030196	30	1000
14030197	30	1
14030198	30	1
14030199	30	1
14030200	30	1
14030201	30	1
14030202	30	1
14030203	30	1
14030204	30	1000
14030205	30	1
14030206	30	1
14030207	30	1
14030208	30	1
14030209	30	1
14030210	30	1
14030211	30	1
14030212	30	1000
14030213	30	1
14030214	30	1
14030215	30	1
14030216	30	1
14030217	30	1
14030218	30	1
14030219	30	1
14030220	30	1000
14030221	31	1
14030222	31	1
14030223	31	1
14030224	31	1
14030225	31	1
14030226	31	1
14030227	31	1
14030228	31	1000
14030229	31	1
14030230	31	1
14030231	31	1
14030232	31	1
14030233	31	1
14030234	31	1
14030235	31	1
14030236	31	1000
14030237	31	1
14030238	31	1
14030239	31	1
14030240	31	1
14030241	31	1
14030242	31	1
14030243	31	1
14030244	31	1000
14030245	31	1
14030246	31	1
14030247	31	1
14030248	31	1
14030249	31	1
14030250	31	1
14030251	31	1
14030252	31	1000
14030253	31	1
14030254	31	1
14030255	31	1
14030256	31	1
14030257	31	1
14030258	31	1
14030259	31	1
14030260	31	1000
14030261	31	1
14030262	31	1
14030263	31	1
14030264	31	1
14030265	31	1
14030266	31	1
14030267	31	1
14030268	31	1000
14030269	31	1
14030270	31	1
14030271	31	1
14030272	31	1
14030273	31	1
14030274	31	1
14030275	31	1
14030276	31	1000
14030277	31	1
14030278	31	1
14030279	31	1
14030280	31	1
14030281	31	1
14030282	31	1
14030283	31	1
14030284	31	1000
14030285	31	1
14030286	31	1
14030287	31	1
14030288	31	1
14030289	31	1
14030290	31	1
14030291	31	1
14030292	31	1000
14030293	31	1
14030294	31	1
14030295	31	1
14030296	31	1
14030297	31	1
14030298	31	1
14030299	31	1
14030300	31	1000
14030301	31	1
14030302	31	1
14030303	31	1
14030304	31	1
14030305	31	1
14030306	31	1
14030307	31	1
14030308	31	1000
14030309	32	1
14030310	32	1
14030311	32	1
14030312	32	1
14030313	32	1
14030314	32	1
14030315	32	1
14030316	32	1000
14030317	32	1
14030318	32	1
14030319	32	1
14030320	32	1
14030321	32	1
14030322	32	1
14030323	32	1
14030324	32	1000
14030325	32	1
14030326	32	1
14030327	32	1
14030328	32	1
14030329	32	1
14030330	32	1
14030331	32	1
14030332	32	1000
14030333	32	1
14030334	32	1
14030335	32	1
14030336	32	1
14030337	32	1
14030338	32	1
14030339	32	1
14030340	32	1000
14030341	32	1
14030342	32	1
14030343	32	1
14030344	32	1
14030345	32	1
14030346	32	1
14030347	32	1
14030348	32	1000
14030349	32	1
14030350	32	1
14030351	32	1
14030352	32	1
14030353	32	1
14030354	32	1
14030355	32	1
14030356	32	1000
14030357	32	1
14030358	32	1
14030359	32	1
14030360	32	1
14030361	32	1
14030362	32	1
14030363	32	1
14030364	32	1000
14030365	32	1
14030366	32	1
14030367	32	1
14030368	32	1
14030369	32	1
14030370	32	1
14030371	32	1
14030372	32	1000
14030373	32	1
14030374	32	1
14030375	32	1
14030376	32	1
14030377	32	1
14030378	32	1
14030379	32	1
14030380	32	1000
14030381	32	1
14030382	32	1
14030383	32	1
14030384	32	1
14030385	32	1
14030386	32	1
14030387	32	1
14030388	32	1000
14030389	32	1
14030390	32	1
14030391	32	1
14030392	32	1
14030393	32	1
14030394	32	1
14030395	32	1
14030396	32	1000
14030397	33	1
14030398	33	1
14030399	33	1
14030400	33	1
14030401	33	1
14030402	33	1
14030403	33	1
14030404	33	1000
14030405	33	1
14030406	33	1
14030407	33	1
14030408	33	1
14030409	33	1
14030410	33	1
14030411	33	1
14030412	33	1000
14030413	33	1
14030414	33	1
14030415	33	1
14030416	33	1
14030417	33	1
14030418	33	1
14030419	33	1
14030420	33	1000
14030421	33	1
14030422	33	1
14030423	33	1
14030424	33	1
14030425	33	1
14030426	33	1
14030427	33	1
14030428	33	1000
14030429	33	1
14030430	33	1
14030431	33	1
14030432	33	1
14030433	33	1
14030434	33	1
14030435	33	1
14030436	33	1000
14030437	33	1
14030438	33	1
14030439	33	1
14030440	33	1
14030441	33	1
14030442	33	1
14030443	33	1
14030444	33	1000
14030445	33	1
14030446	33	1
14030447	33	1
14030448	33	1
14030449	33	1
14030450	33	1
14030451	33	1
14030452	33	1000
14030453	33	1
14030454	33	1
14030455	33	1
14030456	33	1
14030457	33	1
14030458	33	1
14030459	33	1
14030460	33	1000
14030461	33	1
14030462	33	1
14030463	33	1
14030464	33	1
14030465	33	1
14030466	33	1
14030467	33	1
14030468	33	1000
14030469	33	1
14030470	33	1
14030471	33	1
14030472	33	1
14030473	33	1
14030474	33	1
14030475	33	1
14030476	33	1000
14030477	33	1
14030478	33	1
14030479	33	1
14030480	33	1
14030481	33	1
14030482	33	1
14030483	33	1
14030484	33	1000
14030485	34	1
14030486	34	1
14030487	34	1
14030488	34	1
14030489	34	1
14030490	34	1
14030491	34	1
14030492	34	1000
14030493	34	1
14030494	34	1
14030495	34	1
14030496	34	1
14030497	34	1
14030498	34	1
14030499	34	1
14030500	34	1000
14030501	34	1
14030502	34	1
14030503	34	1
14030504	34	1
14030505	34	1
14030506	34	1
14030507	34	1
14030508	34	1000
14030509	34	1
14030510	34	1
14030511	34	1
14030512	34	1
14030513	34	1
14030514	34	1
14030515	34	1
14030516	34	1000
14030517	34	1
14030518	34	1
14030519	34	1
14030520	34	1
14030521	34	1
14030522	34	1
14030523	34	1
14030524	34	1000
14030525	34	1
14030526	34	1
14030527	34	1
14030528	34	1
14030529	34	1
14030530	34	1
14030531	34	1
14030532	34	1000
14030533	34	1
14030534	34	1
14030535	34	1
14030536	34	1
14030537	34	1
14030538	34	1
14030539	34	1
14030540	34	1000
14030541	34	1
14030542	34	1
14030543	34	1
14030544	34	1
14030545	34	1
14030546	34	1
14030547	34	1
14030548	34	1000
14030549	34	1
14030550	34	1
14030551	34	1
14030552	34	1
14030553	34	1
14030554	34	1
14030555	34	1
14030556	34	1000
14030557	34	1
14030558	34	1
14030559	34	1
14030560	34	1
14030561	34	1
14030562	34	1
14030563	34	1
14030564	34	1000
14030565	34	1
14030566	34	1
14030567	34	1
14030568	34	1
14030569	34	1
14030570	34	1
14030571	34	1
14030572	34	1000
14030573	35	1
14030574	35	1
14030575	35	1
14030576	35	1
14030577	35	1
14030578	35	1
14030579	35	1
14030580	35	1000
14030581	35	1
14030582	35	1
14030583	35	1
14030584	35	1
14030585	35	1
14030586	35	1
14030587	35	1
14030588	35	1000
14030589	35	1
14030590	35	1
14030591	35	1
14030592	35	1
14030593	35	1
14030594	35	1
14030595	35	1
14030596	35	1000
14030597	35	1
14030598	35	1
14030599	35	1
14030600	35	1
14030601	35	1
14030602	35	1
14030603	35	1
14030604	35	1000
14030605	35	1
14030606	35	1
14030607	35	1
14030608	35	1
14030609	35	1
14030610	35	1
14030611	35	1
14030612	35	1000
14030613	35	1
14030614	35	1
14030615	35	1
14030616	35	1
14030617	35	1
14030618	35	1
14030619	35	1
14030620	35	1000
14030621	35	1
14030622	35	1
14030623	35	1
14030624	35	1
14030625	35	1
14030626	35	1
14030627	35	1
14030628	35	1000
14030629	35	1
14030630	35	1
14030631	35	1
14030632	35	1
14030633	35	1
14030634	35	1
14030635	35	1
14030636	35	1000
14030637	35	1
14030638	35	1
14030639	35	1
14030640	35	1
14030641	35	1
14030642	35	1
14030643	35	1
14030644	35	1000
14030645	35	1
14030646	35	1
14030647	35	1
14030648	35	1
14030649	35	1
14030650	35	1
14030651	35	1
14030652	35	1000
14030653	35	1
14030654	35	1
14030655	35	1
14030656	35	1
14030657	35	1
14030658	35	1
14030659	35	1
14030660	35	1000
14030661	36	1
14030662	36	1
14030663	36	1
14030664	36	1
14030665	36	1
14030666	36	1
14030667	36	1
14030668	36	1000
14030669	36	1
14030670	36	1
14030671	36	1
14030672	36	1
14030673	36	1
14030674	36	1
14030675	36	1
14030676	36	1000
14030677	36	1
14030678	36	1
14030679	36	1
14030680	36	1
14030681	36	1
14030682	36	1
14030683	36	1
14030684	36	1000
14030685	36	1
14030686	36	1
14030687	36	1
14030688	36	1
14030689	36	1
14030690	36	1
14030691	36	1
14030692	36	1000
14030693	36	1
14030694	36	1
14030695	36	1
14030696	36	1
14030697	36	1
14030698	36	1
14030699	36	1
14030700	36	1000
14030701	36	1
14030702	36	1
14030703	36	1
14030704	36	1
14030705	36	1
14030706	36	1
14030707	36	1
14030708	36	1000
14030709	36	1
14030710	36	1
14030711	36	1
14030712	36	1
14030713	36	1
14030714	36	1
14030715	36	1
14030716	36	1000
14030717	36	1
14030718	36	1
14030719	36	1
14030720	36	1
14030721	36	1
14030722	36	1
14030723	36	1
14030724	36	1000
14030725	36	1
14030726	36	1
14030727	36	1
14030728	36	1
14030729	36	1
14030730	36	1
14030731	36	1
14030732	36	1000
14030733	36	1
14030734	36	1
14030735	36	1
14030736	36	1
14030737	36	1
14030738	36	1
14030739	36	1
14030740	36	1000
14030741	36	1
14030742	36	1
14030743	36	1
14030744	36	1
14030745	36	1
14030746	36	1
14030747	36	1
14030748	36	1000
14030749	37	1
14030750	37	1
14030751	37	1
14030752	37	1
14030753	37	1
14030754	37	1
14030755	37	1
14030756	37	1000
14030757	37	1
14030758	37	1
14030759	37	1
14030760	37	1
14030761	37	1
14030762	37	1
14030763	37	1
14030764	37	1000
14030765	37	1
14030766	37	1
14030767	37	1
14030768	37	1
14030769	37	1
14030770	37	1
14030771	37	1
14030772	37	1000
14030773	37	1
14030774	37	1
14030775	37	1
14030776	37	1
14030777	37	1
14030778	37	1
14030779	37	1
14030780	37	1000
14030781	37	1
14030782	37	1
14030783	37	1
14030784	37	1
14030785	37	1
14030786	37	1
14030787	37	1
14030788	37	1000
14030789	37	1
14030790	37	1
14030791	37	1
14030792	37	1
14030793	37	1
14030794	37	1
14030795	37	1
14030796	37	1000
14030797	37	1
14030798	37	1
14030799	37	1
14030800	37	1
14030801	37	1
14030802	37	1
14030803	37	1
14030804	37	1000
14030805	37	1
14030806	37	1
14030807	37	1
14030808	37	1
14030809	37	1
14030810	37	1
14030811	37	1
14030812	37	1000
14030813	37	1
14030814	37	1
14030815	37	1
14030816	37	1
14030817	37	1
14030818	37	1
14030819	37	1
14030820	37	1000
14030821	37	1
14030822	37	1
14030823	37	1
14030824	37	1
14030825	37	1
14030826	37	1
14030827	37	1
14030828	37	1000
14030829	37	1
14030830	37	1
14030831	37	1
14030832	37	1
14030833	37	1
14030834	37	1
14030835	37	1
14030836	37	1000
14030837	38	1
14030838	38	1
14030839	38	1
14030840	38	1
14030841	38	1
14030842	38	1
14030843	38	1
14030844	38	1000
14030845	38	1
14030846	38	1
14030847	38	1
14030848	38	1
14030849	38	1
14030850	38	1
14030851	38	1
14030852	38	1000
14030853	38	1
14030854	38	1
14030855	38	1
14030856	38	1
14030857	38	1
14030858	38	1
14030859	38	1
14030860	38	1000
14030861	38	1
14030862	38	1
14030863	38	1
14030864	38	1
14030865	38	1
14030866	38	1
14030867	38	1
14030868	38	1000
14030869	38	1
14030870	38	1
14030871	38	1
14030872	38	1
14030873	38	1
14030874	38	1
14030875	38	1
14030876	38	1000
14030877	38	1
14030878	38	1
14030879	38	1
14030880	38	1
14030881	38	1
14030882	38	1
14030883	38	1
14030884	38	1000
14030885	38	1
14030886	38	1
14030887	38	1
14030888	38	1
14030889	38	1
14030890	38	1
14030891	38	1
14030892	38	1000
14030893	38	1
14030894	38	1
14030895	38	1
14030896	38	1
14030897	38	1
14030898	38	1
14030899	38	1
14030900	38	1000
14030901	38	1
14030902	38	1
14030903	38	1
14030904	38	1
14030905	38	1
14030906	38	1
14030907	38	1
14030908	38	1000
14030909	38	1
14030910	38	1
14030911	38	1
14030912	38	1
14030913	38	1
14030914	38	1
14030915	38	1
14030916	38	1000
14030917	38	1
14030918	38	1
14030919	38	1
14030920	38	1
14030921	38	1
14030922	38	1
14030923	38	1
14030924	38	1000
14030926	39	1
14030927	39	1
14030928	39	1
14030929	39	1
14030930	39	1
14030931	39	1
14030932	39	1
14030933	39	1000
14030934	39	1
14030935	39	1
14030936	39	1
14030937	39	1
14030938	39	1
14030939	39	1
14030940	39	1
14030941	39	1000
14030942	39	1
14030943	39	1
14030944	39	1
14030945	39	1
14030946	39	1
14030947	39	1
14030948	39	1
14030949	39	1000
14030950	39	1
14030951	39	1
14030952	39	1
14030953	39	1
14030954	39	1
14030955	39	1
14030956	39	1
14030957	39	1000
14030958	39	1
14030959	39	1
14030960	39	1
14030961	39	1
14030962	39	1
14030963	39	1
14030964	39	1
14030965	39	1000
14030966	39	1
14030967	39	1
14030968	39	1
14030969	39	1
14030970	39	1
14030971	39	1
14030972	39	1
14030973	39	1000
14030974	39	1
14030975	39	1
14030976	39	1
14030977	39	1
14030978	39	1
14030979	39	1
14030980	39	1
14030981	39	1000
14030982	39	1
14030983	39	1
14030984	39	1
14030985	39	1
14030986	39	1
14030987	39	1
14030988	39	1
14030989	39	1000
14030990	39	1
14030991	39	1
14030992	39	1
14030993	39	1
14030994	39	1
14030995	39	1
14030996	39	1
14030997	39	1000
14030998	39	1
14030999	39	1
14031000	39	1
14031001	39	1
14031002	39	1
14031003	39	1
14031004	39	1
14031005	39	1000
14031006	39	1
14031007	39	1
14031008	39	1
14031009	39	1
14031010	39	1
14031011	39	1
14031012	39	1
14031013	39	1000
14031014	40	1
14031015	40	1
14031016	40	1
14031017	40	1
14031018	40	1
14031019	40	1
