NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT
146	1	104	45011621	1	0	3|5|7|9|11|13|15|17|20	0|0|500	0|0|500	0|0|500	0|0|500	0|0|500	0|0|1000	0|0|1000	0|0|1000	0|0|1000	0|0|1000
147	1	104	45011846	1	0	3|5|7|9|11|13|15|17|20	0|0|500	0|0|500	0|0|500	0|0|500	0|0|500	0|0|1000	0|0|1000	0|0|1000	0|0|1000	0|0|1000
148	1	104	45012091	1	0	3|5|7|9|11|13|15|17|20	0|0|500	0|0|500	0|0|500	0|0|500	0|0|500	0|0|1000	0|0|1000	0|0|1000	0|0|1000	0|0|1000
149	1	104	45012321	1	0	3|5|7|9|11|13|15|17|20	0|0|500	0|0|500	0|0|500	0|0|500	0|0|500	0|0|1000	0|0|1000	0|0|1000	0|0|1000	0|0|1000
150	1	104	45012551	1	0	3|5|7|9|11|13|15|17|20	0|0|500	0|0|500	0|0|500	0|0|500	0|0|500	0|0|1000	0|0|1000	0|0|1000	0|0|1000	0|0|1000
151	1	104	45012796	1	0	3|5|7|9|11|13|15|17|20	0|0|500	0|0|500	0|0|500	0|0|500	0|0|500	0|0|1000	0|0|1000	0|0|1000	0|0|1000	0|0|1000
152	1	104	45013021	1	0	3|5|7|9|11|13|15|17|20	0|0|500	0|0|500	0|0|500	0|0|500	0|0|500	0|0|1000	0|0|1000	0|0|1000	0|0|1000	0|0|1000
153	1	104	45013256	1	0	3|5|7|9|11|13|15|17|20	0|0|500	0|0|500	0|0|500	0|0|500	0|0|500	0|0|1000	0|0|1000	0|0|1000	0|0|1000	0|0|1000
154	1	104	45011181	1	0	3|5|7|9|11|13|15|17|20	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|500	0|0|500	0|0|500	0|0|500	0|0|500
155	1	104	45011416	1	0	3|5|7|9|11|13|15|17|20	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|500	0|0|500	0|0|500	0|0|500	0|0|500
156	1	104	45011671	1	0	3|5|7|9|11|13|15|17|20	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|500	0|0|500	0|0|500	0|0|500	0|0|500
157	1	104	45011896	1	0	3|5|7|9|11|13|15|17|20	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|500	0|0|500	0|0|500	0|0|500	0|0|500
158	1	104	45012141	1	0	3|5|7|9|11|13|15|17|20	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|500	0|0|500	0|0|500	0|0|500	0|0|500
159	1	104	45012366	1	0	3|5|7|9|11|13|15|17|20	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|500	0|0|500	0|0|500	0|0|500	0|0|500
160	1	104	45012606	1	0	3|5|7|9|11|13|15|17|20	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|500	0|0|500	0|0|500	0|0|500	0|0|500
161	1	104	45012841	1	0	3|5|7|9|11|13|15|17|20	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|500	0|0|500	0|0|500	0|0|500	0|0|500
162	1	104	45013071	1	0	3|5|7|9|11|13|15|17|20	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|500	0|0|500	0|0|500	0|0|500	0|0|500
163	1	104	45013296	1	0	3|5|7|9|11|13|15|17|20	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|500	0|0|500	0|0|500	0|0|500	0|0|500
164	1	104	45013521	1	0	3|5|7|9|11|13|15|17|20	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|500	0|0|500	0|0|500	0|0|500	0|0|500
165	1	104	45013626	1	0	3|5|7|9|11|13|15|17|20	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|500	0|0|500	0|0|500	0|0|500	0|0|500
166	1	104	45013651	1	0	3|5|7|9|11|13|15|17|20	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|500	0|0|500	0|0|500	0|0|500	0|0|500
167	1	104	45013671	1	0	3|5|7|9|11|13|15|17|20	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|500	0|0|500	0|0|500	0|0|500	0|0|500
