NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	NUM
200	圣徒级绿玉髓	14020022	1	2	8	11030007	54	14020021	1	11030502	2	-1	-1	240	0	-1	-1	9	100	-1		绿宝石	0
201	圣徒级黄玉髓	14030022	1	2	8	11030007	54	14030021	1	11030502	2	-1	-1	240	0	-1	-1	9	100	-1		黄宝石	0
202	圣徒级蓝玉髓	14040022	1	2	8	11030007	54	14040021	1	11030502	2	-1	-1	240	0	-1	-1	9	100	-1		蓝宝石	0
203	四级融雪丹	12050093	1	10	8	12050092	2	12050009	1	-1	-1	-1	-1	80	0	-1	-1	3	100	-1		坐骑道具	0
204	鞑靼铜环刀	10010040	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	100	-1		主武器	0
205	鞑靼白刃剑	10020040	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	100	-1		主武器	0
206	鞑靼硬木弓	10030040	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	100	-1		主武器	0
207	鞑靼云纹枪	10040040	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	100	-1		主武器	0
208	鞑靼铁头杖	10050040	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	100	-1		主武器	0
209	鞑靼精钢槌	10060040	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	100	-1		主武器	0
210	鞑靼铜环盾	10070040	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	100	-1		副武器	0
211	鞑靼粹炼锏	10080040	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	100	-1		副武器	0
212	鞑靼晖利箭	10090040	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	100	-1		副武器	0
213	鞑靼急速弹	10100040	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	100	-1		副武器	0
214	鞑靼红玉号	10110040	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	100	-1		副武器	0
215	鞑靼狼牙鼓	10120040	1	6	1	11041030	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	100	-1		副武器	0
216	四象江湖之刀	10019400	1	6	2	11041000	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		主武器	0
217	四象江湖之剑	10028400	1	6	2	11041000	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		主武器	0
218	四象江湖之弓	10038400	1	6	2	11041000	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		主武器	0
219	四象江湖之枪	10048400	1	6	2	11041000	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		主武器	0
220	四象江湖之杖	10058400	1	6	2	11041000	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		主武器	0
221	四象江湖之槌	10068400	1	6	2	11041000	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		主武器	0
222	四象江湖之盾	10077400	1	6	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		副武器	0
223	四象江湖之锏	10087400	1	6	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		副武器	0
224	四象江湖羽箭	10097400	1	6	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		副武器	0
225	四象江湖飞弹	10107400	1	6	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		副武器	0
226	四象江湖之号	10117400	1	6	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		副武器	0
227	四象江湖之鼓	10127400	1	6	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		副武器	0
228	乃蛮黑铁刀	10010050	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	100	-1		主武器	0
229	乃蛮锐步剑	10020050	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	100	-1		主武器	0
230	乃蛮扬手弓	10030050	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	100	-1		主武器	0
231	乃蛮闪击枪	10040050	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	100	-1		主武器	0
232	乃蛮晶玉杖	10050050	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	100	-1		主武器	0
233	乃蛮乌金槌	10060050	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	100	-1		主武器	0
234	乃蛮黑铁盾	10070050	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	100	-1		副武器	0
235	乃蛮昆吾锏	10080050	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	100	-1		副武器	0
236	乃蛮舀锐箭	10090050	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	100	-1		副武器	0
237	乃蛮螺旋弹	10100050	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	100	-1		副武器	0
238	乃蛮如意号	10110050	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	100	-1		副武器	0
239	乃蛮封冰鼓	10120050	1	6	3	11041031	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	100	-1		副武器	0
240	乌月风动刀	10010060	1	6	4	11041001	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	100	-1		主武器	0
241	乌月紫极剑	10020060	1	6	4	11041001	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	100	-1		主武器	0
242	乌月怒人弓	10030060	1	6	4	11041001	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	100	-1		主武器	0
243	乌月轰雷枪	10040060	1	6	4	11041001	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	100	-1		主武器	0
244	乌月归天杖	10050060	1	6	4	11041001	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	100	-1		主武器	0
245	乌月玄铁槌	10060060	1	6	4	11041001	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	100	-1		主武器	0
246	乌月风动盾	10070060	1	6	4	11041041	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	100	-1		副武器	0
247	乌月三才锏	10080060	1	6	4	11041041	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	100	-1		副武器	0
248	乌月灭杀箭	10090060	1	6	4	11041041	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	100	-1		副武器	0
249	乌月鸣空弹	10100060	1	6	4	11041041	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	100	-1		副武器	0
250	乌月九宫号	10110060	1	6	4	11041041	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	100	-1		副武器	0
251	乌月唤雷鼓	10120060	1	6	4	11041041	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	100	-1		副武器	0
252	六合江湖之刀	10019500	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		主武器	0
253	六合江湖之剑	10028500	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		主武器	0
254	六合江湖之弓	10038500	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		主武器	0
255	六合江湖之枪	10048500	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		主武器	0
256	六合江湖之杖	10058500	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		主武器	0
257	六合江湖之槌	10068500	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		主武器	0
258	六合江湖之盾	10077500	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		副武器	0
259	六合江湖之锏	10087500	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		副武器	0
260	六合江湖羽箭	10097500	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		副武器	0
261	六合江湖飞弹	10107500	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		副武器	0
262	六合江湖之号	10117500	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		副武器	0
263	六合江湖之鼓	10127500	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		副武器	0
264	凤翔赤精刀	10010070	1	6	6	11041002	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	100	-1		主武器	0
265	凤翔奔日剑	10020070	1	6	6	11041002	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	100	-1		主武器	0
266	凤翔千疾弓	10030070	1	6	6	11041002	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	100	-1		主武器	0
267	凤翔明应枪	10040070	1	6	6	11041002	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	100	-1		主武器	0
268	凤翔伏魔杖	10050070	1	6	6	11041002	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	100	-1		主武器	0
269	凤翔百裂槌	10060070	1	6	6	11041002	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	100	-1		主武器	0
270	凤翔赤精盾	10070070	1	6	6	11041042	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	100	-1		副武器	0
271	凤翔定光锏	10080070	1	6	6	11041042	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	100	-1		副武器	0
272	凤翔鬼泣箭	10090070	1	6	6	11041042	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	100	-1		副武器	0
273	凤翔流星弹	10100070	1	6	6	11041042	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	100	-1		副武器	0
274	凤翔七星号	10110070	1	6	6	11041042	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	100	-1		副武器	0
275	凤翔龙啸鼓	10120070	1	6	6	11041042	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	100	-1		副武器	0
276	神龙掌门之刀	10019600	1	6	7	11041003	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		主武器	0
277	神龙掌门之剑	10028600	1	6	7	11041003	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		主武器	0
278	神龙掌门之弓	10038600	1	6	7	11041003	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		主武器	0
279	神龙掌门之枪	10048600	1	6	7	11041003	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		主武器	0
280	神龙掌门之杖	10058600	1	6	7	11041003	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		主武器	0
281	神龙掌门之槌	10068600	1	6	7	11041003	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		主武器	0
282	神龙掌门之盾	10077600	1	6	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		副武器	0
283	神龙掌门之锏	10087600	1	6	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		副武器	0
284	神龙掌门羽箭	10097600	1	6	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		副武器	0
285	神龙掌门飞弹	10107600	1	6	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		副武器	0
286	神龙掌门之号	10117600	1	6	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		副武器	0
287	神龙掌门之鼓	10127600	1	6	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		副武器	0
288	西辽地龙刀	10010080	1	6	8	11041003	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	100	-1		主武器	0
289	西辽粲星剑	10020080	1	6	8	11041003	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	100	-1		主武器	0
290	西辽风铃弓	10030080	1	6	8	11041003	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	100	-1		主武器	0
291	西辽暴焰枪	10040080	1	6	8	11041003	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	100	-1		主武器	0
292	西辽摩天杖	10050080	1	6	8	11041003	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	100	-1		主武器	0
293	西辽五行槌	10060080	1	6	8	11041003	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	100	-1		主武器	0
294	西辽地龙盾	10070080	1	6	8	11041043	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	100	-1		副武器	0
295	西辽飞仙锏	10080080	1	6	8	11041043	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	100	-1		副武器	0
296	西辽鸣杀箭	10090080	1	6	8	11041043	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	100	-1		副武器	0
297	西辽崩烈弹	10100080	1	6	8	11041043	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	100	-1		副武器	0
298	西辽地灵号	10110080	1	6	8	11041043	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	100	-1		副武器	0
299	西辽碎魂鼓	10120080	1	6	8	11041043	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	100	-1		副武器	0
300	鞑靼青铜头盔	10200040	1	3	1	11041040	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	100	-1		头盔	0
301	鞑靼虎斑甲	10230040	1	3	1	11041040	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	100	-1		衣服	0
302	鞑靼青龙护手	10250040	1	3	1	11041040	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	100	-1		护手	0
303	鞑靼缀星腰带	10260040	1	3	1	11041040	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	100	-1		腰带	0
304	鞑靼铁将战靴	10270040	1	3	1	11041040	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	100	-1		靴子	0
305	四象江湖铠甲	10238400	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		衣服	0
306	四象江湖头盔	10208400	1	3	2	11041010	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		头盔	0
307	四象江湖腰带	10268400	1	3	2	11041000	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		腰带	0
308	四象江湖护手	10258400	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		护手	0
309	四象江湖战靴	10278400	1	3	2	11041040	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		靴子	0
310	四象江湖铠甲	10238410	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		衣服	0
311	四象江湖头盔	10208410	1	3	2	11041010	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		头盔	0
312	四象江湖腰带	10268410	1	3	2	11041000	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		腰带	0
313	四象江湖护手	10258410	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		护手	0
314	四象江湖战靴	10278410	1	3	2	11041040	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		靴子	0
315	四象江湖铠甲	10238420	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		衣服	0
316	四象江湖头盔	10208420	1	3	2	11041010	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		头盔	0
317	四象江湖腰带	10268420	1	3	2	11041000	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		腰带	0
318	四象江湖护手	10258420	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		护手	0
319	四象江湖战靴	10278420	1	3	2	11041040	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		靴子	0
320	四象江湖铠甲	10238430	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		衣服	0
321	四象江湖头盔	10208430	1	3	2	11041010	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		头盔	0
322	四象江湖腰带	10268430	1	3	2	11041000	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		腰带	0
323	四象江湖护手	10258430	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		护手	0
324	四象江湖战靴	10278430	1	3	2	11041040	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		靴子	0
325	四象江湖铠甲	10238440	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		衣服	0
326	四象江湖头盔	10208440	1	3	2	11041010	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		头盔	0
327	四象江湖腰带	10268440	1	3	2	11041000	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		腰带	0
328	四象江湖护手	10258440	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		护手	0
329	四象江湖战靴	10278440	1	3	2	11041040	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		靴子	0
330	四象江湖铠甲	10238450	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		衣服	0
331	四象江湖头盔	10208450	1	3	2	11041010	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		头盔	0
332	四象江湖腰带	10268450	1	3	2	11041000	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		腰带	0
333	四象江湖护手	10258450	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		护手	0
334	四象江湖战靴	10278450	1	3	2	11041040	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	100	-1		靴子	0
335	乃蛮玄铁头盔	10200050	1	3	3	11041011	1	11041021	1	-1	-1	-1	-1	30	0	-1	-1	9	100	-1		头盔	0
336	乃蛮督军甲	10230050	1	3	3	11041041	1	11041031	1	-1	-1	-1	-1	30	0	-1	-1	9	100	-1		衣服	0
337	乃蛮黑寂护手	10250050	1	3	3	11041041	1	11041031	1	-1	-1	-1	-1	30	0	-1	-1	9	100	-1		护手	0
338	乃蛮盘蛇腰带	10260050	1	3	3	11041001	1	11041021	1	-1	-1	-1	-1	30	0	-1	-1	9	100	-1		腰带	0
339	乃蛮神木战靴	10270050	1	3	3	11041041	1	11041051	1	-1	-1	-1	-1	30	0	-1	-1	9	100	-1		靴子	0
340	乌月羽银头盔	10200060	1	3	4	11041011	1	11041021	1	-1	-1	-1	-1	40	0	-1	-1	9	100	-1		头盔	0
341	乌月梦翔甲	10230060	1	3	4	11041041	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	100	-1		衣服	0
342	乌月紫玉护手	10250060	1	3	4	11041041	1	11041031	1	-1	-1	-1	-1	40	0	-1	-1	9	100	-1		护手	0
343	乌月寒玉腰带	10260060	1	3	4	11041001	1	11041021	1	-1	-1	-1	-1	40	0	-1	-1	9	100	-1		腰带	0
344	乌月风轮战靴	10270060	1	3	4	11041041	1	11041051	1	-1	-1	-1	-1	40	0	-1	-1	9	100	-1		靴子	0
345	六合江湖铠甲	10238500	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		衣服	0
346	六合江湖头盔	10208500	1	3	5	11041012	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		头盔	0
347	六合江湖腰带	10268500	1	3	5	11041002	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		腰带	0
348	六合江湖护手	10258500	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		护手	0
349	六合江湖战靴	10278500	1	3	5	11041042	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		靴子	0
350	六合江湖铠甲	10238510	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		衣服	0
351	六合江湖头盔	10208510	1	3	5	11041012	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		头盔	0
352	六合江湖腰带	10268510	1	3	5	11041002	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		腰带	0
353	六合江湖护手	10258510	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		护手	0
354	六合江湖战靴	10278510	1	3	5	11041042	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		靴子	0
355	六合江湖铠甲	10238520	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		衣服	0
356	六合江湖头盔	10208520	1	3	5	11041012	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		头盔	0
357	六合江湖腰带	10268520	1	3	5	11041002	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		腰带	0
358	六合江湖护手	10258520	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		护手	0
359	六合江湖战靴	10278520	1	3	5	11041042	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		靴子	0
360	六合江湖铠甲	10238530	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		衣服	0
361	六合江湖头盔	10208530	1	3	5	11041012	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		头盔	0
362	六合江湖腰带	10268530	1	3	5	11041002	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		腰带	0
363	六合江湖护手	10258530	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		护手	0
364	六合江湖战靴	10278530	1	3	5	11041042	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		靴子	0
365	六合江湖铠甲	10238540	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		衣服	0
366	六合江湖头盔	10208540	1	3	5	11041012	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		头盔	0
367	六合江湖腰带	10268540	1	3	5	11041002	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		腰带	0
368	六合江湖护手	10258540	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		护手	0
369	六合江湖战靴	10278540	1	3	5	11041042	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		靴子	0
370	六合江湖铠甲	10238550	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		衣服	0
371	六合江湖头盔	10208550	1	3	5	11041012	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		头盔	0
372	六合江湖腰带	10268550	1	3	5	11041002	1	11041022	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		腰带	0
373	六合江湖护手	10258550	1	3	5	11041042	1	11041032	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		护手	0
374	六合江湖战靴	10278550	1	3	5	11041042	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	100	-1		靴子	0
375	凤翔紫金头盔	10200070	1	3	6	11041012	1	11041022	1	-1	-1	-1	-1	60	0	-1	-1	9	100	-1		头盔	0
376	凤翔银鳞甲	10230070	1	3	6	11041042	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	100	-1		衣服	0
377	凤翔绯日护手	10250070	1	3	6	11041042	1	11041032	1	-1	-1	-1	-1	60	0	-1	-1	9	100	-1		护手	0
378	凤翔天蚕腰带	10260070	1	3	6	11041002	1	11041022	1	-1	-1	-1	-1	60	0	-1	-1	9	100	-1		腰带	0
379	凤翔登云战靴	10270070	1	3	6	11041042	1	11041052	1	-1	-1	-1	-1	60	0	-1	-1	9	100	-1		靴子	0
380	神龙掌门铠甲	10238600	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		衣服	0
381	神龙掌门头盔	10208600	1	3	7	11041013	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		头盔	0
382	神龙掌门腰带	10268600	1	3	7	11041003	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		腰带	0
383	神龙掌门护手	10258600	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		护手	0
384	神龙掌门战靴	10278600	1	3	7	11041043	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		靴子	0
385	神龙掌门铠甲	10238610	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		衣服	0
386	神龙掌门头盔	10208610	1	3	7	11041013	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		头盔	0
387	神龙掌门腰带	10268610	1	3	7	11041003	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		腰带	0
388	神龙掌门护手	10258610	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		护手	0
389	神龙掌门战靴	10278610	1	3	7	11041043	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		靴子	0
390	神龙掌门铠甲	10238620	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		衣服	0
391	神龙掌门头盔	10208620	1	3	7	11041013	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		头盔	0
392	神龙掌门腰带	10268620	1	3	7	11041003	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		腰带	0
393	神龙掌门护手	10258620	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		护手	0
394	神龙掌门战靴	10278620	1	3	7	11041043	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		靴子	0
395	神龙掌门铠甲	10238630	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		衣服	0
396	神龙掌门头盔	10208630	1	3	7	11041013	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		头盔	0
397	神龙掌门腰带	10268630	1	3	7	11041003	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		腰带	0
398	神龙掌门护手	10258630	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		护手	0
399	神龙掌门战靴	10278630	1	3	7	11041043	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		靴子	0
400	神龙掌门铠甲	10238640	1	3	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		衣服	0
401	神龙掌门头盔	10208640	1	3	7	11041013	1	11041023	1	-1	-1	-1	-1	70	0	-1	-1	9	100	-1		头盔	0
