NUM	TEXT												
300468	/common/chuansong/trap/common_trap_jinge_tieqi_kunlun.lua												
300469	/common/chuansong/trap/common_trap_jinge_tieqi_dunhuang.lua												
300470	/common/chuansong/trap/common_trap_dadu_baoding.lua												
300474	/common/chuansong/trap/common_trap_baoding_dadu.lua												
300475	/common/chuansong/trap/common_trap_baoding_datong.lua												
300476	/common/chuansong/trap/common_trap_baoding_jining.lua												
300477	/common/chuansong/trap/common_trap_jining_baoding.lua												
300478	/common/chuansong/trap/common_trap_datong_baoding.lua												
300479	/common/chuansong/trap/common_trap_tongdao_enter.lua												
300480	/common/chuansong/trap/common_trap_tongdao_exit.lua												
300481	/common/chuansong/trap/common_trap_xiashuidao_exiteast.lua												
300482	/common/chuansong/trap/common_trap_xiashuidao_exitwest.lua												
300483	/common/chuansong/trap/common_trap_jining_weihai.lua												
300484	/common/chuansong/trap/common_trap_weihai_jining.lua												
300485	/common/chuansong/trap/common_trap_baoding_anqing.lua												
300486	/common/chuansong/trap/common_trap_anqing_baoding.lua												
300487	/common/chuansong/trap/common_wanfoone2zhongxingfu.lua												
300488	/common/chuansong/trap/common_zhongxingfu2wanfoone.lua												
300489	/common/chuansong/trap/common_wanfoone2wanfotwo.lua												
300490	/common/chuansong/trap/common_wanfotwo2wanfoone.lua												
300491	/common/chuansong/trap/common_wanfotwo2wanfoshree.lua												
300492	/common/chuansong/trap/common_wanfoshree2wanfotwo.lua												
300493	/common/chuansong/trap/common_shaheone2dadu.lua												
300494	/common/chuansong/trap/common_dadu2shaheone.lua												
300495	/common/chuansong/trap/common_shaheone2shahetwo.lua												
300496	/common/chuansong/trap/common_shahetwo2shaheone.lua												
300497	/common/chuansong/trap/common_shahetwo2shaheshree.lua												
300498	/common/chuansong/trap/common_shaheshree2shahetwo.lua												
300501	/common/guojiarenwu/common_guojiarenwu_table.lua												
300502	/common/guojiarenwu/common_guojiarenwu_collectcomment.lua												
300503	/common/xunlian/common_xunlian1.lua												
300504	/common/xunlian/common_xunlian2.lua												
300505	/common/xunlian/common_xunlian3.lua												
300506	/common/chuansong/trap/common_zhongxingfu2dunhuang.lua												
300510	/common/guojiarenwu/common_guojiarenwu_out.lua												
300511	/common/guojiarenwu/common_new_neizhengtianshan.lua												
300512	/common/guojiarenwu/common_new_neizhengkunlun.lua												
300513	/common/guojiarenwu/common_new_neizhengdunhuang.lua												
300516	/common/guojiarenwu/collecthorse.lua												
300517	/common/guojiarenwu/collectmaterials.lua												
300518	/common/guojiarenwu/digitem.lua												
300519	/common/guojiarenwu/escort.lua												
300520	/common/guojiarenwu/common_new_neizhengloulan.lua												
300521	/common/guojiarenwu/common_new_neizhengshuoming.lua												
300522	/common/chuansong/trap/common_liechang2migong1.lua												
300523	/common/chuansong/trap/common_migong1daoliechang.lua												
300524	/common/chuansong/trap/common_migong1daomigong2.lua												
300525	/common/chuansong/trap/common_migong2daomigong1.lua												
300526	/common/chuansong/trap/common_migong2daomigong3.lua												
300527	/common/chuansong/trap/common_migong3daomigong2.lua												
300528	/common/chuansong/trap/common_migong3daomigong4.lua												
300529	/common/chuansong/trap/common_migong4daomigong3.lua												
300530	/common/chuansong/trap/common_hannanhe2qiyan.lua												
300531	/common/chuansong/trap/common_qiyan2hannanhe.lua												
300532	/common/chuansong/trap/common_qiyan2nainan.lua												
300533	/common/chuansong/trap/common_qiyan2tataer.lua												
300534	/common/chuansong/trap/common_qiyan2kelie.lua												
300535	/common/chuansong/trap/common_naiman2qiyan.lua												
300536	/common/chuansong/trap/common_tatare2qiyan.lua												
300537	/common/chuansong/trap/common_kelie2qiyan.lua												
300538	/common/chuansong/trap/common_trap_kelie2juyongguan.lua												
300539	/common/chuansong/trap/common_juyongguan2tataer.lua												
300540	/common/chuansong/trap/common_juyongguan2dadu.lua												
300541	/common/chuansong/trap/common_dadu2juyongguan.lua												
300542	/common/chuansong/trap/common_suiyecheng2samaerhan.lua												
300543	/common/chuansong/trap/common_suiyecheng2hongshamo.lua												
300544	/common/chuansong/trap/common_samaerhan2suiyecheng.lua												
300545	/common/chuansong/trap/common_hongshamo2suiyecheng.lua												
300546	/common/chuansong/trap/common_hongshamo2bageda.lua												
300547	/common/chuansong/trap/common_bageda2mosike.lua												
300548	/common/chuansong/trap/common_mosike2bageda.lua												
300549	/common/chuansong/trap/common_mosike2jifu.lua												
300550	/common/haizei/haizei_create.lua												
300551	/common/haizei/haizei_kill.lua												
300552	/common/haizei/haizei_destroy.lua												
300553	/common/chuansong/trap/common_dadu2huangcheng.lua												
300554	/common/chuansong/trap/common_huangcheng2dadu.lua												
300560	/common/haizei/shizijun_create.lua												
300561	/common/haizei/shizijun_kill.lua												
300562	/common/haizei/shizijun_destroy.lua												
300563	/common/dadugeren/common_dadugeren_zhaowangfudouxi.lua												
300564	/common/dadugeren/common_dadugeren_sidafawang.lua												
300565	/common/dadugeren/common_dadugeren_wulindahui.lua												
300566	/common/dadugeren/common_dadugeren_shengsicaishen.lua												
300567	/common/dadugeren/item_wanfa_shengsicaishen.lua												
300568	/common/dadugeren/common_dadugeren_sidafawangshuoming.lua												
300569	/common/dadujianianhua/common_dadujianianhua_yizhesanyou.lua												
300570	/common/dadujianianhua/common_dadujianianhua_xiangzirefresh.lua												
300571	/common/dadujianianhua/common_dadujianianhua_xiangzidelete.lua												
300572	/common/dadugeren/common_dadugeren_daneimitan.lua												
300573	/common/dadugeren/common_dadugeren_ziqingbaojian.lua												
300574	/common/dadugeren/common_dadugeren_itembaojian.lua												
300575	/common/weihaigang/common_weihaigang_dieyingchongchong.lua												
300576	/common/weihaigang/common_weihaigang_qingchenghuolei.lua												
300577	/common/weihaigang/common_weihaigang_donghaihaitu.lua												
300578	/common/weihaigang/common_weihaigang_huangdaojiri.lua												
300579	/common/weihaigang/common_weihaigang_huoleiitem.lua												
300580	/common/bianjing/common_dunhuangbianjing_xincheng.lua												
300581	/common/bianjing/common_dunhuangbianjing_shengnv.lua												
300582	/common/bianjing/common_dunhuangbianjing_xinchengshuoming.lua												
300583	/common/chuansong/trap/common_jifu2bolan.lua												
300584	/common/chuansong/trap/common_bolan2jifu.lua												
300585	/common/chuansong/trap/common_bolan2xiongyali.lua												
300586	/common/chuansong/trap/common_xiongyali2bolan.lua												
300587	/common/chuansong/trap/common_xiongyali2luoma.lua												
300588	/common/chuansong/trap/common_luoma2xiongyali.lua												
300589	/common/chuansong/trap/common_bosi2bageda.lua												
300590	/common/chuansong/trap/common_baizhanting2luoma.lua												
300591	/common/chuansong/trap/common_luoma2baizhanting.lua												
300592	/common/chuansong/trap/common_baizhanting2damashige.lua												
300593	/common/chuansong/trap/common_migong4daomigong5.lua												
300594	/common/chuansong/trap/common_migong5daomigong4.lua												
300595	/common/chuansong/trap/common_damashige2baizhanting.lua												
300596	/common/chuansong/trap/common_bageda2hongshamo.lua												
300597	/common/chuansong/trap/common_bageda2bosi.lua												
300598	/common/chuansong/trap/common_jifu2mosike.lua												
300599	/common/chuansong/trap/common_zhongxingfu2loulan.lua												
300600	/common/chuansong/trap/common_zhongxingfu2tianshan.lua												
300601	/common/chuansong/trap/common_zhongxingfu2kunlun.lua												
300602	/common/chuansong/trap/common_trap_wangcheng2hannanhe.lua												
300603	/common/chuansong/trap/common_trap_hannanhe2wangcheng.lua												
300604	/common/chuansong/trap/common_trap_tataer2qiyan.lua												
#	;PVP玩法脚本												
300606	/common/guild/common_guild_buildmission.lua												
300607	/common/guild/common_yunbiao_issue.lua												
300608	/common/guild/common_loulan_yunbiao.lua												
300609	/common/guild/common_loulan_yunbiao_car.lua												
300610	/common/geren/common_gerenbaoxian1.lua												
300611	/common/geren/common_gerenbaoxian2.lua												
300612	/common/geren/common_gerenbaoxian3.lua												
300613	/common/country/event_loulan_guojiashoubian_buff.lua												
300615	/common/guild/common_guild_contend_flow.lua												
300616	/common/guild/common_guild_contend_tower.lua												
300617	/common/country/common_xunzhao_hongsheng.lua												
300618	/common/guild/common_killmonsterissue.lua												
300619	/common/guild/common_killmonster.lua												
300620	/common/guild/common_gatherissue.lua												
300621	/common/guild/common_loulan_gather.lua												
300622	/common/geren/common_gerenyunbiao.lua												
300623	/common/geren/common_loulan_gerenyunbiao_car.lua												
300624	/common/country/common_country_poke_issue.lua												
300625	/common/timer/common_country_timer.lua												
300626	/growpoint/diguoqiangliang/growpoint_tianshan_diguoqiangliang.lua												
300627	/growpoint/diguoqiangliang/growpoint_kunlun_diguoqiangliang.lua												
300628	/growpoint/diguoqiangliang/growpoint_dunhuang_diguoqiangliang.lua												
300629	/growpoint/diguoqiangliang/growpoint_loulan_diguoqiangliang.lua												
300630	/common/country/common_country_mixture.lua												
300631	/common/country/common_country_guoyun_redeem.lua												
300632	/common/guild/common_guild_banghuijuanxian.lua												
300633	/common/guild/common_guild_banghuijuanxianbanggong.lua												
300634	/common/guild/common_guild_banghuijuanxianjinqian.lua												
300635	/common/guild/common_test.lua												
300636	/common/country/common_country_chuguo_redeem.lua												
300637	/common/country/common_country_person_redeem.lua												
300638	/common/country/common_country_guild_redeem.lua												
300640	/common/guild/common_paobanggong.lua												
300641	/common/guild/banghuidasaichuansong.lua												
300642	/common/guild/banghuidasaibaoming.lua												
300643	/common/guild/banghuidasai.lua												
300644	/common/guild/banghuidasai_growpoint.lua												
300648	/common/country/common_mixture_hongsheng.lua												
300649	/common/country/common_country_draw_horse.lua												
300650	/growpoint/dixialiangcang/growpoint_dixialiangcang_0.lua												
300651	/common/country/common_country_draw_horse_comment.lua												
300652	/common/country/common_country_shouhu_horse.lua												
300653	/common/country/common_country_shouhu_horse_comment.lua												
300656	/common/country/common_gongzhi_level.lua												
300657	/common/country/common_guowangtaozhuang.lua												
300658	/common/country/common_country_qinglong_redeem.lua												
300659	/common/country/common_country_zhuque_redeem.lua												
300660	/common/country/common_guowangzuoqi.lua												
300661	/common/country/common_country_dengjichenghao.lua												
300662	/growpoint/zhanchang_banghui/growpoint_liangcang1.lua												
300663	/growpoint/zhanchang_banghui/growpoint_liangcang2.lua												
300664	/growpoint/zhanchang_banghui/growpoint_liangcang3.lua												
300665	/growpoint/zhanchang_banghui/growpoint_liangcang4.lua												
300666	/growpoint/zhanchang_banghui/growpoint_flag.lua												
300667	/growpoint/zhanchang_banghui/growpoint_cangkua.lua												
300668	/growpoint/zhanchang_banghui/growpoint_cangkub.lua												
300669	/growpoint/zhanchang_banghui/growpoint_magic_box.lua												
300670	/common/guild/common_guild_buildmission1.lua												
300671	/common/guild/common_guild_loulan_getmoney.lua												
300672	/common/guild/common_guild_loulan_paoshang.lua												
300673	/common/guild/common_guild_moneyitem.lua												
300674	/common/guild/common_guild_tianshan_paoshang.lua												
300675	/common/guild/common_guild_kunlun_paoshang.lua												
300676	/common/guild/common_guild_dunhuang_paoshang.lua												
300677	/common/guild/common_guild_tianshan_getmoney.lua												
300678	/common/guild/common_guild_kunlun_getmoney.lua												
300679	/common/guild/common_guild_dunhuang_getmoney.lua												
300680	/common/guild/common_loulan_yunbiao_yizhan.lua												
300681	/common/guild/banghuidasai_buff.lua												
300682	/common/guild/banghuidasai_zhanqibuff.lua												
300683	/common/guild/common_guild_sucheng.lua												
300684	/common/country/common_country_military_redeem.lua												
300685	/common/country/common_guojiarenwujieshao.lua												
300686	/common/country/common_huangdilingjieshao.lua												
300702	/common/country/common_country_huicheng.lua												
300703	/common/dadujianianhua/common_dadujianianhua_tieren.lua												
300704	/common/guild/common_guild_paoqianshuoming.lua												
300705	/common/houhuayuan/common_houhuayuan_suijiquan.lua												
300715	/common/guild/common_guild_levelup.lua												
300719	/common/guild/common_guild_banghuishuxingtianfushuoming.lua												
300720	/common/guild/common_guild_jieshao.lua												
300721	/event/friend/friend_mission_loulan.lua												
300722	/event/friend/friend_mission_tianshan.lua												
300723	/event/friend/friend_mission_kunlun.lua												
300724	/event/friend/friend_mission_dunhuang.lua												
300727	/common/country/common_loulan_kill_monster_menu.lua												
300728	/common/country/common_loulan_diguocitan_menu.lua												
300729	/common/country/common_loulan_diguoqiangliang_menu.lua												
300730	/common/country/common_guojiashoubian_menu.lua												
300731	/common/country/common_loulan_kill_monster.lua												
300732	/common/country/common_loulan_diguocitan.lua												
300733	/common/country/common_loulan_diguoqiangliang.lua												
300734	/common/country/common_loulan_guojiashoubian.lua												
300738	/common/country/common_guojiashoubian_songxin.lua												
300740	/common/country/common_likaijianyu.lua												
300741	/common/country/common_country_duoqi_jieshao.lua												
300742	/common/country/common_country_yiguoshaguai_jieshao.lua												
300743	/common/country/common_country_guojiashoubian_jieshao.lua												
300744	/common/country/common_country_diguocitan_jieshao.lua												
300745	/common/country/common_country_diguoqingbao_jieshao.lua												
300746	/common/guild/common_banghuizhanjieshao.lua												
300747	/common/guild/common_gaojiasuojieshao.lua												
300748	/common/guild/common_shisanyijieshao.lua												
300749	/common/guild/common_baluwanjieshao.lua												
300751	/common/xunan/xunanmixture.lua												
300752	/common/xunan/xunanwupin.lua												
300756	/common/geren/common_loulan_paoqian.lua												
300757	/common/geren/common_loulan_paoqian1.lua												
300758	/common/geren/common_loulan_heijin.lua												
300759	/common/geren/common_loulan_heijin1.lua												
300760	/common/geren/common_loulan_paoqian_car.lua												
300761	/common/geren/common_loulan_zhancheyayun.lua												
300762	/common/geren/common_loulan_zhanchetuoyun.lua												
300763	/common/geren/common_loulan_zhancheyayun_car.lua												
300765	/common/country/common_country_lingdizhengduozhanjieshao.lua												
300766	/common/guild/shuoming.lua												
300767	/common/guild/shuoming1.lua												
300768	/common/guild/shuoming2.lua												
300769	/common/guild/shuoming3.lua												
300770	/common/guild/shuoming4.lua												
300771	/common/guild/shuoming5.lua												
300772	/common/guild/shuoming6.lua												
300773	/common/guild/shuoming7.lua												
300774	/common/guild/shuoming8.lua												
300775	/common/country/common_country_shouweibiansai_jieshao.lua												
300776	/event/friend/friend_mission.lua												
300777	/common/country/common_country_enjail_event.lua												
300778	/common/country/common_loulan_yiguo_duoqi.lua												
300779	/common/country/common_yiguo_duoqi_deqi.lua												
300780	/common/country/common_loulan_yiguo_duoqi_menu.lua												
300781	/event/friend/friend_mission_item.lua												
300782	/event/friend/friend_mission2.lua												
300783	/common/guild/common_guild_circlemission.lua												
300784	/common/guild/common_guild_neizhengshuoming.lua												
300785	/common/guild/common_guild_banghuishuoming.lua												
300786	/common/guild/common_guild_banghuidengjishuoming.lua												
300787	/common/guild/common_guild_banghuijingyanshuoming.lua												
300788	/common/guild/common_guild_banghuijinqianshuoming.lua												
300789	/common/guild/common_guild_banghuishimingdianshuoming.lua												
300790	/common/guild/common_guild_banggongshuoming.lua												
300791	/common/guild/common_guild_banghuigongdeshuoming.lua												
300792	/common/country/common_country_jintieshuoming.lua												
300793	/common/country/common_country_guominjintieshuoming.lua												
300794	/common/country/common_country_banghuijintieshuoming.lua												
300795	/common/country/common_country_chuguojintieshuoming.lua												
300796	/common/country/common_country_guoyunjintieshuoming.lua												
300797	/common/country/common_country_junxuwubei_loulan.lua												
300798	/common/country/common_country_junxuwubeishuoming.lua												
300799	/common/country/common_country_shouhujintieshuoming.lua												
300800	/growpoint/xunan_growpoint/growpoint_300753.lua												
300801	/growpoint/xunan_growpoint/growpoint_300755.lua												
300802	/growpoint/xunan_growpoint/growpoint_300758.lua												
300803	/growpoint/xunan_growpoint/growpoint_300759.lua												
300804	/common/guild/shuoming9.lua												
300805	/common/country/common_country_junxuwubei_tianshan.lua												
300806	/common/country/common_country_junxuwubei_kunlun.lua												
300807	/common/country/common_country_junxuwubei_dunhuang.lua												
300808	/common/country/common_country_kingzhaoji.lua												
300811	/item/buff/banghuidasaiskillcancel.lua												
300813	/common/country/kingbattle_flow.lua												
300815	/common/country/kingbattle_signup.lua												
300816	/common/country/common_prison_event.lua												
300817	/common/geren/common_loulan_gerentuoyun.lua												
300818	/common/guild/common_bangzhu_issue.lua												
300819	/common/country/common_country_betray_menu.lua												
300820	/common/country/common_country_betray_loulan.lua												
300821	/common/country/common_country_betray_laiyin.lua												
300822	/common/country/common_country_betray_kunlun.lua												
300823	/common/country/common_country_betray_dunhuang.lua												
300824	/common/geren/common_gerenheijinqa.lua												
300825	/growpoint/xianrengu/growpoint_xianrengu_0.lua												
300826	/common/guild/common_killmonsterxianrengu.lua												
300827	/common/guild/common_loulan_gatherxianrengu.lua												
300828	/common/guild/common_guild_delate.lua												
300829	/common/country/common_country_getexploit.lua												
300830	/common/guild/common_guild_suchengshuoming.lua												
300831	/common/country/common_country_junxiangshuoming.lua												
300832	/common/guild/growpoint_shijiebei_0.lua												
300833	/common/guild/growpoint_shijiebei_1.lua												
300834	/common/guild/growpoint_shijiebei_2.lua												
300835	/common/guild/common_guild_worldcup_chuansong.lua												
300836	/common/guild/common_guild_multimission.lua												
300837	/common/guild/common_guild_worldcupmessage.lua												
300838	/common/guild/growpoint_shijiebei_3.lua												
300839	/common/guild/common_guild_handinmoney.lua												
300846	/common/geren/common_dunhuang_heijin1.lua												
300847	/common/geren/common_kunlun_heijin1.lua												
300848	/common/geren/common_tianshan_heijin1.lua												
300849	/common/geren/common_dunhuang_gerentuoyun.lua												
300850	/common/geren/common_kunlun_gerentuoyun.lua												
300851	/common/geren/common_tianshan_gerentuoyun.lua												
300852	/common/geren/common_dunhuang_gerenyunbiao_car.lua												
300853	/common/geren/common_kunlun_gerenyunbiao_car.lua												
300854	/common/geren/common_tianshan_gerenyunbiao_car.lua												
300855	/common/country/event_dunhuang_guojiashoubian_buff.lua												
300856	/common/country/event_kunlun_guojiashoubian_buff.lua												
300857	/common/country/event_tianshan_guojiashoubian_buff.lua												
300858	/common/country/common_dunhuang_guojiashoubian.lua												
300859	/common/country/common_kunlun_guojiashoubian.lua												
300860	/common/country/common_tianshan_guojiashoubian.lua												
300861	/common/geren/common_dunhuang_paoqian1.lua												
300862	/common/geren/common_kunlun_paoqian1.lua												
300863	/common/geren/common_tianshan_paoqian1.lua												
300864	/common/geren/common_dunhuang_paoqian_car.lua												
300865	/common/geren/common_kunlun_paoqian_car.lua												
300866	/common/geren/common_tianshan_paoqian_car.lua												
300867	/common/guild/common_dunhuang_yunbiao.lua												
300868	/common/guild/common_dunhuang_yunbiao_car.lua												
300869	/common/guild/common_kunlun_yunbiao.lua												
300870	/common/guild/common_kunlun_yunbiao_car.lua												
300871	/common/guild/common_tianshan_yunbiao.lua												
300872	/common/guild/common_tianshan_yunbiao_car.lua												
300873	/common/geren/common_dunhuang_heijin.lua												
300874	/common/geren/common_kunlun_heijin.lua												
300875	/common/geren/common_tianshan_heijin.lua												
300876	/common/geren/common_dunhuang_paoqian.lua												
300877	/common/geren/common_kunlun_paoqian.lua												
300878	/common/geren/common_tianshan_paoqian.lua												
300879	/common/country/common_dunhuang_kill_monster.lua												
300880	/common/country/common_dunhuang_diguocitan.lua												
300881	/common/country/common_dunhuang_diguoqiangliang.lua												
300882	/common/country/common_dunhuang_yiguo_duoqi.lua												
300883	/common/country/common_kunlun_kill_monster.lua												
300884	/common/country/common_kunlun_diguocitan.lua												
300885	/common/country/common_kunlun_diguoqiangliang.lua												
300886	/common/country/common_kunlun_yiguo_duoqi.lua												
300887	/common/country/common_tianshan_kill_monster.lua												
300888	/common/country/common_tianshan_diguocitan.lua												
300889	/common/country/common_tianshan_diguoqiangliang.lua												
300890	/common/country/common_tianshan_yiguo_duoqi.lua												
#	敦煌出国菜单												
300891	/common/country/common_dunhuang_kill_monster_menu.lua												
300892	/common/country/common_dunhuang_diguocitan_menu.lua												
300893	/common/country/common_dunhuang_diguoqiangliang_menu.lua												
300894	/common/country/common_dunhuang_yiguo_duoqi_menu.lua												
#	昆仑出国菜单												
300895	/common/country/common_kunlun_kill_monster_menu.lua												
300896	/common/country/common_kunlun_diguocitan_menu.lua												
300897	/common/country/common_kunlun_diguoqiangliang_menu.lua												
300898	/common/country/common_kunlun_yiguo_duoqi_menu.lua												
#	天山出国菜单												
300899	/common/country/common_tianshan_kill_monster_menu.lua												
300900	/common/country/common_tianshan_diguocitan_menu.lua												
300901	/common/country/common_tianshan_diguoqiangliang_menu.lua												
300902	/common/country/common_tianshan_yiguo_duoqi_menu.lua												
300903	/common/guild/common_dunhuang_gather.lua												
300904	/common/guild/common_kunlun_gather.lua												
300905	/common/guild/common_tianshan_gather.lua												
300906	/common/guild/common_dunhuang_gatherxianrengu.lua												
300907	/common/guild/common_kunlun_gatherxianrengu.lua												
300908	/common/guild/common_tianshan_gatherxianrengu.lua												
300909	/common/geren/common_dunhuang_zhancheyayun.lua												
300910	/common/geren/common_dunhuang_zhanchetuoyun.lua												
300911	/common/geren/common_dunhuang_zhancheyayun_car.lua												
300912	/common/geren/common_kunlun_zhancheyayun.lua												
300913	/common/geren/common_kunlun_zhanchetuoyun.lua												
300914	/common/geren/common_kunlun_zhancheyayun_car.lua												
300915	/common/geren/common_tianshan_zhancheyayun.lua												
300916	/common/geren/common_tianshan_zhanchetuoyun.lua												
300917	/common/geren/common_tianshan_zhancheyayun_car.lua												
300918	/common/guild/common_guild_judian.lua												
300919	/common/guild/common_guild_judianbaoming.lua												
300920	/common/guild/common_guild_judianlaren.lua												
300921	/common/guild/common_guild_judian_growpoint1.lua												
300922	/common/guild/common_guild_judian_growpoint2.lua												
300923	/common/guild/common_guild_judian_quyu1.lua												
300924	/common/guild/common_guild_judian_quyu2.lua												
300925	/common/guild/common_loulan_neizheng.lua												
300926	/common/guild/common_tianshan_neizheng.lua												
300927	/common/guild/common_kunlun_neizheng.lua												
300928	/common/guild/common_dunhuang_neizheng.lua												
300929	/common/guild/common_guild_judian_redeem.lua												
300930	/common/guild/common_guild_judian_huicheng.lua												
300931	/common/guild/common_guild_judianbangzhong_redeem.lua												
300932	/common/guild/common_guild_judian_fangqi.lua												
300933	/common/guild/common_guild_judian_zhanchangchuansong.lua												
300934	/common/guild/common_guild_judian_zhanchangchuansong1.lua												
300935	/common/country/common_country_lingdizhengduozhanjieshao01.lua												
300936	/common/country/common_country_lingdizhengduozhanjieshao02.lua												
300937	/common/country/common_country_lingdizhengduozhanjieshao03.lua												
300938	/common/guild/common_guild_judian_zhanchangzhaoji.lua												
300939	/common/guild/common_guild_judian_guildfangqi.lua												
300940	/common/guild/common_guild_judian_yaoqingfangqi.lua												
300941	/common/guild/common_guild_judian_waiyuanchaxun.lua												
300942	/common/country/common_country_lingdizhengduozhanjieshao_new.lua												
300943	/common/shabake/common_shabake_yunsongzhanzhengjiqi.lua												
300944	/common/shabake/common_shabake_yunsongzhanzhengjiqi_biaoche.lua												
300946	/common/shabake/common_shabake_xiaojunchang.lua												
300947	/common/shabake/common_shabake_juanxianwuzi.lua												
300948	/common/shabake/common_shabake_huangchengcitan.lua												
300949	/common/shabake/common_shabake_huangchengcitan_buff.lua												
#	领地图腾进贡												
300950	/common/country/common_50_lingdijingong.lua												
300951	/common/country/common_65_lingdijingong.lua												
300952	/common/country/common_75_lingdijingong.lua												
300953	/common/country/common_85_lingdijingong.lua												
300954	/common/country/common_95_lingdijingong.lua												
300955	/common/country/common_105_lingdijingong.lua												
300956	/common/country/common_115_lingdijingong.lua												
300957	/common/country/common_125_lingdijingong.lua												
300958	/common/country/common_135_lingdijingong.lua												
300959	/common/country/common_lingdijingong.lua												
300960	/common/shabake/common_shabake_junqianpodi.lua												
300961	/common/shabake/common_shabake_yiyidibai.lua												
300962	/common/shabake/common_shabake_qigongweiye.lua												
#	国王争夺战触发条件												
300970	/common/country/common_kingbroadcast.lua												
#	皇帝密令												
300971	/common/country/common_huangdimiling.lua												
#	帮主扶持												
300972	/common/guild/common_guild_bangzhufuchi.lua												
#	世界杯战场内规则说明												
300973	/common/guild/common_guild_contend_zhanchangshuoming.lua												
#	专精天赋---防御之路												
300980	/common/geren/common_loulan_fangyuzhilu.lua												
300981	/common/geren/common_tianshan_fangyuzhilu.lua												
300982	/common/geren/common_kunlun_fangyuzhilu.lua												
300983	/common/geren/common_dunhuang_fangyuzhilu.lua												
#	专攻 专防												
300985	/common/tianfu/common_tianfu_zhuangong.lua												
300986	/common/tianfu/common_tianfu_zhuanfang.lua												
#	后花园三环												
300987	/common/houhuayuan/houhuayuan_1huan.lua												
300988	/common/houhuayuan/houhuayuan_1huan_bus.lua												
300989	/common/houhuayuan/houhuayuan_2huan.lua												
300990	/common/houhuayuan/houhuayuan_2huan_bus.lua												
300991	/common/houhuayuan/houhuayuan_3huan.lua												
300992	/common/houhuayuan/dataoshashuoming.lua												
#	300989 common/geren/houhuayuan3.lua												
#	300609	帮会运镖召集			300651	粮仓1层			300729	孙宇用			300768
#	300610	帮会运镖接受			300652	粮仓2层			300730	孙宇用			300769
#	300611	帮会运镖镖车			300653	粮仓3层			300731	孙宇用			300770
#	300612	帮会捐助			300654	粮仓4层			300732	孙宇用			300771
#	300613	国家守边BUFF			300655	粮仓5层			300733	孙宇用			300772
#	300614	异国刺探			300656	测试费领取			300734	孙宇用			300773
#	300615	异国杀怪			300657	武官领取国家师门奖励			300735	孙宇用			300774
#	300616	国家守边			300658	周工资领取			300736	孙宇用			300775
#	300617	弹劾国王			300659	敌国破坏			300737	孙宇用			300776
#	300618	个人运镖			300660	武官领取征税师门奖励			300738	孙宇用			300777
#	300619	寻找红绳			300661	文武官互转			300739	帮会战介绍			300778
#	300620	帮会杀怪发布			300700	好友道具1			300740	离开监狱			300779
#	300621	帮会杀怪接受			300701	好友道具2			300741				300780
#	300622	帮会采集发布			300702	好友道具3			300742				300781
#	300623	帮会采集接受			300703	好友道具4			300743				300782
#	300624	个人运镖接受			300704	好友道具5			300744				300783
#	300625	个人运镖镖车			300705	好友道具6			300745				300784
#	300626	帮会			300706	好友道具7			300746				300785
#	300627	国家			300707	好友道具8			300747				300786
#	300628	国家			300708	好友道具9			300748				300787
#	300629	国家			300709	好友道具10			300749				300788
#	300630	敌国抢粮			300710	仙人谷1			大早用	巡按（300750-300800）			300789
#	300631	敌国抢粮			300711	仙人谷2			300750	巡按			300790
#	300632	敌国抢粮			300712	仙人谷3			300751	巡按			300791
#	300633	敌国刺探			300713	仙人谷4			300752	巡按			300792
#	300634	帮会捐献			300714	仙人谷5			300753	巡按			300793
#	300635	帮会捐献金钱			300715	帮会升级			300754	巡按			300794
#	300640	帮会捐献帮贡			300716	国库查询			300755	巡按			300795
#	300641	测试用			300717	文武官互转			300756	巡按			300796
#	300642	跑帮贡			300718	文武官互转			300757	巡按			300797
#	300643	传入战场			300719	粮仓1层BOSS掉落帮会令			300758	巡按			300798
#	300644	报名			300720	帮会介绍			300759	巡按			300799
#	300645	帮会战定时			300721	铁人三项镖车			300760	巡按			300800
#	300646	神秘身影A			300722	帮会令			300761	巡按			
#	300647	粮仓			300723	帮会令			300762	巡按			
#	300648	帮会战			300724	帮会令			300763	巡按			
#	300649	异国杀怪补充			300725	帮会令			300764	巡按			
#	300650	寻找红绳补充			300726	帮会令			300765	巡按			
#	;生长点脚本	夺旗			300727	孙宇用			300766				
#		帮会采集生长点			300728	孙宇用			300767				
301000	/growpoint/qiyanbudaying/growpoint_qiyanbudaying_0.lua												
301001	/growpoint/qiyanbudaying/growpoint_qiyanbudaying_1.lua												
301002	/growpoint/qiyanbudaying/growpoint_qiyanbudaying_2.lua												
301003	/growpoint/yewai_keliebudaying/growpoint_yewai_keliebudaying_0.lua												
301004	/growpoint/city_dunhuangwangcheng/growpoint_city_dunhuangwangcheng_3.lua												
301005	/growpoint/city_dunhuangwangcheng/growpoint_city_dunhuangwangcheng_4.lua												
301006	/growpoint/city_dunhuangwangcheng/growpoint_city_dunhuangwangcheng_5.lua												
301007	/growpoint/city_dunhuangwangcheng/growpoint_city_dunhuangwangcheng_6.lua												
301008	/growpoint/city_dunhuangwangcheng/growpoint_city_dunhuangwangcheng_7.lua												
301009	/growpoint/city_dunhuangwangcheng/growpoint_city_dunhuangwangcheng_8.lua												
