NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	NUM	NUM	NUM	NUM	NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
10200205	10	20	205	5	2	1	-1	50	-1	-1	400	100	-1	0	0	7	99	-1	0	-1	-1	-1	28	28	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10200206	10	20	206	5	2	1	-1	60	-1	-1	480	112	-1	0	0	7	99	-1	0	-1	-1	-1	32	32	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10200207	10	20	207	5	2	1	-1	70	-1	-1	560	125	-1	0	0	7	99	-1	0	-1	-1	-1	36	36	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10200208	10	20	208	5	2	1	-1	80	-1	-1	640	137	-1	0	0	7	99	-1	0	-1	-1	-1	40	40	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10200209	10	20	209	5	2	1	-1	90	-1	-1	720	150	-1	0	0	7	99	-1	0	-1	-1	-1	44	44	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10200210	10	20	210	5	2	1	-1	100	50	90	800	162	-1	0	0	7	99	-1	0	-1	-1	-1	48	48	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10200301	10	20	301	5	2	1	-1	10	-1	-1	80	50	-1	0	0	7	99	-1	0	-1	-1	-1	24	6	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10200302	10	20	302	5	2	1	-1	20	-1	-1	160	62	-1	0	0	7	99	-1	0	-1	-1	-1	32	8	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10200303	10	20	303	5	2	1	-1	30	-1	-1	240	75	-1	0	0	7	99	-1	0	-1	-1	-1	40	10	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10200304	10	20	304	5	2	1	-1	40	-1	-1	320	87	-1	0	0	7	99	-1	0	-1	-1	-1	48	12	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10200305	10	20	305	5	2	1	-1	50	-1	-1	400	100	-1	0	0	7	99	-1	0	-1	-1	-1	56	14	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10200306	10	20	306	5	2	1	-1	60	-1	-1	480	112	-1	0	0	7	99	-1	0	-1	-1	-1	64	16	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10200307	10	20	307	5	2	1	-1	70	-1	-1	560	125	-1	0	0	7	99	-1	0	-1	-1	-1	72	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10200308	10	20	308	5	2	1	-1	80	-1	-1	640	137	-1	0	0	7	99	-1	0	-1	-1	-1	80	20	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10200309	10	20	309	5	2	1	-1	90	-1	-1	720	150	-1	0	0	7	99	-1	0	-1	-1	-1	88	22	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10200310	10	20	310	5	2	1	-1	100	50	90	800	162	-1	0	0	7	99	-1	0	-1	-1	-1	96	24	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10200401	10	20	401	5	2	1	-1	10	-1	-1	80	50	-1	0	0	7	99	-1	0	-1	-1	-1	6	24	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10200402	10	20	402	5	2	1	-1	20	-1	-1	160	62	-1	0	0	7	99	-1	0	-1	-1	-1	8	32	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10200403	10	20	403	5	2	1	-1	30	-1	-1	240	75	-1	0	0	7	99	-1	0	-1	-1	-1	10	40	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10200404	10	20	404	5	2	1	-1	40	-1	-1	320	87	-1	0	0	7	99	-1	0	-1	-1	-1	12	48	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10200405	10	20	405	5	2	1	-1	50	-1	-1	400	100	-1	0	0	7	99	-1	0	-1	-1	-1	14	56	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10200406	10	20	406	5	2	1	-1	60	-1	-1	480	112	-1	0	0	7	99	-1	0	-1	-1	-1	16	64	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10200407	10	20	407	5	2	1	-1	70	-1	-1	560	125	-1	0	0	7	99	-1	0	-1	-1	-1	18	72	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10200408	10	20	408	5	2	1	-1	80	-1	-1	640	137	-1	0	0	7	99	-1	0	-1	-1	-1	20	80	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10200409	10	20	409	5	2	1	-1	90	-1	-1	720	150	-1	0	0	7	99	-1	0	-1	-1	-1	22	88	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10200410	10	20	410	5	2	1	-1	100	50	90	800	162	-1	0	0	7	99	-1	0	-1	-1	-1	24	96	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10200501	10	20	501	5	2	1	-1	10	-1	-1	80	50	-1	0	0	7	99	-1	0	-1	-1	-1	6	6	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10200502	10	20	502	5	2	1	-1	20	-1	-1	160	62	-1	0	0	7	99	-1	0	-1	-1	-1	8	8	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10200503	10	20	503	5	2	1	-1	30	-1	-1	240	75	-1	0	0	7	99	-1	0	-1	-1	-1	10	10	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10200504	10	20	504	5	2	1	-1	40	-1	-1	320	87	-1	0	0	7	99	-1	0	-1	-1	-1	12	12	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10200505	10	20	505	5	2	1	-1	50	-1	-1	400	100	-1	0	0	7	99	-1	0	-1	-1	-1	14	14	56	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10200506	10	20	506	5	2	1	-1	60	-1	-1	480	112	-1	0	0	7	99	-1	0	-1	-1	-1	16	16	64	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10200507	10	20	507	5	2	1	-1	70	-1	-1	560	125	-1	0	0	7	99	-1	0	-1	-1	-1	18	18	72	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10200508	10	20	508	5	2	1	-1	80	-1	-1	640	137	-1	0	0	7	99	-1	0	-1	-1	-1	20	20	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10200509	10	20	509	5	2	1	-1	90	-1	-1	720	150	-1	0	0	7	99	-1	0	-1	-1	-1	22	22	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10200510	10	20	510	5	2	1	-1	100	50	90	800	162	-1	0	0	7	99	-1	0	-1	-1	-1	24	24	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10201001	10	20	1001	1	2	1	-1	4	-1	-1	32	42	-1	0	0	7	99	-1	0	-1	-1	-1	3	3	3	-1	22	10	0	2	2	2	4	2	6	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10201002	10	20	1002	1	2	21	-1	3	-1	-1	24	47	-1	0	0	7	99	-1	0	-1	-1	-1	4	4	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10201003	10	20	1003	1	2	1	-1	5~15	-1	-1	50	50	-1	0	0	7	99	-1	0	-1	-1	-1	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10201101	10	20	1101	1	2	21	-1	10	-1	-1	80	50	-1	0	0	7	99	-1	0	-1	-1	-1	4	4	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10201102	10	20	1102	1	2	21	-1	20	-1	-1	160	62	-1	0	0	7	99	-1	0	-1	-1	-1	8	8	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10201103	10	20	1103	1	2	21	-1	30	-1	-1	240	75	-1	0	0	7	99	-1	0	-1	-1	-1	12	12	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10201104	10	20	1104	1	2	21	-1	40	-1	-1	320	87	-1	0	0	7	99	-1	0	-1	-1	-1	16	16	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10201105	10	20	1105	1	2	21	-1	50	-1	-1	400	100	-1	0	0	7	99	-1	0	-1	-1	-1	20	20	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10201106	10	20	1106	1	2	21	-1	60	-1	-1	480	112	-1	0	0	7	99	-1	0	-1	-1	-1	24	24	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10201107	10	20	1107	1	2	21	-1	70	-1	-1	560	125	-1	0	0	7	99	-1	0	-1	-1	-1	28	28	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10201108	10	20	1108	1	2	21	-1	80	-1	-1	640	137	-1	0	0	7	99	-1	0	-1	-1	-1	32	32	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10201109	10	20	1109	1	2	21	-1	90	-1	-1	720	150	-1	0	0	7	99	-1	0	-1	-1	-1	36	36	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10201110	10	20	1110	1	2	21	-1	100	50	90	800	162	-1	0	0	7	99	-1	0	-1	-1	-1	40	40	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10202201	10	20	2201	5	2	2	-1	10	-1	-1	80	50	-1	0	0	7	99	-1	0	-1	-1	-1	8	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10202202	10	20	2202	5	2	2	-1	20	-1	-1	160	62	-1	0	0	7	99	-1	0	-1	-1	-1	16	4	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10202203	10	20	2203	5	2	2	-1	30	-1	-1	240	75	-1	0	0	7	99	-1	0	-1	-1	-1	24	6	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10202204	10	20	2204	5	2	2	-1	40	-1	-1	320	87	-1	0	0	7	99	-1	0	-1	-1	-1	32	8	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10202205	10	20	2205	5	2	2	-1	50	-1	-1	400	100	-1	0	0	7	99	-1	0	-1	-1	-1	40	10	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10202206	10	20	2206	5	2	2	-1	60	-1	-1	480	112	-1	0	0	7	99	-1	0	-1	-1	-1	48	12	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10202207	10	20	2207	5	2	2	-1	70	-1	-1	560	125	-1	0	0	7	99	-1	0	-1	-1	-1	56	14	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10202208	10	20	2208	5	2	2	-1	80	-1	-1	640	137	-1	0	0	7	99	-1	0	-1	-1	-1	64	16	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10202209	10	20	2209	5	2	2	-1	90	-1	-1	720	150	-1	0	0	7	99	-1	0	-1	-1	-1	72	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10202210	10	20	2210	5	2	2	-1	100	50	90	800	162	-1	0	0	7	99	-1	0	-1	-1	-1	80	20	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10202301	10	20	2301	5	2	2	-1	10	-1	-1	80	50	-1	0	0	7	99	-1	0	-1	-1	-1	2	8	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10202302	10	20	2302	5	2	2	-1	20	-1	-1	160	62	-1	0	0	7	99	-1	0	-1	-1	-1	4	16	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10202303	10	20	2303	5	2	2	-1	30	-1	-1	240	75	-1	0	0	7	99	-1	0	-1	-1	-1	6	24	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10202304	10	20	2304	5	2	2	-1	40	-1	-1	320	87	-1	0	0	7	99	-1	0	-1	-1	-1	8	32	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10202305	10	20	2305	5	2	2	-1	50	-1	-1	400	100	-1	0	0	7	99	-1	0	-1	-1	-1	10	40	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10202306	10	20	2306	5	2	2	-1	60	-1	-1	480	112	-1	0	0	7	99	-1	0	-1	-1	-1	12	48	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10202307	10	20	2307	5	2	2	-1	70	-1	-1	560	125	-1	0	0	7	99	-1	0	-1	-1	-1	14	56	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10202308	10	20	2308	5	2	2	-1	80	-1	-1	640	137	-1	0	0	7	99	-1	0	-1	-1	-1	16	64	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10202309	10	20	2309	5	2	2	-1	90	-1	-1	720	150	-1	0	0	7	99	-1	0	-1	-1	-1	18	72	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10202310	10	20	2310	5	2	2	-1	100	50	90	800	162	-1	0	0	7	99	-1	0	-1	-1	-1	20	80	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10202401	10	20	2401	5	2	2	-1	10	-1	-1	80	50	-1	0	0	7	99	-1	0	-1	-1	-1	2	2	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10202402	10	20	2402	5	2	2	-1	20	-1	-1	160	62	-1	0	0	7	99	-1	0	-1	-1	-1	4	4	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10202403	10	20	2403	5	2	2	-1	30	-1	-1	240	75	-1	0	0	7	99	-1	0	-1	-1	-1	6	6	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10202404	10	20	2404	5	2	2	-1	40	-1	-1	320	87	-1	0	0	7	99	-1	0	-1	-1	-1	8	8	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	1	1
10202405	10	20	2405	5	2	2	-1	50	-1	-1	400	100	-1	0	0	7	99	-1	0	-1	-1	-1	10	10	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10202406	10	20	2406	5	2	2	-1	60	-1	-1	480	112	-1	0	0	7	99	-1	0	-1	-1	-1	12	12	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
10202407	10	20	2407	5	2	2	-1	70	-1	-1	560	125	-1	0	0	7	99	-1	0	-1	-1	-1	14	14	56	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	-1	0	1
