NUM	TEXT	TEXT	NUM	NUM	FLOAT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
485	MyIBShop		0	3	1	0	0	0	100000	40	0	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
486	MyIBShop		0	3	1	0	0	0	100000	40	0	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
487	MyIBShop		0	3	1	0	0	0	100000	40	0	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
488	MyIBShop		0	3	1	0	0	0	100000	40	0	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
489	MyIBShop		0	3	1	0	0	0	100000	40	0	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
490	MyIBShop		0	3	1	0	0	0	100000	40	0	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
491	MyIBShop		0	3	1	0	0	0	100000	40	0	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
492	MyIBShop		0	3	1	0	0	0	100000	40	0	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
493	MyIBShop		0	3	1	0	0	0	100000	40	0	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
494	MyIBShop		0	3	1	0	0	0	100000	40	0	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
495	MyIBShop		0	3	1	0	0	0	100000	40	0	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
496	MyIBShop		0	3	1	0	0	0	100000	40	0	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
497	MyIBShop		0	3	1	0	0	0	100000	40	0	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
498	MyIBShop		0	3	1	0	0	0	100000	40	0	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
499	MyIBShop		0	3	1	0	0	0	100000	40	0	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
500	MyIBShop		0	3	1	0	0	0	100000	40	0	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
501	MyIBShop		0	3	1	0	0	0	100000	40	0	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
502	MyIBShop		0	3	1	0	0	0	100000	40	0	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
503	MyIBShop		0	3	1	0	0	0	100000	40	0	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
504	MyIBShop		0	3	1	0	0	0	100000	40	0	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
505	MyIBShop		0	3	1	0	0	0	100000	40	0	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
506	MyIBShop		0	3	1	0	0	0	100000	40	0	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
507	MyIBShop		0	3	1	0	0	0	100000	40	0	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
508	MyIBShop		0	3	1	0	0	0	100000	40	0	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
509	MyIBShop		0	3	1	0	0	0	100000	40	0	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
