NUM	TEXT	NUM	NUM	
14011049	纯净的黄金级血焰石	1	14011313	精致的黄金级血焰石
14011050	纯净的黄金级血焰石	1	14011314	精致的黄金级血焰石
14011051	纯净的黄金级血焰石	1	14011315	精致的黄金级血焰石
14011052	纯净的黄金级血焰石	1	14011316	精致的黄金级血焰石
14011053	纯净的黄金级血焰石	1	14011317	精致的黄金级血焰石
14011054	纯净的黄金级血焰石	1	14011318	精致的黄金级血焰石
14011055	纯净的黄金级血焰石	1	14011319	精致的黄金级血焰石
14011056	纯净的黄金级血焰石	1	14011320	精致的黄金级血焰石
14011057	纯净的黄金级血焰石	1	14011321	精致的黄金级血焰石
14011058	纯净的黄金级血焰石	1	14011322	精致的黄金级血焰石
14011059	纯净的黄金级血焰石	1	14011323	精致的黄金级血焰石
14011060	纯净的黄金级血焰石	1	14011324	精致的黄金级血焰石
14011061	纯净的黄金级血焰石	1	14011325	精致的黄金级血焰石
14011062	纯净的黄金级血焰石	1	14011326	精致的黄金级血焰石
14011063	纯净的黄金级血焰石	1	14011327	精致的黄金级血焰石
14011064	纯净的黄金级血焰石	1	14011328	精致的黄金级血焰石
14011065	纯净的黄金级血焰石	1	14011329	精致的黄金级血焰石
14011066	纯净的黄金级血焰石	1	14011330	精致的黄金级血焰石
14011067	纯净的黄金级血焰石	1	14011331	精致的黄金级血焰石
14011068	纯净的黄金级血焰石	1	14011332	精致的黄金级血焰石
14011069	纯净的黄金级血焰石	1	14011333	精致的黄金级血焰石
14011070	纯净的黄金级血焰石	1	14011334	精致的黄金级血焰石
14011071	纯净的黄金级血焰石	1	14011335	精致的黄金级血焰石
14011072	纯净的黄金级血焰石	1	14011336	精致的黄金级血焰石
14011073	纯净的黄金级血焰石	1	14011337	精致的黄金级血焰石
14011074	纯净的黄金级血焰石	1	14011338	精致的黄金级血焰石
14011075	纯净的黄金级血焰石	1	14011339	精致的黄金级血焰石
14011076	纯净的黄金级血焰石	1	14011340	精致的黄金级血焰石
14011077	纯净的黄金级血焰石	1	14011341	精致的黄金级血焰石
14011078	纯净的黄金级血焰石	1	14011342	精致的黄金级血焰石
14011079	纯净的黄金级血焰石	1	14011343	精致的黄金级血焰石
14011080	纯净的黄金级血焰石	1	14011344	精致的黄金级血焰石
14011081	纯净的黄金级血焰石	1	14011345	精致的黄金级血焰石
14011082	纯净的黄金级血焰石	1	14011346	精致的黄金级血焰石
14011083	纯净的黄金级血焰石	1	14011347	精致的黄金级血焰石
14011084	纯净的黄金级血焰石	1	14011348	精致的黄金级血焰石
14011085	纯净的黄金级血焰石	1	14011349	精致的黄金级血焰石
14011086	纯净的黄金级血焰石	1	14011350	精致的黄金级血焰石
14011087	纯净的黄金级血焰石	1	14011351	精致的黄金级血焰石
14011088	纯净的黄金级血焰石	1	14011352	精致的黄金级血焰石
14011089	纯净的黄金级血焰石	1	14011353	精致的黄金级血焰石
14011090	纯净的黄金级血焰石	1	14011354	精致的黄金级血焰石
14011091	纯净的黄金级血焰石	1	14011355	精致的黄金级血焰石
14011092	纯净的黄金级血焰石	1	14011356	精致的黄金级血焰石
14011093	纯净的黄金级血焰石	1	14011357	精致的黄金级血焰石
14011094	纯净的黄金级血焰石	1	14011358	精致的黄金级血焰石
14011095	纯净的黄金级血焰石	1	14011359	精致的黄金级血焰石
14011096	纯净的黄金级血焰石	1	14011360	精致的黄金级血焰石
14011097	纯净的黄金级血焰石	1	14011361	精致的黄金级血焰石
14011098	纯净的黄金级血焰石	1	14011362	精致的黄金级血焰石
14011099	纯净的黄金级血焰石	1	14011363	精致的黄金级血焰石
14011100	纯净的黄金级血焰石	1	14011364	精致的黄金级血焰石
14011101	纯净的黄金级血焰石	1	14011365	精致的黄金级血焰石
14011102	纯净的黄金级血焰石	1	14011366	精致的黄金级血焰石
14011103	纯净的黄金级血焰石	1	14011367	精致的黄金级血焰石
14011104	纯净的黄金级爆焰石	1	14011368	精致的黄金级爆焰石
14011105	纯净的黄金级爆焰石	1	14011369	精致的黄金级爆焰石
14011106	纯净的黄金级爆焰石	1	14011370	精致的黄金级爆焰石
14011107	纯净的黄金级爆焰石	1	14011371	精致的黄金级爆焰石
14011108	纯净的黄金级爆焰石	1	14011372	精致的黄金级爆焰石
14011109	纯净的黄金级爆焰石	1	14011373	精致的黄金级爆焰石
14011110	纯净的黄金级爆焰石	1	14011374	精致的黄金级爆焰石
14011111	纯净的黄金级爆焰石	1	14011375	精致的黄金级爆焰石
14011112	纯净的黄金级爆焰石	1	14011376	精致的黄金级爆焰石
14011113	纯净的黄金级爆焰石	1	14011377	精致的黄金级爆焰石
14011114	纯净的黄金级爆焰石	1	14011378	精致的黄金级爆焰石
14011115	纯净的黄金级爆焰石	1	14011379	精致的黄金级爆焰石
14011116	纯净的黄金级爆焰石	1	14011380	精致的黄金级爆焰石
14011117	纯净的黄金级爆焰石	1	14011381	精致的黄金级爆焰石
14011118	纯净的黄金级爆焰石	1	14011382	精致的黄金级爆焰石
14011119	纯净的黄金级爆焰石	1	14011383	精致的黄金级爆焰石
14011120	纯净的黄金级爆焰石	1	14011384	精致的黄金级爆焰石
14011121	纯净的黄金级爆焰石	1	14011385	精致的黄金级爆焰石
14011122	纯净的黄金级爆焰石	1	14011386	精致的黄金级爆焰石
14011123	纯净的黄金级爆焰石	1	14011387	精致的黄金级爆焰石
14011124	纯净的黄金级爆焰石	1	14011388	精致的黄金级爆焰石
14011125	纯净的黄金级爆焰石	1	14011389	精致的黄金级爆焰石
14011126	纯净的黄金级爆焰石	1	14011390	精致的黄金级爆焰石
14011127	纯净的黄金级爆焰石	1	14011391	精致的黄金级爆焰石
14011128	纯净的黄金级爆焰石	1	14011392	精致的黄金级爆焰石
14011129	纯净的黄金级爆焰石	1	14011393	精致的黄金级爆焰石
14011130	纯净的黄金级爆焰石	1	14011394	精致的黄金级爆焰石
14011131	纯净的黄金级爆焰石	1	14011395	精致的黄金级爆焰石
14011132	纯净的黄金级爆焰石	1	14011396	精致的黄金级爆焰石
14011133	纯净的黄金级爆焰石	1	14011397	精致的黄金级爆焰石
14011134	纯净的黄金级爆焰石	1	14011398	精致的黄金级爆焰石
14011135	纯净的黄金级爆焰石	1	14011399	精致的黄金级爆焰石
14011136	纯净的黄金级爆焰石	1	14011400	精致的黄金级爆焰石
14011137	纯净的黄金级爆焰石	1	14011401	精致的黄金级爆焰石
14011138	纯净的黄金级爆焰石	1	14011402	精致的黄金级爆焰石
14011139	纯净的黄金级爆焰石	1	14011403	精致的黄金级爆焰石
14011140	纯净的黄金级爆焰石	1	14011404	精致的黄金级爆焰石
14011141	纯净的黄金级爆焰石	1	14011405	精致的黄金级爆焰石
14011142	纯净的黄金级爆焰石	1	14011406	精致的黄金级爆焰石
14011143	纯净的黄金级爆焰石	1	14011407	精致的黄金级爆焰石
14011144	纯净的黄金级爆焰石	1	14011408	精致的黄金级爆焰石
14011145	纯净的黄金级爆焰石	1	14011409	精致的黄金级爆焰石
14011146	纯净的黄金级爆焰石	1	14011410	精致的黄金级爆焰石
14011147	纯净的黄金级爆焰石	1	14011411	精致的黄金级爆焰石
14011148	纯净的黄金级爆焰石	1	14011412	精致的黄金级爆焰石
14011149	纯净的黄金级爆焰石	1	14011413	精致的黄金级爆焰石
14011150	纯净的黄金级爆焰石	1	14011414	精致的黄金级爆焰石
14011151	纯净的黄金级爆焰石	1	14011415	精致的黄金级爆焰石
14011152	纯净的黄金级爆焰石	1	14011416	精致的黄金级爆焰石
14011153	纯净的黄金级爆焰石	1	14011417	精致的黄金级爆焰石
14011154	纯净的黄金级爆焰石	1	14011418	精致的黄金级爆焰石
14011155	纯净的黄金级爆焰石	1	14011419	精致的黄金级爆焰石
14011156	纯净的黄金级爆焰石	1	14011420	精致的黄金级爆焰石
14011157	纯净的黄金级爆焰石	1	14011421	精致的黄金级爆焰石
14011158	纯净的黄金级爆焰石	1	14011422	精致的黄金级爆焰石
14011159	纯净的黄金级爆焰石	1	14011423	精致的黄金级爆焰石
14011160	纯净的黄金级爆焰石	1	14011424	精致的黄金级爆焰石
14011161	纯净的黄金级爆焰石	1	14011425	精致的黄金级爆焰石
14011162	纯净的黄金级爆焰石	1	14011426	精致的黄金级爆焰石
14011163	纯净的黄金级爆焰石	1	14011427	精致的黄金级爆焰石
14011164	纯净的黄金级爆焰石	1	14011428	精致的黄金级爆焰石
14011165	纯净的黄金级爆焰石	1	14011429	精致的黄金级爆焰石
14011166	纯净的黄金级爆焰石	1	14011430	精致的黄金级爆焰石
14011167	纯净的黄金级爆焰石	1	14011431	精致的黄金级爆焰石
14011168	纯净的黄金级爆焰石	1	14011432	精致的黄金级爆焰石
14011169	纯净的黄金级爆焰石	1	14011433	精致的黄金级爆焰石
14011170	纯净的黄金级爆焰石	1	14011434	精致的黄金级爆焰石
14011171	纯净的黄金级爆焰石	1	14011435	精致的黄金级爆焰石
14011172	纯净的黄金级爆焰石	1	14011436	精致的黄金级爆焰石
14011173	纯净的黄金级爆焰石	1	14011437	精致的黄金级爆焰石
14011174	纯净的黄金级爆焰石	1	14011438	精致的黄金级爆焰石
14011175	纯净的黄金级爆焰石	1	14011439	精致的黄金级爆焰石
14011176	纯净的黄金级爆焰石	1	14011440	精致的黄金级爆焰石
14011177	纯净的黄金级爆焰石	1	14011441	精致的黄金级爆焰石
14011178	纯净的黄金级爆焰石	1	14011442	精致的黄金级爆焰石
14011179	纯净的黄金级爆焰石	1	14011443	精致的黄金级爆焰石
14011180	纯净的黄金级爆焰石	1	14011444	精致的黄金级爆焰石
14011181	纯净的黄金级爆焰石	1	14011445	精致的黄金级爆焰石
14011182	纯净的黄金级爆焰石	1	14011446	精致的黄金级爆焰石
14011183	纯净的黄金级爆焰石	1	14011447	精致的黄金级爆焰石
14011184	纯净的黄金级爆焰石	1	14011448	精致的黄金级爆焰石
14011185	纯净的黄金级爆焰石	1	14011449	精致的黄金级爆焰石
14011186	纯净的黄金级爆焰石	1	14011450	精致的黄金级爆焰石
14011187	纯净的黄金级爆焰石	1	14011451	精致的黄金级爆焰石
14011188	纯净的黄金级爆焰石	1	14011452	精致的黄金级爆焰石
14011189	纯净的黄金级爆焰石	1	14011453	精致的黄金级爆焰石
14011190	纯净的黄金级爆焰石	1	14011454	精致的黄金级爆焰石
14011191	纯净的黄金级爆焰石	1	14011455	精致的黄金级爆焰石
14011192	精致的黄金级炽焰石	1	-1	0
14011193	精致的黄金级炽焰石	1	-1	0
14011194	精致的黄金级炽焰石	1	-1	0
14011195	精致的黄金级炽焰石	1	-1	0
14011196	精致的黄金级炽焰石	1	-1	0
14011197	精致的黄金级炽焰石	1	-1	0
14011198	精致的黄金级炽焰石	1	-1	0
14011199	精致的黄金级炽焰石	1	-1	0
14011200	精致的黄金级炽焰石	1	-1	0
14011201	精致的黄金级炽焰石	1	-1	0
14011202	精致的黄金级炽焰石	1	-1	0
14011203	精致的黄金级炽焰石	1	-1	0
14011204	精致的黄金级炽焰石	1	-1	0
14011205	精致的黄金级炽焰石	1	-1	0
14011206	精致的黄金级炽焰石	1	-1	0
14011207	精致的黄金级炽焰石	1	-1	0
14011208	精致的黄金级炽焰石	1	-1	0
14011209	精致的黄金级炽焰石	1	-1	0
14011210	精致的黄金级炽焰石	1	-1	0
14011211	精致的黄金级炽焰石	1	-1	0
14011212	精致的黄金级炽焰石	1	-1	0
14011213	精致的黄金级炽焰石	1	-1	0
14011214	精致的黄金级炽焰石	1	-1	0
14011215	精致的黄金级炽焰石	1	-1	0
14011216	精致的黄金级炽焰石	1	-1	0
14011217	精致的黄金级炽焰石	1	-1	0
14011218	精致的黄金级炽焰石	1	-1	0
14011219	精致的黄金级炽焰石	1	-1	0
14011220	精致的黄金级炽焰石	1	-1	0
14011221	精致的黄金级炽焰石	1	-1	0
14011222	精致的黄金级炽焰石	1	-1	0
14011223	精致的黄金级炽焰石	1	-1	0
14011224	精致的黄金级炽焰石	1	-1	0
14011225	精致的黄金级炽焰石	1	-1	0
14011226	精致的黄金级炽焰石	1	-1	0
14011227	精致的黄金级炽焰石	1	-1	0
14011228	精致的黄金级炽焰石	1	-1	0
14011229	精致的黄金级炽焰石	1	-1	0
14011230	精致的黄金级炽焰石	1	-1	0
14011231	精致的黄金级炽焰石	1	-1	0
14011232	精致的黄金级炽焰石	1	-1	0
14011233	精致的黄金级炽焰石	1	-1	0
14011234	精致的黄金级炽焰石	1	-1	0
14011235	精致的黄金级炽焰石	1	-1	0
14011236	精致的黄金级炽焰石	1	-1	0
14011237	精致的黄金级炽焰石	1	-1	0
14011238	精致的黄金级炽焰石	1	-1	0
14011239	精致的黄金级炽焰石	1	-1	0
14011240	精致的黄金级炽焰石	1	-1	0
14011241	精致的黄金级炽焰石	1	-1	0
14011242	精致的黄金级炽焰石	1	-1	0
14011243	精致的黄金级炽焰石	1	-1	0
14011244	精致的黄金级炽焰石	1	-1	0
14011245	精致的黄金级炽焰石	1	-1	0
14011246	精致的黄金级炽焰石	1	-1	0
14011247	精致的黄金级炽焰石	1	-1	0
14011248	精致的黄金级炽焰石	1	-1	0
14011249	精致的黄金级炽焰石	1	-1	0
14011250	精致的黄金级炽焰石	1	-1	0
14011251	精致的黄金级炽焰石	1	-1	0
14011252	精致的黄金级炽焰石	1	-1	0
14011253	精致的黄金级炽焰石	1	-1	0
14011254	精致的黄金级炽焰石	1	-1	0
14011255	精致的黄金级炽焰石	1	-1	0
14011256	精致的黄金级炽焰石	1	-1	0
14011257	精致的黄金级炽焰石	1	-1	0
14011258	精致的黄金级炽焰石	1	-1	0
14011259	精致的黄金级炽焰石	1	-1	0
14011260	精致的黄金级炽焰石	1	-1	0
14011261	精致的黄金级炽焰石	1	-1	0
14011262	精致的黄金级炽焰石	1	-1	0
14011263	精致的黄金级炽焰石	1	-1	0
14011264	精致的黄金级炽焰石	1	-1	0
14011265	精致的黄金级炽焰石	1	-1	0
14011266	精致的黄金级炽焰石	1	-1	0
14011267	精致的黄金级炽焰石	1	-1	0
14011268	精致的黄金级炽焰石	1	-1	0
14011269	精致的黄金级炽焰石	1	-1	0
14011270	精致的黄金级炽焰石	1	-1	0
14011271	精致的黄金级炽焰石	1	-1	0
14011272	精致的黄金级炽焰石	1	-1	0
14011273	精致的黄金级炽焰石	1	-1	0
14011274	精致的黄金级炽焰石	1	-1	0
14011275	精致的黄金级炽焰石	1	-1	0
14011276	精致的黄金级炽焰石	1	-1	0
14011277	精致的黄金级炽焰石	1	-1	0
14011278	精致的黄金级炽焰石	1	-1	0
14011279	精致的黄金级炽焰石	1	-1	0
14011280	精致的黄金级血焰石	1	-1	0
14011281	精致的黄金级血焰石	1	-1	0
14011282	精致的黄金级血焰石	1	-1	0
14011283	精致的黄金级血焰石	1	-1	0
14011284	精致的黄金级血焰石	1	-1	0
14011285	精致的黄金级血焰石	1	-1	0
14011286	精致的黄金级血焰石	1	-1	0
14011287	精致的黄金级血焰石	1	-1	0
14011288	精致的黄金级血焰石	1	-1	0
14011289	精致的黄金级血焰石	1	-1	0
14011290	精致的黄金级血焰石	1	-1	0
14011291	精致的黄金级血焰石	1	-1	0
14011292	精致的黄金级血焰石	1	-1	0
14011293	精致的黄金级血焰石	1	-1	0
14011294	精致的黄金级血焰石	1	-1	0
14011295	精致的黄金级血焰石	1	-1	0
14011296	精致的黄金级血焰石	1	-1	0
14011297	精致的黄金级血焰石	1	-1	0
14011298	精致的黄金级血焰石	1	-1	0
14011299	精致的黄金级血焰石	1	-1	0
14011300	精致的黄金级血焰石	1	-1	0
14011301	精致的黄金级血焰石	1	-1	0
14011302	精致的黄金级血焰石	1	-1	0
14011303	精致的黄金级血焰石	1	-1	0
14011304	精致的黄金级血焰石	1	-1	0
14011305	精致的黄金级血焰石	1	-1	0
14011306	精致的黄金级血焰石	1	-1	0
14011307	精致的黄金级血焰石	1	-1	0
14011308	精致的黄金级血焰石	1	-1	0
14011309	精致的黄金级血焰石	1	-1	0
14011310	精致的黄金级血焰石	1	-1	0
14011311	精致的黄金级血焰石	1	-1	0
14011312	精致的黄金级血焰石	1	-1	0
14011313	精致的黄金级血焰石	1	-1	0
14011314	精致的黄金级血焰石	1	-1	0
14011315	精致的黄金级血焰石	1	-1	0
14011316	精致的黄金级血焰石	1	-1	0
14011317	精致的黄金级血焰石	1	-1	0
14011318	精致的黄金级血焰石	1	-1	0
14011319	精致的黄金级血焰石	1	-1	0
14011320	精致的黄金级血焰石	1	-1	0
14011321	精致的黄金级血焰石	1	-1	0
14011322	精致的黄金级血焰石	1	-1	0
14011323	精致的黄金级血焰石	1	-1	0
14011324	精致的黄金级血焰石	1	-1	0
14011325	精致的黄金级血焰石	1	-1	0
14011326	精致的黄金级血焰石	1	-1	0
14011327	精致的黄金级血焰石	1	-1	0
14011328	精致的黄金级血焰石	1	-1	0
14011329	精致的黄金级血焰石	1	-1	0
14011330	精致的黄金级血焰石	1	-1	0
14011331	精致的黄金级血焰石	1	-1	0
14011332	精致的黄金级血焰石	1	-1	0
14011333	精致的黄金级血焰石	1	-1	0
14011334	精致的黄金级血焰石	1	-1	0
14011335	精致的黄金级血焰石	1	-1	0
14011336	精致的黄金级血焰石	1	-1	0
14011337	精致的黄金级血焰石	1	-1	0
14011338	精致的黄金级血焰石	1	-1	0
14011339	精致的黄金级血焰石	1	-1	0
14011340	精致的黄金级血焰石	1	-1	0
14011341	精致的黄金级血焰石	1	-1	0
14011342	精致的黄金级血焰石	1	-1	0
14011343	精致的黄金级血焰石	1	-1	0
14011344	精致的黄金级血焰石	1	-1	0
14011345	精致的黄金级血焰石	1	-1	0
14011346	精致的黄金级血焰石	1	-1	0
14011347	精致的黄金级血焰石	1	-1	0
14011348	精致的黄金级血焰石	1	-1	0
14011349	精致的黄金级血焰石	1	-1	0
14011350	精致的黄金级血焰石	1	-1	0
14011351	精致的黄金级血焰石	1	-1	0
14011352	精致的黄金级血焰石	1	-1	0
14011353	精致的黄金级血焰石	1	-1	0
14011354	精致的黄金级血焰石	1	-1	0
14011355	精致的黄金级血焰石	1	-1	0
14011356	精致的黄金级血焰石	1	-1	0
14011357	精致的黄金级血焰石	1	-1	0
14011358	精致的黄金级血焰石	1	-1	0
14011359	精致的黄金级血焰石	1	-1	0
14011360	精致的黄金级血焰石	1	-1	0
14011361	精致的黄金级血焰石	1	-1	0
14011362	精致的黄金级血焰石	1	-1	0
14011363	精致的黄金级血焰石	1	-1	0
14011364	精致的黄金级血焰石	1	-1	0
14011365	精致的黄金级血焰石	1	-1	0
14011366	精致的黄金级血焰石	1	-1	0
14011367	精致的黄金级血焰石	1	-1	0
14011368	精致的黄金级爆焰石	1	-1	0
14011369	精致的黄金级爆焰石	1	-1	0
14011370	精致的黄金级爆焰石	1	-1	0
14011371	精致的黄金级爆焰石	1	-1	0
14011372	精致的黄金级爆焰石	1	-1	0
14011373	精致的黄金级爆焰石	1	-1	0
14011374	精致的黄金级爆焰石	1	-1	0
14011375	精致的黄金级爆焰石	1	-1	0
14011376	精致的黄金级爆焰石	1	-1	0
14011377	精致的黄金级爆焰石	1	-1	0
14011378	精致的黄金级爆焰石	1	-1	0
14011379	精致的黄金级爆焰石	1	-1	0
14011380	精致的黄金级爆焰石	1	-1	0
14011381	精致的黄金级爆焰石	1	-1	0
14011382	精致的黄金级爆焰石	1	-1	0
14011383	精致的黄金级爆焰石	1	-1	0
14011384	精致的黄金级爆焰石	1	-1	0
14011385	精致的黄金级爆焰石	1	-1	0
14011386	精致的黄金级爆焰石	1	-1	0
14011387	精致的黄金级爆焰石	1	-1	0
14011388	精致的黄金级爆焰石	1	-1	0
14011389	精致的黄金级爆焰石	1	-1	0
14011390	精致的黄金级爆焰石	1	-1	0
14011391	精致的黄金级爆焰石	1	-1	0
14011392	精致的黄金级爆焰石	1	-1	0
14011393	精致的黄金级爆焰石	1	-1	0
14011394	精致的黄金级爆焰石	1	-1	0
14011395	精致的黄金级爆焰石	1	-1	0
14011396	精致的黄金级爆焰石	1	-1	0
14011397	精致的黄金级爆焰石	1	-1	0
14011398	精致的黄金级爆焰石	1	-1	0
14011399	精致的黄金级爆焰石	1	-1	0
14011400	精致的黄金级爆焰石	1	-1	0
14011401	精致的黄金级爆焰石	1	-1	0
14011402	精致的黄金级爆焰石	1	-1	0
14011403	精致的黄金级爆焰石	1	-1	0
14011404	精致的黄金级爆焰石	1	-1	0
14011405	精致的黄金级爆焰石	1	-1	0
14011406	精致的黄金级爆焰石	1	-1	0
14011407	精致的黄金级爆焰石	1	-1	0
14011408	精致的黄金级爆焰石	1	-1	0
14011409	精致的黄金级爆焰石	1	-1	0
14011410	精致的黄金级爆焰石	1	-1	0
14011411	精致的黄金级爆焰石	1	-1	0
14011412	精致的黄金级爆焰石	1	-1	0
14011413	精致的黄金级爆焰石	1	-1	0
14011414	精致的黄金级爆焰石	1	-1	0
14011415	精致的黄金级爆焰石	1	-1	0
14011416	精致的黄金级爆焰石	1	-1	0
14011417	精致的黄金级爆焰石	1	-1	0
14011418	精致的黄金级爆焰石	1	-1	0
14011419	精致的黄金级爆焰石	1	-1	0
14011420	精致的黄金级爆焰石	1	-1	0
14011421	精致的黄金级爆焰石	1	-1	0
14011422	精致的黄金级爆焰石	1	-1	0
14011423	精致的黄金级爆焰石	1	-1	0
14011424	精致的黄金级爆焰石	1	-1	0
14011425	精致的黄金级爆焰石	1	-1	0
14011426	精致的黄金级爆焰石	1	-1	0
14011427	精致的黄金级爆焰石	1	-1	0
14011428	精致的黄金级爆焰石	1	-1	0
14011429	精致的黄金级爆焰石	1	-1	0
14011430	精致的黄金级爆焰石	1	-1	0
14011431	精致的黄金级爆焰石	1	-1	0
14011432	精致的黄金级爆焰石	1	-1	0
14011433	精致的黄金级爆焰石	1	-1	0
14011434	精致的黄金级爆焰石	1	-1	0
14011435	精致的黄金级爆焰石	1	-1	0
14011436	精致的黄金级爆焰石	1	-1	0
14011437	精致的黄金级爆焰石	1	-1	0
14011438	精致的黄金级爆焰石	1	-1	0
14011439	精致的黄金级爆焰石	1	-1	0
14011440	精致的黄金级爆焰石	1	-1	0
14011441	精致的黄金级爆焰石	1	-1	0
14011442	精致的黄金级爆焰石	1	-1	0
14011443	精致的黄金级爆焰石	1	-1	0
14011444	精致的黄金级爆焰石	1	-1	0
14011445	精致的黄金级爆焰石	1	-1	0
14011446	精致的黄金级爆焰石	1	-1	0
14011447	精致的黄金级爆焰石	1	-1	0
14011448	精致的黄金级爆焰石	1	-1	0
14011449	精致的黄金级爆焰石	1	-1	0
14011450	精致的黄金级爆焰石	1	-1	0
14011451	精致的黄金级爆焰石	1	-1	0
14011452	精致的黄金级爆焰石	1	-1	0
14011453	精致的黄金级爆焰石	1	-1	0
14011454	精致的黄金级爆焰石	1	-1	0
14011455	精致的黄金级爆焰石	1	-1	0
14011457	纯净的钻石级红晶石	1	14011545	精致的钻石级红晶石
14011458	纯净的钻石级红晶石	1	14011546	精致的钻石级红晶石
14011459	纯净的钻石级红晶石	1	14011547	精致的钻石级红晶石
14011460	纯净的钻石级红晶石	1	14011548	精致的钻石级红晶石
14011461	纯净的钻石级红晶石	1	14011549	精致的钻石级红晶石
14011462	纯净的钻石级红晶石	1	14011550	精致的钻石级红晶石
14011463	纯净的钻石级红晶石	1	14011551	精致的钻石级红晶石
14011464	纯净的钻石级红晶石	1	14011552	精致的钻石级红晶石
14011465	纯净的钻石级红晶石	1	14011553	精致的钻石级红晶石
14011466	纯净的钻石级红晶石	1	14011554	精致的钻石级红晶石
14011467	纯净的钻石级红晶石	1	14011555	精致的钻石级红晶石
14011468	纯净的钻石级红晶石	1	14011556	精致的钻石级红晶石
14011469	纯净的钻石级红晶石	1	14011557	精致的钻石级红晶石
14011470	纯净的钻石级红晶石	1	14011558	精致的钻石级红晶石
14011471	纯净的钻石级红晶石	1	14011559	精致的钻石级红晶石
14011472	纯净的钻石级红晶石	1	14011560	精致的钻石级红晶石
14011473	纯净的钻石级红晶石	1	14011561	精致的钻石级红晶石
14011474	纯净的钻石级红晶石	1	14011562	精致的钻石级红晶石
14011475	纯净的钻石级红晶石	1	14011563	精致的钻石级红晶石
14011476	纯净的钻石级红晶石	1	14011564	精致的钻石级红晶石
14011477	纯净的钻石级红晶石	1	14011565	精致的钻石级红晶石
14011478	纯净的钻石级红晶石	1	14011566	精致的钻石级红晶石
14011479	纯净的钻石级红晶石	1	14011567	精致的钻石级红晶石
14011480	纯净的钻石级红晶石	1	14011568	精致的钻石级红晶石
14011481	纯净的钻石级红晶石	1	14011569	精致的钻石级红晶石
14011482	纯净的钻石级红晶石	1	14011570	精致的钻石级红晶石
14011483	纯净的钻石级红晶石	1	14011571	精致的钻石级红晶石
14011484	纯净的钻石级红晶石	1	14011572	精致的钻石级红晶石
14011485	纯净的钻石级红晶石	1	14011573	精致的钻石级红晶石
14011486	纯净的钻石级红晶石	1	14011574	精致的钻石级红晶石
14011487	纯净的钻石级红晶石	1	14011575	精致的钻石级红晶石
14011488	纯净的钻石级红晶石	1	14011576	精致的钻石级红晶石
14011489	纯净的钻石级红晶石	1	14011577	精致的钻石级红晶石
14011490	纯净的钻石级红晶石	1	14011578	精致的钻石级红晶石
14011491	纯净的钻石级红晶石	1	14011579	精致的钻石级红晶石
14011492	纯净的钻石级红晶石	1	14011580	精致的钻石级红晶石
14011493	纯净的钻石级红晶石	1	14011581	精致的钻石级红晶石
14011494	纯净的钻石级红晶石	1	14011582	精致的钻石级红晶石
14011495	纯净的钻石级红晶石	1	14011583	精致的钻石级红晶石
14011496	纯净的钻石级红晶石	1	14011584	精致的钻石级红晶石
14011497	纯净的钻石级红晶石	1	14011585	精致的钻石级红晶石
14011498	纯净的钻石级红晶石	1	14011586	精致的钻石级红晶石
14011499	纯净的钻石级红晶石	1	14011587	精致的钻石级红晶石
14011500	纯净的钻石级红晶石	1	14011588	精致的钻石级红晶石
14011501	纯净的钻石级红晶石	1	14011589	精致的钻石级红晶石
14011502	纯净的钻石级红晶石	1	14011590	精致的钻石级红晶石
14011503	纯净的钻石级红晶石	1	14011591	精致的钻石级红晶石
14011504	纯净的钻石级红晶石	1	14011592	精致的钻石级红晶石
14011505	纯净的钻石级红晶石	1	14011593	精致的钻石级红晶石
14011506	纯净的钻石级红晶石	1	14011594	精致的钻石级红晶石
14011507	纯净的钻石级红晶石	1	14011595	精致的钻石级红晶石
14011508	纯净的钻石级红晶石	1	14011596	精致的钻石级红晶石
14011509	纯净的钻石级红晶石	1	14011597	精致的钻石级红晶石
14011510	纯净的钻石级红晶石	1	14011598	精致的钻石级红晶石
14011511	纯净的钻石级红晶石	1	14011599	精致的钻石级红晶石
14011512	纯净的钻石级红晶石	1	14011600	精致的钻石级红晶石
14011513	纯净的钻石级红晶石	1	14011601	精致的钻石级红晶石
14011514	纯净的钻石级红晶石	1	14011602	精致的钻石级红晶石
14011515	纯净的钻石级红晶石	1	14011603	精致的钻石级红晶石
14011516	纯净的钻石级红晶石	1	14011604	精致的钻石级红晶石
14011517	纯净的钻石级红晶石	1	14011605	精致的钻石级红晶石
14011518	纯净的钻石级红晶石	1	14011606	精致的钻石级红晶石
14011519	纯净的钻石级红晶石	1	14011607	精致的钻石级红晶石
14011520	纯净的钻石级红晶石	1	14011608	精致的钻石级红晶石
14011521	纯净的钻石级红晶石	1	14011609	精致的钻石级红晶石
14011522	纯净的钻石级红晶石	1	14011610	精致的钻石级红晶石
14011523	纯净的钻石级红晶石	1	14011611	精致的钻石级红晶石
14011524	纯净的钻石级红晶石	1	14011612	精致的钻石级红晶石
14011525	纯净的钻石级红晶石	1	14011613	精致的钻石级红晶石
14011526	纯净的钻石级红晶石	1	14011614	精致的钻石级红晶石
14011527	纯净的钻石级红晶石	1	14011615	精致的钻石级红晶石
14011528	纯净的钻石级红晶石	1	14011616	精致的钻石级红晶石
