NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	NUM	TEXT	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	NUM	TEXT	NUM
45011145	45	29	1254	set:Khan2_Jiangxing_1 image:Khan2_Jiangxing_1_Icon_12	set:khan3_item_1 image:khan3_item_1_5	安华迩	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	45	100	10	27	5	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	214	-1	-1	-1	-1	-1	-1	0	国家：帖木儿帝国#r出身地区：波斯	141176	set:Khan2_Jiangxinghui_1 image:Khan2_Jiangxinghui_1_Icon_12	100503
45011146	45	30	1010	set:Khan2_Jiangxing_59 image:Khan2_Jiangxing_59_Icon_8	set:khan3_item_1 image:khan3_item_1_5	美吉尔乐	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	45	100	10	27	1	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	8	-1	-1	-1	-1	-1	-1	0	国家：神圣罗马帝国#r出身地区：德国	141176	set:Khan2_Jiangxinghui_59 image:Khan2_Jiangxinghui_59_Icon_8	100503
45011147	45	30	1011	set:Khan2_Jiangxing_59 image:Khan2_Jiangxing_59_Icon_8	set:khan3_item_1 image:khan3_item_1_5	美吉尔乐	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	45	100	10	27	2	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	40	-1	-1	-1	-1	-1	-1	0	国家：神圣罗马帝国#r出身地区：德国	141176	set:Khan2_Jiangxinghui_59 image:Khan2_Jiangxinghui_59_Icon_8	100503
45011148	45	30	1012	set:Khan2_Jiangxing_59 image:Khan2_Jiangxing_59_Icon_8	set:khan3_item_1 image:khan3_item_1_5	美吉尔乐	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	45	100	10	27	3	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	102	-1	-1	-1	-1	-1	-1	0	国家：神圣罗马帝国#r出身地区：德国	141176	set:Khan2_Jiangxinghui_59 image:Khan2_Jiangxinghui_59_Icon_8	100503
45011149	45	30	1013	set:Khan2_Jiangxing_59 image:Khan2_Jiangxing_59_Icon_8	set:khan3_item_1 image:khan3_item_1_5	美吉尔乐	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	45	100	10	27	4	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	170	-1	-1	-1	-1	-1	-1	0	国家：神圣罗马帝国#r出身地区：德国	141176	set:Khan2_Jiangxinghui_59 image:Khan2_Jiangxinghui_59_Icon_8	100503
45011150	45	30	1014	set:Khan2_Jiangxing_59 image:Khan2_Jiangxing_59_Icon_8	set:khan3_item_1 image:khan3_item_1_5	美吉尔乐	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	45	100	10	27	5	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	214	-1	-1	-1	-1	-1	-1	0	国家：神圣罗马帝国#r出身地区：德国	141176	set:Khan2_Jiangxinghui_59 image:Khan2_Jiangxinghui_59_Icon_8	100503
45011151	45	31	1260	set:Khan2_Jiangxing_60 image:Khan2_Jiangxing_60_Icon_11	set:khan3_item_1 image:khan3_item_1_5	爱露丝	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	55	100	10	27	1	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	22	-1	-1	-1	-1	-1	-1	0	国家：波兰#r出身地区：西俄罗斯	141176	set:Khan2_Jiangxinghui_60 image:Khan2_Jiangxinghui_60_Icon_11	100503
45011152	45	31	1261	set:Khan2_Jiangxing_60 image:Khan2_Jiangxing_60_Icon_11	set:khan3_item_1 image:khan3_item_1_5	爱露丝	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	55	100	10	27	2	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	114	-1	-1	-1	-1	-1	-1	0	国家：波兰#r出身地区：西俄罗斯	141176	set:Khan2_Jiangxinghui_60 image:Khan2_Jiangxinghui_60_Icon_11	100503
45011153	45	31	1262	set:Khan2_Jiangxing_60 image:Khan2_Jiangxing_60_Icon_11	set:khan3_item_1 image:khan3_item_1_5	爱露丝	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	55	100	10	27	3	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	292	-1	-1	-1	-1	-1	-1	0	国家：波兰#r出身地区：西俄罗斯	141176	set:Khan2_Jiangxinghui_60 image:Khan2_Jiangxinghui_60_Icon_11	100503
45011154	45	31	1263	set:Khan2_Jiangxing_60 image:Khan2_Jiangxing_60_Icon_11	set:khan3_item_1 image:khan3_item_1_5	爱露丝	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	55	100	10	27	4	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	486	-1	-1	-1	-1	-1	-1	0	国家：波兰#r出身地区：西俄罗斯	141176	set:Khan2_Jiangxinghui_60 image:Khan2_Jiangxinghui_60_Icon_11	100503
45011155	45	31	1264	set:Khan2_Jiangxing_60 image:Khan2_Jiangxing_60_Icon_11	set:khan3_item_1 image:khan3_item_1_5	爱露丝	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	55	100	10	27	5	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	608	-1	-1	-1	-1	-1	-1	0	国家：波兰#r出身地区：西俄罗斯	141176	set:Khan2_Jiangxinghui_60 image:Khan2_Jiangxinghui_60_Icon_11	100503
45011156	45	32	1020	set:Khan2_Jiangxing_21 image:Khan2_Jiangxing_21_Icon_2	set:khan3_item_1 image:khan3_item_1_5	铁木儿	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	55	100	10	27	1	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	22	-1	-1	-1	-1	-1	-1	0	国家：木瓦希得朝#r出身地区：北非	141176	set:Khan2_Jiangxinghui_21 image:Khan2_Jiangxinghui_21_Icon_2	100503
45011157	45	32	1021	set:Khan2_Jiangxing_21 image:Khan2_Jiangxing_21_Icon_2	set:khan3_item_1 image:khan3_item_1_5	铁木儿	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	55	100	10	27	2	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	114	-1	-1	-1	-1	-1	-1	0	国家：木瓦希得朝#r出身地区：北非	141176	set:Khan2_Jiangxinghui_21 image:Khan2_Jiangxinghui_21_Icon_2	100503
45011158	45	32	1022	set:Khan2_Jiangxing_21 image:Khan2_Jiangxing_21_Icon_2	set:khan3_item_1 image:khan3_item_1_5	铁木儿	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	55	100	10	27	3	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	292	-1	-1	-1	-1	-1	-1	0	国家：木瓦希得朝#r出身地区：北非	141176	set:Khan2_Jiangxinghui_21 image:Khan2_Jiangxinghui_21_Icon_2	100503
45011159	45	32	1023	set:Khan2_Jiangxing_21 image:Khan2_Jiangxing_21_Icon_2	set:khan3_item_1 image:khan3_item_1_5	铁木儿	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	55	100	10	27	4	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	486	-1	-1	-1	-1	-1	-1	0	国家：木瓦希得朝#r出身地区：北非	141176	set:Khan2_Jiangxinghui_21 image:Khan2_Jiangxinghui_21_Icon_2	100503
45011160	45	32	1024	set:Khan2_Jiangxing_21 image:Khan2_Jiangxing_21_Icon_2	set:khan3_item_1 image:khan3_item_1_5	铁木儿	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	55	100	10	27	5	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	608	-1	-1	-1	-1	-1	-1	0	国家：木瓦希得朝#r出身地区：北非	141176	set:Khan2_Jiangxinghui_21 image:Khan2_Jiangxinghui_21_Icon_2	100503
45011161	45	33	1270	set:Khan2_Jiangxing_59 image:Khan2_Jiangxing_59_Icon_10	set:khan3_item_1 image:khan3_item_1_5	爱丽娜	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	65	100	10	27	1	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	54	-1	-1	-1	-1	-1	-1	0	国家：米兰帝国#r出身地区：意大利	141176	set:Khan2_Jiangxinghui_59 image:Khan2_Jiangxinghui_59_Icon_10	100503
45011162	45	33	1271	set:Khan2_Jiangxing_59 image:Khan2_Jiangxing_59_Icon_10	set:khan3_item_1 image:khan3_item_1_5	爱丽娜	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	65	100	10	27	2	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	276	-1	-1	-1	-1	-1	-1	0	国家：米兰帝国#r出身地区：意大利	141176	set:Khan2_Jiangxinghui_59 image:Khan2_Jiangxinghui_59_Icon_10	100503
45011163	45	33	1272	set:Khan2_Jiangxing_59 image:Khan2_Jiangxing_59_Icon_10	set:khan3_item_1 image:khan3_item_1_5	爱丽娜	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	65	100	10	27	3	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	690	-1	-1	-1	-1	-1	-1	0	国家：米兰帝国#r出身地区：意大利	141176	set:Khan2_Jiangxinghui_59 image:Khan2_Jiangxinghui_59_Icon_10	100503
45011164	45	33	1273	set:Khan2_Jiangxing_59 image:Khan2_Jiangxing_59_Icon_10	set:khan3_item_1 image:khan3_item_1_5	爱丽娜	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	65	100	10	27	4	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	1150	-1	-1	-1	-1	-1	-1	0	国家：米兰帝国#r出身地区：意大利	141176	set:Khan2_Jiangxinghui_59 image:Khan2_Jiangxinghui_59_Icon_10	100503
45011165	45	33	1274	set:Khan2_Jiangxing_59 image:Khan2_Jiangxing_59_Icon_10	set:khan3_item_1 image:khan3_item_1_5	爱丽娜	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	65	100	10	27	5	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	1436	-1	-1	-1	-1	-1	-1	0	国家：米兰帝国#r出身地区：意大利	141176	set:Khan2_Jiangxinghui_59 image:Khan2_Jiangxinghui_59_Icon_10	100503
45011166	45	34	1280	set:Khan2_Jiangxing_61 image:Khan2_Jiangxing_61_Icon_8	set:khan3_item_1 image:khan3_item_1_5	承天妃	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	75	100	10	27	1	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	94	-1	-1	-1	-1	-1	-1	0	国家：陈朝#r出身地区：华南	141176	set:Khan2_Jiangxinghui_61 image:Khan2_Jiangxinghui_61_Icon_8	100503
45011167	45	34	1281	set:Khan2_Jiangxing_61 image:Khan2_Jiangxing_61_Icon_8	set:khan3_item_1 image:khan3_item_1_5	承天妃	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	75	100	10	27	2	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	474	-1	-1	-1	-1	-1	-1	0	国家：陈朝#r出身地区：华南	141176	set:Khan2_Jiangxinghui_61 image:Khan2_Jiangxinghui_61_Icon_8	100503
45011168	45	34	1282	set:Khan2_Jiangxing_61 image:Khan2_Jiangxing_61_Icon_8	set:khan3_item_1 image:khan3_item_1_5	承天妃	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	75	100	10	27	3	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	1194	-1	-1	-1	-1	-1	-1	0	国家：陈朝#r出身地区：华南	141176	set:Khan2_Jiangxinghui_61 image:Khan2_Jiangxinghui_61_Icon_8	100503
45011169	45	34	1283	set:Khan2_Jiangxing_61 image:Khan2_Jiangxing_61_Icon_8	set:khan3_item_1 image:khan3_item_1_5	承天妃	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	75	100	10	27	4	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	1990	-1	-1	-1	-1	-1	-1	0	国家：陈朝#r出身地区：华南	141176	set:Khan2_Jiangxinghui_61 image:Khan2_Jiangxinghui_61_Icon_8	100503
45011170	45	34	1284	set:Khan2_Jiangxing_61 image:Khan2_Jiangxing_61_Icon_8	set:khan3_item_1 image:khan3_item_1_5	承天妃	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	75	100	10	27	5	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	2486	-1	-1	-1	-1	-1	-1	0	国家：陈朝#r出身地区：华南	141176	set:Khan2_Jiangxinghui_61 image:Khan2_Jiangxinghui_61_Icon_8	100503
45011171	45	35	1290	set:Khan2_Jiangxing_15 image:Khan2_Jiangxing_15_Icon_7	set:khan3_item_1 image:khan3_item_1_5	木华黎	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	85	100	10	27	1	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	140	-1	-1	-1	-1	-1	-1	0	国家：札答阑#r出身地区：蒙古	141176	set:Khan2_Jiangxinghui_15 image:Khan2_Jiangxinghui_15_Icon_7	100503
45011172	45	35	1291	set:Khan2_Jiangxing_15 image:Khan2_Jiangxing_15_Icon_7	set:khan3_item_1 image:khan3_item_1_5	木华黎	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	85	100	10	27	2	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	720	-1	-1	-1	-1	-1	-1	0	国家：札答阑#r出身地区：蒙古	141176	set:Khan2_Jiangxinghui_15 image:Khan2_Jiangxinghui_15_Icon_7	100503
45011173	45	35	1292	set:Khan2_Jiangxing_15 image:Khan2_Jiangxing_15_Icon_7	set:khan3_item_1 image:khan3_item_1_5	木华黎	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	85	100	10	27	3	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	1804	-1	-1	-1	-1	-1	-1	0	国家：札答阑#r出身地区：蒙古	141176	set:Khan2_Jiangxinghui_15 image:Khan2_Jiangxinghui_15_Icon_7	100503
45011174	45	35	1293	set:Khan2_Jiangxing_15 image:Khan2_Jiangxing_15_Icon_7	set:khan3_item_1 image:khan3_item_1_5	木华黎	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	85	100	10	27	4	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	3006	-1	-1	-1	-1	-1	-1	0	国家：札答阑#r出身地区：蒙古	141176	set:Khan2_Jiangxinghui_15 image:Khan2_Jiangxinghui_15_Icon_7	100503
45011175	45	35	1294	set:Khan2_Jiangxing_15 image:Khan2_Jiangxing_15_Icon_7	set:khan3_item_1 image:khan3_item_1_5	木华黎	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	85	100	10	27	5	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	3758	-1	-1	-1	-1	-1	-1	0	国家：札答阑#r出身地区：蒙古	141176	set:Khan2_Jiangxinghui_15 image:Khan2_Jiangxinghui_15_Icon_7	100503
45011176	45	36	1300	set:Khan2_Jiangxing_38 image:Khan2_Jiangxing_38_Icon_10	set:khan3_item_1 image:khan3_item_1_5	凯乐	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	95	100	10	27	1	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	198	-1	-1	-1	-1	-1	-1	0	国家：西辽#r出身地区：土耳其斯坦	141176	set:Khan2_Jiangxinghui_38 image:Khan2_Jiangxinghui_38_Icon_10	100503
45011177	45	36	1301	set:Khan2_Jiangxing_38 image:Khan2_Jiangxing_38_Icon_10	set:khan3_item_1 image:khan3_item_1_5	凯乐	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	95	100	10	27	2	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	1008	-1	-1	-1	-1	-1	-1	0	国家：西辽#r出身地区：土耳其斯坦	141176	set:Khan2_Jiangxinghui_38 image:Khan2_Jiangxinghui_38_Icon_10	100503
45011178	45	36	1302	set:Khan2_Jiangxing_38 image:Khan2_Jiangxing_38_Icon_10	set:khan3_item_1 image:khan3_item_1_5	凯乐	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	95	100	10	27	3	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	2520	-1	-1	-1	-1	-1	-1	0	国家：西辽#r出身地区：土耳其斯坦	141176	set:Khan2_Jiangxinghui_38 image:Khan2_Jiangxinghui_38_Icon_10	100503
45011179	45	36	1303	set:Khan2_Jiangxing_38 image:Khan2_Jiangxing_38_Icon_10	set:khan3_item_1 image:khan3_item_1_5	凯乐	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	95	100	10	27	4	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	4200	-1	-1	-1	-1	-1	-1	0	国家：西辽#r出身地区：土耳其斯坦	141176	set:Khan2_Jiangxinghui_38 image:Khan2_Jiangxinghui_38_Icon_10	100503
45011180	45	36	1304	set:Khan2_Jiangxing_38 image:Khan2_Jiangxing_38_Icon_10	set:khan3_item_1 image:khan3_item_1_5	凯乐	可铭刻部位：帽子，衣服，项链，护手	5	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	95	100	10	27	5	250	2|5|6|7	武魂卡05.lmodel	cj_yingguang_huang	0	-1	22	5250	-1	-1	-1	-1	-1	-1	0	国家：西辽#r出身地区：土耳其斯坦	141176	set:Khan2_Jiangxinghui_38 image:Khan2_Jiangxinghui_38_Icon_10	100503
45011181	45	37	1310	set:Khan2_Jiangxing_47 image:Khan2_Jiangxing_47_Icon_4	set:khan3_item_1 image:khan3_item_1_6	阿尔阿西尔	可铭刻部位：帽子，衣服，项链，护手	6	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	45	100	10	27	1	250	2|5|6|7	武魂卡06.lmodel	cj_yingguang_huang	0	-1	22	10	-1	-1	-1	-1	-1	-1	0	国家：拜占庭帝国#r出身地区：巴尔干	141176	set:Khan2_Jiangxinghui_47 image:Khan2_Jiangxinghui_47_Icon_4	100603
45011182	45	37	1311	set:Khan2_Jiangxing_47 image:Khan2_Jiangxing_47_Icon_4	set:khan3_item_1 image:khan3_item_1_6	阿尔阿西尔	可铭刻部位：帽子，衣服，项链，护手	6	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	45	100	10	27	2	250	2|5|6|7	武魂卡06.lmodel	cj_yingguang_huang	0	-1	22	42	-1	-1	-1	-1	-1	-1	0	国家：拜占庭帝国#r出身地区：巴尔干	141176	set:Khan2_Jiangxinghui_47 image:Khan2_Jiangxinghui_47_Icon_4	100603
45011183	45	37	1312	set:Khan2_Jiangxing_47 image:Khan2_Jiangxing_47_Icon_4	set:khan3_item_1 image:khan3_item_1_6	阿尔阿西尔	可铭刻部位：帽子，衣服，项链，护手	6	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	45	100	10	27	3	250	2|5|6|7	武魂卡06.lmodel	cj_yingguang_huang	0	-1	22	110	-1	-1	-1	-1	-1	-1	0	国家：拜占庭帝国#r出身地区：巴尔干	141176	set:Khan2_Jiangxinghui_47 image:Khan2_Jiangxinghui_47_Icon_4	100603
45011184	45	37	1313	set:Khan2_Jiangxing_47 image:Khan2_Jiangxing_47_Icon_4	set:khan3_item_1 image:khan3_item_1_6	阿尔阿西尔	可铭刻部位：帽子，衣服，项链，护手	6	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	45	100	10	27	4	250	2|5|6|7	武魂卡06.lmodel	cj_yingguang_huang	0	-1	22	182	-1	-1	-1	-1	-1	-1	0	国家：拜占庭帝国#r出身地区：巴尔干	141176	set:Khan2_Jiangxinghui_47 image:Khan2_Jiangxinghui_47_Icon_4	100603
45011185	45	37	1314	set:Khan2_Jiangxing_47 image:Khan2_Jiangxing_47_Icon_4	set:khan3_item_1 image:khan3_item_1_6	阿尔阿西尔	可铭刻部位：帽子，衣服，项链，护手	6	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	45	100	10	27	5	250	2|5|6|7	武魂卡06.lmodel	cj_yingguang_huang	0	-1	22	228	-1	-1	-1	-1	-1	-1	0	国家：拜占庭帝国#r出身地区：巴尔干	141176	set:Khan2_Jiangxinghui_47 image:Khan2_Jiangxinghui_47_Icon_4	100603
45011186	45	38	1320	set:Khan2_Jiangxing_15 image:Khan2_Jiangxing_15_Icon_4	set:khan3_item_1 image:khan3_item_1_6	阿里海牙	可铭刻部位：帽子，衣服，项链，护手	6	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	55	100	10	27	1	250	2|5|6|7	武魂卡06.lmodel	cj_yingguang_huang	0	-1	22	24	-1	-1	-1	-1	-1	-1	0	国家：元#r出身地区：蒙古	141176	set:Khan2_Jiangxinghui_15 image:Khan2_Jiangxinghui_15_Icon_4	100603
45011187	45	38	1321	set:Khan2_Jiangxing_15 image:Khan2_Jiangxing_15_Icon_4	set:khan3_item_1 image:khan3_item_1_6	阿里海牙	可铭刻部位：帽子，衣服，项链，护手	6	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	55	100	10	27	2	250	2|5|6|7	武魂卡06.lmodel	cj_yingguang_huang	0	-1	22	122	-1	-1	-1	-1	-1	-1	0	国家：元#r出身地区：蒙古	141176	set:Khan2_Jiangxinghui_15 image:Khan2_Jiangxinghui_15_Icon_4	100603
45011188	45	38	1322	set:Khan2_Jiangxing_15 image:Khan2_Jiangxing_15_Icon_4	set:khan3_item_1 image:khan3_item_1_6	阿里海牙	可铭刻部位：帽子，衣服，项链，护手	6	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	55	100	10	27	3	250	2|5|6|7	武魂卡06.lmodel	cj_yingguang_huang	0	-1	22	312	-1	-1	-1	-1	-1	-1	0	国家：元#r出身地区：蒙古	141176	set:Khan2_Jiangxinghui_15 image:Khan2_Jiangxinghui_15_Icon_4	100603
45011189	45	38	1323	set:Khan2_Jiangxing_15 image:Khan2_Jiangxing_15_Icon_4	set:khan3_item_1 image:khan3_item_1_6	阿里海牙	可铭刻部位：帽子，衣服，项链，护手	6	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	55	100	10	27	4	250	2|5|6|7	武魂卡06.lmodel	cj_yingguang_huang	0	-1	22	518	-1	-1	-1	-1	-1	-1	0	国家：元#r出身地区：蒙古	141176	set:Khan2_Jiangxinghui_15 image:Khan2_Jiangxinghui_15_Icon_4	100603
45011190	45	38	1324	set:Khan2_Jiangxing_15 image:Khan2_Jiangxing_15_Icon_4	set:khan3_item_1 image:khan3_item_1_6	阿里海牙	可铭刻部位：帽子，衣服，项链，护手	6	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	55	100	10	27	5	250	2|5|6|7	武魂卡06.lmodel	cj_yingguang_huang	0	-1	22	648	-1	-1	-1	-1	-1	-1	0	国家：元#r出身地区：蒙古	141176	set:Khan2_Jiangxinghui_15 image:Khan2_Jiangxinghui_15_Icon_4	100603
45011191	45	39	1330	set:Khan2_Jiangxing_33 image:Khan2_Jiangxing_33_Icon_1	set:khan3_item_1 image:khan3_item_1_6	不合	可铭刻部位：帽子，衣服，项链，护手	6	卡牌	此卡牌通过将星卡合成获得，您是否要自动寻路到浮屠塔？获得更多将星卡	65	100	10	27	1	250	2|5|6|7	武魂卡06.lmodel	cj_yingguang_huang	0	-1	22	56	-1	-1	-1	-1	-1	-1	0	国家：蒙古#r出身地区：蒙古	141176	set:Khan2_Jiangxinghui_33 image:Khan2_Jiangxinghui_33_Icon_1	100603
