NUM	TEXT	NUM	TEXT	NUM	TEXT	NUM	NUM	NUM	TEXT	TEXT
923	5星战旗	27	采集战场旗彩.lmodel				303110		ui_采集_12	-1
924	5星战旗	27	采集战场旗彩.lmodel				303110		ui_采集_12	-1
#	领地图腾									
930	图腾柱子	26	红图腾柱子.lmodel				311101		ui_采集_12	-1
931	图腾柱子	26	黄龙图腾柱子.lmodel				311101		ui_采集_12	-1
932	图腾柱子	26	黄图腾柱子.lmodel				311101		ui_采集_12	-1
933	图腾柱子	26	蓝图腾柱子.lmodel				311101		ui_采集_12	-1
934	图腾柱子	26	龙之祖图腾柱子.lmodel				311101		ui_采集_12	-1
935	图腾柱子	26	神龙图腾柱子.lmodel				311101		ui_采集_12	-1
936	图腾柱子	26	真龙图腾柱子.lmodel				311101		ui_采集_12	-1
937	图腾柱子	26	紫龙图腾柱子.lmodel				311101		ui_采集_12	-1
#	马场建设任务									
938	枯木	26	胡杨01.mesh				301520		ui_采集_12	-1
939	受伤的巡卫	26	成2蒙古将军男_01尸体.lmodel		受伤的巡卫		304000		ui_采集_12	-1
940	受伤的巡卫	26	布甲-lv30-m尸体.lmodel		受伤的巡卫		304000		ui_采集_12	-1
941	受伤的巡卫	26	布甲-lv30-m尸体.lmodel		受伤的巡卫		304000		ui_采集_12	-1
942	受伤的巡卫	26	布甲-lv30-m尸体.lmodel		受伤的巡卫		304000		ui_采集_12	-1
										
										
#	成三边塞任务添加		1000	1099						
1000	王城运来的箱子	26	赏赐箱子.lmodel		国王赏赐给边塞各部落族长的箱子！		110000		状态_增加生命上限_01	1801
1001	狼皮袍子	26	狼皮袍子.lmodel		用上好的狼皮缝制的袍子！		110001		状态_增加生命上限_01	1807
1002	兽骨图腾	26	兽骨图腾.lmodel		一整副保存完好的兽骨，这是族长的最爱！		110002		状态_增加生命上限_01	1821
1003	异域醒神草	26	马蹄莲.mesh		带着点危险的气息的异域醒神草！		110003		状态_增加生命上限_01	1827
1004	神秘的道符	26	掉落符文.mesh		玄真道长亲手绘制的道符		110004		状态_增加生命上限_01	1841
1005	古墓里的宝物	26	采集_东海珠.mesh		这似乎是传说中的夏王墓之物！		110005		状态_增加生命上限_01	1847
1006	巫女定制的法器	26	掉落杖.mesh		巫女在铁匠定制的奇怪法器！		110006		状态_增加生命上限_01	1861
1007	遗失在路边的凶器	26	掉落刀.mesh		凶手仓皇逃跑时遗失在路边的凶器！		110007		状态_增加生命上限_01	1867
1008	王城运来的箱子	26	赏赐箱子.lmodel		国王赏赐给边塞各部落族长的箱子！		110008		状态_增加生命上限_01	1901
1009	狼皮袍子	26	狼皮袍子.lmodel		用上好的狼皮缝制的袍子！		110009		状态_增加生命上限_01	1907
1010	进贡的兽骨	26	兽骨图腾.lmodel		一整副保存完好的兽骨，这是族长的最爱！		110010		状态_增加生命上限_01	1921
1011	异域醒神草	26	马蹄莲.mesh		带着点危险的气息的异域醒神草！		110011		状态_增加生命上限_01	1927
1012	神秘的道符	26	掉落符文.mesh		玄真道长亲手绘制的道符		110012		状态_增加生命上限_01	1941
1013	古墓里的宝物	26	采集_东海珠.mesh		这似乎是传说中的夏王墓之物！		110013		状态_增加生命上限_01	1947
1014	巫女定制的法器	26	掉落杖.mesh		巫女在铁匠定制的奇怪法器！		110014		状态_增加生命上限_01	1961
1015	遗失在路边的凶器	26	掉落刀.mesh		凶手仓皇逃跑时遗失在路边的凶器！		110015		状态_增加生命上限_01	1967
1016	王城运来的箱子	26	赏赐箱子.lmodel		国王赏赐给边塞各部落族长的箱子！		110016		状态_增加生命上限_01	2001
1017	狼皮袍子	26	狼皮袍子.lmodel		用上好的狼皮缝制的袍子！		110017		状态_增加生命上限_01	2007
1018	进贡的兽骨	26	兽骨图腾.lmodel		一整副保存完好的兽骨，这是族长的最爱！		110018		状态_增加生命上限_01	2021
1019	异域醒神草	26	马蹄莲.mesh		带着点危险的气息的异域醒神草！		110019		状态_增加生命上限_01	2027
1020	神秘的道符	26	掉落符文.mesh		玄真道长亲手绘制的道符		110020		状态_增加生命上限_01	2041
1021	古墓里的宝物	26	采集_东海珠.mesh		这似乎是传说中的夏王墓之物！		110021		状态_增加生命上限_01	2047
1022	巫女定制的法器	26	掉落杖.mesh		巫女在铁匠定制的奇怪法器！		110022		状态_增加生命上限_01	2061
1023	遗失在路边的凶器	26	掉落刀.mesh		凶手仓皇逃跑时遗失在路边的凶器！		110023		状态_增加生命上限_01	2067
1024	王城运来的箱子	26	赏赐箱子.lmodel		国王赏赐给边塞各部落族长的箱子！		110024		状态_增加生命上限_01	2101
1025	狼皮袍子	26	狼皮袍子.lmodel		用上好的狼皮缝制的袍子！		110025		状态_增加生命上限_01	2107
1026	进贡的兽骨	26	兽骨图腾.lmodel		一整副保存完好的兽骨，这是族长的最爱！		110026		状态_增加生命上限_01	2121
1027	异域醒神草	26	马蹄莲.mesh		带着点危险的气息的异域醒神草！		110027		状态_增加生命上限_01	2127
1028	神秘的道符	26	掉落符文.mesh		玄真道长亲手绘制的道符		110028		状态_增加生命上限_01	2141
1029	古墓里的宝物	26	采集_东海珠.mesh		这似乎是传说中的夏王墓之物！		110029		状态_增加生命上限_01	2147
1030	巫女定制的法器	26	掉落杖.mesh		巫女在铁匠定制的奇怪法器！		110030		状态_增加生命上限_01	2161
1031	遗失在路边的凶器	26	掉落刀.mesh		凶手仓皇逃跑时遗失在路边的凶器！		110031		状态_增加生命上限_01	2167
1032	商队物资	26	运输车4.mesh		回鹘商队的物资车！		110032		状态_增加生命上限_01	2202
1033	被劫的粮草	26	农场草车.mesh		牧场主拉木尔丢失的粮草！		110033		状态_增加生命上限_01	2208
#	篝火节									
1050	篝火节木柴	26	成3_柴火堆.lmodel		木柴		310856		ui_采集_12	-1
#	家园									
1100	金环麦	26	成3_小麦_成熟.lmodel		已经成熟的金环麦		800200		ui_采集_12	-1
1101	绿油麦	26	成3_大麦_成熟.lmodel		已经成熟的绿油麦		800200		ui_采集_12	-1
1102	双叶麦	26	成3_雀麦_成熟.lmodel		已经成熟的双叶麦		800200		ui_采集_12	-1
1103	幻岩麦	26	成3_荞麦_成熟.lmodel		已经成熟的幻岩麦		800200		ui_采集_12	-1
1110	白凡豆	26	成3_白豆_成熟.lmodel		已经成熟的白凡豆		800200		ui_采集_12	-1
1111	绿魔豆	26	成3_绿豆_成熟.lmodel		已经成熟的绿魔豆		800200		ui_采集_12	-1
1112	赤芸豆	26	成3_赤豆_成熟.lmodel		已经成熟的赤芸豆		800200		ui_采集_12	-1
1113	湾金豆	26	成3_蚕豆_成熟.lmodel		已经成熟的湾金豆		800200		ui_采集_12	-1
1120	白灵芝	26	成3_灵芝_成熟.lmodel		已经成熟的白灵芝		800200		ui_采集_12	-1
1121	木苑芝	26	成3_青芝_成熟.lmodel		已经成熟的木苑芝		800200		ui_采集_12	-1
1122	火灵芝	26	成3_赤芝_成熟.lmodel		已经成熟的火灵芝		800200		ui_采集_12	-1
1123	谷灵芝	26	成3_黑芝_成熟.lmodel		已经成熟的谷灵芝		800200		ui_采集_12	-1
1130	奇异果	26	成3_奇异果_成熟.lmodel		已经成熟的奇异果		800200		ui_采集_12	-1
1131	情缘果	26	成3_情缘果_成熟.lmodel		已经成熟的情缘果		800200		ui_采集_12	-1
1132	炽焰果	26	成3_炽焰果_成熟.lmodel		已经成熟的炽焰果		800200		ui_采集_12	-1
1133	智慧果	26	成3_智慧果_成熟.lmodel		已经成熟的智慧果		800200		ui_采集_12	-1
1134	变身果	26	成3_赤麻_成熟.lmodel		已经成熟的变身果		800200		ui_采集_12	-1
#	家园矿									
1135	矿石	26	采集_矿石01.lmodel		矿石		700193		ui_采集_12	-1
1136	宝箱	26	采集_游乐场宝箱放大.lmodel		传说中的宝藏		700193		ui_采集_12	-1
