NUM	TEXT	TEXT	TEXT	NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT
128	草原霸主家族	set:khan3_item_2 image:khan3_item_2_8		2	45012664|45013119	251	253	64	22	1000	238	9	8	43	-1	-1	-1	-1	95	3	set:khan3_item_2_hui image:khan3_item_2_hui_8
129	千里驹家族	set:khan3_item_2 image:khan3_item_2_9		3	45013524|45013529|45013534	276	279	57	22	940	2	38	-1	-1	-1	-1	-1	-1	45	3	set:khan3_item_2_hui image:khan3_item_2_hui_9
130	神箭家族	set:khan3_item_2 image:khan3_item_2_3		4	45011664|45011939|45011464|45012358	598	602	160	22	2600	14	107	28	1	-1	-1	-1	-1	95	3	set:khan3_item_2_hui image:khan3_item_2_hui_3
131	天兵家族	set:khan3_item_2 image:khan3_item_2_1		4	45012180|45012620|45013505|45011705	608	612	189	22	3100	0	253	26	10	-1	-1	-1	-1	90	3	set:khan3_item_2_hui image:khan3_item_2_hui_1
132	神兵家族	set:khan3_item_2 image:khan3_item_2_8		3	45013274|45013510|45011540	380	383	86	22	1400	8	57	118	6	-1	-1	-1	-1	85	3	set:khan3_item_2_hui image:khan3_item_2_hui_8
133	圣山之王家族	set:khan3_item_2 image:khan3_item_2_2		4	45011709|45011224|45013114|45011459	618	622	192	22	3200	2	256	28	1	-1	-1	-1	-1	95	3	set:khan3_item_2_hui image:khan3_item_2_hui_2
134	黄金贵胄家族	set:khan3_item_2 image:khan3_item_2_3		5	45011464|45011909|45012154|45012619|45011429	663	668	139	22	2300	8	93	10	93	-1	-1	-1	-1	55	3	set:khan3_item_2_hui image:khan3_item_2_hui_3
135	长生天家族	set:khan3_item_2 image:khan3_item_2_4		3	45012109|45011194|45013104	324	327	82	22	1300	237	11	-1	-1	-1	-1	-1	-1	65	3	set:khan3_item_2_hui image:khan3_item_2_hui_4
136	学者之魂	set:khan3_item_2 image:khan3_item_2_9		4	45012804|45012564|45013034|45011159	498	502	93	22	1500	8	62	-1	-1	-1	-1	-1	-1	55	3	set:khan3_item_2_hui image:khan3_item_2_hui_9
137	子承父业	set:khan3_item_2 image:khan3_item_2_4		2	45012405|45013335	260	262	100	22	1600	51	7	8	67	-1	-1	-1	-1	95	3	set:khan3_item_2_hui image:khan3_item_2_hui_4
138	真命天子	set:khan3_item_2 image:khan3_item_2_8		2	45012885|45011715	263	265	100	22	1600	53	7	8	67	-1	-1	-1	-1	95	3	set:khan3_item_2_hui image:khan3_item_2_hui_8
139	天之智子	set:khan3_item_2 image:khan3_item_2_4		2	45012180|45012405	266	268	100	22	1600	54	7	8	67	-1	-1	-1	-1	95	3	set:khan3_item_2_hui image:khan3_item_2_hui_4
140	天之孝子	set:khan3_item_2 image:khan3_item_2_8		2	45012180|45012885	269	271	100	22	1600	50	7	8	67	-1	-1	-1	-1	95	3	set:khan3_item_2_hui image:khan3_item_2_hui_8
141	天伦深情	set:khan3_item_2 image:khan3_item_2_8		3	45013274|45012884|45011884	388	391	107	22	1700	8	72	117	7	-1	-1	-1	-1	85	3	set:khan3_item_2_hui image:khan3_item_2_hui_8
142	王国将相	set:khan3_item_2 image:khan3_item_2_4		3	45012589|45012664|45011638	392	395	107	22	1700	6	143	53	7	-1	-1	-1	-1	85	3	set:khan3_item_2_hui image:khan3_item_2_hui_4
143	南宋霸权者	set:khan3_item_2 image:khan3_item_2_4		3	45011449|45011694|45011203	396	399	129	22	2100	6	172	50	9	-1	-1	-1	-1	85	3	set:khan3_item_2_hui image:khan3_item_2_hui_4
144	祖孙之乐	set:khan3_item_2 image:khan3_item_2_1		3	45013274|45011219|45012399	400	403	120	22	2000	0	160	50	8	-1	-1	-1	-1	95	3	set:khan3_item_2_hui image:khan3_item_2_hui_1
145	其乐融融	set:khan3_item_2 image:khan3_item_2_3		3	45013274|45012404|45013334	404	407	120	22	2000	4	160	50	8	-1	-1	-1	-1	95	3	set:khan3_item_2_hui image:khan3_item_2_hui_3
146	孝子贤孙	set:khan3_item_2 image:khan3_item_2_2		3	45013274|45012884|45011714	408	411	120	22	2000	2	160	50	8	-1	-1	-1	-1	95	3	set:khan3_item_2_hui image:khan3_item_2_hui_2
147	儿孙满堂一	set:khan3_item_2 image:khan3_item_2_3		3	45013274|45012664|45013119	412	415	120	22	2000	14	80	51	8	-1	-1	-1	-1	95	3	set:khan3_item_2_hui image:khan3_item_2_hui_3
148	母福子贵一	set:khan3_item_2 image:khan3_item_2_1		3	45013274|45012664|45011219	416	419	120	22	2000	12	80	54	8	-1	-1	-1	-1	95	3	set:khan3_item_2_hui image:khan3_item_2_hui_1
149	龙凤福子一	set:khan3_item_2 image:khan3_item_2_3		3	45012180|45013274|45012664	420	423	120	22	2000	10	80	53	8	-1	-1	-1	-1	95	3	set:khan3_item_2_hui image:khan3_item_2_hui_3
150	龙凤福子二	set:khan3_item_2 image:khan3_item_2_4		3	45012180|45013274|45011219	424	427	120	22	2000	6	160	50	8	-1	-1	-1	-1	95	3	set:khan3_item_2_hui image:khan3_item_2_hui_4
151	母福子贵二	set:khan3_item_2 image:khan3_item_2_1		3	45013274|45012885|45012405	428	431	150	22	2500	0	200	237	20	-1	-1	-1	-1	95	3	set:khan3_item_2_hui image:khan3_item_2_hui_1
152	龙凤福子三	set:khan3_item_2 image:khan3_item_2_3		3	45012180|45013274|45012405	432	435	150	22	2500	4	200	97	10	-1	-1	-1	-1	95	3	set:khan3_item_2_hui image:khan3_item_2_hui_3
153	龙凤福子四	set:khan3_item_2 image:khan3_item_2_2		3	45012180|45013274|45012885	436	439	150	22	2500	2	200	240	20	-1	-1	-1	-1	95	3	set:khan3_item_2_hui image:khan3_item_2_hui_2
154	勇士之家	set:khan3_item_2 image:khan3_item_2_4		3	45012180|45012664|45013119	452	455	144	22	2400	6	192	50	10	53	19	-1	-1	95	3	set:khan3_item_2_hui image:khan3_item_2_hui_4
155	福祖庇佑一	set:khan3_item_2 image:khan3_item_2_1		3	45012180|45011220|45012400	456	459	180	22	3000	0	240	50	12	237	12	-1	-1	95	3	set:khan3_item_2_hui image:khan3_item_2_hui_1
156	福祖庇佑二	set:khan3_item_2 image:khan3_item_2_3		3	45012180|45012405|45013335	460	463	180	22	3000	4	240	50	12	97	12	-1	-1	95	3	set:khan3_item_2_hui image:khan3_item_2_hui_3
157	福祖庇佑三	set:khan3_item_2 image:khan3_item_2_2		3	45012180|45012885|45011715	464	467	180	22	3000	2	240	50	12	240	12	-1	-1	95	3	set:khan3_item_2_hui image:khan3_item_2_hui_2
158	富甲一方	set:khan3_item_2 image:khan3_item_2_8		4	45013314|45013094|45012628|45012704	503	507	109	22	1800	8	73	54	7	-1	-1	-1	-1	65	3	set:khan3_item_2_hui image:khan3_item_2_hui_8
159	异域佳人	set:khan3_item_2 image:khan3_item_2_4		4	45011164|45012338|45012569|45012113	513	517	109	22	1800	8	73	53	7	-1	-1	-1	-1	65	3	set:khan3_item_2_hui image:khan3_item_2_hui_4
160	异教四人众	set:khan3_item_2 image:khan3_item_2_4		4	45013109|45013303|45013078|45011198	528	532	114	22	1800	8	76	241	8	-1	-1	-1	-1	75	3	set:khan3_item_2_hui image:khan3_item_2_hui_4
161	南宋四毒	set:khan3_item_2 image:khan3_item_2_4		4	45011599|45013239|45013009|45012534	533	537	101	22	1600	8	67	240	7	-1	-1	-1	-1	75	3	set:khan3_item_2_hui image:khan3_item_2_hui_4
162	金之四杰	set:khan3_item_2 image:khan3_item_2_4		4	45011649|45012129|45012584|45011879	538	542	126	22	2100	8	84	50	8	-1	-1	-1	-1	75	3	set:khan3_item_2_hui image:khan3_item_2_hui_4
163	四高手	set:khan3_item_2 image:khan3_item_2_2		4	45012604|45012354|45013244|45011853	543	547	115	22	1900	14	76	54	8	-1	-1	-1	-1	85	3	set:khan3_item_2_hui image:khan3_item_2_hui_2
164	天骄四弟	set:khan3_item_2 image:khan3_item_2_1		4	45011689|45011704|45012164|45011924	548	552	172	22	2800	12	115	51	11	-1	-1	-1	-1	85	3	set:khan3_item_2_hui image:khan3_item_2_hui_1
165	天骄义子	set:khan3_item_2 image:khan3_item_2_4		4	45012035|45011555|45012030|45011089	558	562	107	22	1700	6	143	50	7	-1	-1	-1	-1	85	3	set:khan3_item_2_hui image:khan3_item_2_hui_4
166	蒙古四杰	set:khan3_item_2 image:khan3_item_2_1		4	45011564|45011555|45012035|45012030	563	567	107	22	1700	0	143	237	7	-1	-1	-1	-1	85	3	set:khan3_item_2_hui image:khan3_item_2_hui_1
167	蒙古四骏	set:khan3_item_2 image:khan3_item_2_2		4	45011399|45011564|45011315|45011175	568	572	143	22	2300	4	191	241	10	-1	-1	-1	-1	85	3	set:khan3_item_2_hui image:khan3_item_2_hui_2
168	突厥四将	set:khan3_item_2 image:khan3_item_2_3		4	45013283|45013058|45012828|45012593	573	577	107	22	1700	2	143	240	7	-1	-1	-1	-1	85	3	set:khan3_item_2_hui image:khan3_item_2_hui_3
169	边守四将	set:khan3_item_2 image:khan3_item_2_4		4	45012354|45011653|45013288|45013058	578	582	107	22	1700	8	72	97	7	-1	-1	-1	-1	85	3	set:khan3_item_2_hui image:khan3_item_2_hui_4
170	英朝四圣	set:khan3_item_2 image:khan3_item_2_4		4	45011698|45011453|45011208|45012392	583	587	129	22	2100	50	9	115	2	-1	-1	-1	-1	85	3	set:khan3_item_2_hui image:khan3_item_2_hui_4
171	印度四俏	set:khan3_item_2 image:khan3_item_2_1		4	45012089|45012318|45011613|45011844	593	597	128	22	2100	12	85	27	10	-1	-1	-1	-1	95	3	set:khan3_item_2_hui image:khan3_item_2_hui_1
172	异域四帝侯	set:khan3_item_2 image:khan3_item_2_9		4	45013294|45012839|45012364|45013069	603	607	160	22	2600	6	213	29	1	-1	-1	-1	-1	95	3	set:khan3_item_2_hui image:khan3_item_2_hui_9
173	儿孙满堂二	set:khan3_item_2 image:khan3_item_2_3		4	45012180|45013275|45012885|45011715	613	617	189	22	3100	0	253	27	10	-1	-1	-1	-1	90	3	set:khan3_item_2_hui image:khan3_item_2_hui_3
174	至尊四子	set:khan3_item_2 image:khan3_item_2_4		4	45012665|45011220|45012405|45012885	623	627	240	22	4000	8	160	29	1	-1	-1	-1	-1	95	3	set:khan3_item_2_hui image:khan3_item_2_hui_4
175	汗国四君	set:khan3_item_2 image:khan3_item_2_4		4	45012405|45011220|45013120|45011230	628	632	240	22	4000	50	16	88	300	-1	-1	-1	-1	95	3	set:khan3_item_2_hui image:khan3_item_2_hui_4
176	王侯将相	set:khan3_item_2 image:khan3_item_2_5		5	45013084|45013309|45012854|45011438|45011423	669	674	164	22	2700	8	109	18	109	-1	-1	-1	-1	65	3	set:khan3_item_2_hui image:khan3_item_2_hui_5
177	异域五公	set:khan3_item_2 image:khan3_item_2_6		5	45012844|45013024|45012834|45013099|45011899	675	680	137	22	2200	8	91	20	91	-1	-1	-1	-1	65	3	set:khan3_item_2_hui image:khan3_item_2_hui_6
178	学者之巅	set:khan3_item_2 image:khan3_item_2_7		5	45012348|45011894|45012368|45011859|45012813	681	686	103	22	1700	8	68	16	68	-1	-1	-1	-1	65	3	set:khan3_item_2_hui image:khan3_item_2_hui_7
179	大政治家	set:khan3_item_2 image:khan3_item_2_1		5	45011634|45011649|45012553|45011418|45011369	687	692	137	22	2200	8	91	0	182	-1	-1	-1	-1	65	3	set:khan3_item_2_hui image:khan3_item_2_hui_1
180	权之掌控者	set:khan3_item_2 image:khan3_item_2_2		5	45013044|45011389|45011428|45011203|45012653	699	704	103	22	1700	8	68	2	137	-1	-1	-1	-1	65	3	set:khan3_item_2_hui image:khan3_item_2_hui_2
181	部族五主	set:khan3_item_2 image:khan3_item_2_9		5	45012639|45013194|45013319|45013089|45013324	705	710	137	22	2200	8	91	6	182	-1	-1	-1	-1	65	3	set:khan3_item_2_hui image:khan3_item_2_hui_9
182	谋定天下	set:khan3_item_2 image:khan3_item_2_3		5	45011175|45011920|45011715|45011904|45011189	711	716	197	22	3200	6	263	10	132	53	13	-1	-1	75	3	set:khan3_item_2_hui image:khan3_item_2_hui_3
183	蒙古五凰	set:khan3_item_2 image:khan3_item_2_1		5	45013275|45011875|45012580|45011645|45012125	717	722	197	22	3200	4	263	12	132	50	13	-1	-1	75	3	set:khan3_item_2_hui image:khan3_item_2_hui_1
184	回鹘部族	set:khan3_item_2 image:khan3_item_2_2		5	45012864|45013063|45013038|45013278|45012808	723	728	118	22	1900	2	158	8	79	51	8	-1	-1	75	3	set:khan3_item_2_hui image:khan3_item_2_hui_2
185	南宋五学	set:khan3_item_2 image:khan3_item_2_2		5	45011894|45012349|45012599|45011419|45011669	729	734	158	22	2600	0	211	14	105	54	11	-1	-1	75	3	set:khan3_item_2_hui image:khan3_item_2_hui_2
186	西征五将	set:khan3_item_2 image:khan3_item_2_1		5	45012789|45013014|45013249|45012544|45012389	735	740	143	22	2300	0	191	53	10	26	10	-1	-1	80	3	set:khan3_item_2_hui image:khan3_item_2_hui_1
187	勇绝天下	set:khan3_item_2 image:khan3_item_2_8		5	45012180|45012409|45011689|45011175|45011920	741	746	224	22	3700	6	298	54	15	27	10	-1	-1	80	3	set:khan3_item_2_hui image:khan3_item_2_hui_8
188	兄弟无双	set:khan3_item_2 image:khan3_item_2_3		5	45012180|45011689|45011704|45012164|45011924	747	752	215	22	3500	4	286	50	14	28	1	-1	-1	80	3	set:khan3_item_2_hui image:khan3_item_2_hui_3
189	统治者之魂	set:khan3_item_2 image:khan3_item_2_2		5	45012180|45012309|45012669|45011329|45011434	759	764	179	22	2900	14	119	240	24	97	12	-1	-1	80	3	set:khan3_item_2_hui image:khan3_item_2_hui_2
190	智勇双全	set:khan3_item_2 image:khan3_item_2_1		5	45011175|45011920|45012885|45012169|45013119	765	770	224	22	3700	12	149	238	30	54	15	-1	-1	80	3	set:khan3_item_2_hui image:khan3_item_2_hui_1
191	帝王之家二	set:khan3_item_2 image:khan3_item_2_8		5	45012180|45013275|45013335|45011885|45011715	783	788	250	22	4100	6	333	54	17	39	1	-1	-1	80	3	set:khan3_item_2_hui image:khan3_item_2_hui_8
192	帝国真主	set:khan3_item_2 image:khan3_item_2_1		5	45012180|45012405|45013335|45011885|45011715	807	812	250	22	4100	12	167	238	33	246	2	-1	-1	80	3	set:khan3_item_2_hui image:khan3_item_2_hui_1
193	神·帝国真主	set:khan3_item_2 image:khan3_item_2_3		6	45013715|45013745|45013775|45013805|45013835|45013865	1184	1190	500	50	15	51	15	53	15	54	15	97	25	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
194	神·回鹘部族	set:khan3_item_2 image:khan3_item_2_3		6	45013895|45013925|45013955|45013985|45013720|45013750	1191	1197	500	22	5000	8	200	12	200	50	20	250	10	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
195	神·大政治家	set:khan3_item_2 image:khan3_item_2_3		6	45013780|45013810|45013840|45013870|45013900|45013930	1198	1204	500	22	5000	8	200	12	200	53	20	97	30	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
196	神·学者之巅	set:khan3_item_2 image:khan3_item_2_3		6	45013960|45013990|45013725|45013755|45013785|45013815	1205	1211	500	22	5000	8	200	12	200	54	20	245	5	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
197	神·王侯将相	set:khan3_item_2 image:khan3_item_2_3		6	45013845|45013875|45013905|45013935|45013965|45013995	1212	1218	500	22	5000	8	200	14	200	50	20	250	10	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
198	神·异域帝候	set:khan3_item_2 image:khan3_item_2_3		6	45013730|45013760|45013790|45013820|45013850|45013880	1219	1225	500	22	5000	8	200	14	200	53	20	246	4	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
199	神·部族六主	set:khan3_item_2 image:khan3_item_2_3		6	45013910|45013940|45013970|45014000|45013735|45013765	1226	1232	500	22	5000	8	200	14	200	53	20	117	20	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
200	神·上帝教徒	set:khan3_item_2 image:khan3_item_2_3		6	45013795|45013825|45013855|45013885|45013915|45013945	1233	1239	500	22	5000	8	200	10	200	50	20	250	10	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
201	神·鼎盛帝王	set:khan3_item_2 image:khan3_item_2_3		6	45013975|45014005|45013740|45013770|45013800|45013830	1240	1246	500	22	5000	8	200	10	200	53	20	222	4	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
202	神·圣山之王	set:khan3_item_2 image:khan3_item_2_3		6	45013860|45013890|45013920|45013950|45013980|45014010	1247	1253	500	22	5000	8	200	10	200	54	20	163	10	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
203	神·飞将乱舞	set:khan3_item_2 image:khan3_item_2_3		6	45014115|45013715|45013835|45013805|45013745|45013865	1259	1265	500	22	7000	8	240	50	20	97	25	163	5	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
204	神·战神集结	set:khan3_item_2 image:khan3_item_2_3		6	45014120|45013805|45013845|45014005|45013745|45011220	1271	1277	500	22	7000	8	240	50	20	97	25	222	3	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
205	神·不灭英魂	set:khan3_item_2 image:khan3_item_2_3		6	45014125|45013900|45013935|45013740|45013770|45011710	1283	1289	500	22	7000	8	240	53	20	97	25	251	5	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
206	神·勇冠三军	set:khan3_item_2 image:khan3_item_2_3		6	45014130|45013720|45013765|45013905|45013745|45013660	1295	1301	500	22	7000	8	240	53	20	97	25	224	5	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
207	神·乱世豪杰	set:khan3_item_2 image:khan3_item_2_3		6	45014135|45013845|45013965|45013860|45013870|45012670	1307	1313	500	22	7000	8	240	53	20	97	25	252	5	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
208	神·魔君降临	set:khan3_item_2 image:khan3_item_2_3		6	45014140|45013965|45013860|45013875|45013910|45012510	1319	1325	500	22	7000	8	240	54	20	118	30	163	5	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
209	神·智绝天下	set:khan3_item_2 image:khan3_item_2_3		6	45014145|45013990|45013755|45013930|45013960|45012400	1331	1337	500	22	7000	8	240	51	20	118	30	163	5	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
210	神·巾帼英雄	set:khan3_item_2 image:khan3_item_2_3		6	45014150|45013750|45013985|45013940|45014015|45013330	1343	1349	500	22	7000	54	20	117	20	118	20	248	500	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
211	神·西域之王	set:khan3_item_2 image:khan3_item_2_3		6	45014155|45013730|45013795|45013815|45013855|45011370	1355	1361	500	22	7000	88	1000	190	5	191	5	192	5	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
212	神·绝世帝王	set:khan3_item_2 image:khan3_item_2_3		6	45014160|45013715|45013805|45013945|45013955|45011715	1367	1373	500	22	7000	223	3	246	5	221	5	247	5	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
213	神·帝王之家	set:khan3_item_2 image:khan3_item_2_3		6	45013715|45014200|45013775|45013805|45013865|45011715	1374	1380	500	22	3000	12	400	53	15	97	15	38	1	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
214	神·南宋学者	set:khan3_item_2 image:khan3_item_2_3		6	45013990|45013960|45014145|45014215|45014245|45011420	1381	1387	500	22	3000	12	400	53	15	97	15	39	3	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
215	神·黄金贵胄	set:khan3_item_2 image:khan3_item_2_3		6	45014165|45014010|45013980|45013765|45014235|45012620	1388	1394	500	22	3000	14	400	53	15	97	15	40	1	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
216	神·权之掌控	set:khan3_item_2 image:khan3_item_2_3		6	45014170|45014030|45013765|45014220|45013880|45011205	1395	1401	500	22	3000	14	400	53	15	97	15	41	1	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
217	神·铁血家族	set:khan3_item_2 image:khan3_item_2_3		6	45014250|45014185|45013745|45013865|45013805|45012180	1402	1408	500	22	3000	10	400	53	15	97	15	42	50	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
218	神·兄弟无双	set:khan3_item_2 image:khan3_item_2_3		6	45013715|45013995|45014115|45014225|45014255|45012405	1409	1415	500	22	3000	10	400	53	15	97	15	43	50	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
219	神·智勇双全	set:khan3_item_2 image:khan3_item_2_3		6	45014180|45014195|45014205|45014125|45013745|45012885	1416	1422	500	22	4000	8	150	53	15	97	20	221	5	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
220	神·勇绝天下	set:khan3_item_2 image:khan3_item_2_3		6	45014130|45013995|45014180|45014195|45014250|45012180	1423	1429	500	22	4000	8	150	53	15	54	20	246	5	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
221	神·谋定天下	set:khan3_item_2 image:khan3_item_2_3		6	45014180|45013835|45013845|45014210|45014240|45011920	1430	1436	500	22	4500	8	200	53	20	97	25	222	2	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
222	神·统治之魂	set:khan3_item_2 image:khan3_item_2_3		6	45014175|45014190|45013945|45014230|45013805|45012180	1437	1443	500	22	4500	8	200	53	20	54	25	163	5	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
223	神·江东二乔	set:khan3_item_2 image:khan3_item_2_3		2	45014565|45014570	1444	1446	300	22	2000	8	100	53	15	-1	-1	-1	-1	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
224	神·江东双璧	set:khan3_item_2 image:khan3_item_2_3		2	45014560|45014510	1447	1449	300	22	2000	8	100	54	15	-1	-1	-1	-1	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
225	神·桃园结义	set:khan3_item_2 image:khan3_item_2_3		3	45014555|45014475|45014480	1450	1453	400	22	3000	50	20	53	20	218	2	-1	-1	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
226	神·蜀汉三老将	set:khan3_item_2 image:khan3_item_2_3		3	45014460|45014545|45014550	1454	1457	400	22	3000	51	20	54	20	222	2	-1	-1	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
227	神·河北四庭柱	set:khan3_item_2 image:khan3_item_2_3		4	45014530|45014535|45014500|45014540	1458	1462	600	22	6000	53	25	240	50	97	25	222	5	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
228	神·东吴四英	set:khan3_item_2 image:khan3_item_2_3		4	45014510|45014515|45014520|45014525	1463	1467	600	22	6000	54	25	238	50	117	25	221	5	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
229	神·五子良将	set:khan3_item_2 image:khan3_item_2_3		5	45014485|45014490|45014495|45014500|45014505	1468	1473	700	22	8000	190	10	191	10	192	10	163	10	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
230	神·五虎上将	set:khan3_item_2 image:khan3_item_2_3		5	45014460|45014465|45014470|45014475|45014480	1474	1479	700	22	8000	53	30	97	30	222	10	88	2000	80	4	set:khan3_item_2_hui image:khan3_item_2_hui_3
