NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	CNC	NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	NUM	NUM	NUM	NUM
10262	孤注一掷持续时间增加5秒	激活次数，-1是无限次	-1	gather ID	356	威力修正值 		持续时间修正值	5000																										19		1	10262	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
10263	趁虚而入冷却时间减少10秒，箭支消耗增加1	技能ID	1304	按点或百分比进行修正 0 = 点数修正	0	冷却	-10000	聚气		引导		消耗1	1	连续攻击次数或引导时间间隔		命中率		会心	0	最大目标搜索个数	0														75		1	10263	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
10264	身形如魅持续时间增加5秒	激活次数，-1是无限次	-1	gather ID	357	威力修正值 		持续时间修正值	5000																										19		1	10264	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
10265	瞬杀箭增加命中率50%	技能ID	1307	按点或百分比进行修正 0 = 点数修正	0	冷却		聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率	50	会心	0	最大目标搜索个数	0														75		1	10265	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
10266	八方箭雨爆击率增加25%，CD时间增加5秒	技能ID	1308	按点或百分比进行修正 0 = 点数修正	0	冷却	5000	聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	25	最大目标搜索个数	0														75		1	10266	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
10267	烈火夺命箭增加命中率30%，箭支消耗+1	技能ID	1309	按点或百分比进行修正 0 = 点数修正	0	冷却	5000	聚气		引导		消耗1	1	连续攻击次数或引导时间间隔		命中率	30	会心	0	最大目标搜索个数	0														75		1	10267	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
10268	破魔箭冷却时间减60秒	技能ID	1310	按点或百分比进行修正 0 = 点数修正	0	冷却	-60000	聚气		引导		消耗1	1	连续攻击次数或引导时间间隔		命中率		会心	0	最大目标搜索个数	0														75		1	10268	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
#	火枪宝石																																					#	#	#		0	0																		-1	
10300	狙击聚气时间减少0.25秒	技能ID	404	按点或百分比进行修正 0 = 点数修正	0	冷却		聚气	-250	引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心		最大目标搜索个数															75		1	10300	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10301	狙击有5%的几率给自己增加1颗子弹																																		11		1	10301	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10302	10301子效果	生命值的修正值		魔法值的修正值	0	怒气0的修正值	-1	怒气1的修正值	-1	怒气2的修正值	-1	怒气3的修正值	-1	怒气4的修正值	-1	怒气5的修正值	-1																		4	STD_IMPACT_0013	0	10302	-1	-1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0				-1	
10303	狙击有10%的几率使目标受到伤害加深25%，持续5秒																																		11		1	10303	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10304	狙击持续伤害延长2秒	激活次数，-1是无限次	-1	gather ID	407	威力修正值 		持续时间修正值	2000																										19	STD_IMPACT_003	1	10304	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10305	毁灭的冷却时间减少2秒	技能ID	406	按点或百分比进行修正 0 = 点数修正	0	冷却	-2000	聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	0	最大目标搜索个数															75		1	10305	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10306	毁灭有10%的几率下一个技能瞬发，持续50秒，该效果10秒钟之内只能激活一次																																		11		1	10306	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
10307	10306子效果	生效次数（无效值：-1）	1	技能 gather ID （无效值：-1）	415	命中修正 (无效值：0)（最终值 = 修正值）		会心修正率 ( 无效值：0 )（最终值 = 修正值）		威力值修正（最终值 = 修正值）		威力值 (无效值: 0)（最终值 = 当前值 + 当前值 * 比例 / 100）		消耗值修正 (无效值: 0)（最终值 = 修正值）		消耗值 (无效值: 0)最终值 = 当前值 + 当前值 * 比例 / 100		效果或陷阱的时间值修正 (无效值: 0)（最终值 = 修正值）		效果或陷阱的时间值 (无效值: 0)最终值 = 当前值 + 当前值 * 比例 / 100		冷却时间修正 (无效值: 0)（最终值 = 当前值 + 修正值）		冷却时间值 (无效值: 0)（最终值 = 当前值 + 当前值 * 比例 / 100）		聚气时间值修正（无效值: 0）（最终值 = 当前值 + 修正值）	-3000	聚气时间修正值（无效值: 0）最终值 = 当前值 + 当前值 * 比例 / 100		引导时间值修正（无效值: 0）（最终值 = 当前值 + 修正值）		引导时间值（无效值: 0）最终值 = 当前值 + 当前值 * 比例 / 100			21	STD_IMPACT_026	1	10307	-1	-1	1	0	0	0	0	0	0	0	1	0	60000	0	0	0	-1	0	0				-1	
10308	排子炮有25%率回复生命25%																																		11		1	10308	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10309	10308子效果	生命修正值	500	魔法修正值	0	怒气0修正值	-1	怒气1修正值	-1	怒气2修正值	-1	怒气3修正值	-1	怒气4修正值	-1	怒气5修正值	-1	自身攻击力计算比重																	4	STD_IMPACT_052	0	10309	-1	-1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0				-1	
10310	排子炮伤害目标增加2个	技能ID	418	按点或百分比进行修正 0 = 点数修正	0	冷却		聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	0	最大目标搜索个数	2														75		1	10310	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10311	连珠炮伤害目标增加2个	技能ID	422	按点或百分比进行修正 0 = 点数修正	0	冷却		聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	0	最大目标搜索个数	2														75		1	10311	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10312	连珠炮冷却时间降低4秒	技能ID	422	按点或百分比进行修正 0 = 点数修正	0	冷却	-4000	聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	0	最大目标搜索个数															75		1	10312	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10313	连珠炮持续时间增加1秒	技能ID	422	按点或百分比进行修正 0 = 点数修正	0	冷却		聚气		引导	1000	消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	0	最大目标搜索个数															75		1	10313	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10314	火线救护持续时间增加3秒	激活次数，-1是无限次	-1	gather ID	410	威力修正值 		持续时间修正值	130																										19		1	10314	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10315	火线救护冷却时间降低5秒	技能ID	410	按点或百分比进行修正 0 = 点数修正	0	冷却	-5000	聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	0	最大目标搜索个数															75		1	10315	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10316	霰光雷进入无敌状态后回复生命																																		11		1	10316	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10317	10316子效果	0为按点数修正，1为按百分比修正	1	生命修正值	20	怒气0修正值	-1	怒气1修正值	-1	怒气2修正值	-1	怒气3修正值	-1	怒气4修正值	-1	怒气5修正值	-1	自身攻击力计算比重																	62	STD_IMPACT_008	1	10317	-1	-1	1	0	1	1	0	0	0	0	1	0	6000	1000	0	0	-1	0	0				-1	
10318	霰光雷持续时间增加10秒	激活次数，-1是无限次	-1	gather ID	412	威力修正值 		持续时间修正值	10000																										19		1	10318	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
10319	地网雷使用时有50%的几率使自己无敌3秒																																		11		1	10319	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
10320	10319子效果	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动：0-无法移动，1-可以移动）, -1无效"	-1	"无敌：0-非无敌，1-无敌）,-1无效"	1	移动速度修正（0为无效）	0	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）		变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1	受控于标记4	-1	伤害修正(0:修正 -1:不修正)	-1												14	STD_IMPACT_0014	1	10320	-1	-1	1	1	0	1	0	0	0	0	1	0	3000	0	0	0	-1	0	0				-1	
10321	地网雷冷却时间降低4秒	技能ID	421	按点或百分比进行修正 0 = 点数修正	0	冷却	-4000	聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	0	最大目标搜索个数															75		1	10321	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10322	一闪冷却时间减少10秒	技能ID	423	按点或百分比进行修正 0 = 点数修正	0	冷却	-10000	聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	0	最大目标搜索个数															75		1	10322	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10323	快速填弹增加子弹数量增加1个																																		11		1	10323	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10324	10323子效果	生命值的修正值		魔法值的修正值	0	怒气0的修正值	-1	怒气1的修正值	-1	怒气2的修正值	-1	怒气3的修正值	-1	怒气4的修正值	-1	怒气5的修正值	-1																		4	STD_IMPACT_0013	0	10324	-1	-1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0				-1	
10325	狙击聚气时间减少0.5秒	技能ID	404	按点或百分比进行修正 0 = 点数修正	0	冷却		聚气	-250	引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心		最大目标搜索个数															75		1	10325	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10326	排子炮目标禁锢3秒																																		11		1	10326	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10327	排子炮目标禁锢3秒	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动：0-无法移动，1-可以移动）, -1无效"	0	"无敌：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正（0为无效）	0	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1	受控于标记4	-1	伤害修正(0:修正 -1:不修正)	-1												14	STD_IMPACT_014	1	10327	-1	-1	-1	0	1	0	0	0	0	0	1	0	3000	0	0	0	-1	0	0				-1	
10328	毁灭冷却时间减少2秒	技能ID	406	按点或百分比进行修正 0 = 点数修正	0	冷却	-2000	聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	0	最大目标搜索个数															75		1	10328	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10329	霰光雷每秒回复20%基础生命，持续6秒																																		11		1	10329	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10330	霰光雷每秒回复20%基础生命，持续6秒	0为按点数修正，1为按百分比修正	1	生命修正值	20	怒气0修正值	-1	怒气1修正值	-1	怒气2修正值	-1	怒气3修正值	-1	怒气4修正值	-1	怒气5修正值	-1	自身攻击力计算比重																	62	STD_IMPACT_008	1	10330	-1	-1	1	0	1	1	0	0	0	0	1	0	6000	1000	0	0	-1	0	0				-1	
10331	连珠炮目标增加2个	技能ID	422	按点或百分比进行修正 0 = 点数修正	0	冷却	0	聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	0	最大目标搜索个数	2														75		1	10331	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10332	连珠炮冷却时间减少3秒	技能ID	422	按点或百分比进行修正 0 = 点数修正	0	冷却	-3000	聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	0	最大目标搜索个数															75		1	10332	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10333	快速填弹聚气时间减少1秒	技能ID	408	按点或百分比进行修正 0 = 点数修正	0	冷却		聚气	-1000	引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	0	最大目标搜索个数															75		1	10333	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10334	一闪冷却时间减少10秒	技能ID	423	按点或百分比进行修正 0 = 点数修正	0	冷却	-10000	聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	0	最大目标搜索个数															75		1	10334	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10335	快速填弹聚气时间减少1秒	技能ID	408	按点或百分比进行修正 0 = 点数修正	0	冷却		聚气	-1000	引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	0	最大目标搜索个数															75		1	10335	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
10336	狙击暴击率增加30%，聚气时间增加1秒	技能ID	404	按点或百分比进行修正 0 = 点数修正	0	冷却		聚气	1000	引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	30	最大目标搜索个数															75		1	10336	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
10337	火线救护冷却时间减少30秒	技能ID	410	按点或百分比进行修正 0 = 点数修正	0	冷却	-30000	聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	0	最大目标搜索个数															75		1	10337	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
10338	震荡雷冷却时间减少10秒，消耗子弹增加1	技能ID	411	按点或百分比进行修正 0 = 点数修正	0	冷却	-10000	聚气		引导		消耗1	1	连续攻击次数或引导时间间隔		命中率		会心	30	最大目标搜索个数															75		1	10338	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
10339	排子炮增加聚气1.5秒，增加暴击率80%	技能ID	418	按点或百分比进行修正 0 = 点数修正	0	冷却		聚气	1500	引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	80	最大目标搜索个数															75		1	10339	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
10340	连珠炮持续时间增加3秒	激活次数，-1是无限次	-1	gather ID	414	威力修正值 		持续时间修正值	3000																										19		1	10340	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
10341	一闪冷却时间减少45秒	技能ID	423	按点或百分比进行修正 0 = 点数修正	0	冷却	-45000	聚气		引导		消耗1	1	连续攻击次数或引导时间间隔		命中率		会心	30	最大目标搜索个数															75		1	10341	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
#	近卫军																																						0																						-1	
10350	破甲穿甲效果持续时间增加1秒	激活次数，-1是无限次	-1	gather ID	454	威力修正值 		持续时间修正值	1000																										19		1	10350	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10351	迷魂火眩晕效果持续时间增加1秒	激活次数，-1是无限次	-1	gather ID	455	威力修正值 		持续时间修正值	1000																										19		1	10351	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10352	惊雷火暴击率增加15%	技能ID	1407	按点或百分比进行修正 0 = 点数修正	0	冷却	-15000	聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	15	最大目标搜索个数	0														75		1	10352	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10353	镇定自若持续时间增加5秒	激活次数，-1是无限次	-1	gather ID	456	威力修正值 		持续时间修正值	5000																										19		1	10353	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10354	瞄准持续时间增加5秒	激活次数，-1是无限次	-1	gather ID	457	威力修正值 		持续时间修正值	5000																										19		1	10354	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10355	惊雷火减少聚气时间0.25秒	技能ID	1407	按点或百分比进行修正 0 = 点数修正	0	冷却		聚气	-250	引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	0	最大目标搜索个数	0														75		1	10355	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10356	霹雳火影响目标增加2个	技能ID	1408	按点或百分比进行修正 0 = 点数修正	0	冷却		聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	0	最大目标搜索个数	2														75		1	10356	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10357	暗渡陈仓冷却时间减少3秒	技能ID	1409	按点或百分比进行修正 0 = 点数修正	0	冷却	-3000	聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	0	最大目标搜索个数	0														75		1	10357	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10358	轰天火冷却时间减少10秒	技能ID	1410	按点或百分比进行修正 0 = 点数修正	0	冷却	-10000	聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	0	最大目标搜索个数	0														75		1	10358	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10359	破甲冷却时间减10秒	技能ID	1400	按点或百分比进行修正 0 = 点数修正	0	冷却	-10000	聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	0	最大目标搜索个数	0														75		1	10359	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
10360	迷魂火冷却时间减少10秒，箭支消耗增加1	技能ID	1401	按点或百分比进行修正 0 = 点数修正	0	冷却	-10000	聚气		引导		消耗1	1	连续攻击次数或引导时间间隔		命中率		会心	0	最大目标搜索个数	0														75		1	10360	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
10361	架射增加一次伤害	技能ID	1412	按点或百分比进行修正 0 = 点数修正	0	冷却		聚气		引导		消耗1	0	连续攻击次数或引导时间间隔	1	命中率		会心	0	最大目标搜索个数	0														75		1	10361	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
10362	极速装填冷却时间减5秒	技能ID	1403	按点或百分比进行修正 0 = 点数修正	0	冷却	-5000	聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	0	最大目标搜索个数	0														75		1	10362	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
10363	镇定自若冷却时间减60秒	技能ID	1404	按点或百分比进行修正 0 = 点数修正	0	冷却	-60000	聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	0	最大目标搜索个数	0														75		1	10363	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
10364	瞄准冷却时间减45秒	技能ID	1405	按点或百分比进行修正 0 = 点数修正	0	冷却	-45000	聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	0	最大目标搜索个数	0														75		1	10364	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
10365	惊雷火命中率增加50%，炮弹消耗增加1	技能ID	1407	按点或百分比进行修正 0 = 点数修正	0	冷却		聚气		引导		消耗1	1	连续攻击次数或引导时间间隔		命中率	50	会心	0	最大目标搜索个数	0														75		1	10365	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
10366	霹雳火持续时间增加2秒	激活次数，-1是无限次	-1	gather ID	458	威力修正值 		持续时间修正值	2000																										19		1	10366	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
10367	暗渡陈仓冷却时间减少2秒	技能ID	1409	按点或百分比进行修正 0 = 点数修正	0	冷却	-2000	聚气		引导		消耗1		连续攻击次数或引导时间间隔		命中率		会心	0	最大目标搜索个数	0														75		1	10367	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
10368	"轰天火爆击率增加25%,炮弹消耗增加1"	技能ID	1410	按点或百分比进行修正 0 = 点数修正	0	冷却		聚气		引导		消耗1	1	连续攻击次数或引导时间间隔		命中率		会心	25	最大目标搜索个数	0														75		1	10368	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
#	先知																																					#	#	#		0	0																		-1	
10400	风之惩戒爆击率增加15%	技能ID	502	按点或百分比进行修正 0 = 点数修正	0	冷却		聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心	15	最大目标搜索个数															75		1	10400	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10401	风之惩戒冷却时间降低1秒	技能ID	502	按点或百分比进行修正 0 = 点数修正	0	冷却	-1000	聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心		最大目标搜索个数															75		1	10401	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10402	火之惩戒目标增加2个	技能ID	503	按点或百分比进行修正 0 = 点数修正	0	冷却		聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心		最大目标搜索个数	2														75		1	10402	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10403	（废弃）沙之惩戒使用后进入不受伤害状态，持续5秒																																		11		1	10403	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10404	10403子效果	"可否使用任何技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	0	"可否使用门派技能：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	0	"可否移动：0-无法移动，1-可以移动）, -1无效"	0	"无敌：0-非无敌，1-无敌）,-1无效"	1	移动速度修正（0为无效）	0	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）		变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1	受控于标记4	-1	伤害修正(0:修正 -1:不修正)	-1												14	STD_IMPACT_0014	1	10404	-1	-1	1	0	1	1	0	0	0	0	1	0	5000	0	0	0	-1	0	0				-1	
10405	沙之惩戒有10%的几率瞬发																																		11		1	10405	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10406	10405子效果	生效次数（无效值：-1）	1	技能 gather ID （无效值：-1）	505	命中修正 (无效值：0)（最终值 = 修正值）		会心修正率 ( 无效值：0 )（最终值 = 修正值）		威力值修正（最终值 = 修正值）		威力值 (无效值: 0)（最终值 = 当前值 + 当前值 * 比例 / 100）		消耗值修正 (无效值: 0)（最终值 = 修正值）		消耗值 (无效值: 0)最终值 = 当前值 + 当前值 * 比例 / 100		效果或陷阱的时间值修正 (无效值: 0)（最终值 = 修正值）		效果或陷阱的时间值 (无效值: 0)最终值 = 当前值 + 当前值 * 比例 / 100		冷却时间修正 (无效值: 0)（最终值 = 当前值 + 修正值）		冷却时间值 (无效值: 0)（最终值 = 当前值 + 当前值 * 比例 / 100）		聚气时间值修正（无效值: 0）（最终值 = 当前值 + 修正值）	-3000	聚气时间修正值（无效值: 0）最终值 = 当前值 + 当前值 * 比例 / 100		引导时间值修正（无效值: 0）（最终值 = 当前值 + 修正值）		引导时间值（无效值: 0）最终值 = 当前值 + 当前值 * 比例 / 100			21	STD_IMPACT_026	1	10406	-1	-1	1	0	1	1	0	0	0	0	1	0	60000	0	0	0	-1	0	0				-1	
10407	天之惩戒冷却时间降低1.5秒	技能ID	501	按点或百分比进行修正 0 = 点数修正	0	冷却	-1500	聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心		最大目标搜索个数															75		1	10407	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10408	天之惩戒伤害提高25%	激活次数，-1是无限次	-1	gather ID	501	威力修正值 	25	持续时间修正值																											19		1	10408	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10409	天之惩戒聚气时间缩短0.5秒	技能ID	501	按点或百分比进行修正 0 = 点数修正	0	冷却		聚气	-500	引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心		最大目标搜索个数															75		1	10409	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10410	末日审判引导时间增加5秒	技能ID	505	按点或百分比进行修正 0 = 点数修正	0	冷却		聚气		引导	5000	消耗1	0	连续攻击次数或引导时间间隔		命中率		会心		最大目标搜索个数															75		1	10410	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
10411	末日审判伤害目标增加1个	技能ID	505	按点或百分比进行修正 0 = 点数修正	0	冷却		聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心		最大目标搜索个数	1														75		1	10411	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10412	末日审判冷却时间减少2秒	技能ID	505	按点或百分比进行修正 0 = 点数修正	0	冷却	-2000	聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心		最大目标搜索个数															75		1	10412	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10413	沉默箴言持续时间增加1秒	激活次数，-1是无限次	-1	gather ID	506	威力修正值 		持续时间修正值	110																										19		1	10413	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10414	沉默箴言冷却时间减少1秒	技能ID	506	按点或百分比进行修正 0 = 点数修正	0	冷却	-1000	聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心		最大目标搜索个数															75		1	10414	-1	-1	1	1	0	0	0	0	0	0	1	0	210000	0	0	0	-1	0	0				-1	
10415	禁锢箴言持续时间增加1秒	激活次数，-1是无限次	-1	gather ID	510	威力修正值 		持续时间修正值	1000																										19		1	10415	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10416	禁锢真言的持续时间增加1秒	技能ID	506	按点或百分比进行修正 0 = 点数修正	0	冷却		聚气		引导		消耗1	0	连续攻击次数或引导时间间隔		命中率		会心		最大目标搜索个数	1														75		1	10416	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
10417	玄石之盾持续时间增加3秒	激活次数，-1是无限次	-1	gather ID	509	威力修正值 		持续时间修正值	110																										19		1	10417	-1	-1	1	1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0				-1	
