NUM	NUM
10239370	3
10239371	3
10239372	3
10239373	3
10239374	1
10239375	1
10239376	1
10239377	1
10239378	1
10239379	1
10239380	1
10239381	1
10239382	1
10239383	1
10239384	1
10239385	1
10239386	1
10239387	1
10239388	1
10239389	1
10239390	1
10239391	1
10239392	2
10239393	2
10239394	2
10239395	2
10239396	2
10239397	2
10239398	2
10239399	2
10239400	2
10239401	2
10239402	2
10239403	2
10239404	3
10239405	3
10239406	3
10239407	3
10239408	3
10239409	3
10239500	3
10239501	3
10239502	3
10239503	3
10239504	3
10239505	3
10239506	3
10239507	3
10239508	3
10239509	3
10239510	3
10239511	3
10239512	3
10239513	3
10239514	3
10239515	3
10239516	3
10239517	3
10239518	3
10239519	3
10239520	3
10239521	3
10239522	3
10239523	3
10239524	3
10239525	3
10239526	3
10239527	3
10239528	3
10239529	3
10239530	3
10239531	3
10239532	3
10239533	3
10239534	3
10239535	3
10239536	3
10239537	3
10239538	3
10239539	3
10239540	3
10239541	3
10239542	3
10239543	3
10239544	3
10239545	3
10239546	3
10239547	3
10239548	4
10239549	4
10239550	4
10239551	4
10239552	4
10239553	4
10239554	4
10239555	4
10239556	4
10239557	4
10239558	4
10239559	4
10239560	4
10239561	4
10239562	4
10239563	4
10239564	4
10239565	4
10239566	4
10239567	4
10239568	4
10239569	4
10239570	4
10239571	4
10239600	3
10239601	3
10239602	3
10239603	3
10239604	3
10239605	3
10239606	3
10239607	3
10239608	3
10239609	3
10239610	3
10239611	3
10239612	3
10239613	3
10239614	3
10239615	3
10239616	3
10239617	3
10239618	3
10239619	3
10239620	3
10239621	3
10239622	3
10239623	3
10239630	3
10239631	3
10239632	3
10239633	3
10239634	3
10239635	3
10239636	3
10239637	3
10239638	3
10239639	3
10239640	3
10239641	3
10239642	3
10239643	3
10239644	3
10239645	3
10239646	3
10239647	3
10239648	3
10239649	3
10239650	3
10239651	3
10239652	3
10239653	3
10239660	3
10239661	3
10239662	3
10239663	3
10239664	3
10239665	3
10239666	3
10239667	3
10239668	3
10239669	3
10239670	3
10239671	3
10239672	3
10239673	3
10239674	3
10239675	3
10239676	3
10239677	3
10239678	3
10239679	3
10239680	3
10239681	3
10239682	3
10239683	3
10239916	3
10239917	3
10239918	3
10239919	3
10239920	3
10239921	3
10239922	3
10239923	4
10239924	4
10239925	4
10239926	4
10239927	4
10239928	4
10239929	4
10239930	3
10239931	3
10239932	3
10239933	3
10239934	3
10239935	3
10239936	3
10239937	3
10239938	3
10239939	3
10239940	3
10239941	3
10239942	3
10239943	3
10239944	4
10239945	4
10239946	4
10239947	4
10239948	4
10239949	4
10239950	4
10239951	3
10239952	3
10239953	3
10239954	3
10239955	3
10239956	3
10239957	3
10239958	3
10239959	3
10239960	3
10239961	3
10239962	3
10239963	3
10239964	3
10239965	4
10239966	4
10239967	4
10239968	4
10239969	4
10239970	4
10239971	4
10239972	3
10239973	3
10239974	3
10239975	3
10239976	3
10239977	3
10239978	3
10239979	3
10239980	3
10239981	3
10239982	3
10239983	3
10239984	3
10239985	3
10239986	4
10239987	4
10239988	4
10239989	4
10239990	4
10239991	4
10239992	4
10239993	3
10239994	3
10239995	3
10239996	3
10239997	3
10239998	3
10239999	3
10244003	1
10244004	2
10244013	1
10244014	2
10244023	1
10244024	2
10244033	1
10244034	2
10244043	1
10244044	2
10244053	1
10244054	2
10248600	1
10248610	1
10248620	1
10248630	1
10248640	1
10248650	1
10248700	1
10248710	1
10248720	1
10248730	1
10248740	1
10248750	1
10248760	2
10248761	2
10248762	2
10248763	2
10248764	2
10248765	2
10248803	1
10248804	1
10248805	1
10248813	1
10248814	1
10248815	1
10248823	1
10248824	1
10248825	1
10248833	1
10248834	1
10248835	1
10248843	1
10248844	1
10248845	1
10248853	1
10248854	1
10248855	1
10248900	2
10248901	2
10248902	2
10248903	2
10248904	2
10248905	2
10248910	2
10248911	2
10248912	2
10248913	2
10248914	2
10248915	2
10249000	1
10249001	1
10249002	1
10249003	1
10249004	1
10249005	1
10249006	1
10249007	1
10249008	1
10249009	1
10249010	1
10249011	1
10249012	1
10249013	1
10249014	1
10249015	1
10249016	1
10249017	1
10249018	2
10249019	2
10249020	2
10249021	2
10249022	2
10249023	2
10249024	2
10249025	2
10249026	2
10249027	2
10249028	2
10249029	2
10249030	3
10249031	3
10249032	3
10249033	3
10249034	3
10249035	3
10249100	1
10249101	1
10249102	1
10249103	1
10249104	1
10249105	1
10249106	1
10249107	1
10249108	1
10249109	1
10249110	1
10249111	1
10249112	1
10249113	1
10249114	1
10249115	1
10249116	1
10249117	1
10249118	2
10249119	2
10249120	2
10249121	2
10249122	2
10249123	2
10249124	2
10249125	2
10249126	2
10249127	2
10249128	2
10249129	2
10249130	3
10249131	3
10249132	3
10249133	3
10249134	3
10249135	3
10249220	1
10249221	2
10249224	1
10249225	2
10249228	1
10249229	2
10249232	1
10249233	2
10249236	1
10249237	2
10249240	1
10249241	2
10249278	1
10249279	1
10249280	1
10249281	1
10249282	1
10249283	1
10249284	1
10249285	1
10249286	1
10249287	1
10249288	1
10249289	1
10249290	2
10249291	2
10249292	2
10249293	2
10249294	2
10249295	2
10249298	1
10249299	1
10249300	1
10249303	1
10249304	1
10249305	1
10249308	1
10249309	1
10249310	1
10249313	1
10249314	1
10249315	1
10249318	1
10249319	1
10249320	1
10249323	1
10249324	1
10249325	1
10249326	2
10249327	2
10249328	2
10249329	2
10249330	2
10249331	2
10249332	2
10249333	2
10249334	2
10249335	2
10249336	2
10249337	2
10249338	1
10249339	1
10249340	1
10249341	1
10249342	1
10249343	1
10249344	1
10249345	1
10249346	1
10249347	1
10249348	1
10249349	1
10249350	1
10249351	1
10249352	1
10249353	1
10249354	1
10249355	1
10249356	2
10249357	2
10249358	2
10249359	2
10249360	2
10249361	2
10249362	2
10249363	2
10249364	2
10249365	2
10249366	2
10249367	2
10249368	3
10249369	3
10249370	3
10249371	3
10249372	3
10249373	3
10249374	1
10249375	1
10249376	1
10249377	1
10249378	1
10249379	1
10249380	1
10249381	1
10249382	1
10249383	1
10249384	1
10249385	1
10249386	1
10249387	1
10249388	1
10249389	1
10249390	1
10249391	1
10249392	2
10249393	2
10249394	2
10249395	2
10249396	2
10249397	2
10249398	2
10249399	2
10249400	2
10249401	2
10249402	2
10249403	2
10249404	3
10249405	3
10249406	3
10249407	3
10249408	3
10249409	3
10249500	3
10249501	3
10249502	3
10249503	3
10249504	3
10249505	3
10249506	3
10249507	3
10249508	3
10249509	3
10249510	3
10249511	3
10249512	3
10249513	3
10249514	3
10249515	3
10249516	3
10249517	3
10249518	3
10249519	3
10249520	3
10249521	3
10249522	3
10249523	3
10249524	3
10249525	3
10249526	3
10249527	3
10249528	3
10249529	3
10249530	3
10249531	3
10249532	3
10249533	3
10249534	3
10249535	3
10249536	3
10249537	3
10249538	3
10249539	3
10249540	3
10249541	3
10249542	3
10249543	3
10249544	3
10249545	3
10249546	3
10249547	3
10249548	4
10249549	4
10249550	4
10249551	4
10249552	4
10249553	4
10249554	4
10249555	4
10249556	4
10249557	4
10249558	4
10249559	4
10249560	4
10249561	4
10249562	4
10249563	4
10249564	4
10249565	4
10249566	4
10249567	4
10249568	4
10249569	4
10249570	4
10249571	4
10249600	3
10249601	3
10249602	3
10249603	3
10249604	3
10249605	3
10249606	3
10249607	3
10249608	3
10249609	3
10249610	3
10249611	3
10249612	3
10249613	3
10249614	3
10249615	3
10249616	3
10249617	3
10249618	3
10249619	3
10249620	3
10249621	3
10249622	3
10249623	3
10249630	3
10249631	3
10249632	3
10249633	3
10249634	3
10249635	3
10249636	3
10249637	3
10249638	3
10249639	3
10249640	3
10249641	3
10249642	3
10249643	3
10249644	3
10249645	3
10249646	3
10249647	3
10249648	3
10249649	3
10249650	3
10249651	3
10249652	3
10249653	3
10249660	3
10249661	3
10249662	3
10249663	3
10249664	3
10249665	3
10249666	3
10249667	3
10249668	3
10249669	3
10249670	3
10249671	3
10249672	3
10249673	3
10249674	3
10249675	3
10249676	3
10249677	3
10249678	3
10249679	3
10249680	3
10249681	3
10249682	3
10249683	3
10249684	2
10249685	3
10249686	4
10249687	2
10249688	3
10249689	4
10249690	2
10249691	3
10249692	4
10249693	2
10249694	3
10249695	4
10249696	2
10249697	3
10249698	4
10249699	2
10249700	3
10249701	4
10249702	2
10249703	3
10249704	4
10249705	2
10249706	3
10249707	4
10249708	2
10249709	3
10249710	4
10249711	2
10249712	3
10249713	4
10249714	2
10249715	3
10249716	4
10249717	2
10249718	3
10249719	4
10249720	2
10249721	3
10249722	4
10249723	2
10249724	3
10249725	4
10249726	2
10249727	3
10249728	4
10249729	2
10249730	3
10249731	4
10249732	2
10249733	3
10249734	4
10249735	2
10249736	3
10249737	4
10249738	2
10249739	3
10249740	4
10249741	2
10249742	3
10249743	4
10249744	2
10249745	3
10249746	4
10249747	2
10249748	3
10249749	4
10249750	2
10249751	3
10249752	4
10249753	2
10249754	3
10249755	4
10249756	2
10249757	3
10249758	4
10249759	2
10249760	3
10249761	4
10249762	2
10249763	3
10249764	4
10249765	2
10249766	3
10249767	4
10249768	2
10249769	3
10249770	4
10249771	2
10249772	3
10249773	4
10249774	1
10249775	1
10249776	1
10249777	1
10249778	1
10249779	1
10249916	3
10249917	3
10249918	3
10249919	3
10249920	3
10249921	3
10249922	3
10249923	4
10249924	4
10249925	4
10249926	4
10249927	4
10249928	4
10249929	4
10249930	3
10249931	3
10249932	3
10249933	3
10249934	3
10249935	3
10249936	3
10249937	3
10249938	3
10249939	3
10249940	3
10249941	3
10249942	3
10249943	3
10249944	4
10249945	4
10249946	4
10249947	4
10249948	4
10249949	4
10249950	3
10249951	3
10249952	3
10249953	3
10249954	3
10249955	3
10249956	3
10249957	3
10249958	3
10249959	3
10249960	3
10249961	3
10249962	3
10249963	3
10249964	3
10249965	4
10249966	4
10249967	4
10249968	4
10249969	4
10249970	4
10249971	3
10249972	3
10249973	3
10249974	3
10249975	3
10249976	3
10249977	3
10249978	3
10249979	3
10249980	3
10249981	3
10249982	3
10249983	3
10249984	3
10249985	3
10249986	4
10249987	4
10249988	4
10249989	4
10249990	4
10249991	4
10249992	3
10249993	3
10249994	3
10249995	3
10249996	3
10249997	3
10249998	3
10249999	3
10254003	1
10254004	2
10254013	1
10254014	2
10254023	1
10254024	2
10254033	1
10254034	2
10254043	1
10254044	2
10254053	1
10254054	2
10257400	2
10257401	3
10257402	4
10257403	2
10257404	3
10257405	4
10257410	2
10257411	3
10257412	4
10257413	2
10257414	3
10257415	4
10257420	2
10257421	3
10257422	4
10257423	2
10257424	3
10257425	4
10257430	2
10257431	3
10257432	4
10257433	2
10257434	3
10257435	4
10257440	2
10257441	3
10257442	4
10257443	2
10257444	3
10257445	4
10257450	2
10257451	3
10257452	4
10257453	2
10257454	3
10257455	4
10257460	2
10257461	3
10257462	4
10257463	2
10257464	3
10257465	4
10257470	2
10257471	3
10257472	4
10257473	2
10257474	3
10257475	4
10257480	2
10257481	3
10257482	4
10257483	2
10257484	3
10257485	4
10257490	2
10257491	3
10257492	4
10257493	2
10257494	3
10257495	4
10257500	2
10257501	3
10257502	4
10257503	2
10257504	3
10257505	4
10257510	2
10257511	3
10257512	4
10257513	2
10257514	3
10257515	4
10257516	1
10257517	1
10257518	1
10257519	1
10257520	1
10257521	1
10257522	1
10257523	1
10257524	1
10257525	1
10257526	1
10257527	1
10257528	1
10257529	1
10257530	1
10257531	1
10257532	1
10257533	1
10257534	1
10257535	1
10257536	1
10257537	1
10257538	1
10257539	1
10258600	1
10258610	1
10258620	1
10258630	1
10258640	1
10258650	1
10258700	1
10258710	1
10258720	1
10258730	1
10258740	1
10258750	1
10258760	2
10258761	2
10258762	2
10258763	2
10258764	2
10258765	2
10258803	1
10258804	1
10258805	1
10258813	1
10258814	1
10258815	1
10258823	1
10258824	1
10258825	1
10258833	1
10258834	1
10258835	1
10258843	1
10258844	1
10258845	1
10258853	1
10258854	1
10258855	1
10258900	2
10258901	2
10258902	2
10258903	2
10258904	2
10258905	2
10258910	2
10258911	2
10258912	2
10258913	2
10258914	2
10258915	2
10259000	1
10259001	1
10259002	1
10259003	1
10259004	1
10259005	1
10259006	1
10259007	1
10259008	1
10259009	1
10259010	1
10259011	1
10259012	1
10259013	1
10259014	1
10259015	1
10259016	1
10259017	1
10259018	2
10259019	2
10259020	2
10259021	2
10259022	2
10259023	2
10259024	2
10259025	2
10259026	2
10259027	2
10259028	2
10259029	2
10259030	3
10259031	3
10259032	3
10259033	3
10259034	3
10259035	3
10259100	1
10259101	1
10259102	1
10259103	1
10259104	1
10259105	1
10259106	1
10259107	1
10259108	1
10259109	1
10259110	1
10259111	1
10259112	1
10259113	1
10259114	1
10259115	1
10259116	1
10259117	1
10259118	2
10259119	2
10259120	2
10259121	2
10259122	2
10259123	2
10259124	2
10259125	2
10259126	2
10259127	2
10259128	2
10259129	2
10259130	3
10259131	3
10259132	3
10259133	3
10259134	3
10259135	3
10259220	1
10259221	2
10259224	1
10259225	2
10259228	1
10259229	2
10259232	1
10259233	2
10259236	1
10259237	2
10259240	1
10259241	2
10259278	1
10259279	1
10259280	1
10259281	1
10259282	1
10259283	1
10259284	1
10259285	1
10259286	1
10259287	1
10259288	1
10259289	1
10259290	2
10259291	2
10259292	2
10259293	2
10259294	2
10259295	2
10259298	1
10259299	1
10259300	1
10259303	1
10259304	1
10259305	1
10259308	1
10259309	1
10259310	1
10259313	1
10259314	1
10259315	1
10259318	1
10259319	1
10259320	1
10259323	1
10259324	1
10259325	1
10259326	2
10259327	2
10259328	2
10259329	2
10259330	2
10259331	2
10259332	2
10259333	2
10259334	2
10259335	2
10259336	2
10259337	2
10259338	1
10259339	1
10259340	1
10259341	1
10259342	1
10259343	1
10259344	1
10259345	1
10259346	1
10259347	1
10259348	1
10259349	1
10259350	1
10259351	1
10259352	1
10259353	1
10259354	1
10259355	1
10259356	2
10259357	2
10259358	2
10259359	2
10259360	2
10259361	2
10259362	2
10259363	2
10259364	2
10259365	2
10259366	2
10259367	2
10259368	3
10259369	3
10259370	3
10259371	3
10259372	3
10259373	3
10259374	1
10259375	1
10259376	1
10259377	1
10259378	1
10259379	1
10259380	1
10259381	1
10259382	1
10259383	1
10259384	1
10259385	1
10259386	1
10259387	1
10259388	1
10259389	1
10259390	1
10259391	1
10259392	2
10259393	2
10259394	2
10259395	2
10259396	2
10259397	2
10259398	2
10259399	2
10259400	2
10259401	2
10259402	2
10259403	2
10259404	3
10259405	3
10259406	3
10259407	3
10259408	3
10259409	3
10259500	3
10259501	3
10259502	3
10259503	3
10259504	3
10259505	3
10259506	3
10259507	3
10259508	3
10259509	3
10259510	3
10259511	3
10259512	3
10259513	3
10259514	3
10259515	3
10259516	3
10259517	3
10259518	3
10259519	3
10259520	3
10259521	3
10259522	3
10259523	3
10259524	3
10259525	3
10259526	3
10259527	3
10259528	3
10259529	3
10259530	3
10259531	3
10259532	3
10259533	3
10259534	3
10259535	3
10259536	3
10259537	3
10259538	3
10259539	3
10259540	3
10259541	3
10259542	3
10259543	3
10259544	3
10259545	3
10259546	3
10259547	3
10259548	4
10259549	4
10259550	4
10259551	4
10259552	4
10259553	4
10259554	4
10259555	4
10259556	4
10259557	4
10259558	4
10259559	4
10259560	4
10259561	4
10259562	4
10259563	4
10259564	4
10259565	4
10259566	4
10259567	4
10259568	4
10259569	4
10259570	4
10259571	4
10259600	3
10259601	3
10259602	3
10259603	3
10259604	3
10259605	3
10259606	3
10259607	3
10259608	3
10259609	3
10259610	3
10259611	3
10259612	3
10259613	3
10259614	3
10259615	3
10259616	3
10259617	3
10259618	3
10259619	3
10259620	3
10259621	3
10259622	3
10259623	3
10259630	3
10259631	3
10259632	3
10259633	3
10259634	3
10259635	3
10259636	3
10259637	3
10259638	3
10259639	3
10259640	3
10259641	3
10259642	3
10259643	3
10259644	3
10259645	3
10259646	3
10259647	3
10259648	3
10259649	3
10259650	3
10259651	3
10259652	3
10259653	3
10259660	3
10259661	3
10259662	3
10259663	3
10259664	3
10259665	3
10259666	3
10259667	3
10259668	3
10259669	3
10259670	3
10259671	3
10259672	3
10259673	3
10259674	3
10259675	3
10259676	3
10259677	3
10259678	3
10259679	3
10259680	3
10259681	3
10259682	3
10259683	3
10259916	3
10259917	3
10259918	3
10259919	3
10259920	3
10259921	3
10259922	3
10259923	4
10259924	4
10259925	4
10259926	4
10259927	4
10259928	4
10259929	4
10259930	3
10259931	3
10259932	3
10259933	3
10259934	3
10259935	3
10259936	3
10259937	3
10259938	3
10259939	3
10259940	3
10259941	3
10259942	3
10259943	3
10259944	4
10259945	4
10259946	4
10259947	4
10259948	4
10259949	4
10259950	4
10259951	3
10259952	3
10259953	3
10259954	3
10259955	3
10259956	3
10259957	3
10259958	3
10259959	3
10259960	3
10259961	3
10259962	3
10259963	3
10259964	3
10259965	4
10259966	4
10259967	4
10259968	4
10259969	4
10259970	4
10259971	4
10259972	3
10259973	3
10259974	3
10259975	3
10259976	3
10259977	3
10259978	3
10259979	3
10259980	3
10259981	3
10259982	3
10259983	3
10259984	3
10259985	3
10259986	4
10259987	4
10259988	4
10259989	4
10259990	4
10259991	4
10259992	4
10259993	3
10259994	3
10259995	3
10259996	3
10259997	3
10259998	3
10259999	3
10264003	1
10264004	2
10264013	1
10264014	2
10264023	1
10264024	2
10264033	1
10264034	2
10264043	1
10264044	2
10264053	1
10264054	2
10267400	2
10267401	3
10267402	4
10267403	2
10267404	3
10267405	4
10267410	2
10267411	3
10267412	4
10267413	2
10267414	3
10267415	4
10267420	2
10267421	3
10267422	4
10267423	2
10267424	3
10267425	4
10267430	2
10267431	3
10267432	4
10267433	2
10267434	3
10267435	4
10267440	2
10267441	3
10267442	4
10267443	2
10267444	3
10267445	4
10267450	2
10267451	3
10267452	4
10267453	2
10267454	3
10267455	4
10267460	2
10267461	3
10267462	4
10267463	2
10267464	3
10267465	4
10267470	2
10267471	3
10267472	4
10267473	2
10267474	3
10267475	4
10267480	2
10267481	3
10267482	4
10267483	2
10267484	3
10267485	4
10267490	2
10267491	3
10267492	4
10267493	2
10267494	3
10267495	4
10267500	2
10267501	3
10267502	4
10267503	2
10267504	3
10267505	4
10267510	2
10267511	3
10267512	4
10267513	2
10267514	3
10267515	4
10267516	1
10267517	1
10267518	1
10267519	1
10267520	1
10267521	1
10267522	1
10267523	1
10267524	1
10267525	1
10267526	1
10267527	1
10267528	1
10267529	1
10267530	1
10267531	1
10267532	1
10267533	1
10267534	1
10267535	1
10267536	1
10267537	1
10267538	1
10267539	1
10268600	1
10268610	1
10268620	1
10268630	1
10268640	1
10268650	1
10268700	1
10268710	1
10268720	1
10268730	1
10268740	1
10268750	1
10268760	2
10268761	2
10268762	2
10268763	2
10268764	2
10268765	2
10268803	1
10268804	1
10268805	1
10268813	1
10268814	1
10268815	1
10268823	1
10268824	1
10268825	1
10268833	1
10268834	1
10268835	1
10268843	1
10268844	1
10268845	1
10268853	1
10268854	1
10268855	1
10268900	2
10268901	2
10268902	2
10268903	2
10268904	2
10268905	2
10268910	2
10268911	2
10268912	2
10268913	2
10268914	2
10268915	2
10269000	1
10269001	1
10269002	1
10269003	1
10269004	1
10269005	1
10269006	1
10269007	1
10269008	1
10269009	1
10269010	1
10269011	1
10269012	1
10269013	1
10269014	1
10269015	1
10269016	1
10269017	1
10269018	2
10269019	2
10269020	2
10269021	2
10269022	2
10269023	2
10269024	2
10269025	2
10269026	2
10269027	2
10269028	2
10269029	2
10269030	3
10269031	3
10269032	3
10269033	3
10269034	3
10269035	3
10269100	1
10269101	1
10269102	1
10269103	1
10269104	1
10269105	1
10269106	1
10269107	1
10269108	1
10269109	1
10269110	1
10269111	1
10269112	1
10269113	1
10269114	1
10269115	1
10269116	1
10269117	1
10269118	2
10269119	2
10269120	2
10269121	2
10269122	2
10269123	2
10269124	2
10269125	2
10269126	2
10269127	2
10269128	2
10269129	2
10269130	3
10269131	3
10269132	3
10269133	3
10269134	3
10269135	3
10269220	1
10269221	2
10269224	1
10269225	2
10269228	1
10269229	2
10269232	1
10269233	2
10269236	1
10269237	2
10269240	1
10269241	2
10269278	1
10269279	1
10269280	1
10269281	1
10269282	1
10269283	1
10269284	1
10269285	1
10269286	1
10269287	1
10269288	1
10269289	1
10269290	2
10269291	2
10269292	2
10269293	2
10269294	2
10269295	2
10269298	1
10269299	1
10269300	1
10269303	1
10269304	1
10269305	1
10269308	1
10269309	1
10269310	1
10269313	1
10269314	1
10269315	1
10269318	1
10269319	1
10269320	1
10269323	1
10269324	1
10269325	1
10269326	2
10269327	2
10269328	2
10269329	2
10269330	2
10269331	2
10269332	2
10269333	2
10269334	2
10269335	2
10269336	2
10269337	2
10269338	1
10269339	1
10269340	1
10269341	1
10269342	1
10269343	1
10269344	1
10269345	1
10269346	1
10269347	1
10269348	1
10269349	1
10269350	1
10269351	1
10269352	1
10269353	1
10269354	1
10269355	1
10269356	2
10269357	2
10269358	2
10269359	2
10269360	2
10269361	2
10269362	2
10269363	2
10269364	2
10269365	2
10269366	2
10269367	2
10269368	3
10269369	3
10269370	3
10269371	3
10269372	3
10269373	3
10269374	1
10269375	1
10269376	1
10269377	1
10269378	1
10269379	1
10269380	1
10269381	1
10269382	1
10269383	1
10269384	1
10269385	1
10269386	1
10269387	1
10269388	1
10269389	1
10269390	1
10269391	1
10269392	2
10269393	2
10269394	2
10269395	2
10269396	2
10269397	2
10269398	2
10269399	2
10269400	2
10269401	2
10269402	2
10269403	2
10269404	3
10269405	3
10269406	3
10269407	3
10269408	3
10269409	3
10269500	3
10269501	3
10269502	3
10269503	3
10269504	3
10269505	3
10269506	3
10269507	3
10269508	3
10269509	3
10269510	3
10269511	3
10269512	3
10269513	3
10269514	3
10269515	3
10269516	3
10269517	3
10269518	3
10269519	3
10269520	3
10269521	3
10269522	3
10269523	3
10269524	3
10269525	3
10269526	3
10269527	3
10269528	3
10269529	3
10269530	3
10269531	3
10269532	3
10269533	3
10269534	3
10269535	3
10269536	3
10269537	3
10269538	3
10269539	3
10269540	3
10269541	3
10269542	3
10269543	3
10269544	3
10269545	3
10269546	3
10269547	3
10269548	4
10269549	4
10269550	4
10269551	4
10269552	4
10269553	4
10269554	4
10269555	4
10269556	4
10269557	4
10269558	4
10269559	4
10269560	4
10269561	4
10269562	4
10269563	4
10269564	4
10269565	4
10269566	4
10269567	4
10269568	4
10269569	4
10269570	4
10269571	4
10269600	3
10269601	3
10269602	3
10269603	3
10269604	3
10269605	3
10269606	3
10269607	3
10269608	3
10269609	3
10269610	3
10269611	3
10269612	3
10269613	3
10269614	3
10269615	3
10269616	3
10269617	3
10269618	3
10269619	3
10269620	3
10269621	3
10269622	3
10269623	3
10269630	3
10269631	3
10269632	3
10269633	3
10269634	3
10269635	3
10269636	3
10269637	3
10269638	3
10269639	3
10269640	3
10269641	3
10269642	3
10269643	3
10269644	3
10269645	3
10269646	3
10269647	3
10269648	3
10269649	3
10269650	3
10269651	3
10269652	3
10269653	3
10269660	3
10269661	3
10269662	3
10269663	3
10269664	3
10269665	3
10269666	3
10269667	3
10269668	3
10269669	3
10269670	3
10269671	3
10269672	3
10269673	3
10269674	3
10269675	3
10269676	3
10269677	3
10269678	3
10269679	3
10269680	3
10269681	3
10269682	3
10269683	3
10269916	3
10269917	3
10269918	3
10269919	3
10269920	3
10269921	3
10269922	3
10269923	4
10269924	4
10269925	4
10269926	4
10269927	4
10269928	4
10269929	4
10269930	3
10269931	3
10269932	3
10269933	3
10269934	3
10269935	3
10269936	3
10269937	3
10269938	3
10269939	3
10269940	3
10269941	3
10269942	3
10269943	3
10269944	4
10269945	4
10269946	4
10269947	4
10269948	4
10269949	4
10269950	4
10269951	3
10269952	3
10269953	3
10269954	3
10269955	3
10269956	3
10269957	3
10269958	3
10269959	3
10269960	3
10269961	3
10269962	3
10269963	3
10269964	3
10269965	4
10269966	4
10269967	4
10269968	4
10269969	4
10269970	4
10269971	4
10269972	3
10269973	3
10269974	3
10269975	3
10269976	3
10269977	3
10269978	3
10269979	3
10269980	3
10269981	3
10269982	3
10269983	3
10269984	3
10269985	3
10269986	4
10269987	4
10269988	4
10269989	4
10269990	4
10269991	4
10269992	4
10269993	3
10269994	3
10269995	3
10269996	3
10269997	3
10269998	3
10269999	3
10274003	1
10274004	2
10274013	1
10274014	2
10274023	1
10274024	2
10274033	1
10274034	2
10274043	1
10274044	2
10274053	1
10274054	2
10277400	2
10277401	3
10277402	4
10277403	2
10277404	3
10277405	4
10277410	2
10277411	3
10277412	4
10277413	2
10277414	3
10277415	4
10277420	2
10277421	3
10277422	4
10277423	2
10277424	3
10277425	4
10277430	2
10277431	3
10277432	4
10277433	2
10277434	3
10277435	4
10277440	2
10277441	3
10277442	4
10277443	2
10277444	3
10277445	4
10277450	2
10277451	3
10277452	4
10277453	2
10277454	3
10277455	4
10277460	2
10277461	3
10277462	4
10277463	2
10277464	3
10277465	4
10277470	2
10277471	3
10277472	4
10277473	2
10277474	3
10277475	4
10277480	2
10277481	3
10277482	4
10277483	2
10277484	3
10277485	4
10277490	2
10277491	3
10277492	4
10277493	2
10277494	3
10277495	4
10277500	2
10277501	3
10277502	4
10277503	2
10277504	3
10277505	4
10277510	2
10277511	3
10277512	4
10277513	2
10277514	3
10277515	4
10277516	1
10277517	1
10277518	1
10277519	1
10277520	1
10277521	1
10277522	1
10277523	1
10277524	1
10277525	1
10277526	1
10277527	1
10277528	1
10277529	1
10277530	1
10277531	1
10277532	1
10277533	1
10277534	1
10277535	1
10277536	1
10277537	1
10277538	1
10277539	1
10278600	1
10278610	1
10278620	1
10278630	1
10278640	1
10278650	1
10278700	1
10278710	1
10278720	1
10278730	1
10278740	1
10278750	1
10278760	2
10278761	2
10278762	2
10278763	2
10278764	2
10278765	2
10278803	1
10278804	1
10278805	1
10278813	1
10278814	1
10278815	1
10278823	1
10278824	1
10278825	1
10278833	1
10278834	1
10278835	1
10278843	1
10278844	1
10278845	1
10278853	1
10278854	1
10278855	1
10278900	2
10278901	2
10278902	2
10278903	2
10278904	2
10278905	2
10278910	2
10278911	2
10278912	2
10278913	2
10278914	2
10278915	2
10279000	1
10279001	1
10279002	1
10279003	1
10279004	1
10279005	1
10279006	1
10279007	1
10279008	1
10279009	1
10279010	1
10279011	1
10279012	1
10279013	1
10279014	1
10279015	1
10279016	1
10279017	1
10279018	2
10279019	2
10279020	2
10279021	2
10279022	2
10279023	2
10279024	2
10279025	2
10279026	2
10279027	2
10279028	2
10279029	2
10279030	3
10279031	3
10279032	3
10279033	3
10279034	3
10279035	3
10279100	1
10279101	1
10279102	1
10279103	1
10279104	1
10279105	1
10279106	1
10279107	1
10279108	1
10279109	1
10279110	1
10279111	1
10279112	1
10279113	1
10279114	1
10279115	1
10279116	1
10279117	1
10279118	2
10279119	2
10279120	2
10279121	2
10279122	2
10279123	2
10279124	2
10279125	2
10279126	2
10279127	2
10279128	2
10279129	2
10279130	3
10279131	3
10279132	3
10279133	3
10279134	3
10279135	3
10279220	1
10279221	2
10279224	1
10279225	2
10279228	1
10279229	2
10279232	1
10279233	2
10279236	1
10279237	2
10279240	1
10279241	2
10279278	1
10279279	1
10279280	1
10279281	1
10279282	1
10279283	1
10279284	1
10279285	1
10279286	1
10279287	1
10279288	1
10279289	1
10279290	2
10279291	2
10279292	2
10279293	2
10279294	2
10279295	2
10279298	1
10279299	1
10279300	1
10279303	1
10279304	1
10279305	1
10279308	1
10279309	1
10279310	1
10279313	1
10279314	1
10279315	1
10279318	1
10279319	1
10279320	1
10279323	1
10279324	1
10279325	1
10279326	2
10279327	2
10279328	2
10279329	2
10279330	2
10279331	2
10279332	2
10279333	2
10279334	2
10279335	2
10279336	2
10279337	2
10279338	1
10279339	1
10279340	1
10279341	1
10279342	1
10279343	1
10279344	1
10279345	1
10279346	1
10279347	1
10279348	1
10279349	1
