NUM	NUM	TEXT	NUM	NUM	FLOAT	FLOAT	FLOAT	TEXT	NUM	NUM	NUM	NUM	TEXT	TEXT	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	CNC	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	NUM	NUM	TEXT	TEXT	NUM	NUM	NUM	NUM	NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
49	1	寒玉矿车	-1	-1	-1	200	100	set:HAN2_Other_touxiang_6 image:HAN2_Other_touxiang_6_3	2815	1	1005	1005	镖车右绑定点	镖车左绑定点	10	1	0																		1	10000	10	2	2	2	2	2	2	2	640000	100	0	0	50	1	5	0	0	0	0	0	0	0	0	0		400	3600	1500	1500	100	-1	-1	0	-1	5	0	-1	-1	20	0	-1	0	-1		-1		l	11220	-1	-1	-1	-1		0	8	0	14000	-1	-1	-1	-1	0	0	5	25
50	0	战车	-1	-1	-1	200	100	set:HAN2_Other_touxiang_3 image:HAN2_Other_touxiang_3_13	2650	1	-1	-1	镖车右绑定点	镖车左绑定点	10	1	0																		1	10000	10	2	2	2	2	2	2	2	720000	100	0	0	50	1	5	0	0	0	0	0	0	0	0	0		400	3600	1500	1500	100	-1	-1	0	-1	5	0	-1	-1	20	0	-1	0	-1		-1		l	11220	-1	-1	-1	-1		0	8	0	14000	-1	-1	-1	-1	0	0	5	25
51	1	   	-1	1	-1	200	100	set:HAN2_Monster_touxiang_31 image:HAN2_Monster_touxiang_31_15	2995	2	-1	-1			20	0	0	坐骑光效_01	坐骑马右后蹄绑定点	坐骑光效_01	坐骑马右前蹄绑定点					坐骑马背部绑定点									1	10000	1	2	2	2	2	999999	999999	999999	9999999	100	9999999	0	50	9999999	5	9999999	0	0	0	0	0	0	0	0		400	3600	20000	20000	100	-1	-1	0	-1	5	0	-1	-1	20	0	-1	0	-1		-1		l	-1	-1	-1	-1	-1		1	8	1	-1	-1	-1	-1	-1	1	0	5	25
52	0	战利物资	-1	-1	-1	200	100	set:HAN2_Other_touxiang_6 image:HAN2_Other_touxiang_6_3	2350	1	1007	1007	镖车右绑定点	镖车左绑定点	10	1	0																		1	10000	10	2	2	2	2	2	2	2	720000	100	0	0	50	1	5	0	0	0	0	0	0	0	0	0		400	3600	5500	5500	100	-1	-1	0	-1	5	0	-1	-1	20	0	-1	0	-1		-1		l	11220	-1	-1	-1	-1		0	8	0	14000	-1	-1	-1	-1	0	0	5	25
53	1	飞艇	-1	1	-1	200	100	set:HAN2_Monster_touxiang_31 image:HAN2_Monster_touxiang_31_14	2982	2	-1	-1	镖车右绑定点	镖车左绑定点	10	1	0									坐骑马背部绑定点1	坐骑马背部绑定点2	坐骑马背部绑定点3	坐骑马背部绑定点4	坐骑马背部绑定点5	坐骑马背部绑定点6	坐骑马背部绑定点7	坐骑马背部绑定点8		1	10000	1	2	2	2	2	999999	999999	999999	9999999	100	9999999	0	50	9999999	5	9999999	0	0	0	0	0	0	0	0		400	3600	6000	6000	100	-1	-1	0	-1	5	0	-1	-1	20	0	-1	0	-1		-1		l	-1	-1	-1	-1	-1		1	8	1	-1	-1	-1	-1	-1	1	0	5	25
54	1	   	-1	1	-1	200	100	set:HAN2_Monster_touxiang_31 image:HAN2_Monster_touxiang_31_15	2995	2	-1	-1			20	0	0	坐骑光效_01	坐骑马右后蹄绑定点	坐骑光效_01	坐骑马右前蹄绑定点					坐骑马背部绑定点									1	10000	1	2	2	2	2	999999	999999	999999	9999999	100	9999999	0	50	9999999	5	9999999	0	0	0	0	0	0	0	0		400	3600	20000	20000	100	-1	-1	0	-1	5	0	-1	-1	20	0	-1	0	-1		-1		l	-1	-1	-1	-1	-1		1	8	1	-1	-1	-1	-1	-1	1	0	5	25
55	1	   	-1	1	-1	200	100	set:KHan2_huangcheng_01 image:KHan2_huangcheng_01_2	5330	2	-1	-1			20	0	0	坐骑光效_01	坐骑马右后蹄绑定点	坐骑光效_01	坐骑马右前蹄绑定点					坐骑马背部绑定点									1	10000	1	2	2	2	2	999999	999999	999999	9999999	100	9999999	0	50	9999999	5	9999999	0	0	0	0	0	0	0	0		400	3600	25000	25000	100	-1	-1	0	-1	5	0	-1	-1	20	0	-1	0	-1		-1		l	-1	-1	-1	-1	-1		1	8	1	-1	-1	-1	-1	-1	1	0	5	25
56	0	#j官府马车	-1	-1	-1	200	100	set:HAN2_Other_touxiang_6 image:HAN2_Other_touxiang_6_3	2350	1	1257	1257	镖车右绑定点	镖车左绑定点	10	1	0																		1	10000	10	2	2	2	2	2	2	2	80000	100	0	0	50	1	5	0	0	0	0	0	0	0	0	0		400	3600	1500	2000	100	-1	-1	0	-1	5	0	-1	-1	20	0	-1	0	-1		-1		l	11220	-1	-1	-1	-1		0	8	0	14000	-1	-1	-1	-1	0	0	5	25
57	0	#j官府马车	-1	-1	-1	200	100	set:HAN2_Other_touxiang_6 image:HAN2_Other_touxiang_6_3	2350	1	1257	1257	镖车右绑定点	镖车左绑定点	10	1	0																		1	10000	10	2	2	2	2	2	2	2	160000	100	0	0	50	1	5	0	0	0	0	0	0	0	0	0		400	3600	1500	2000	100	-1	-1	0	-1	5	0	-1	-1	20	0	-1	0	-1		-1		l	11220	-1	-1	-1	-1		0	8	0	14000	-1	-1	-1	-1	0	0	5	25
58	0	#j官府马车	-1	-1	-1	200	100	set:HAN2_Other_touxiang_6 image:HAN2_Other_touxiang_6_3	2350	1	1257	1257	镖车右绑定点	镖车左绑定点	10	1	0																		1	10000	10	2	2	2	2	2	2	2	240000	100	0	0	50	1	5	0	0	0	0	0	0	0	0	0		400	3600	1500	2000	100	-1	-1	0	-1	5	0	-1	-1	20	0	-1	0	-1		-1		l	11220	-1	-1	-1	-1		0	8	0	14000	-1	-1	-1	-1	0	0	5	25
59	0	#j官府马车	-1	-1	-1	200	100	set:HAN2_Other_touxiang_6 image:HAN2_Other_touxiang_6_3	2350	1	1257	1257	镖车右绑定点	镖车左绑定点	10	1	0																		1	10000	10	2	2	2	2	2	2	2	400000	100	0	0	50	1	5	0	0	0	0	0	0	0	0	0		400	3600	1500	2000	100	-1	-1	0	-1	5	0	-1	-1	20	0	-1	0	-1		-1		l	11220	-1	-1	-1	-1		0	8	0	14000	-1	-1	-1	-1	0	0	5	25
60	0	#j官府马车	-1	-1	-1	200	100	set:HAN2_Other_touxiang_6 image:HAN2_Other_touxiang_6_3	2350	1	1257	1257	镖车右绑定点	镖车左绑定点	10	1	0																		1	10000	10	2	2	2	2	2	2	2	480000	100	0	0	50	1	5	0	0	0	0	0	0	0	0	0		400	3600	1500	2000	100	-1	-1	0	-1	5	0	-1	-1	20	0	-1	0	-1		-1		l	11220	-1	-1	-1	-1		0	8	0	14000	-1	-1	-1	-1	0	0	5	25
61	0	#j官府马车	-1	-1	-1	200	100	set:HAN2_Other_touxiang_6 image:HAN2_Other_touxiang_6_3	2350	1	1257	1257	镖车右绑定点	镖车左绑定点	10	1	0																		1	10000	10	2	2	2	2	2	2	2	640000	100	0	0	50	1	5	0	0	0	0	0	0	0	0	0		400	3600	1500	2000	100	-1	-1	0	-1	5	0	-1	-1	20	0	-1	0	-1		-1		l	11220	-1	-1	-1	-1		0	8	0	14000	-1	-1	-1	-1	0	0	5	25
62	0	#S官府马车	-1	-1	-1	200	100	set:HAN2_Other_touxiang_6 image:HAN2_Other_touxiang_6_3	2350	1	1257	1257	镖车右绑定点	镖车左绑定点	10	1	0																		1	10000	10	2	2	2	2	2	2	2	80000	100	0	0	50	1	5	0	0	0	0	0	0	0	0	0		400	3600	1500	2000	100	-1	-1	0	-1	5	0	-1	-1	20	0	-1	0	-1		-1		l	11220	-1	-1	-1	-1		0	8	0	14000	-1	-1	-1	-1	0	0	5	25
63	0	#S官府马车	-1	-1	-1	200	100	set:HAN2_Other_touxiang_6 image:HAN2_Other_touxiang_6_3	2350	1	1257	1257	镖车右绑定点	镖车左绑定点	10	1	0																		1	10000	10	2	2	2	2	2	2	2	160000	100	0	0	50	1	5	0	0	0	0	0	0	0	0	0		400	3600	1500	2000	100	-1	-1	0	-1	5	0	-1	-1	20	0	-1	0	-1		-1		l	11220	-1	-1	-1	-1		0	8	0	14000	-1	-1	-1	-1	0	0	5	25
64	0	#S官府马车	-1	-1	-1	200	100	set:HAN2_Other_touxiang_6 image:HAN2_Other_touxiang_6_3	2350	1	1257	1257	镖车右绑定点	镖车左绑定点	10	1	0																		1	10000	10	2	2	2	2	2	2	2	240000	100	0	0	50	1	5	0	0	0	0	0	0	0	0	0		400	3600	1500	2000	100	-1	-1	0	-1	5	0	-1	-1	20	0	-1	0	-1		-1		l	11220	-1	-1	-1	-1		0	8	0	14000	-1	-1	-1	-1	0	0	5	25
65	0	#S官府马车	-1	-1	-1	200	100	set:HAN2_Other_touxiang_6 image:HAN2_Other_touxiang_6_3	2350	1	1257	1257	镖车右绑定点	镖车左绑定点	10	1	0																		1	10000	10	2	2	2	2	2	2	2	400000	100	0	0	50	1	5	0	0	0	0	0	0	0	0	0		400	3600	1500	2000	100	-1	-1	0	-1	5	0	-1	-1	20	0	-1	0	-1		-1		l	11220	-1	-1	-1	-1		0	8	0	14000	-1	-1	-1	-1	0	0	5	25
66	0	#S官府马车	-1	-1	-1	200	100	set:HAN2_Other_touxiang_6 image:HAN2_Other_touxiang_6_3	2350	1	1257	1257	镖车右绑定点	镖车左绑定点	10	1	0																		1	10000	10	2	2	2	2	2	2	2	480000	100	0	0	50	1	5	0	0	0	0	0	0	0	0	0		400	3600	1500	2000	100	-1	-1	0	-1	5	0	-1	-1	20	0	-1	0	-1		-1		l	11220	-1	-1	-1	-1		0	8	0	14000	-1	-1	-1	-1	0	0	5	25
67	0	#S官府马车	-1	-1	-1	200	100	set:HAN2_Other_touxiang_6 image:HAN2_Other_touxiang_6_3	2350	1	1257	1257	镖车右绑定点	镖车左绑定点	10	1	0																		1	10000	10	2	2	2	2	2	2	2	640000	100	0	0	50	1	5	0	0	0	0	0	0	0	0	0		400	3600	1500	2000	100	-1	-1	0	-1	5	0	-1	-1	20	0	-1	0	-1		-1		l	11220	-1	-1	-1	-1		0	8	0	14000	-1	-1	-1	-1	0	0	5	25
