NUM	NUM	TEXT	NUM	TEXT	TEXT	TEXT	NUM	TEXT	NUM	TEXT	NUM	NUM
188	2	#B	0	#cFF8000百战精英	#cFF8000百战精英	“王者争霸赛季军队伍”奖励，攻击+750。	129600	参与“王者争霸赛”	30413		255	3
189	2	#B	0	#cFFFF00御林将军	#cFFFF00御林将军	“王者争霸赛第四名”奖励，暴击+8、暴击伤害+15。	129600	参与“王者争霸赛”	30406		255	3
190	2	#B	0	#cFFFF00御林军	#cFFFF00御林军	“王者争霸赛第四名队伍”奖励，攻击+700。	129600	参与“王者争霸赛”	30414		255	3
191	2	#B	0	#c00FF40骠骑将军	#c00FF40骠骑将军	“王者争霸赛第五名”奖励，暴击+7、暴击伤害+12。	129600	参与“王者争霸赛”	30407		255	3
192	2	#B	0	#c00FF40骠骑军	#c00FF40骠骑军	“王者争霸赛第五名队伍”奖励，攻击+650。	129600	参与“王者争霸赛”	30415		255	3
193	2	#B	0	#c00FFFF神策将军	#c00FFFF神策将军	“王者争霸赛第六名”奖励，暴击+6、暴击伤害+10。	129600	参与“王者争霸赛”	30408		255	3
194	2	#B	0	#c00FFFF神策军	#c00FFFF神策军	“王者争霸赛第六名队伍”奖励，攻击+600。	129600	参与“王者争霸赛”	30416		255	3
195	2	#B	0	#c0000FF武威将军	#c0000FF武威将军	“王者争霸赛第七名”奖励，暴击+5、暴击伤害+8。	129600	参与“王者争霸赛”	30409		255	3
196	2	#B	0	#c0000FF武威军	#c0000FF武威军	“王者争霸赛第七名队伍”奖励，攻击+550。	129600	参与“王者争霸赛”	30417		255	3
197	2	#B	0	#cA346FF虎贲将军	#cA346FF虎贲将军	“王者争霸赛第八名”奖励，暴击+4、暴击伤害+5。	129600	参与“王者争霸赛”	30410		255	3
198	2	#B	0	#cA346FF虎贲军	#cA346FF虎贲军	“王者争霸赛第八名队伍”奖励，攻击+500。	129600	参与“王者争霸赛”	30418		255	3
199	2	#B	0	#c0000FF妙笔生花#Y	#c0000FF妙笔生花#Y	命中+2 闪避+2	43200	参与“麒麟皇家骑士团【墨香堂】”活动获得	30419		255	3
200	2	#B	0	#cFF8000王者霸主#Y	#cFF8000王者霸主#Y	经验获得+2%	43200	参与“麒麟皇家骑士团【王者圣殿】”活动获得	30420		255	3
201	2	#B	0	#cFF8000征服者#Y	#cFF8000征服者#Y	暴击+10、暴击伤害+15	21600	参与“跨服出国预选赛”活动获得	30421		255	3
202	2	#B	0	#cFF8000征服者#Y	#cFF8000征服者#Y	暴击+10、暴击伤害+15	10080	参与“跨服出国预选赛”活动获得	30422		255	3
203	2	#B	0	#cFFFF00护国勇士#Y	#cFFFF00护国勇士#Y	暴击+8、暴击伤害+10	21600	参与“跨服出国预选赛”活动获得	30423		255	3
204	2	#B	0	#cFFFF00护国勇士#Y	#cFFFF00护国勇士#Y	暴击+8、暴击伤害+10	10080	参与“跨服出国预选赛”活动获得	30424		255	3
205	2	#B	0	#c8000FF军团指挥官#Y	#c8000FF军团指挥官#Y	军团指挥官最高荣誉的象征！	0	赞助50套餐获得！	30422		255	3
206	2	#B	0	#c8000FF纵横无双#Y	#c8000FF纵横无双#Y	成吉思汗荣誉玩家身份与地位的象征！	0	赞助100套餐获得！	30423		255	3
207	2	#B	0	#c8000FF永恒神话#Y	#c8000FF永恒神话#Y	王者之心蔑视天下的象征！	0	赞助200套餐获得！	30424		255	3
208	2	#B	0	#S黄#G金#Y战#R神#Y	#S黄#G金#Y战#R神#Y	“九歌成3”专属称号，可升级为：白金战神！	0	大都“游戏功能”大使处兑换获得！	30488		255	3
209	2	#B	0	#S白#G金#Y战#R神#Y	#S白#G金#Y战#R神#Y	“九歌成3”专属称号，可升级为：白玉战神！	0	升级称号获得！	30489		255	3
210	2	#B	0	#c8000FF白玉战神	#c8000FF白玉战神	“九歌成3”专属称号，可升级为：紫玉战神！	0	升级称号获得！	30490		255	3
211	2	#B	0	#c8000FF紫玉战神	#c8000FF紫玉战神	“九歌成3”专属称号，可升级为：地尊战神！	0	升级称号获得！	30491		255	3
212	2	#B	0	#cFF8000地尊战神	#cFF8000地尊战神	“九歌成3”专属称号，可升级为：天尊战神！	0	升级称号获得！	30492		255	3
213	2	#B	0	#cFF8000天尊战神	#cFF8000天尊战神	“九歌成3”专属称号，可升级为：至尊战神！	0	升级称号获得！	30493		255	3
214	2	#B	0	#kY#K至#O尊#G战#c66caf3神#Y	#kY#K至#O尊#G战#c66caf3神#Y	“九歌成3”专属称号，可升级为：战神之王！	0	升级称号获得！	30494		255	3
215	2	#B	0	#kY#K战#O神#G之#c66caf3王#Y	#kY#K战#O神#G之#c66caf3王#Y	“九歌成3”专属称号，可升级为：至尊王者！	0	升级称号获得！	30495		255	3
216	2	#B	0	#kW至#S尊#G王#Y者#Y	#kW至#S尊#G王#Y者#Y	“九歌成3”专属称号，可升级为：无双王者！	0	升级称号获得！	30486		255	3
217	2	#B	0	#S无#cff6bff双#o王#R者	#S无#cff6bff双#o王#R者	“九歌成3”终极称号！	0	升级称号获得！	30487		255	3
