NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM
691	反射近攻伤害	217	1	1	1	3	5	2
692	反射远攻伤害	253	1	2	2	3	5	2
693	反射魔攻伤害	254	1	2	2	3	5	2
694	反射近攻伤害	217	1	2	2	3	5	2
695	力量	0	10	29	1	3	6	2
696	力量	0	30	39	1	3	6	2
697	力量	0	40	50	1	3	6	2
698	敏捷	2	10	29	1	3	6	2
699	敏捷	2	30	39	1	3	6	2
700	敏捷	2	40	50	1	3	6	2
701	智力	4	10	29	1	3	6	2
702	智力	4	30	39	1	3	6	2
703	智力	4	40	50	1	3	6	2
704	魔防	16	10	29	1	3	6	2
705	魔防	16	30	39	1	3	6	2
706	魔防	16	40	50	1	3	6	2
707	近防	18	10	29	1	3	6	2
708	近防	18	30	39	1	3	6	2
709	近防	18	40	50	1	3	6	2
710	远防	20	10	29	1	3	6	2
711	远防	20	30	39	1	3	6	2
712	远防	20	40	50	1	3	6	2
713	魔攻	10	10	19	1	3	6	2
714	魔攻	10	20	29	1	3	6	2
715	魔攻	10	30	40	1	3	6	2
716	近攻	12	10	19	1	3	6	2
717	近攻	12	20	29	1	3	6	2
718	近攻	12	30	40	1	3	6	2
719	远攻	14	10	19	1	3	6	2
720	远攻	14	20	29	1	3	6	2
721	远攻	14	30	40	1	3	6	2
722	体质	6	40	200	1	3	6	2
723	生命值	22	200	1000	1	3	6	2
724	命中	50	1	1	1	3	6	2
725	命中	50	1	2	1	3	6	2
726	命中	50	2	3	5	3	6	2
727	命中	50	3	4	2	3	6	2
728	减少暴击	117	3	4	2	3	6	2
729	落马	245	1	1	1	3	6	1
730	落马	245	1	2	2	3	6	1
731	力量	0	10	29	1	3	7	2
732	力量	0	30	39	1	3	7	2
733	力量	0	40	50	1	3	7	2
734	敏捷	2	10	29	1	3	7	2
735	敏捷	2	30	39	1	3	7	2
736	敏捷	2	40	50	1	3	7	2
737	智力	4	10	29	1	3	7	2
738	智力	4	30	39	1	3	7	2
739	智力	4	40	50	1	3	7	2
740	魔防	16	10	29	1	3	7	2
741	魔防	16	30	39	1	3	7	2
742	魔防	16	40	50	1	3	7	2
743	近防	18	10	29	1	3	7	2
744	近防	18	30	39	1	3	7	2
745	近防	18	40	50	1	3	7	2
746	远防	20	10	29	1	3	7	2
747	远防	20	30	39	1	3	7	2
748	远防	20	40	50	1	3	7	2
749	魔攻	10	10	19	1	3	7	2
750	魔攻	10	20	29	1	3	7	2
751	魔攻	10	30	40	1	3	7	2
752	近攻	12	10	19	1	3	7	2
753	近攻	12	20	29	1	3	7	2
754	近攻	12	30	40	1	3	7	2
755	远攻	14	10	19	1	3	7	2
756	远攻	14	20	29	1	3	7	2
757	远攻	14	30	40	1	3	7	2
758	体质	6	40	200	1	3	7	2
759	生命值	22	200	1000	1	3	7	2
760	命中	50	1	1	1	3	7	2
761	命中	50	1	2	1	3	7	2
762	命中	50	1	3	1	3	7	2
763	命中	50	3	4	2	3	7	2
764	暴击伤害	97	6	8	2	3	7	2
765	暴击伤害	97	6	8	2	3	7	2
766	神圣一击	222	1	1	1	3	7	1
767	神圣一击	222	1	1	2	3	7	1
