NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	NUM	NUM	FLOAT	FLOAT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
6805	700022	0	2443	155	161	ÐÒÔËºì·ä		46083	-1			0	18	-1	1	24	1	0	1	27	0	0
6806	700022	110	2444	20	49	½ð¸ÕÎäÊ¿		25092	-1	65	66	0	5	634	1	0	1	0	1	180	0	24
6807	700022	111	2445	20	49	×·Ó°½£ÏÀ		25093	-1	65	64	0	5	635	1	0	1	0	1	0	0	24
6808	700022	112	2446	20	49	·çÐÐÆïÉä		25094	-1	64	62	0	18	636	1	0	1	0	1	270	0	24
6809	700022	113	2447	20	49	ÕðÌì»ðÇ¹		25095	-1	64	60	0	18	637	1	0	1	0	1	180	0	24
6810	700022	114	2448	20	49	»ðÎèÏÈÖª		25096	-1	62	58	0	18	638	1	0	1	0	1	90	0	24
6811	700022	115	2449	20	49	Æí¸£ÈøÂú		25097	-1	66	61	0	18	639	1	0	1	0	1	180	0	24
6812	700022	116	2450	20	49	¹âÃ÷Ê®×Ö¾ü		44084	-1	65	63	0	5	956	1	0	1	0	1	180	0	24
6813	700022	117	2451	20	49	ÁÇÔ­Ê¥»ðÊ¹		44085	-1	65	52	0	5	957	1	0	1	0	1	0	0	24
6814	700022	118	2452	20	49	¼²·ç´Ì¿Í		44086	-1	66	62	0	18	958	1	0	1	0	1	270	0	24
6815	700022	119	2453	20	49	ÆÆÌì½üÎÀ¾ü		44087	-1	63	61	0	18	959	1	0	1	0	1	180	0	24
6816	700022	120	2454	20	49	Ìì·£ÒþÐÞÊ¿		44088	-1	68	60	0	18	960	1	0	1	0	1	90	0	24
6817	700022	121	2455	20	49	èóÒôÉ®ÂÂ		44089	-1	66	65	0	18	961	1	0	1	0	1	180	0	24
6818	700024	0	0	20	24	±¦Ïä		43500	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6819	700024	0	1	25	29	±¦Ïä		43501	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6820	700024	0	2	30	34	±¦Ïä		43502	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6821	700024	0	3	35	39	±¦Ïä		43503	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6822	700024	0	4	40	44	±¦Ïä		43504	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6823	700024	0	5	45	49	±¦Ïä		43505	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6824	700024	0	6	50	54	±¦Ïä		43506	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6825	700024	0	7	55	59	±¦Ïä		43507	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6826	700024	0	8	60	64	±¦Ïä		43508	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6827	700024	0	9	65	69	±¦Ïä		43509	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6828	700024	0	10	70	74	±¦Ïä		43510	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6829	700024	0	11	75	79	±¦Ïä		43511	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6830	700024	0	12	80	84	±¦Ïä		43512	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6831	700024	0	13	85	89	±¦Ïä		43513	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6832	700024	0	14	90	94	±¦Ïä		43514	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6833	700024	0	15	95	99	±¦Ïä		43515	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6834	700024	0	16	100	104	±¦Ïä		43516	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6835	700024	0	17	105	109	±¦Ïä		43517	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6836	700024	0	18	110	114	±¦Ïä		43518	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6837	700024	0	19	115	119	±¦Ïä		43519	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6838	700024	0	20	120	124	±¦Ïä		43520	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6839	700024	0	21	125	129	±¦Ïä		43521	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6840	700024	0	22	130	134	±¦Ïä		43522	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6841	700024	0	23	135	139	±¦Ïä		43523	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6842	700024	0	24	140	144	±¦Ïä		43524	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6843	700024	0	25	145	149	±¦Ïä		43525	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6844	700024	0	26	150	154	±¦Ïä		43526	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6845	700024	0	27	155	161	±¦Ïä		43527	-1	127.71183	53.318966	0	7	-1	0	0	0	0	0	0	0	0
6846	700024	8	28	20	24	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47040	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6847	700024	8	29	25	29	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47041	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6848	700024	8	30	30	34	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47042	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6849	700024	8	31	35	39	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47043	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6850	700024	8	32	40	44	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47044	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6851	700024	8	33	45	49	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47045	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6852	700024	8	34	50	54	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47046	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6853	700024	8	35	55	59	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47047	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6854	700024	8	36	60	64	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47048	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6855	700024	8	37	65	69	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47049	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6856	700024	8	38	70	74	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47050	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6857	700024	8	39	75	79	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47051	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6858	700024	8	40	80	84	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47052	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6859	700024	8	41	85	89	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47053	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6860	700024	8	42	90	94	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47054	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6861	700024	8	43	95	99	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47055	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6862	700024	8	44	100	104	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47056	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6863	700024	8	45	105	109	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47057	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6864	700024	8	46	110	114	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47058	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6865	700024	8	47	115	119	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47059	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6866	700024	8	48	120	124	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47060	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6867	700024	8	49	125	129	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47061	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6868	700024	8	50	130	134	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47062	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6869	700024	8	51	135	139	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47063	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6870	700024	8	52	140	144	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47064	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6871	700024	8	53	145	149	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47065	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6872	700024	8	54	150	154	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47066	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6873	700024	8	55	155	161	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	47067	-1	127.71183	53.318966	0	18	519	0	0	0	0	0	0	0	0
6874	700024	8	56	1	161	ÑÎ°ï°ïÖ÷ÕÅÊ¿³Ï	ÑÎ°ï°ïÖ÷	35049	-1	127.71183	53.318966	0	18	-1	0	0	0	1	0	0	0	0
6875	700024	6	57	20	24	ÕÅÊ¿µÂ		47070	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6876	700024	6	58	25	29	ÕÅÊ¿µÂ		47071	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6877	700024	6	59	30	34	ÕÅÊ¿µÂ		47072	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6878	700024	6	60	35	39	ÕÅÊ¿µÂ		47073	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6879	700024	6	61	40	44	ÕÅÊ¿µÂ		47074	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6880	700024	6	62	45	49	ÕÅÊ¿µÂ		47075	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6881	700024	6	63	50	54	ÕÅÊ¿µÂ		47076	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6882	700024	6	64	55	59	ÕÅÊ¿µÂ		47077	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6883	700024	6	65	60	64	ÕÅÊ¿µÂ		47078	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6884	700024	6	66	65	69	ÕÅÊ¿µÂ		47079	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6885	700024	6	67	70	74	ÕÅÊ¿µÂ		47080	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6886	700024	6	68	75	79	ÕÅÊ¿µÂ		47081	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6887	700024	6	69	80	84	ÕÅÊ¿µÂ		47082	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6888	700024	6	70	85	89	ÕÅÊ¿µÂ		47083	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6889	700024	6	71	90	94	ÕÅÊ¿µÂ		47084	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6890	700024	6	72	95	99	ÕÅÊ¿µÂ		47085	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6891	700024	6	73	100	104	ÕÅÊ¿µÂ		47086	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6892	700024	6	74	105	109	ÕÅÊ¿µÂ		47087	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6893	700024	6	75	110	114	ÕÅÊ¿µÂ		47088	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6894	700024	6	76	115	119	ÕÅÊ¿µÂ		47089	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6895	700024	6	77	120	124	ÕÅÊ¿µÂ		47090	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6896	700024	6	78	125	129	ÕÅÊ¿µÂ		47091	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6897	700024	6	79	130	134	ÕÅÊ¿µÂ		47092	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6898	700024	6	80	135	139	ÕÅÊ¿µÂ		47093	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6899	700024	6	81	140	144	ÕÅÊ¿µÂ		47094	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6900	700024	6	82	145	149	ÕÅÊ¿µÂ		47095	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6901	700024	6	83	150	154	ÕÅÊ¿µÂ		47096	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6902	700024	6	84	155	161	ÕÅÊ¿µÂ		47097	-1	124.018295	50.927391	3	9	519	0	0	0	0	1	0	0	0
6903	700024	6	85	1	161	ÕÅÊ¿µÂ		35050	-1	124.018295	50.927391	3	9	-1	0	0	0	1	1	0	0	0
6904	700024	7	86	20	24	ÕÅÊ¿ÐÅ		47100	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6905	700024	7	87	25	29	ÕÅÊ¿ÐÅ		47101	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6906	700024	7	88	30	34	ÕÅÊ¿ÐÅ		47102	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6907	700024	7	89	35	39	ÕÅÊ¿ÐÅ		47103	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6908	700024	7	90	40	44	ÕÅÊ¿ÐÅ		47104	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6909	700024	7	91	45	49	ÕÅÊ¿ÐÅ		47105	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6910	700024	7	92	50	54	ÕÅÊ¿ÐÅ		47106	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6911	700024	7	93	55	59	ÕÅÊ¿ÐÅ		47107	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6912	700024	7	94	60	64	ÕÅÊ¿ÐÅ		47108	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6913	700024	7	95	65	69	ÕÅÊ¿ÐÅ		47109	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6914	700024	7	96	70	74	ÕÅÊ¿ÐÅ		47110	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6915	700024	7	97	75	79	ÕÅÊ¿ÐÅ		47111	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6916	700024	7	98	80	84	ÕÅÊ¿ÐÅ		47112	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6917	700024	7	99	85	89	ÕÅÊ¿ÐÅ		47113	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6918	700024	7	100	90	94	ÕÅÊ¿ÐÅ		47114	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6919	700024	7	101	95	99	ÕÅÊ¿ÐÅ		47115	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6920	700024	7	102	100	104	ÕÅÊ¿ÐÅ		47116	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6921	700024	7	103	105	109	ÕÅÊ¿ÐÅ		47117	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6922	700024	7	104	110	114	ÕÅÊ¿ÐÅ		47118	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6923	700024	7	105	115	119	ÕÅÊ¿ÐÅ		47119	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6924	700024	7	106	120	124	ÕÅÊ¿ÐÅ		47120	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6925	700024	7	107	125	129	ÕÅÊ¿ÐÅ		47121	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6926	700024	7	108	130	134	ÕÅÊ¿ÐÅ		47122	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6927	700024	7	109	135	139	ÕÅÊ¿ÐÅ		47123	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6928	700024	7	110	140	144	ÕÅÊ¿ÐÅ		47124	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6929	700024	7	111	145	149	ÕÅÊ¿ÐÅ		47125	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6930	700024	7	112	150	154	ÕÅÊ¿ÐÅ		47126	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6931	700024	7	113	155	161	ÕÅÊ¿ÐÅ		47127	-1	132.018295	50.927391	0	9	519	0	0	0	0	1	0	0	0
6932	700024	7	114	1	161	ÕÅÊ¿ÐÅ		35051	-1	132.018295	50.927391	0	9	-1	0	0	0	1	1	0	0	0
6933	700024	2	115	20	24	ÑÎèÉ		47130	-1	122.237236	202.867371	1	9	518	0	0	0	0	1	0	0	0
6934	700024	2	116	20	24	ÑÎèÉ		47130	-1	124.651512	201.986984	1	9	518	0	0	0	0	1	0	0	0
6935	700024	2	117	20	24	ÑÎèÉ		47130	-1	126.979935	201.433075	1	9	518	0	0	0	0	1	0	0	0
6936	700024	2	118	20	24	ÑÎèÉ		47130	-1	129.348618	201.455505	1	9	518	0	0	0	0	1	0	0	0
6937	700024	2	119	20	24	ÑÎèÉ		47130	-1	131.865402	202.247375	1	9	518	0	0	0	0	1	0	0	0
6938	700024	2	120	20	24	ÑÎèÉ		47130	-1	133.896805	203.449493	1	9	518	0	0	0	0	1	0	0	0
6939	700024	2	121	20	24	ÑÎèÉ		47130	-1	120.157211	204.561447	1	9	518	0	0	0	0	1	0	0	0
6940	700024	2	122	20	24	ÑÎèÉ		47130	-1	135.266968	204.678909	1	9	518	0	0	0	0	1	0	0	0
6941	700024	3	123	20	24	äî°ïË®ÊÖ		47143	-1	123.933342	144.754654	1	9	518	0	0	0	0	1	0	0	0
6942	700024	3	124	20	24	äî°ïË®ÊÖ		47143	-1	123.906792	148.860748	1	9	518	0	0	0	0	1	0	0	0
6943	700024	3	125	20	24	äî°ïË®ÊÖ		47143	-1	123.923103	146.883484	1	9	518	0	0	0	0	1	0	0	0
6944	700024	3	126	20	24	äî°ïË®ÊÖ		47143	-1	132.347229	148.860748	1	9	518	0	0	0	0	1	0	0	0
6945	700024	3	127	20	24	äî°ïË®ÊÖ		47143	-1	132.293365	144.754669	1	9	518	0	0	0	0	1	0	0	0
6946	700024	3	128	20	24	äî°ïË®ÊÖ		47143	-1	132.295517	146.924744	1	9	518	0	0	0	0	1	0	0	0
6947	700024	1	129	20	24	ÑÎ··		47144	-1	122.658928	172.982605	1	9	518	0	0	0	0	1	0	0	0
6948	700024	1	130	20	24	ÑÎ··		47144	-1	122.55619	174.970261	1	9	518	0	0	0	0	1	0	0	0
6949	700024	1	131	20	24	ÑÎ··		47144	-1	133.383072	173.187485	1	9	518	0	0	0	0	1	0	0	0
6950	700024	1	132	20	24	ÑÎ··		47144	-1	133.412125	174.932816	1	9	518	0	0	0	0	1	0	0	0
6951	700024	1	133	20	24	ÑÎ··		47144	-1	121.105446	173.821716	1	9	518	0	0	0	0	1	0	0	0
6952	700024	1	134	20	24	ÑÎ··		47144	-1	134.718063	174.131027	1	9	518	0	0	0	0	1	0	0	0
6953	700024	1	135	20	24	ÑÎ··		47144	-1	122.509758	114.453209	1	9	518	0	0	0	0	1	0	0	0
6954	700024	1	136	20	24	ÑÎ··		47144	-1	132.994232	114.236694	1	9	518	0	0	0	0	1	0	0	0
6955	700024	1	137	20	24	ÑÎ··		47144	-1	121.983803	108.344368	1	9	518	0	0	0	0	1	0	0	0
6956	700024	1	138	20	24	ÑÎ··		47144	-1	133.437988	108.339432	1	9	518	0	0	0	0	1	0	0	0
6957	700024	1	139	20	24	ÑÎ··		47144	-1	123.784538	107.624573	1	9	518	0	0	0	0	1	0	0	0
6958	700024	1	140	20	24	ÑÎ··		47144	-1	132.062302	107.409012	1	9	518	0	0	0	0	1	0	0	0
6959	700024	1	141	20	24	ÑÎ··		47144	-1	121.0411	79.691711	1	9	518	0	0	0	0	1	0	0	0
6960	700024	1	142	20	24	ÑÎ··		47144	-1	123.05191	79.691711	1	9	518	0	0	0	0	1	0	0	0
6961	700024	1	143	20	24	ÑÎ··		47144	-1	133.107376	79.530457	1	9	518	0	0	0	0	1	0	0	0
6962	700024	1	144	20	24	ÑÎ··		47144	-1	134.959152	79.409164	1	9	518	0	0	0	0	1	0	0	0
6963	700024	1	145	20	24	ÑÎ··		47144	-1	120.805756	80.980339	1	9	518	0	0	0	0	1	0	0	0
6964	700024	1	146	20	24	ÑÎ··		47144	-1	122.893799	80.980339	1	9	518	0	0	0	0	1	0	0	0
6965	700024	1	147	20	24	ÑÎ··		47144	-1	133.256027	80.739113	1	9	518	0	0	0	0	1	0	0	0
6966	700024	1	148	20	24	ÑÎ··		47144	-1	135.224594	80.698647	1	9	518	0	0	0	0	1	0	0	0
6967	700024	4	149	20	24	·½¹úÕä		47164	-1	127.71167	202.898041	1	9	518	0	0	0	0	1	0	0	0
6968	700024	5	150	20	24	·½¹úçø		47165	-1	128.005417	148.738281	1	9	518	0	0	0	0	1	0	0	0
6969	700024	2	151	25	29	ÑÎèÉ		47166	-1	122.237236	202.867371	1	9	518	0	0	0	0	1	0	0	0
6970	700024	2	152	25	29	ÑÎèÉ		47166	-1	124.651512	201.986984	1	9	518	0	0	0	0	1	0	0	0
6971	700024	2	153	25	29	ÑÎèÉ		47166	-1	126.979935	201.433075	1	9	518	0	0	0	0	1	0	0	0
6972	700024	2	154	25	29	ÑÎèÉ		47166	-1	129.348618	201.455505	1	9	518	0	0	0	0	1	0	0	0
6973	700024	2	155	25	29	ÑÎèÉ		47166	-1	131.865402	202.247375	1	9	518	0	0	0	0	1	0	0	0
6974	700024	2	156	25	29	ÑÎèÉ		47166	-1	133.896805	203.449493	1	9	518	0	0	0	0	1	0	0	0
6975	700024	2	157	25	29	ÑÎèÉ		47166	-1	120.157211	204.561447	1	9	518	0	0	0	0	1	0	0	0
6976	700024	2	158	25	29	ÑÎèÉ		47166	-1	135.266968	204.678909	1	9	518	0	0	0	0	1	0	0	0
6977	700024	3	159	25	29	äî°ïË®ÊÖ		47179	-1	123.933342	144.754654	1	9	518	0	0	0	0	1	0	0	0
6978	700024	3	160	25	29	äî°ïË®ÊÖ		47179	-1	123.906792	148.860748	1	9	518	0	0	0	0	1	0	0	0
6979	700024	3	161	25	29	äî°ïË®ÊÖ		47179	-1	123.923103	146.883484	1	9	518	0	0	0	0	1	0	0	0
6980	700024	3	162	25	29	äî°ïË®ÊÖ		47179	-1	132.347229	148.860748	1	9	518	0	0	0	0	1	0	0	0
6981	700024	3	163	25	29	äî°ïË®ÊÖ		47179	-1	132.293365	144.754669	1	9	518	0	0	0	0	1	0	0	0
6982	700024	3	164	25	29	äî°ïË®ÊÖ		47179	-1	132.295517	146.924744	1	9	518	0	0	0	0	1	0	0	0
6983	700024	1	165	25	29	ÑÎ··		47180	-1	122.658928	172.982605	1	9	518	0	0	0	0	1	0	0	0
6984	700024	1	166	25	29	ÑÎ··		47180	-1	122.55619	174.970261	1	9	518	0	0	0	0	1	0	0	0
6985	700024	1	167	25	29	ÑÎ··		47180	-1	133.383072	173.187485	1	9	518	0	0	0	0	1	0	0	0
6986	700024	1	168	25	29	ÑÎ··		47180	-1	133.412125	174.932816	1	9	518	0	0	0	0	1	0	0	0
6987	700024	1	169	25	29	ÑÎ··		47180	-1	121.105446	173.821716	1	9	518	0	0	0	0	1	0	0	0
6988	700024	1	170	25	29	ÑÎ··		47180	-1	134.718063	174.131027	1	9	518	0	0	0	0	1	0	0	0
6989	700024	1	171	25	29	ÑÎ··		47180	-1	122.509758	114.453209	1	9	518	0	0	0	0	1	0	0	0
6990	700024	1	172	25	29	ÑÎ··		47180	-1	132.994232	114.236694	1	9	518	0	0	0	0	1	0	0	0
6991	700024	1	173	25	29	ÑÎ··		47180	-1	121.983803	108.344368	1	9	518	0	0	0	0	1	0	0	0
6992	700024	1	174	25	29	ÑÎ··		47180	-1	133.437988	108.339432	1	9	518	0	0	0	0	1	0	0	0
6993	700024	1	175	25	29	ÑÎ··		47180	-1	123.784538	107.624573	1	9	518	0	0	0	0	1	0	0	0
6994	700024	1	176	25	29	ÑÎ··		47180	-1	132.062302	107.409012	1	9	518	0	0	0	0	1	0	0	0
6995	700024	1	177	25	29	ÑÎ··		47180	-1	121.0411	79.691711	1	9	518	0	0	0	0	1	0	0	0
6996	700024	1	178	25	29	ÑÎ··		47180	-1	123.05191	79.691711	1	9	518	0	0	0	0	1	0	0	0
6997	700024	1	179	25	29	ÑÎ··		47180	-1	133.107376	79.530457	1	9	518	0	0	0	0	1	0	0	0
6998	700024	1	180	25	29	ÑÎ··		47180	-1	134.959152	79.409164	1	9	518	0	0	0	0	1	0	0	0
6999	700024	1	181	25	29	ÑÎ··		47180	-1	120.805756	80.980339	1	9	518	0	0	0	0	1	0	0	0
7000	700024	1	182	25	29	ÑÎ··		47180	-1	122.893799	80.980339	1	9	518	0	0	0	0	1	0	0	0
7001	700024	1	183	25	29	ÑÎ··		47180	-1	133.256027	80.739113	1	9	518	0	0	0	0	1	0	0	0
7002	700024	1	184	25	29	ÑÎ··		47180	-1	135.224594	80.698647	1	9	518	0	0	0	0	1	0	0	0
7003	700024	4	185	25	29	·½¹úÕä		47200	-1	127.71167	202.898041	1	9	518	0	0	0	0	1	0	0	0
7004	700024	5	186	25	29	·½¹úçø		47201	-1	128.005417	148.738281	1	9	518	0	0	0	0	1	0	0	0
