NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	FLOAT	FLOAT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
207	208	18100	-1	21		Ä§¾ýà¶ÂÞ	28	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	62	0
208	209	18101	-1	21		Ä§¾ýà¶ÂÞ	28	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	62	0
209	210	18102	-1	21		Ä§¾ýà¶ÂÞ	28	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	62	0
210	211	18103	-1	21		Ä§¾ýà¶ÂÞ	28	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	62	0
211	212	18104	-1	21		Ä§¾ýà¶ÂÞ	28	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	62	0
212	213	18105	-1	21		Ä§¾ýà¶ÂÞ	28	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	62	0
213	214	18106	-1	21		Ä§¾ýà¶ÂÞ	28	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	62	0
214	215	18107	-1	21		Ä§¾ýà¶ÂÞ	28	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	62	0
215	216	18108	-1	21		Ä§¾ýà¶ÂÞ	28	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	62	0
216	217	18109	-1	21		Ä§¾ýà¶ÂÞ	28	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	62	0
217	218	18110	-1	21		Ä§¾ýà¶ÂÞ	28	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	62	0
218	219	18111	-1	21		Ä§¾ýà¶ÂÞ	28	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	62	0
219	220	18112	-1	21		Ä§¾ýà¶ÂÞ	28	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	62	0
220	221	18113	-1	21		Ä§¾ýà¶ÂÞ	28	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	62	0
221	222	18114	-1	21		Ä§¾ýà¶ÂÞ	28	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	62	0
222	223	18115	-1	21		Ä§¾ýà¶ÂÞ	28	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	62	0
223	224	18116	-1	21		Ä§¾ýà¶ÂÞ	28	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	62	0
224	225	18117	-1	21		Ä§¾ýà¶ÂÞ	28	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	62	0
225	226	18118	-1	21		Ä§¾ýà¶ÂÞ	28	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	62	0
226	227	18119	-1	21		Ä§¾ýà¶ÂÞ	28	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	62	0
227	228	18120	-1	21		Ä§¾ýà¶ÂÞ	28	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	62	0
228	229	18100	-1	21		Ä§¾ýà¶ÂÞ	36	33	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	63	0
229	230	18101	-1	21		Ä§¾ýà¶ÂÞ	36	33	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	63	0
230	231	18102	-1	21		Ä§¾ýà¶ÂÞ	36	33	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	63	0
231	232	18103	-1	21		Ä§¾ýà¶ÂÞ	36	33	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	63	0
232	233	18104	-1	21		Ä§¾ýà¶ÂÞ	36	33	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	63	0
233	234	18105	-1	21		Ä§¾ýà¶ÂÞ	36	33	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	63	0
234	235	18106	-1	21		Ä§¾ýà¶ÂÞ	36	33	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	63	0
235	236	18107	-1	21		Ä§¾ýà¶ÂÞ	36	33	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	63	0
236	237	18108	-1	21		Ä§¾ýà¶ÂÞ	36	33	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	63	0
237	238	18109	-1	21		Ä§¾ýà¶ÂÞ	36	33	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	63	0
238	239	18110	-1	21		Ä§¾ýà¶ÂÞ	36	33	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	63	0
239	240	18111	-1	21		Ä§¾ýà¶ÂÞ	36	33	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	63	0
240	241	18112	-1	21		Ä§¾ýà¶ÂÞ	36	33	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	63	0
241	242	18113	-1	21		Ä§¾ýà¶ÂÞ	36	33	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	63	0
242	243	18114	-1	21		Ä§¾ýà¶ÂÞ	36	33	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	63	0
243	244	18115	-1	21		Ä§¾ýà¶ÂÞ	36	33	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	63	0
244	245	18116	-1	21		Ä§¾ýà¶ÂÞ	36	33	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	63	0
245	246	18117	-1	21		Ä§¾ýà¶ÂÞ	36	33	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	63	0
246	247	18118	-1	21		Ä§¾ýà¶ÂÞ	36	33	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	63	0
247	248	18119	-1	21		Ä§¾ýà¶ÂÞ	36	33	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	63	0
248	249	18120	-1	21		Ä§¾ýà¶ÂÞ	36	33	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	63	0
249	250	18101	-1	21		Ä§¾ýà¶ÂÞ	30	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	162	0
250	251	18102	-1	21		Ä§¾ýà¶ÂÞ	30	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	162	0
251	252	18103	-1	21		Ä§¾ýà¶ÂÞ	30	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	162	0
252	253	18104	-1	21		Ä§¾ýà¶ÂÞ	30	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	162	0
253	254	18105	-1	21		Ä§¾ýà¶ÂÞ	30	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	162	0
254	255	18106	-1	21		Ä§¾ýà¶ÂÞ	30	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	162	0
255	256	18107	-1	21		Ä§¾ýà¶ÂÞ	30	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	162	0
256	257	18108	-1	21		Ä§¾ýà¶ÂÞ	30	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	162	0
257	258	18109	-1	21		Ä§¾ýà¶ÂÞ	30	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	162	0
258	259	18100	-1	21		Ä§¾ýà¶ÂÞ	30	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	162	0
259	260	18110	-1	21		Ä§¾ýà¶ÂÞ	30	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	162	0
260	261	18111	-1	21		Ä§¾ýà¶ÂÞ	30	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	162	0
261	262	18112	-1	21		Ä§¾ýà¶ÂÞ	30	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	162	0
262	263	18113	-1	21		Ä§¾ýà¶ÂÞ	30	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	162	0
263	264	18114	-1	21		Ä§¾ýà¶ÂÞ	30	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	162	0
264	265	18115	-1	21		Ä§¾ýà¶ÂÞ	30	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	162	0
265	266	18116	-1	21		Ä§¾ýà¶ÂÞ	30	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	162	0
266	267	18117	-1	21		Ä§¾ýà¶ÂÞ	30	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	162	0
267	268	18118	-1	21		Ä§¾ýà¶ÂÞ	30	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	162	0
268	269	18119	-1	21		Ä§¾ýà¶ÂÞ	30	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	162	0
269	270	18120	-1	21		Ä§¾ýà¶ÂÞ	30	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	162	0
270	271	18101	-1	21		Ä§¾ýà¶ÂÞ	35	43	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	163	0
271	272	18102	-1	21		Ä§¾ýà¶ÂÞ	35	43	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	163	0
272	273	18103	-1	21		Ä§¾ýà¶ÂÞ	35	43	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	163	0
273	274	18104	-1	21		Ä§¾ýà¶ÂÞ	35	43	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	163	0
274	275	18105	-1	21		Ä§¾ýà¶ÂÞ	35	43	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	163	0
275	276	18106	-1	21		Ä§¾ýà¶ÂÞ	35	43	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	163	0
276	277	18107	-1	21		Ä§¾ýà¶ÂÞ	35	43	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	163	0
277	278	18108	-1	21		Ä§¾ýà¶ÂÞ	35	43	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	163	0
278	279	18109	-1	21		Ä§¾ýà¶ÂÞ	35	43	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	163	0
279	280	18100	-1	21		Ä§¾ýà¶ÂÞ	35	43	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	163	0
280	281	18110	-1	21		Ä§¾ýà¶ÂÞ	35	43	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	163	0
281	282	18111	-1	21		Ä§¾ýà¶ÂÞ	35	43	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	163	0
282	283	18112	-1	21		Ä§¾ýà¶ÂÞ	35	43	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	163	0
283	284	18113	-1	21		Ä§¾ýà¶ÂÞ	35	43	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	163	0
284	285	18114	-1	21		Ä§¾ýà¶ÂÞ	35	43	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	163	0
285	286	18115	-1	21		Ä§¾ýà¶ÂÞ	35	43	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	163	0
286	287	18116	-1	21		Ä§¾ýà¶ÂÞ	35	43	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	163	0
287	288	18117	-1	21		Ä§¾ýà¶ÂÞ	35	43	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	163	0
288	289	18118	-1	21		Ä§¾ýà¶ÂÞ	35	43	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	163	0
289	290	18119	-1	21		Ä§¾ýà¶ÂÞ	35	43	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	163	0
290	291	18120	-1	21		Ä§¾ýà¶ÂÞ	35	43	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	163	0
291	292	18100	-1	21		Ä§¾ýà¶ÂÞ	29	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	262	0
292	293	18101	-1	21		Ä§¾ýà¶ÂÞ	29	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	262	0
293	294	18102	-1	21		Ä§¾ýà¶ÂÞ	29	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	262	0
294	295	18103	-1	21		Ä§¾ýà¶ÂÞ	29	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	262	0
295	296	18104	-1	21		Ä§¾ýà¶ÂÞ	29	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	262	0
296	297	18105	-1	21		Ä§¾ýà¶ÂÞ	29	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	262	0
297	298	18106	-1	21		Ä§¾ýà¶ÂÞ	29	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	262	0
298	299	18107	-1	21		Ä§¾ýà¶ÂÞ	29	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	262	0
299	300	18108	-1	21		Ä§¾ýà¶ÂÞ	29	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	262	0
300	301	18109	-1	21		Ä§¾ýà¶ÂÞ	29	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	262	0
301	302	18110	-1	21		Ä§¾ýà¶ÂÞ	29	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	262	0
302	303	18111	-1	21		Ä§¾ýà¶ÂÞ	29	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	262	0
303	304	18112	-1	21		Ä§¾ýà¶ÂÞ	29	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	262	0
304	305	18113	-1	21		Ä§¾ýà¶ÂÞ	29	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	262	0
305	306	18114	-1	21		Ä§¾ýà¶ÂÞ	29	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	262	0
306	307	18115	-1	21		Ä§¾ýà¶ÂÞ	29	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	262	0
307	308	18116	-1	21		Ä§¾ýà¶ÂÞ	29	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	262	0
308	309	18117	-1	21		Ä§¾ýà¶ÂÞ	29	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	262	0
309	310	18118	-1	21		Ä§¾ýà¶ÂÞ	29	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	262	0
310	311	18119	-1	21		Ä§¾ýà¶ÂÞ	29	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	262	0
311	312	18120	-1	21		Ä§¾ýà¶ÂÞ	29	41	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	262	0
312	313	18100	-1	21		Ä§¾ýà¶ÂÞ	35	40	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	263	0
313	314	18101	-1	21		Ä§¾ýà¶ÂÞ	35	40	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	263	0
314	315	18102	-1	21		Ä§¾ýà¶ÂÞ	35	40	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	263	0
315	316	18103	-1	21		Ä§¾ýà¶ÂÞ	35	40	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	263	0
316	317	18104	-1	21		Ä§¾ýà¶ÂÞ	35	40	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	263	0
317	318	18105	-1	21		Ä§¾ýà¶ÂÞ	35	40	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	263	0
318	319	18106	-1	21		Ä§¾ýà¶ÂÞ	35	40	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	263	0
319	320	18107	-1	21		Ä§¾ýà¶ÂÞ	35	40	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	263	0
320	321	18108	-1	21		Ä§¾ýà¶ÂÞ	35	40	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	263	0
321	322	18109	-1	21		Ä§¾ýà¶ÂÞ	35	40	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	263	0
322	323	18110	-1	21		Ä§¾ýà¶ÂÞ	35	40	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	263	0
323	324	18111	-1	21		Ä§¾ýà¶ÂÞ	35	40	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	263	0
324	325	18112	-1	21		Ä§¾ýà¶ÂÞ	35	40	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	263	0
325	326	18113	-1	21		Ä§¾ýà¶ÂÞ	35	40	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	263	0
326	327	18114	-1	21		Ä§¾ýà¶ÂÞ	35	40	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	263	0
327	328	18115	-1	21		Ä§¾ýà¶ÂÞ	35	40	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	263	0
328	329	18116	-1	21		Ä§¾ýà¶ÂÞ	35	40	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	263	0
329	330	18117	-1	21		Ä§¾ýà¶ÂÞ	35	40	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	263	0
330	331	18118	-1	21		Ä§¾ýà¶ÂÞ	35	40	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	263	0
331	332	18119	-1	21		Ä§¾ýà¶ÂÞ	35	40	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	263	0
332	333	18120	-1	21		Ä§¾ýà¶ÂÞ	35	40	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	263	0
333	334	18100	-1	21		Ä§¾ýà¶ÂÞ	31	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	362	0
334	335	18101	-1	21		Ä§¾ýà¶ÂÞ	31	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	362	0
335	336	18102	-1	21		Ä§¾ýà¶ÂÞ	31	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	362	0
336	337	18103	-1	21		Ä§¾ýà¶ÂÞ	31	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	362	0
337	338	18104	-1	21		Ä§¾ýà¶ÂÞ	31	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	362	0
338	339	18105	-1	21		Ä§¾ýà¶ÂÞ	31	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	362	0
339	340	18106	-1	21		Ä§¾ýà¶ÂÞ	31	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	362	0
340	341	18107	-1	21		Ä§¾ýà¶ÂÞ	31	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	362	0
341	342	18108	-1	21		Ä§¾ýà¶ÂÞ	31	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	362	0
342	343	18109	-1	21		Ä§¾ýà¶ÂÞ	31	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	362	0
343	344	18110	-1	21		Ä§¾ýà¶ÂÞ	31	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	362	0
344	345	18111	-1	21		Ä§¾ýà¶ÂÞ	31	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	362	0
345	346	18112	-1	21		Ä§¾ýà¶ÂÞ	31	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	362	0
346	347	18113	-1	21		Ä§¾ýà¶ÂÞ	31	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	362	0
347	348	18114	-1	21		Ä§¾ýà¶ÂÞ	31	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	362	0
348	349	18115	-1	21		Ä§¾ýà¶ÂÞ	31	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	362	0
349	350	18116	-1	21		Ä§¾ýà¶ÂÞ	31	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	362	0
350	351	18117	-1	21		Ä§¾ýà¶ÂÞ	31	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	362	0
351	352	18118	-1	21		Ä§¾ýà¶ÂÞ	31	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	362	0
352	353	18119	-1	21		Ä§¾ýà¶ÂÞ	31	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	362	0
353	354	18120	-1	21		Ä§¾ýà¶ÂÞ	31	42	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	362	0
354	355	18100	-1	21		Ä§¾ýà¶ÂÞ	36	34	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	363	0
355	356	18101	-1	21		Ä§¾ýà¶ÂÞ	36	34	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	363	0
356	357	18102	-1	21		Ä§¾ýà¶ÂÞ	36	34	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	363	0
357	358	18103	-1	21		Ä§¾ýà¶ÂÞ	36	34	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	363	0
358	359	18104	-1	21		Ä§¾ýà¶ÂÞ	36	34	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	363	0
359	360	18105	-1	21		Ä§¾ýà¶ÂÞ	36	34	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	363	0
360	361	18106	-1	21		Ä§¾ýà¶ÂÞ	36	34	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	363	0
361	362	18107	-1	21		Ä§¾ýà¶ÂÞ	36	34	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	363	0
362	363	18108	-1	21		Ä§¾ýà¶ÂÞ	36	34	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	363	0
363	364	18109	-1	21		Ä§¾ýà¶ÂÞ	36	34	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	363	0
364	365	18110	-1	21		Ä§¾ýà¶ÂÞ	36	34	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	363	0
365	366	18111	-1	21		Ä§¾ýà¶ÂÞ	36	34	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	363	0
366	367	18112	-1	21		Ä§¾ýà¶ÂÞ	36	34	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	363	0
367	368	18113	-1	21		Ä§¾ýà¶ÂÞ	36	34	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	363	0
368	369	18114	-1	21		Ä§¾ýà¶ÂÞ	36	34	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	363	0
369	370	18115	-1	21		Ä§¾ýà¶ÂÞ	36	34	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	363	0
370	371	18116	-1	21		Ä§¾ýà¶ÂÞ	36	34	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	363	0
371	372	18117	-1	21		Ä§¾ýà¶ÂÞ	36	34	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	363	0
372	373	18118	-1	21		Ä§¾ýà¶ÂÞ	36	34	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	363	0
373	374	18119	-1	21		Ä§¾ýà¶ÂÞ	36	34	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	363	0
374	375	18120	-1	21		Ä§¾ýà¶ÂÞ	36	34	0	-1	18000000	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	363	0
375	376	20003	-1	21		Õ½³¡Ö®Áé	53	51	0	0	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92	0
376	377	20003	-1	21		Õ½³¡Ö®Áé	198	57	0	0	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92	1
377	378	20003	-1	21		Õ½³¡Ö®Áé	202	203	0	0	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92	2
378	379	20003	-1	21		Õ½³¡Ö®Áé	54	200	0	0	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92	3
379	380	20003	-1	21		Õ½³¡Ö®Áé	53	51	0	0	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92	4
380	381	20003	-1	21		Õ½³¡Ö®Áé	198	57	0	0	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92	5
381	382	20003	-1	21		Õ½³¡Ö®Áé	202	203	0	0	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92	6
382	383	20003	-1	21		Õ½³¡Ö®Áé	54	200	0	0	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92	7
