NUM	NUM	TEXT	NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
688	23	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
689	22	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
690	26	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
691	25	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
692	24	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
693	23	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
694	27	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
695	26	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
696	25	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
697	24	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
698	28	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
699	27	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
700	26	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
701	25	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
702	29	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
703	28	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
704	27	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
705	26	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
706	30	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
707	29	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
708	28	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
709	27	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
710	31	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
711	30	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
712	29	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
713	28	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
714	32	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
715	31	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
716	30	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
717	29	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
718	33	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
719	32	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
720	31	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
721	30	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
722	34	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
723	33	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
724	32	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
725	31	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
726	35	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
727	34	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
728	33	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
729	32	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
730	4	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
731	5	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
732	6	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
733	7	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
734	8	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
735	9	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
736	10	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
737	11	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
738	12	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
739	13	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
740	14	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
741	15	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
742	16	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
743	17	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
744	18	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
745	19	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
746	20	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
747	21	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
748	22	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
749	23	帮会战场	0	zhanchang_banghuizhanchang/zhanchang_banghuizhanchang.scn	0	2	1	0	0	125	134	650	20	-1	1	5
750	36	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
751	35	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
752	34	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
753	33	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
754	37	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
755	36	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
756	35	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
757	34	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
758	38	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
759	37	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
760	36	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
761	35	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
762	39	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
763	38	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
764	37	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
765	36	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
766	40	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
767	39	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
768	38	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
769	37	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
770	41	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
771	40	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
772	39	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
773	38	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
774	42	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
775	41	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
776	40	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
777	39	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
778	43	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
779	42	六人战场	0	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1	1	5
780	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	780	20	-1	1	5
781	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	781	20	-1	1	5
782	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	782	20	-1	1	5
783	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	783	20	-1	1	5
784	5	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	784	20	-1	1	5
785	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	785	20	-1	1	5
786	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	786	20	-1	1	5
787	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	787	20	-1	1	5
788	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	788	20	-1	1	5
789	5	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	789	20	-1	1	5
790	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	790	20	-1	1	5
791	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	791	20	-1	1	5
792	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	792	20	-1	1	5
793	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	793	20	-1	1	5
794	5	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	794	20	-1	1	5
795	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	795	20	-1	1	5
796	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	796	20	-1	1	5
797	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	797	20	-1	1	5
798	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	798	20	-1	1	5
799	5	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	799	20	-1	1	5
800	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	800	20	-1	1	5
801	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	801	20	-1	1	5
802	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	802	20	-1	1	5
803	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	803	20	-1	1	5
804	5	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	804	20	-1	1	5
805	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	805	20	-1	1	5
806	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	806	20	-1	1	5
807	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	807	20	-1	1	5
808	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	808	20	-1	1	5
809	5	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	809	20	-1	1	5
810	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	810	20	-1	1	5
811	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	811	20	-1	1	5
812	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	812	20	-1	1	5
813	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	813	20	-1	1	5
814	5	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	814	20	-1	1	5
815	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	815	20	-1	1	5
816	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	816	20	-1	1	5
817	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	817	20	-1	1	5
818	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	818	20	-1	1	5
819	5	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	819	20	-1	1	5
820	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	820	20	-1	1	5
821	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	821	20	-1	1	5
822	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	822	20	-1	1	5
823	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	823	20	-1	1	5
824	5	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	824	20	-1	1	5
825	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	825	20	-1	1	5
826	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	826	20	-1	1	5
827	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	827	20	-1	1	5
828	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	828	20	-1	1	5
829	5	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	829	20	-1	1	5
830	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	830	20	-1	1	5
831	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	831	20	-1	1	5
832	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	832	20	-1	1	5
833	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	833	20	-1	1	5
834	5	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	834	20	-1	1	5
835	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	835	20	-1	1	5
836	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	836	20	-1	1	5
837	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	837	20	-1	1	5
838	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	838	20	-1	1	5
839	5	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	839	20	-1	1	5
840	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	840	20	-1	1	5
841	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	841	20	-1	1	5
842	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	842	20	-1	1	5
843	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	843	20	-1	1	5
844	5	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	844	20	-1	1	5
845	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	845	20	-1	1	5
846	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	846	20	-1	1	5
847	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	847	20	-1	1	5
848	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	848	20	-1	1	5
849	5	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	849	20	-1	1	5
850	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	850	20	-1	1	5
851	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	851	20	-1	1	5
852	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	852	20	-1	1	5
853	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	853	20	-1	1	5
854	5	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	854	20	-1	1	5
855	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	855	20	-1	1	5
856	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	856	20	-1	1	5
857	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	857	20	-1	1	5
858	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	858	20	-1	1	5
859	5	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	859	20	-1	1	5
860	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	860	20	-1	1	5
861	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	861	20	-1	1	5
862	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	862	20	-1	1	5
863	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	863	20	-1	1	5
864	6	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	864	20	-1	1	5
865	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	865	20	-1	1	5
866	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	866	20	-1	1	5
867	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	867	20	-1	1	5
868	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	868	20	-1	1	5
869	6	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	869	20	-1	1	5
870	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	870	20	-1	1	5
871	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	871	20	-1	1	5
872	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	872	20	-1	1	5
873	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	873	20	-1	1	5
874	6	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	874	20	-1	1	5
875	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	875	20	-1	1	5
876	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	876	20	-1	1	5
877	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	877	20	-1	1	5
878	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	878	20	-1	1	5
879	6	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	879	20	-1	1	5
880	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	880	20	-1	1	5
881	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	881	20	-1	1	5
882	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	882	20	-1	1	5
883	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	883	20	-1	1	5
884	6	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	884	20	-1	1	5
885	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	885	20	-1	1	5
886	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	886	20	-1	1	5
887	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	887	20	-1	1	5
888	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	888	20	-1	1	5
889	6	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	889	20	-1	1	5
890	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	890	20	-1	1	5
891	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	891	20	-1	1	5
892	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	892	20	-1	1	5
893	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	893	20	-1	1	5
894	6	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	894	20	-1	1	5
895	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	895	20	-1	1	5
896	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	896	20	-1	1	5
897	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	897	20	-1	1	5
898	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	898	20	-1	1	5
899	6	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	899	20	-1	1	5
900	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	900	20	-1	1	5
901	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	901	20	-1	1	5
902	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	902	20	-1	1	5
903	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	903	20	-1	1	5
904	6	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	904	20	-1	1	5
905	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	905	20	-1	1	5
906	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	906	20	-1	1	5
907	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	907	20	-1	1	5
908	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	908	20	-1	1	5
909	6	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	909	20	-1	1	5
910	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	910	20	-1	1	5
911	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	911	20	-1	1	5
912	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	912	20	-1	1	5
913	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	913	20	-1	1	5
914	6	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	914	20	-1	1	5
915	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	915	20	-1	1	5
916	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	916	20	-1	1	5
917	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	917	20	-1	1	5
918	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	918	20	-1	1	5
919	6	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	919	20	-1	1	5
920	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	920	20	-1	1	5
921	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	921	20	-1	1	5
922	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	922	20	-1	1	5
923	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	923	20	-1	1	5
924	6	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	924	20	-1	1	5
925	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	925	20	-1	1	5
926	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	926	20	-1	1	5
927	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	927	20	-1	1	5
928	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	928	20	-1	1	5
929	6	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	929	20	-1	1	5
930	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	930	20	-1	1	5
931	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	931	20	-1	1	5
932	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	932	20	-1	1	5
933	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	933	20	-1	1	5
934	6	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	934	20	-1	1	5
935	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	935	20	-1	1	5
936	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	936	20	-1	1	5
937	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	937	20	-1	1	5
938	40	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	938	20	-1	1	5
939	6	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	939	20	-1	1	5
940	44	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	940	20	-1	1	5
941	43	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	941	20	-1	1	5
942	41	副本场景预留	0	test/test.scn	0	1	0	-1	1	125	134	942	20	-1	1	5
