NUM	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT		
#	三番箱子，海都，新增BOSS补充掉落百宝囊，水银，琉璃																															
435	50000000	1	12030143	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
436	50000000	1	12030144	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
437	75000000	1	12030144	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
438	10000000	1	11000500|11000502|11000503|11000504	1000000	1	11000701|11000702	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#	战场黄BOSS																															
439	100000000	24	12274103|12274104|12274105|12274106	100000000	10	11000331|11000317	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	宝图副本BOSS																															
440	10000000	1	11990015	100000000	1	11960011	10000000	1	11000810	100000000	6	11000201	100000000	3	11050002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
441	10000000	1	11990015	100000000	1	11960011	10000000	1	11000810	100000000	6	11000201	100000000	3	11050002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
442	20000000	1	12030022|12030023|12030024|12030025	10000000	1	11990015	100000000	3	11960011	10000000	1	11000810	20000000	1	11000501	5000000	1	11000902|11010001	100000000	1	11990050	100000000	6	11000202	100000000	3	11050003	-1	-1	-1		
443	20000000	1	12030022|12030023|12030024|12030025	10000000	1	11990015	100000000	3	11960011	10000000	1	11000810	20000000	1	11000501	5000000	1	11000902|11010001	100000000	1	11990050	100000000	6	11000202	100000000	3	11050003	-1	-1	-1		
444	5000000	1	12030116	20000000	1	12030022|12030023|12030024|12030025	10000000	1	11990015	100000000	6	11960011	10000000	1	11000810	20000000	1	11000501	5000000	1	11000902|11010001	100000000	1	11990050	100000000	6	11000203	100000000	3	11050004		
445	5000000	1	12030116	20000000	1	12030022|12030023|12030024|12030025	10000000	1	11990015	100000000	6	11960011	10000000	1	11000810	20000000	1	11000501	5000000	1	11000902|11010001	100000000	1	11990050	100000000	6	11000203	100000000	3	11050004		
446	5000000	1	12030116	20000000	1	12030022|12030023|12030024|12030025	10000000	1	11990015	100000000	6	11960011	10000000	1	11000810	20000000	1	11000501	5000000	1	11000902|11010001	100000000	1	11990050	100000000	6	11000203	100000000	3	11050005		
447	5000000	1	12030116	20000000	1	12030022|12030023|12030024|12030025	10000000	1	11990015	100000000	6	11960011	10000000	1	11000810	20000000	1	11000501	5000000	1	11000902|11010001	100000000	1	11990050	100000000	6	11000203	100000000	3	11050005		
#	体力道具																															
448	50000000	2	12052981	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
449	15000000	1	10238551|10238552|10238553|10238554|10238555|10238556|10238557|10238558|10238559|10238560	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#	宝图副本小怪																															
450	20000000	1	11990117	500000	1	11000810	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
451	20000000	1	11990117	500000	1	11000810	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
452	20000000	1	11990117	500000	1	11000810	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
453	20000000	1	11990117	500000	1	11000810	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
454	20000000	1	11990117	500000	1	11000810	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
455	20000000	1	11990117	500000	1	11000810	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
456	20000000	1	11990117	500000	1	11000810	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
457	20000000	1	11990117	500000	1	11000810	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#	十字井																															
458	5000000	1	11990400	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
459	5000000	1	11030620	1000000	1	12052061|12052071|12052081|12052171|12052401|12052411|12052421|12052431|12052441|12052451|12052461	10000000	1	12030058|12030057|12030057|12030057|12030057|12030057|12030057|12030056|12030056|12030056	50000000	1	11990050	50000000	1	12030011|12030011|12030012	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#	冥王秘境BOSS																															
460	50000000	1	12041090|12041091|12041094	100000000	3	11020001|11020002|11020006|11020007|11020010|11020011|11020014|11020015|11030401|11030402|11030403|11030404|11030001|11030003||11030005|11030007	100000	1	11000702	500000	1	11000500|11000502|11000503|11000504	500000	1	11990115	20000000	1	12030056	50000000	1	12030011|12030011|12030012	-1	-1	-1	-1	-1	-1	-1	-1	-1		
461	50000000	1	12041090|12041091|12041094	100000000	3	11020001|11020002|11020006|11020007|11020010|11020011|11020014|11020015|11030401|11030402|11030403|11030404|11030001|11030003||11030005|11030007	100000000	1	11000830|11000831|11000832|11000833|11000834|11000835|11000836|11000837	1000000	1	11000838|11000839|11000840|11000841|11000842|11000843|11000844|11000845|11000984|11000985|11000986|11000987|11000988|11000989|11000990|11000991	500000	1	11990115	20000000	1	12030056	50000000	1	12030011|12030011|12030012	100000000	2	11000603|11000604|11000605|11000603|11000603|11000604|11000604|11000603|11000604|11000605|11000603|11000603|11000604|11000604|11000606|11000605	1500000	1	12030088|12030089|12030090|12030091	100000000	2	11000908		
#	冥龙残骸																															
493	10000000	1	12030088|12030089|12030090|12030091	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#	大逃杀																															
494	50000000	99	12030058|12030057|12030057|12030057|12030057|12030057|12030057|12030056|12030056|12030056	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#	打造相关掉落																															
495	100000000	1	11000830|11000831|11000832|11000833|11000834|11000835|11000836|11000837	100000	1	11000838|11000839|11000840|11000841|11000842|11000843|11000844|11000845|11000984|11000985|11000986|11000987|11000988|11000989|11000990|11000991	10000000	1	11000603|11000604|11000605|11000603|11000603|11000604|11000604|11000603|11000604|11000605|11000603|11000603|11000604|11000604|11000606|11000605	1000000	1	11000909|11000911|11000913|11000915|11000909|11000911|11000913|11000915	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#	冥王先锋																															
496	100000000	2	11000830|11000831|11000832|11000833|11000834|11000835|11000836|11000837	1000000	1	11000838|11000839|11000840|11000841|11000842|11000843|11000844|11000845|11000984|11000985|11000986|11000987|11000988|11000989|11000990|11000991	100000000	1	11000603|11000604|11000605|11000603|11000603|11000604|11000604|11000603|11000604|11000605|11000603|11000603|11000604|11000604|11000606|11000605	100000000	5	11000908	100000000	12	11020001|11020002|11020006|11020007|11020010|11020011|11020014|11020015|11030401|11030402|11030403|11030404|11030001|11030003||11030005|11030007	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#	冥龙魂																															
497	100000000	3	11000830|11000831|11000832|11000833|11000834|11000835|11000836|11000837	50000000	1	11000830|11000831|11000832|11000833|11000834|11000835|11000836|11000837	1000000	1	11000838|11000839|11000840|11000841|11000842|11000843|11000844|11000845|11000984|11000985|11000986|11000987|11000988|11000989|11000990|11000991	100000000	2	11000603|11000604|11000605|11000603|11000603|11000604|11000604|11000603|11000604|11000605|11000603|11000603|11000604|11000604|11000606|11000605	100000000	2	11970018	50000000	2	11970018	30000000	2	11970018	7000000	2	11970023	-1	-1	-1	-1	-1	-1
#	战场小BOSS																															
498	100000000	5	11000304|11000317|11000331	-1	-1	-1	-1	-1	-1	-1	-1	-1
499	20000000	1	12030056	100000000	18	11020001|11020002|11020006|11020007|11020010|11020011|11020014|11020015|11030401|11030402|11030403|11030404|11030001|11030003||11030005|11030007	50000000	1	12041101|12041109|11000501|11000902|11010001|12041101|12041101|12041101|12041101	5000000	1	11000810	100000000	3	11990301|11990302|11990303|11990304|11990201|11990202|11990203|11990204|11990205|11990206|11990305|11990306	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#副本产出重划区段（500~）																																
#千佛窟每5级一段																																
500	75000000	1	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
501	87500000	1	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
502	100000000	1	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
503	100000000	1	11000200	12500000	1	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
504	75000000	1	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
505	87500000	1	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
506	100000000	1	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
507	100000000	1	11000201	12500000	1	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
508	75000000	1	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
509	87500000	1	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
510	100000000	1	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
511	100000000	1	11000202	12500000	1	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
512	100000000	1	11000203	12500000	1	11000203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
513	100000000	1	11000203	12500000	1	11000203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
514	100000000	1	11000203	12500000	1	11000203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
515	100000000	1	11000203	12500000	1	11000203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
516	100000000	7	11000200	20000000	1	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
517	100000000	8	11000200	40000000	1	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
518	100000000	9	11000200	60000000	1	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
519	100000000	10	11000200	80000000	1	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
520	100000000	7	11000201	20000000	1	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
521	100000000	8	11000201	40000000	1	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
522	100000000	9	11000201	60000000	1	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
523	100000000	10	11000201	80000000	1	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
524	100000000	7	11000202	20000000	1	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
525	100000000	8	11000202	40000000	1	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
526	100000000	9	11000202	60000000	1	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
527	100000000	10	11000202	80000000	1	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
528	100000000	10	11000203	80000000	1	11000203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
529	100000000	10	11000203	80000000	1	11000203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
530	100000000	10	11000203	80000000	1	11000203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
531	100000000	10	11000203	80000000	1	11000203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
532	100000000	10	11000200	80000000	1	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
533	100000000	12	11000200	60000000	1	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
534	100000000	14	11000200	40000000	1	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
535	100000000	16	11000200	20000000	1	11000200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
536	100000000	10	11000201	80000000	1	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
537	100000000	12	11000201	60000000	1	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
538	100000000	14	11000201	40000000	1	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
539	100000000	16	11000201	20000000	1	11000201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
540	100000000	10	11000202	80000000	1	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
541	100000000	12	11000202	60000000	1	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
542	100000000	14	11000202	40000000	1	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
543	100000000	16	11000202	20000000	1	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
544	100000000	16	11000203	20000000	1	11000203	10000000	1	11010100|11010101|11010102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
545	100000000	16	11000203	20000000	1	11000203	10000000	1	11010100|11010101|11010102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
546	100000000	16	11000203	20000000	1	11000203	10000000	1	11010100|11010101|11010102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
547	100000000	16	11000203	20000000	1	11000203	10000000	1	11010100|11010101|11010102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#战神墓每5级一段																																
548	21951220	1	11050001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
549	25609756	1	11050001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
550	29268293	1	11050001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
551	32926829	1	11050001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
552	21951220	1	11050002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
553	25609756	1	11050002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
554	29268293	1	11050002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
555	21951220	1	11050003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
556	25609756	1	11050003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
557	29268293	1	11050003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
558	21951220	1	11050004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
559	25609756	1	11050004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
560	29268293	1	11050004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
561	100000000	7	11050001	20000000	1	11050001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
562	100000000	8	11050001	40000000	1	11050001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
563	100000000	9	11050001	60000000	1	11050001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
564	100000000	10	11050001	80000000	1	11050001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
565	100000000	7	11050002	20000000	1	11050002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
566	100000000	8	11050002	40000000	1	11050002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
567	100000000	9	11050002	60000000	1	11050002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
568	100000000	7	11050003	20000000	1	11050003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
569	100000000	8	11050003	40000000	1	11050003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
570	100000000	9	11050003	60000000	1	11050003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
571	100000000	7	11050004	80000000	1	11050004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
572	100000000	8	11050004	80000000	1	11050004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
573	100000000	9	11050004	80000000	1	11050004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
574	100000000	10	11050001	80000000	1	11050001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
575	100000000	12	11050001	60000000	1	11050001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
576	100000000	14	11050001	40000000	1	11050001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
577	100000000	16	11050001	20000000	1	11050001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
578	100000000	10	11050002	80000000	1	11050002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
579	100000000	12	11050002	60000000	1	11050002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
580	100000000	14	11050002	40000000	1	11050002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
581	100000000	10	11050003	80000000	1	11050003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
582	100000000	12	11050003	60000000	1	11050003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
583	100000000	14	11050003	40000000	1	11050003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
584	100000000	10	11050004	20000000	1	11050004	10000000	1	11010100|11010101|11010102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
585	100000000	12	11050004	20000000	1	11050004	10000000	1	11010100|11010101|11010102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
586	100000000	14	11050004	20000000	1	11050004	10000000	1	11010100|11010101|11010102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#景教堂每5级一段																																
587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
588	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
589	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
590	100000000	3	11990203|11990204	100000000	1	11030601|11030632|11030633	100000000	3	11990303|11990304	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
591	100000000	3	11990204|11990205	100000000	1	11030601|11030602|11030603|11030634	100000000	3	11990304|11990305	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
592	100000000	3	11990205|11990206	100000000	1	11030602|11030603|11030634	100000000	3	11990305|11990306	50000000	1	11030606	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
593	100000000	3	11990206|11990207	100000000	1	11030602|11030603|11030634	100000000	3	11990306|11990307	50000000	1	11030606|11030608|11030609|11030610|11030611|11030612|11030613|11030614|11030615	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
